window_label,event_type,event_label,d_cut,sigma_cut,change_cut_setting,edge_nan_ksstat,effective_change_cut,match_tolerance_ka,n_detected,n_published,n_matched,n_unmatched_detected,n_unmatched_published,precision,recall,f1,median_abs_age_error_ka,mean_abs_age_error_ka
0.6-4,strong_monsoon_start,Strong monsoon starts,0.77,1.0,0.4,False,0.4,0.8,98,87,75,23,12,0.7653061224489796,0.8620689655172413,0.8108108108108109,0.028999999999996362,0.12234714564292187
0.6-4,weak_monsoon_start,Weak monsoon starts,0.77,1.0,0.4,False,0.4,0.8,98,90,78,20,12,0.7959183673469388,0.8666666666666667,0.8297872340425533,0.035125000000022055,0.11652225389380624
0.6-4,strong_monsoon_start,Strong monsoon starts,0.77,1.5,default,False,0.5534439014047682,0.8,87,87,77,10,10,0.8850574712643678,0.8850574712643678,0.8850574712643678,0.02199999999999136,0.11655943762336426
0.6-4,weak_monsoon_start,Weak monsoon starts,0.77,1.5,default,False,0.5534439014047682,0.8,93,90,79,14,11,0.8494623655913979,0.8777777777777778,0.8633879781420764,0.03875000000005002,0.1120946457446595
0.6-4,strong_monsoon_start,Strong monsoon starts,0.77,1.5,0.0,False,0.0,0.8,126,87,75,51,12,0.5952380952380952,0.8620689655172413,0.7042253521126761,0.025949999999966167,0.1163717334012835
0.6-4,weak_monsoon_start,Weak monsoon starts,0.77,1.5,0.0,False,0.0,0.8,122,90,74,48,16,0.6065573770491803,0.8222222222222222,0.6981132075471698,0.040999999999993264,0.12058652253553412
0.6-4,strong_monsoon_start,Strong monsoon starts,0.77,1.5,0.2,False,0.2,0.8,121,87,75,46,12,0.6198347107438017,0.8620689655172413,0.721153846153846,0.025949999999966167,0.1163717334012835
0.6-4,weak_monsoon_start,Weak monsoon starts,0.77,1.5,0.2,False,0.2,0.8,115,90,74,41,16,0.6434782608695652,0.8222222222222222,0.7219512195121951,0.040999999999993264,0.12058652253553412
0.6-4,strong_monsoon_start,Strong monsoon starts,0.77,1.5,0.4,False,0.4,0.8,98,87,75,23,12,0.7653061224489796,0.8620689655172413,0.8108108108108109,0.025949999999966167,0.1163717334012835
0.6-4,weak_monsoon_start,Weak monsoon starts,0.77,1.5,0.4,False,0.4,0.8,98,90,78,20,12,0.7959183673469388,0.8666666666666667,0.8297872340425533,0.03700000000003456,0.1146216128681656
0.6-4,strong_monsoon_start,Strong monsoon starts,0.77,2.0,default,False,0.5534439014047682,0.8,80,87,74,6,13,0.925,0.8505747126436781,0.8862275449101797,0.01999999999999602,0.09634296226871165
0.6-4,weak_monsoon_start,Weak monsoon starts,0.77,2.0,default,False,0.5534439014047682,0.8,88,90,77,11,13,0.875,0.8555555555555555,0.8651685393258427,0.0352500000000191,0.09773547886564476
0.6-4,strong_monsoon_start,Strong monsoon starts,0.77,2.0,0.0,False,0.0,0.8,114,87,74,40,13,0.6491228070175439,0.8505747126436781,0.7363184079601991,0.026225000000010823,0.09916789733327211
0.6-4,weak_monsoon_start,Weak monsoon starts,0.77,2.0,0.0,False,0.0,0.8,111,90,72,39,18,0.6486486486486487,0.8,0.7164179104477612,0.03687500000003752,0.11131739417289532
0.6-4,strong_monsoon_start,Strong monsoon starts,0.77,2.0,0.2,False,0.2,0.8,112,87,74,38,13,0.6607142857142857,0.8505747126436781,0.7437185929648241,0.026225000000010823,0.09916789733327211
0.6-4,weak_monsoon_start,Weak monsoon starts,0.77,2.0,0.2,False,0.2,0.8,107,90,72,35,18,0.6728971962616822,0.8,0.7309644670050762,0.03687500000003752,0.11131739417289532
0.6-4,strong_monsoon_start,Strong monsoon starts,0.77,2.0,0.4,False,0.4,0.8,90,87,74,16,13,0.8222222222222222,0.8505747126436781,0.8361581920903955,0.026225000000010823,0.09859357300894754
0.6-4,weak_monsoon_start,Weak monsoon starts,0.77,2.0,0.4,False,0.4,0.8,92,90,76,16,14,0.8260869565217391,0.8444444444444444,0.8351648351648352,0.03687500000003752,0.10928401995442033
