window_label,event_type,event_label,published_age_ka,published_order,source_file
0.4-4,weak_monsoon_start,Weak monsoon starts,629.0,97,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
0.4-4,weak_monsoon_start,Weak monsoon starts,632.3,98,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
0.4-4,weak_monsoon_start,Weak monsoon starts,635.2,99,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
0.4-4,weak_monsoon_start,Weak monsoon starts,639.2,100,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,11.129,1,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,14.617,2,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,23.685,3,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,29.43,4,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,32.675,5,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,34.065,6,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,35.6,7,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,38.305,8,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,41.635,9,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,43.615,10,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,47.25,11,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,53.745,12,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,58.21,13,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,59.785,14,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,65.48,15,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,72.285,16,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,75.28,17,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,76.245,18,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,84.03,19,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,89.79,20,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,105.15,21,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,108.55,22,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,128.55,23,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,147.65,24,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,149.05,25,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,151.75,26,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,157.05,27,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,160.5,28,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,163.8,29,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,168.75,30,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,169.55,31,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,173.15,32,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,176.25,33,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,177.95,34,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,182.55,35,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,190.65,36,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,192.65,37,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,198.85,38,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,219.05,39,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,225.2,40,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,230.75,41,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,241.65,42,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,248.35,43,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,251.15,44,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,258.75,45,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,264.0,46,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,272.85,47,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,293.9,48,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,315.45,49,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,316.25,50,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,332.45,51,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,333.85,52,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,337.35,53,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,351.15,54,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,365.65,55,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,368.1,56,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,370.75,57,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,377.25,58,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,390.8,59,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,393.6,60,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,412.25,61,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,426.05,62,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,447.4,63,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,449.45,64,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,458.9,65,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,463.15,66,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,465.95,67,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,472.75,68,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,484.15,69,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,504.15,70,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,531.75,71,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,548.25,72,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,553.55,73,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,555.65,74,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,559.15,75,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,561.25,76,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,562.25,77,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,580.3,78,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,582.95,79,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,593.9,80,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,600.95,81,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,602.7,82,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,625.65,83,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,627.4,84,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,630.1,85,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,633.3,86,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,strong_monsoon_start,Strong monsoon starts,638.1,87,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,3.5,1,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,12.779,2,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,24.59,3,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,26.65,4,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,28.625,5,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,30.42,6,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,31.975,7,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,33.42,8,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,34.75,9,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,36.605,10,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,39.99,11,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,42.475,12,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,44.44,13,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,45.73,14,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,48.86,15,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,55.23,16,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,56.32,17,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,69.575,18,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,73.35,19,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,77.51,20,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,79.035,21,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,88.425,22,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,98.65,23,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,100.35,24,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,106.35,25,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,117.45,26,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,120.55,27,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,135.55,28,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,142.55,29,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,143.95,30,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,158.95,31,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,162.2,32,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,165.15,33,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,166.8,34,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,171.05,35,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,174.85,36,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,179.65,37,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,187.75,38,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,191.75,39,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,193.25,40,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,201.15,41,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,209.25,42,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,220.95,43,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,228.65,44,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,234.0,45,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,246.45,46,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,250.05,47,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,252.15,48,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,256.05,49,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,259.65,50,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,276.95,51,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,281.4,52,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,284.7,53,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,307.25,54,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,318.05,55,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,324.15,56,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,341.15,57,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,349.55,58,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,364.35,59,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,367.35,60,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,369.55,61,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,371.95,62,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,378.65,63,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,398.85,64,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,430.15,65,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,442.95,66,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,453.55,67,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,457.35,68,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,460.15,69,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,467.35,70,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,475.35,71,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,479.05,72,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,500.1,73,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,513.95,74,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,515.85,75,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,521.95,76,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,535.0,77,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,550.75,78,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,552.7,79,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,554.2,80,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,556.95,81,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,560.45,82,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,569.5,83,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,589.8,84,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,614.9,85,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,628.85,86,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,632.3,87,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,635.2,88,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,636.8,89,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
0.6-4,weak_monsoon_start,Weak monsoon starts,639.2,90,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
