transition_id,age_ka,jump_direction,event_type,window_label,d_cut,sigma_cut,change_cut,change_cut_setting,edge_nan_ksstat,best_for_window
66,547.9110499999999,-1,strong_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
67,553.52405,-1,strong_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
68,555.66125,-1,strong_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
69,559.1352,-1,strong_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
70,561.2570499999999,-1,strong_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
71,562.24095,-1,strong_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
72,580.027,-1,strong_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
73,583.2346,-1,strong_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
74,593.90095,-1,strong_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
75,606.8133,-1,strong_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
76,626.0952,-1,strong_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
77,627.62725,-1,strong_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
78,630.11065,-1,strong_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
79,633.30795,-1,strong_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
80,638.0735,-1,strong_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
81,3.5935912500000002,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
82,12.7955,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
83,24.5925,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
84,26.65,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
85,28.584,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
86,30.421,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
87,31.9,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
88,33.417500000000004,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
89,34.749750000000006,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
90,36.678,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
91,39.9567,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
92,42.474500000000006,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
93,45.72975,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
94,48.6348,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
95,55.16625,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
96,56.318749999999994,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
97,70.1533,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
98,73.34795,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
99,77.50971874999999,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
100,88.4242,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
101,98.65,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
102,106.10291867522108,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
103,117.41724390302811,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
104,120.84026548640617,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
105,135.5525,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
106,142.49099999999999,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
107,144.0105,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
108,158.985,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
109,162.0,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
110,165.17000000000002,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
111,166.8,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
112,170.20999999999998,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
113,171.01999999999998,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
114,174.70999999999998,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
115,179.54500000000002,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
116,187.765,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
117,191.805,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
118,201.265,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
119,209.21,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
120,221.02880523543064,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
121,228.64578952007938,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
122,234.14442247686108,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
123,235.74704347222223,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
124,246.3985,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
125,249.8965,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
126,252.1055,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
127,256.0625,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
128,259.629,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
129,276.91610000000003,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
130,285.549,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
131,308.48655,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
132,318.0365,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
133,324.273,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
134,326.265,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
135,341.413,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
136,342.657,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
137,345.528,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
138,349.5665,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
139,364.34450000000004,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
140,367.3805,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
141,369.307,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
142,371.6965,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
143,372.62850000000003,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
144,378.446,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
145,398.8242668639125,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
146,400.892521091661,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
147,430.43603283111156,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
148,442.9236302395691,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
149,453.79803214260227,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
150,457.5713754213539,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
151,460.1738446064876,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
152,467.37594293626796,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
153,475.20481637943385,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
154,479.02443010189745,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
155,500.3443589192743,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
156,521.93825,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
157,534.96475,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
158,552.5361499999999,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
159,554.3449,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
160,556.9153,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
161,560.4336,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
162,568.2534,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
163,590.56005,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
164,612.01915,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
165,615.5110500000001,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
166,628.8722,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
167,632.2802999999999,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
168,635.16125,1,weak_monsoon_start,0.6-4,0.75,2.0,0.5534439014047682,default,False,0.6-4
