window_label,event_type,detected_index,published_index,detected_age_ka,published_age_ka,age_error_ka,abs_age_error_ka,tolerance_ka,best_for_window
0.4-4,strong_monsoon_start,47,50,242.174,241.65,0.5240000000000009,0.5240000000000009,0.8,0.4-4
0.4-4,strong_monsoon_start,55,60,334.69399999999996,334.05,0.6439999999999486,0.6439999999999486,0.8,0.4-4
0.4-4,strong_monsoon_start,52,55,273.5077,272.85,0.6576999999999771,0.6576999999999771,0.8,0.4-4
0.4-4,weak_monsoon_start,95,100,26.65,26.65,0.0,0.0,0.8,0.4-4
0.4-4,weak_monsoon_start,116,122,98.65,98.65,0.0,0.0,0.8,0.4-4
0.4-4,weak_monsoon_start,126,136,162.0,162.0,0.0,0.0,0.8,0.4-4
0.4-4,weak_monsoon_start,128,138,166.8,166.8,0.0,0.0,0.8,0.4-4
0.4-4,weak_monsoon_start,106,111,45.72975,45.73,-0.0002499999999940883,0.0002499999999940883,0.8,0.4-4
0.4-4,weak_monsoon_start,93,97,12.77875,12.779,-0.00024999999999941735,0.00024999999999941735,0.8,0.4-4
0.4-4,weak_monsoon_start,114,120,77.50971874999999,77.51,-0.0002812500000146656,0.0002812500000146656,0.8,0.4-4
0.4-4,weak_monsoon_start,92,96,3.49957375,3.5,-0.00042624999999985036,0.00042624999999985036,0.8,0.4-4
0.4-4,weak_monsoon_start,109,114,55.2305,55.23,0.0005000000000023874,0.0005000000000023874,0.8,0.4-4
0.4-4,weak_monsoon_start,111,116,68.65435,68.655,-0.0006500000000073669,0.0006500000000073669,0.8,0.4-4
0.4-4,weak_monsoon_start,115,121,88.4242,88.425,-0.0007999999999981355,0.0007999999999981355,0.8,0.4-4
0.4-4,weak_monsoon_start,110,115,56.318749999999994,56.32,-0.0012500000000059686,0.0012500000000059686,0.8,0.4-4
0.4-4,weak_monsoon_start,96,101,27.5565,27.555,0.0015000000000000568,0.0015000000000000568,0.8,0.4-4
0.4-4,weak_monsoon_start,103,108,39.9567,39.955,0.0016999999999995907,0.0016999999999995907,0.8,0.4-4
0.4-4,weak_monsoon_start,112,118,70.1533,70.155,-0.0016999999999995907,0.0016999999999995907,0.8,0.4-4
0.4-4,weak_monsoon_start,100,105,33.417500000000004,33.42,-0.0024999999999977263,0.0024999999999977263,0.8,0.4-4
0.4-4,weak_monsoon_start,121,129,135.5525,135.55,0.0024999999999977263,0.0024999999999977263,0.8,0.4-4
0.4-4,weak_monsoon_start,94,99,24.5925,24.59,0.002500000000001279,0.002500000000001279,0.8,0.4-4
0.4-4,weak_monsoon_start,139,149,228.64578952007938,228.65,-0.00421047992062995,0.00421047992062995,0.8,0.4-4
0.4-4,weak_monsoon_start,158,165,364.34450000000004,364.35,-0.005499999999983629,0.005499999999983629,0.8,0.4-4
0.4-4,weak_monsoon_start,141,151,234.14442247686108,234.15,-0.005577523138924789,0.005577523138924789,0.8,0.4-4
0.4-4,weak_monsoon_start,179,186,554.20975,554.2,0.009749999999939973,0.009749999999939973,0.8,0.4-4
0.4-4,weak_monsoon_start,124,133,147.04000000000002,147.05,-0.009999999999990905,0.009999999999990905,0.8,0.4-4
0.4-4,weak_monsoon_start,176,183,521.93825,521.95,-0.011750000000006366,0.011750000000006366,0.8,0.4-4
0.4-4,weak_monsoon_start,146,155,256.0625,256.05,0.012499999999988631,0.012499999999988631,0.8,0.4-4
0.4-4,weak_monsoon_start,151,161,318.0365,318.05,-0.013500000000021828,0.013500000000021828,0.8,0.4-4
0.4-4,weak_monsoon_start,133,143,187.765,187.75,0.014999999999986358,0.014999999999986358,0.8,0.4-4
0.4-4,weak_monsoon_start,131,141,174.865,174.85,0.01500000000001478,0.01500000000001478,0.8,0.4-4
0.4-4,weak_monsoon_start,181,188,560.4336,560.45,-0.016400000000089676,0.016400000000089676,0.8,0.4-4
0.4-4,weak_monsoon_start,157,164,349.5665,349.55,0.01650000000000773,0.01650000000000773,0.8,0.4-4
0.4-4,weak_monsoon_start,144,153,250.0685,250.05,0.01849999999998886,0.01849999999998886,0.8,0.4-4
0.4-4,weak_monsoon_start,187,193,632.2802999999999,632.3,-0.019700000000057116,0.019700000000057116,0.8,0.4-4
0.4-4,weak_monsoon_start,127,137,165.17000000000002,165.15,0.020000000000010232,0.020000000000010232,0.8,0.4-4
0.4-4,weak_monsoon_start,147,156,259.629,259.65,-0.020999999999958163,0.020999999999958163,0.8,0.4-4
0.4-4,weak_monsoon_start,138,148,221.02880523543064,221.05,-0.021194764569372637,0.021194764569372637,0.8,0.4-4
0.4-4,weak_monsoon_start,170,177,460.1738446064876,460.15,0.023844606487614328,0.023844606487614328,0.8,0.4-4
0.4-4,weak_monsoon_start,154,163,341.126,341.15,-0.02400000000000091,0.02400000000000091,0.8,0.4-4
0.4-4,weak_monsoon_start,135,145,193.275,193.25,0.025000000000005684,0.025000000000005684,0.8,0.4-4
0.4-4,weak_monsoon_start,136,146,201.125,201.15,-0.025000000000005684,0.025000000000005684,0.8,0.4-4
0.4-4,weak_monsoon_start,173,180,479.02443010189745,479.05,-0.025569898102560273,0.025569898102560273,0.8,0.4-4
0.4-4,weak_monsoon_start,164,172,398.8242668639125,398.85,-0.025733136087524144,0.025733136087524144,0.8,0.4-4
0.4-4,weak_monsoon_start,171,178,467.37594293626796,467.35,0.02594293626793842,0.02594293626793842,0.8,0.4-4
0.4-4,weak_monsoon_start,122,131,142.523,142.55,-0.027000000000015234,0.027000000000015234,0.8,0.4-4
0.4-4,weak_monsoon_start,120,128,133.28,133.25,0.030000000000001137,0.030000000000001137,0.8,0.4-4
0.4-4,weak_monsoon_start,130,140,171.01999999999998,171.05,-0.03000000000002956,0.03000000000002956,0.8,0.4-4
0.4-4,weak_monsoon_start,159,166,367.3805,367.35,0.03049999999996089,0.03049999999996089,0.8,0.4-4
0.4-4,weak_monsoon_start,118,126,117.41724390302811,117.45,-0.03275609697189452,0.03275609697189452,0.8,0.4-4
0.4-4,weak_monsoon_start,148,157,276.91610000000003,276.95,-0.03389999999996007,0.03389999999996007,0.8,0.4-4
0.4-4,weak_monsoon_start,180,187,556.9153,556.95,-0.034700000000043474,0.034700000000043474,0.8,0.4-4
0.4-4,weak_monsoon_start,125,135,158.985,158.95,0.03500000000002501,0.03500000000002501,0.8,0.4-4
0.4-4,weak_monsoon_start,177,184,534.96475,535.0,-0.0352500000000191,0.0352500000000191,0.8,0.4-4
0.4-4,weak_monsoon_start,140,150,232.6122120849276,232.65,-0.03778791507241408,0.03778791507241408,0.8,0.4-4
0.4-4,weak_monsoon_start,188,194,635.16125,635.2,-0.03875000000005002,0.03875000000005002,0.8,0.4-4
0.4-4,weak_monsoon_start,98,103,30.45975,30.42,0.039749999999997954,0.039749999999997954,0.8,0.4-4
0.4-4,weak_monsoon_start,137,147,209.21,209.25,-0.03999999999999204,0.03999999999999204,0.8,0.4-4
0.4-4,weak_monsoon_start,129,139,170.20999999999998,170.25,-0.040000000000020464,0.040000000000020464,0.8,0.4-4
0.4-4,weak_monsoon_start,145,154,252.1055,252.15,-0.04449999999999932,0.04449999999999932,0.8,0.4-4
0.4-4,weak_monsoon_start,101,106,34.80075,34.75,0.05075000000000074,0.05075000000000074,0.8,0.4-4
0.4-4,weak_monsoon_start,113,119,73.34795,73.4,-0.05205000000000837,0.05205000000000837,0.8,0.4-4
0.4-4,weak_monsoon_start,134,144,191.805,191.75,0.05500000000000682,0.05500000000000682,0.8,0.4-4
0.4-4,weak_monsoon_start,108,113,48.8637,48.92,-0.05630000000000024,0.05630000000000024,0.8,0.4-4
0.4-4,weak_monsoon_start,99,104,31.9,31.975,-0.07500000000000284,0.07500000000000284,0.8,0.4-4
0.4-4,weak_monsoon_start,104,109,42.3922,42.475,-0.08279999999999887,0.08279999999999887,0.8,0.4-4
0.4-4,weak_monsoon_start,107,112,48.3719,48.47,-0.0981000000000023,0.0981000000000023,0.8,0.4-4
0.4-4,weak_monsoon_start,132,142,179.54500000000002,179.65,-0.10499999999998977,0.10499999999998977,0.8,0.4-4
0.4-4,weak_monsoon_start,143,152,246.858,246.75,0.10800000000000409,0.10800000000000409,0.8,0.4-4
0.4-4,weak_monsoon_start,152,162,324.273,324.15,0.1230000000000473,0.1230000000000473,0.8,0.4-4
0.4-4,weak_monsoon_start,186,192,628.8722,629.0,-0.12779999999997926,0.12779999999997926,0.8,0.4-4
0.4-4,weak_monsoon_start,97,102,28.584,28.715,-0.13100000000000023,0.13100000000000023,0.8,0.4-4
0.4-4,weak_monsoon_start,172,179,475.20481637943385,475.35,-0.14518362056617207,0.14518362056617207,0.8,0.4-4
0.4-4,weak_monsoon_start,102,107,36.604,36.75,-0.1460000000000008,0.1460000000000008,0.8,0.4-4
0.4-4,weak_monsoon_start,161,169,371.6965,371.55,0.14650000000000318,0.14650000000000318,0.8,0.4-4
0.4-4,weak_monsoon_start,123,132,144.0105,143.85,0.1605000000000132,0.1605000000000132,0.8,0.4-4
0.4-4,weak_monsoon_start,178,185,552.5361499999999,552.7,-0.1638500000001386,0.1638500000001386,0.8,0.4-4
0.4-4,weak_monsoon_start,105,110,44.304249999999996,44.485,-0.1807500000000033,0.1807500000000033,0.8,0.4-4
0.4-4,weak_monsoon_start,163,171,378.446,378.65,-0.2039999999999509,0.2039999999999509,0.8,0.4-4
0.4-4,weak_monsoon_start,160,168,369.307,369.55,-0.242999999999995,0.242999999999995,0.8,0.4-4
0.4-4,weak_monsoon_start,175,181,500.3443589192743,500.1,0.24435891927430475,0.24435891927430475,0.8,0.4-4
0.4-4,weak_monsoon_start,117,125,106.10291867522108,106.35,-0.2470813247789181,0.2470813247789181,0.8,0.4-4
0.4-4,weak_monsoon_start,168,175,453.79803214260227,453.55,0.2480321426022556,0.2480321426022556,0.8,0.4-4
0.4-4,weak_monsoon_start,169,176,457.3499345520379,457.6,-0.25006544796212893,0.25006544796212893,0.8,0.4-4
0.4-4,weak_monsoon_start,166,173,430.43603283111156,430.15,0.2860328311115836,0.2860328311115836,0.8,0.4-4
0.4-4,weak_monsoon_start,119,127,120.84026548640617,120.55,0.2902654864061702,0.2902654864061702,0.8,0.4-4
0.4-4,weak_monsoon_start,185,191,615.5110500000001,614.9,0.6110500000000911,0.6110500000000911,0.8,0.4-4
0.4-4,weak_monsoon_start,162,170,372.62850000000003,371.95,0.6785000000000423,0.6785000000000423,0.8,0.4-4
0.4-4,weak_monsoon_start,183,190,590.56005,589.8,0.760050000000092,0.760050000000092,0.8,0.4-4
0.6-4,strong_monsoon_start,3,199,29.43,29.43,0.0,0.0,0.8,0.6-4
0.6-4,strong_monsoon_start,24,222,157.05,157.05,0.0,0.0,0.8,0.6-4
0.6-4,strong_monsoon_start,30,228,176.25,176.25,0.0,0.0,0.8,0.6-4
0.6-4,strong_monsoon_start,57,260,458.90002063725,458.9,2.0637250031541043e-05,2.0637250031541043e-05,0.8,0.6-4
0.6-4,strong_monsoon_start,18,215,89.79012499999999,89.79,0.0001249999999828333,0.0001249999999828333,0.8,0.6-4
0.6-4,strong_monsoon_start,1,197,14.61675,14.617,-0.0002500000000011937,0.0002500000000011937,0.8,0.6-4
0.6-4,strong_monsoon_start,16,213,76.2457,76.245,0.0006999999999948159,0.0006999999999948159,0.8,0.6-4
0.6-4,strong_monsoon_start,8,204,41.63589999999999,41.635,0.0008999999999943498,0.0008999999999943498,0.8,0.6-4
0.6-4,strong_monsoon_start,73,275,593.90095,593.9,0.0009499999999889042,0.0009499999999889042,0.8,0.6-4
0.6-4,strong_monsoon_start,40,241,264.0017,264.0,0.0017000000000280124,0.0017000000000280124,0.8,0.6-4
0.6-4,strong_monsoon_start,12,209,59.7829,59.785,-0.0020999999999986585,0.0020999999999986585,0.8,0.6-4
0.6-4,strong_monsoon_start,4,200,32.67225,32.675,-0.00274999999999892,0.00274999999999892,0.8,0.6-4
0.6-4,strong_monsoon_start,5,201,34.06775,34.065,0.00274999999999892,0.00274999999999892,0.8,0.6-4
0.6-4,strong_monsoon_start,10,206,47.25275,47.25,0.00274999999999892,0.00274999999999892,0.8,0.6-4
0.6-4,strong_monsoon_start,7,203,38.308,38.305,0.0030000000000001137,0.0030000000000001137,0.8,0.6-4
0.6-4,strong_monsoon_start,47,250,365.6535,365.65,0.003500000000030923,0.003500000000030923,0.8,0.6-4
0.6-4,strong_monsoon_start,19,216,105.15378379352578,105.15,0.003783793525769852,0.003783793525769852,0.8,0.6-4
0.6-4,strong_monsoon_start,13,210,65.48384999999999,65.48,0.003849999999985698,0.003849999999985698,0.8,0.6-4
0.6-4,strong_monsoon_start,22,219,147.655,147.65,0.0049999999999954525,0.0049999999999954525,0.8,0.6-4
0.6-4,strong_monsoon_start,25,223,160.495,160.5,-0.0049999999999954525,0.0049999999999954525,0.8,0.6-4
0.6-4,strong_monsoon_start,69,271,561.2570499999999,561.25,0.007049999999935608,0.007049999999935608,0.8,0.6-4
0.6-4,strong_monsoon_start,78,281,633.30795,633.3,0.00795000000005075,0.00795000000005075,0.8,0.6-4
0.6-4,strong_monsoon_start,37,238,248.34199999999998,248.35,-0.008000000000009777,0.008000000000009777,0.8,0.6-4
0.6-4,strong_monsoon_start,70,272,562.24095,562.25,-0.009050000000002001,0.009050000000002001,0.8,0.6-4
0.6-4,strong_monsoon_start,28,226,169.56,169.55,0.009999999999990905,0.009999999999990905,0.8,0.6-4
0.6-4,strong_monsoon_start,77,280,630.11065,630.1,0.010649999999941429,0.010649999999941429,0.8,0.6-4
0.6-4,strong_monsoon_start,54,257,426.0392601558315,426.05,-0.010739844168483614,0.010739844168483614,0.8,0.6-4
0.6-4,strong_monsoon_start,67,269,555.66125,555.65,0.01125000000001819,0.01125000000001819,0.8,0.6-4
0.6-4,strong_monsoon_start,62,265,504.1380422297446,504.15,-0.011957770255378364,0.011957770255378364,0.8,0.6-4
0.6-4,strong_monsoon_start,64,266,531.73785,531.75,-0.012150000000019645,0.012150000000019645,0.8,0.6-4
0.6-4,strong_monsoon_start,49,252,370.7645,370.75,0.014499999999998181,0.014499999999998181,0.8,0.6-4
0.6-4,strong_monsoon_start,68,270,559.1352,559.15,-0.014799999999922875,0.014799999999922875,0.8,0.6-4
0.6-4,strong_monsoon_start,48,251,368.115,368.1,0.014999999999986358,0.014999999999986358,0.8,0.6-4
0.6-4,strong_monsoon_start,38,239,251.166,251.15,0.015999999999991132,0.015999999999991132,0.8,0.6-4
0.6-4,strong_monsoon_start,42,243,293.9178,293.9,0.017800000000022465,0.017800000000022465,0.8,0.6-4
0.6-4,strong_monsoon_start,52,255,393.5816900862267,393.6,-0.018309913773350672,0.018309913773350672,0.8,0.6-4
0.6-4,strong_monsoon_start,26,224,163.82,163.8,0.01999999999998181,0.01999999999998181,0.8,0.6-4
0.6-4,strong_monsoon_start,29,227,173.13,173.15,-0.020000000000010232,0.020000000000010232,0.8,0.6-4
0.6-4,strong_monsoon_start,55,258,447.3791051375909,447.4,-0.02089486240907945,0.02089486240907945,0.8,0.6-4
0.6-4,strong_monsoon_start,39,240,258.772,258.75,0.02199999999999136,0.02199999999999136,0.8,0.6-4
0.6-4,strong_monsoon_start,66,268,553.52405,553.55,-0.025949999999966167,0.025949999999966167,0.8,0.6-4
0.6-4,strong_monsoon_start,79,282,638.0735,638.1,-0.02650000000005548,0.02650000000005548,0.8,0.6-4
0.6-4,strong_monsoon_start,14,211,72.25640000000001,72.285,-0.028599999999983083,0.028599999999983083,0.8,0.6-4
0.6-4,strong_monsoon_start,50,253,377.221,377.25,-0.028999999999996362,0.028999999999996362,0.8,0.6-4
0.6-4,strong_monsoon_start,45,248,337.3835,337.35,0.03350000000000364,0.03350000000000364,0.8,0.6-4
0.6-4,strong_monsoon_start,20,217,108.51467469932942,108.55,-0.035325300670578486,0.035325300670578486,0.8,0.6-4
0.6-4,strong_monsoon_start,32,230,182.5,182.55,-0.05000000000001137,0.05000000000001137,0.8,0.6-4
0.6-4,strong_monsoon_start,58,261,463.20418726370576,463.15,0.05418726370578497,0.05418726370578497,0.8,0.6-4
0.6-4,strong_monsoon_start,11,207,53.801,53.745,0.05600000000000449,0.05600000000000449,0.8,0.6-4
0.6-4,strong_monsoon_start,0,196,11.18636,11.129,0.057360000000000966,0.057360000000000966,0.8,0.6-4
0.6-4,strong_monsoon_start,59,262,466.00933331939416,465.95,0.0593333193941703,0.0593333193941703,0.8,0.6-4
0.6-4,strong_monsoon_start,6,202,35.53275,35.6,-0.06725000000000136,0.06725000000000136,0.8,0.6-4
0.6-4,strong_monsoon_start,23,220,149.12,149.05,0.06999999999999318,0.06999999999999318,0.8,0.6-4
0.6-4,strong_monsoon_start,2,198,23.75625,23.685,0.0712500000000027,0.0712500000000027,0.8,0.6-4
0.6-4,strong_monsoon_start,27,225,168.82999999999998,168.75,0.07999999999998408,0.07999999999998408,0.8,0.6-4
0.6-4,strong_monsoon_start,17,214,84.127425,84.03,0.0974250000000012,0.0974250000000012,0.8,0.6-4
0.6-4,strong_monsoon_start,60,263,472.626600937941,472.75,-0.12339906205897933,0.12339906205897933,0.8,0.6-4
0.6-4,strong_monsoon_start,9,205,43.49125,43.615,-0.12375000000000114,0.12375000000000114,0.8,0.6-4
0.6-4,strong_monsoon_start,33,231,190.485,190.65,-0.16499999999999204,0.16499999999999204,0.8,0.6-4
0.6-4,strong_monsoon_start,43,245,316.44,316.25,0.18999999999999773,0.18999999999999773,0.8,0.6-4
0.6-4,strong_monsoon_start,76,279,627.62725,627.4,0.22725000000002638,0.22725000000002638,0.8,0.6-4
0.6-4,strong_monsoon_start,71,273,580.027,580.3,-0.27299999999991087,0.27299999999991087,0.8,0.6-4
0.6-4,strong_monsoon_start,34,233,199.13,198.85,0.28000000000000114,0.28000000000000114,0.8,0.6-4
0.6-4,strong_monsoon_start,72,274,583.2346,582.95,0.2845999999999549,0.2845999999999549,0.8,0.6-4
0.6-4,strong_monsoon_start,51,254,391.09707467481905,390.8,0.2970746748190436,0.2970746748190436,0.8,0.6-4
0.6-4,strong_monsoon_start,46,249,351.4475,351.15,0.29750000000001364,0.29750000000001364,0.8,0.6-4
0.6-4,strong_monsoon_start,56,259,449.7844123349564,449.45,0.33441233495642564,0.33441233495642564,0.8,0.6-4
0.6-4,strong_monsoon_start,65,267,547.9110499999999,548.25,-0.33895000000006803,0.33895000000006803,0.8,0.6-4
