window_min_ka,window_max_ka,d_cut,sigma_cut,gi_tp,gi_fp,gi_fn,gi_precision,gi_recall,gi_f1,gs_tp,gs_fp,gs_fn,gs_precision,gs_recall,gs_f1,tp,fp,fn,precision,recall,f1,median_abs_age_error_ka,mean_abs_age_error_ka,n_detected_calibration,n_reference,calibration_eligible
1.0,6.0,0.35,0.35,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,7,8,28,0.4666666666666667,0.2,0.27999999999999997,20,14,49,0.5882352941176471,0.2898550724637681,0.38834951456310673,0.2199999999999953,0.2337999999999994,34,69,True
1.0,5.0,0.35,0.15,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,6,8,29,0.42857142857142855,0.17142857142857143,0.24489795918367346,19,14,50,0.5757575757575758,0.2753623188405797,0.3725490196078432,0.20999999999999375,0.21505263157894616,33,69,True
1.0,6.0,0.35,0.15,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,6,8,29,0.42857142857142855,0.17142857142857143,0.24489795918367346,19,14,50,0.5757575757575758,0.2753623188405797,0.3725490196078432,0.20999999999999375,0.21505263157894616,33,69,True
1.0,6.0,0.3,0.15,13,5,21,0.7222222222222222,0.38235294117647056,0.4999999999999999,6,9,29,0.4,0.17142857142857143,0.24000000000000002,19,14,50,0.5757575757575758,0.2753623188405797,0.3725490196078432,0.20999999999999375,0.2066315789473674,33,69,True
1.0,6.0,0.3,0.25,12,6,22,0.6666666666666666,0.35294117647058826,0.46153846153846156,6,8,29,0.42857142857142855,0.17142857142857143,0.24489795918367346,18,14,51,0.5625,0.2608695652173913,0.35643564356435636,0.20000000000000284,0.21422222222222154,32,69,True
0.8,4.0,0.3,0.35,17,6,17,0.7391304347826086,0.5,0.5964912280701754,10,9,25,0.5263157894736842,0.2857142857142857,0.37037037037037035,27,15,42,0.6428571428571429,0.391304347826087,0.4864864864864865,0.22999999999999687,0.22540740740740683,42,69,True
0.8,4.0,0.25,0.35,16,6,18,0.7272727272727273,0.47058823529411764,0.5714285714285714,10,9,25,0.5263157894736842,0.2857142857142857,0.37037037037037035,26,15,43,0.6341463414634146,0.37681159420289856,0.4727272727272728,0.23999999999999844,0.22676923076923025,41,69,True
0.8,5.0,0.35,0.5,17,6,17,0.7391304347826086,0.5,0.5964912280701754,7,9,28,0.4375,0.2,0.27450980392156865,24,15,45,0.6153846153846154,0.34782608695652173,0.4444444444444444,0.22999999999999687,0.223999999999999,39,69,True
0.8,5.0,0.3,0.5,17,6,17,0.7391304347826086,0.5,0.5964912280701754,7,9,28,0.4375,0.2,0.27450980392156865,24,15,45,0.6153846153846154,0.34782608695652173,0.4444444444444444,0.22999999999999687,0.223999999999999,39,69,True
0.8,5.0,0.25,0.5,17,6,17,0.7391304347826086,0.5,0.5964912280701754,7,9,28,0.4375,0.2,0.27450980392156865,24,15,45,0.6153846153846154,0.34782608695652173,0.4444444444444444,0.22999999999999687,0.223999999999999,39,69,True
0.8,6.0,0.35,0.5,17,6,17,0.7391304347826086,0.5,0.5964912280701754,7,9,28,0.4375,0.2,0.27450980392156865,24,15,45,0.6153846153846154,0.34782608695652173,0.4444444444444444,0.22999999999999687,0.223999999999999,39,69,True
0.8,5.0,0.4,0.35,16,6,18,0.7272727272727273,0.47058823529411764,0.5714285714285714,8,9,27,0.47058823529411764,0.22857142857142856,0.3076923076923077,24,15,45,0.6153846153846154,0.34782608695652173,0.4444444444444444,0.23999999999999844,0.231499999999999,39,69,True
0.8,5.0,0.35,0.15,16,6,18,0.7272727272727273,0.47058823529411764,0.5714285714285714,8,9,27,0.47058823529411764,0.22857142857142856,0.3076923076923077,24,15,45,0.6153846153846154,0.34782608695652173,0.4444444444444444,0.23999999999999844,0.23066666666666524,39,69,True
0.8,6.0,0.4,0.35,16,6,18,0.7272727272727273,0.47058823529411764,0.5714285714285714,8,9,27,0.47058823529411764,0.22857142857142856,0.3076923076923077,24,15,45,0.6153846153846154,0.34782608695652173,0.4444444444444444,0.23999999999999844,0.231499999999999,39,69,True
0.8,5.0,0.4,0.5,16,6,18,0.7272727272727273,0.47058823529411764,0.5714285714285714,7,9,28,0.4375,0.2,0.27450980392156865,23,15,46,0.6052631578947368,0.3333333333333333,0.4299065420560747,0.22999999999999687,0.22634782608695542,38,69,True
0.8,6.0,0.4,0.5,16,6,18,0.7272727272727273,0.47058823529411764,0.5714285714285714,7,9,28,0.4375,0.2,0.27450980392156865,23,15,46,0.6052631578947368,0.3333333333333333,0.4299065420560747,0.22999999999999687,0.22634782608695542,38,69,True
0.8,5.0,0.3,0.25,15,7,19,0.6818181818181818,0.4411764705882353,0.5357142857142857,8,8,27,0.5,0.22857142857142856,0.3137254901960784,23,15,46,0.6052631578947368,0.3333333333333333,0.4299065420560747,0.25,0.23243478260869427,38,69,True
1.0,4.0,0.3,0.35,14,6,20,0.7,0.4117647058823529,0.5185185185185185,8,9,27,0.47058823529411764,0.22857142857142856,0.3076923076923077,22,15,47,0.5945945945945946,0.3188405797101449,0.4150943396226415,0.20000000000000284,0.22072727272727247,37,69,True
0.8,5.0,0.3,0.15,14,6,20,0.7,0.4117647058823529,0.5185185185185185,8,9,27,0.47058823529411764,0.22857142857142856,0.3076923076923077,22,15,47,0.5945945945945946,0.3188405797101449,0.4150943396226415,0.25,0.23527272727272575,37,69,True
1.0,4.0,0.25,0.35,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,8,9,27,0.47058823529411764,0.22857142857142856,0.3076923076923077,21,15,48,0.5833333333333334,0.30434782608695654,0.4,0.20999999999999375,0.22219047619047605,36,69,True
0.8,4.0,0.25,0.15,14,6,20,0.7,0.4117647058823529,0.5185185185185185,7,9,28,0.4375,0.2,0.27450980392156865,21,15,48,0.5833333333333334,0.30434782608695654,0.4,0.25,0.24409523809523664,36,69,True
1.0,4.0,0.3,0.25,13,7,21,0.65,0.38235294117647056,0.48148148148148157,7,8,28,0.4666666666666667,0.2,0.27999999999999997,20,15,49,0.5714285714285714,0.2898550724637681,0.38461538461538464,0.19000000000000483,0.2027999999999995,35,69,True
1.0,4.0,0.25,0.25,12,7,22,0.631578947368421,0.35294117647058826,0.45283018867924524,7,8,28,0.4666666666666667,0.2,0.27999999999999997,19,15,50,0.5588235294117647,0.2753623188405797,0.36893203883495146,0.19000000000001194,0.20347368421052592,34,69,True
1.0,4.0,0.3,0.15,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,6,9,29,0.4,0.17142857142857143,0.24000000000000002,19,15,50,0.5588235294117647,0.2753623188405797,0.36893203883495146,0.20999999999999375,0.2066315789473674,34,69,True
1.0,5.0,0.3,0.15,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,6,9,29,0.4,0.17142857142857143,0.24000000000000002,19,15,50,0.5588235294117647,0.2753623188405797,0.36893203883495146,0.20999999999999375,0.2066315789473674,34,69,True
1.0,6.0,0.3,0.5,13,5,21,0.7222222222222222,0.38235294117647056,0.4999999999999999,6,10,29,0.375,0.17142857142857143,0.23529411764705876,19,15,50,0.5588235294117647,0.2753623188405797,0.36893203883495146,0.20999999999999375,0.22768421052631507,34,69,True
1.0,6.0,0.25,0.5,13,5,21,0.7222222222222222,0.38235294117647056,0.4999999999999999,6,10,29,0.375,0.17142857142857143,0.23529411764705876,19,15,50,0.5588235294117647,0.2753623188405797,0.36893203883495146,0.20999999999999375,0.22768421052631507,34,69,True
1.0,5.0,0.35,0.25,12,7,22,0.631578947368421,0.35294117647058826,0.45283018867924524,6,8,29,0.42857142857142855,0.17142857142857143,0.24489795918367346,18,15,51,0.5454545454545454,0.2608695652173913,0.3529411764705882,0.20000000000000284,0.2153333333333324,33,69,True
1.0,5.0,0.3,0.25,12,7,22,0.631578947368421,0.35294117647058826,0.45283018867924524,6,8,29,0.42857142857142855,0.17142857142857143,0.24489795918367346,18,15,51,0.5454545454545454,0.2608695652173913,0.3529411764705882,0.20000000000000284,0.21422222222222154,33,69,True
1.0,5.0,0.25,0.25,12,7,22,0.631578947368421,0.35294117647058826,0.45283018867924524,6,8,29,0.42857142857142855,0.17142857142857143,0.24489795918367346,18,15,51,0.5454545454545454,0.2608695652173913,0.3529411764705882,0.20000000000000284,0.21422222222222154,33,69,True
1.0,6.0,0.35,0.25,12,7,22,0.631578947368421,0.35294117647058826,0.45283018867924524,6,8,29,0.42857142857142855,0.17142857142857143,0.24489795918367346,18,15,51,0.5454545454545454,0.2608695652173913,0.3529411764705882,0.20000000000000284,0.2153333333333324,33,69,True
1.0,4.0,0.25,0.15,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,5,9,30,0.35714285714285715,0.14285714285714285,0.20408163265306123,18,15,51,0.5454545454545454,0.2608695652173913,0.3529411764705882,0.20999999999999375,0.2153333333333324,33,69,True
1.0,5.0,0.25,0.15,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,5,9,30,0.35714285714285715,0.14285714285714285,0.20408163265306123,18,15,51,0.5454545454545454,0.2608695652173913,0.3529411764705882,0.20999999999999375,0.2153333333333324,33,69,True
0.8,4.0,0.35,0.35,17,7,17,0.7083333333333334,0.5,0.5862068965517241,10,9,25,0.5263157894736842,0.2857142857142857,0.37037037037037035,27,16,42,0.627906976744186,0.391304347826087,0.4821428571428572,0.22999999999999687,0.22540740740740683,43,69,True
0.8,4.0,0.3,0.25,16,7,18,0.6956521739130435,0.47058823529411764,0.5614035087719297,9,9,26,0.5,0.2571428571428571,0.33962264150943394,25,16,44,0.6097560975609756,0.36231884057971014,0.45454545454545453,0.22999999999999687,0.22183999999999884,41,69,True
0.8,5.0,0.45,0.5,16,7,18,0.6956521739130435,0.47058823529411764,0.5614035087719297,9,9,26,0.5,0.2571428571428571,0.33962264150943394,25,16,44,0.6097560975609756,0.36231884057971014,0.45454545454545453,0.22999999999999687,0.21943999999999902,41,69,True
0.8,5.0,0.45,0.35,16,7,18,0.6956521739130435,0.47058823529411764,0.5614035087719297,9,9,26,0.5,0.2571428571428571,0.33962264150943394,25,16,44,0.6097560975609756,0.36231884057971014,0.45454545454545453,0.22999999999999687,0.21943999999999902,41,69,True
0.8,6.0,0.45,0.5,16,7,18,0.6956521739130435,0.47058823529411764,0.5614035087719297,8,9,27,0.47058823529411764,0.22857142857142856,0.3076923076923077,24,16,45,0.6,0.34782608695652173,0.4403669724770642,0.23999999999999844,0.22816666666666544,40,69,True
0.8,6.0,0.45,0.35,16,7,18,0.6956521739130435,0.47058823529411764,0.5614035087719297,8,9,27,0.47058823529411764,0.22857142857142856,0.3076923076923077,24,16,45,0.6,0.34782608695652173,0.4403669724770642,0.23999999999999844,0.22816666666666544,40,69,True
0.8,6.0,0.35,0.25,16,8,18,0.6666666666666666,0.47058823529411764,0.5517241379310345,8,8,27,0.5,0.22857142857142856,0.3137254901960784,24,16,45,0.6,0.34782608695652173,0.4403669724770642,0.23999999999999844,0.23066666666666524,40,69,True
0.8,6.0,0.4,0.15,16,6,18,0.7272727272727273,0.47058823529411764,0.5714285714285714,7,10,28,0.4117647058823529,0.2,0.2692307692307692,23,16,46,0.5897435897435898,0.3333333333333333,0.4259259259259259,0.22999999999999687,0.22634782608695542,39,69,True
0.8,5.0,0.25,0.25,15,7,19,0.6818181818181818,0.4411764705882353,0.5357142857142857,8,9,27,0.47058823529411764,0.22857142857142856,0.3076923076923077,23,16,46,0.5897435897435898,0.3333333333333333,0.4259259259259259,0.25,0.23243478260869427,39,69,True
0.8,4.0,0.3,0.15,14,6,20,0.7,0.4117647058823529,0.5185185185185185,8,10,27,0.4444444444444444,0.22857142857142856,0.3018867924528302,22,16,47,0.5789473684210527,0.3188405797101449,0.411214953271028,0.25,0.23527272727272575,38,69,True
1.0,4.0,0.35,0.35,13,7,21,0.65,0.38235294117647056,0.48148148148148157,8,9,27,0.47058823529411764,0.22857142857142856,0.3076923076923077,21,16,48,0.5675675675675675,0.30434782608695654,0.39622641509433965,0.20999999999999375,0.2231428571428568,37,69,True
1.0,4.0,0.35,0.15,13,8,21,0.6190476190476191,0.38235294117647056,0.4727272727272727,7,8,28,0.4666666666666667,0.2,0.27999999999999997,20,16,49,0.5555555555555556,0.2898550724637681,0.380952380952381,0.20000000000000284,0.20479999999999912,36,69,True
1.0,5.0,0.4,0.35,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,7,10,28,0.4117647058823529,0.2,0.2692307692307692,20,16,49,0.5555555555555556,0.2898550724637681,0.380952380952381,0.2199999999999953,0.2337999999999994,36,69,True
1.0,6.0,0.4,0.35,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,7,10,28,0.4117647058823529,0.2,0.2692307692307692,20,16,49,0.5555555555555556,0.2898550724637681,0.380952380952381,0.2199999999999953,0.2337999999999994,36,69,True
1.0,4.0,0.35,0.25,12,8,22,0.6,0.35294117647058826,0.4444444444444445,7,8,28,0.4666666666666667,0.2,0.27999999999999997,19,16,50,0.5428571428571428,0.2753623188405797,0.36538461538461536,0.19000000000001194,0.20452631578947308,35,69,True
1.0,5.0,0.4,0.5,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,6,10,29,0.375,0.17142857142857143,0.23529411764705876,19,16,50,0.5428571428571428,0.2753623188405797,0.36538461538461536,0.20999999999999375,0.22768421052631507,35,69,True
1.0,5.0,0.35,0.5,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,6,10,29,0.375,0.17142857142857143,0.23529411764705876,19,16,50,0.5428571428571428,0.2753623188405797,0.36538461538461536,0.20999999999999375,0.22768421052631507,35,69,True
1.0,5.0,0.3,0.5,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,6,10,29,0.375,0.17142857142857143,0.23529411764705876,19,16,50,0.5428571428571428,0.2753623188405797,0.36538461538461536,0.20999999999999375,0.22768421052631507,35,69,True
1.0,5.0,0.25,0.5,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,6,10,29,0.375,0.17142857142857143,0.23529411764705876,19,16,50,0.5428571428571428,0.2753623188405797,0.36538461538461536,0.20999999999999375,0.22768421052631507,35,69,True
1.0,6.0,0.4,0.5,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,6,10,29,0.375,0.17142857142857143,0.23529411764705876,19,16,50,0.5428571428571428,0.2753623188405797,0.36538461538461536,0.20999999999999375,0.22768421052631507,35,69,True
1.0,6.0,0.35,0.5,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,6,10,29,0.375,0.17142857142857143,0.23529411764705876,19,16,50,0.5428571428571428,0.2753623188405797,0.36538461538461536,0.20999999999999375,0.22768421052631507,35,69,True
0.8,3.0,0.35,0.15,17,7,17,0.7083333333333334,0.5,0.5862068965517241,9,10,26,0.47368421052631576,0.2571428571428571,0.3333333333333333,26,17,43,0.6046511627906976,0.37681159420289856,0.46428571428571425,0.22999999999999687,0.22061538461538396,43,69,True
0.8,3.0,0.4,0.15,17,7,17,0.7083333333333334,0.5,0.5862068965517241,8,10,27,0.4444444444444444,0.22857142857142856,0.3018867924528302,25,17,44,0.5952380952380952,0.36231884057971014,0.4504504504504505,0.22999999999999687,0.21031999999999917,42,69,True
0.8,4.0,0.4,0.35,16,7,18,0.6956521739130435,0.47058823529411764,0.5614035087719297,9,10,26,0.47368421052631576,0.2571428571428571,0.3333333333333333,25,17,44,0.5952380952380952,0.36231884057971014,0.4504504504504505,0.22999999999999687,0.22263999999999926,42,69,True
0.8,4.0,0.35,0.15,16,8,18,0.6666666666666666,0.47058823529411764,0.5517241379310345,9,9,26,0.5,0.2571428571428571,0.33962264150943394,25,17,44,0.5952380952380952,0.36231884057971014,0.4504504504504505,0.22999999999999687,0.22183999999999884,42,69,True
0.8,4.0,0.3,0.5,17,6,17,0.7391304347826086,0.5,0.5964912280701754,8,11,27,0.42105263157894735,0.22857142857142856,0.2962962962962963,25,17,44,0.5952380952380952,0.36231884057971014,0.4504504504504505,0.22999999999999687,0.21543999999999927,42,69,True
0.8,4.0,0.25,0.5,17,6,17,0.7391304347826086,0.5,0.5964912280701754,8,11,27,0.42105263157894735,0.22857142857142856,0.2962962962962963,25,17,44,0.5952380952380952,0.36231884057971014,0.4504504504504505,0.22999999999999687,0.21543999999999927,42,69,True
0.8,5.0,0.45,0.25,16,7,18,0.6956521739130435,0.47058823529411764,0.5614035087719297,9,10,26,0.47368421052631576,0.2571428571428571,0.3333333333333333,25,17,44,0.5952380952380952,0.36231884057971014,0.4504504504504505,0.22999999999999687,0.21943999999999902,42,69,True
0.8,6.0,0.55,0.5,14,7,20,0.6666666666666666,0.4117647058823529,0.509090909090909,11,10,24,0.5238095238095238,0.3142857142857143,0.39285714285714285,25,17,44,0.5952380952380952,0.36231884057971014,0.4504504504504505,0.2499999999999858,0.23623999999999795,42,69,True
0.8,6.0,0.55,0.35,14,7,20,0.6666666666666666,0.4117647058823529,0.509090909090909,11,10,24,0.5238095238095238,0.3142857142857143,0.39285714285714285,25,17,44,0.5952380952380952,0.36231884057971014,0.4504504504504505,0.2499999999999858,0.23623999999999795,42,69,True
0.8,4.0,0.25,0.25,15,7,19,0.6818181818181818,0.4411764705882353,0.5357142857142857,9,10,26,0.47368421052631576,0.2571428571428571,0.3333333333333333,24,17,45,0.5853658536585366,0.34782608695652173,0.43636363636363634,0.23999999999999844,0.22316666666666554,41,69,True
0.8,5.0,0.35,0.25,16,8,18,0.6666666666666666,0.47058823529411764,0.5517241379310345,8,9,27,0.47058823529411764,0.22857142857142856,0.3076923076923077,24,17,45,0.5853658536585366,0.34782608695652173,0.43636363636363634,0.23999999999999844,0.23066666666666524,41,69,True
0.8,6.0,0.5,0.5,16,7,18,0.6956521739130435,0.47058823529411764,0.5614035087719297,8,10,27,0.4444444444444444,0.22857142857142856,0.3018867924528302,24,17,45,0.5853658536585366,0.34782608695652173,0.43636363636363634,0.23999999999999844,0.22816666666666544,41,69,True
0.8,6.0,0.5,0.35,16,7,18,0.6956521739130435,0.47058823529411764,0.5614035087719297,8,10,27,0.4444444444444444,0.22857142857142856,0.3018867924528302,24,17,45,0.5853658536585366,0.34782608695652173,0.43636363636363634,0.23999999999999844,0.22816666666666544,41,69,True
0.8,5.0,0.4,0.15,16,7,18,0.6956521739130435,0.47058823529411764,0.5614035087719297,7,10,28,0.4117647058823529,0.2,0.2692307692307692,23,17,46,0.575,0.3333333333333333,0.42201834862385323,0.22999999999999687,0.22634782608695542,40,69,True
0.8,6.0,0.4,0.25,16,7,18,0.6956521739130435,0.47058823529411764,0.5614035087719297,7,10,28,0.4117647058823529,0.2,0.2692307692307692,23,17,46,0.575,0.3333333333333333,0.42201834862385323,0.22999999999999687,0.22634782608695542,40,69,True
0.8,3.0,0.25,0.15,15,7,19,0.6818181818181818,0.4411764705882353,0.5357142857142857,8,10,27,0.4444444444444444,0.22857142857142856,0.3018867924528302,23,17,46,0.575,0.3333333333333333,0.42201834862385323,0.25,0.23156521739130315,40,69,True
1.0,3.0,0.25,0.15,15,7,19,0.6818181818181818,0.4411764705882353,0.5357142857142857,6,10,29,0.375,0.17142857142857143,0.23529411764705876,21,17,48,0.5526315789473685,0.30434782608695654,0.3925233644859813,0.19000000000001194,0.20219047619047562,38,69,True
0.6,6.0,0.25,0.15,15,8,19,0.6521739130434783,0.4411764705882353,0.5263157894736842,6,9,29,0.4,0.17142857142857143,0.24000000000000002,21,17,48,0.5526315789473685,0.30434782608695654,0.3925233644859813,0.269999999999996,0.2469523809523791,38,69,True
0.4,6.0,0.25,0.15,15,8,19,0.6521739130434783,0.4411764705882353,0.5263157894736842,6,9,29,0.4,0.17142857142857143,0.24000000000000002,21,17,48,0.5526315789473685,0.30434782608695654,0.3925233644859813,0.269999999999996,0.2469523809523791,38,69,True
0.2,6.0,0.25,0.15,15,8,19,0.6521739130434783,0.4411764705882353,0.5263157894736842,6,9,29,0.4,0.17142857142857143,0.24000000000000002,21,17,48,0.5526315789473685,0.30434782608695654,0.3925233644859813,0.269999999999996,0.2469523809523791,38,69,True
1.0,3.0,0.35,0.15,13,8,21,0.6190476190476191,0.38235294117647056,0.4727272727272727,7,9,28,0.4375,0.2,0.27450980392156865,20,17,49,0.5405405405405406,0.2898550724637681,0.37735849056603776,0.20000000000000284,0.20479999999999912,37,69,True
1.0,4.0,0.3,0.5,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,7,11,28,0.3888888888888889,0.2,0.2641509433962264,20,17,49,0.5405405405405406,0.2898550724637681,0.37735849056603776,0.20000000000000284,0.21679999999999958,37,69,True
1.0,4.0,0.25,0.5,13,6,21,0.6842105263157895,0.38235294117647056,0.49056603773584906,7,11,28,0.3888888888888889,0.2,0.2641509433962264,20,17,49,0.5405405405405406,0.2898550724637681,0.37735849056603776,0.20000000000000284,0.21679999999999958,37,69,True
1.0,6.0,0.4,0.15,13,7,21,0.65,0.38235294117647056,0.48148148148148157,6,10,29,0.375,0.17142857142857143,0.23529411764705876,19,17,50,0.5277777777777778,0.2753623188405797,0.3619047619047619,0.20999999999999375,0.21505263157894616,36,69,True
1.0,5.0,0.45,0.5,11,6,23,0.6470588235294118,0.3235294117647059,0.4313725490196078,7,11,28,0.3888888888888889,0.2,0.2641509433962264,18,17,51,0.5142857142857142,0.2608695652173913,0.34615384615384615,0.20000000000000284,0.207555555555555,35,69,True
1.0,5.0,0.45,0.35,11,6,23,0.6470588235294118,0.3235294117647059,0.4313725490196078,7,11,28,0.3888888888888889,0.2,0.2641509433962264,18,17,51,0.5142857142857142,0.2608695652173913,0.34615384615384615,0.20000000000000284,0.207555555555555,35,69,True
0.8,3.0,0.35,0.35,18,7,16,0.72,0.5294117647058824,0.6101694915254237,10,11,25,0.47619047619047616,0.2857142857142857,0.3571428571428571,28,18,41,0.6086956521739131,0.4057971014492754,0.48695652173913045,0.22999999999999687,0.21885714285714228,46,69,True
0.8,3.0,0.3,0.35,18,7,16,0.72,0.5294117647058824,0.6101694915254237,10,11,25,0.47619047619047616,0.2857142857142857,0.3571428571428571,28,18,41,0.6086956521739131,0.4057971014492754,0.48695652173913045,0.22999999999999687,0.21885714285714228,46,69,True
0.8,3.0,0.25,0.35,18,7,16,0.72,0.5294117647058824,0.6101694915254237,10,11,25,0.47619047619047616,0.2857142857142857,0.3571428571428571,28,18,41,0.6086956521739131,0.4057971014492754,0.48695652173913045,0.22999999999999687,0.21885714285714228,46,69,True
