age_ka,d18o_raw,d18o_lowpass_10kyr,d18o_residual_lt10kyr
7.3,-10.824550917197833,-10.495595562507875,-0.32895535468995796
7.4,-10.90919093921615,-10.505860784768565,-0.4033301544475858
7.5,-10.791376048171987,-10.514508304075997,-0.27686774409598947
7.6,-10.585047373380824,-10.521503895881882,-0.06354347749894274
7.7,-10.762140353073745,-10.526817058687419,-0.23532329438632615
7.8,-10.815788114018611,-10.53042106758886,-0.2853670464297515
7.9,-10.569125538459456,-10.532293017422385,-0.036832521037071686
8.0,-10.614321272067086,-10.5324138555301,-0.08190741653698552
8.1,-10.116083384237484,-10.530768404215143,0.41468501997765905
8.2,-10.479063093747456,-10.527345372990592,0.04828227924313566
8.3,-10.618556862745079,-10.522137360744539,-0.09641950200053984
8.4,-10.896274317805451,-10.515140847938333,-0.3811334698671178
8.5,-10.647412950177271,-10.506356178938093,-0.14105677123917815
8.6,-10.566736704609069,-10.495787534573482,-0.0709491700355862
8.7,-10.778353797350258,-10.483442895036111,-0.29491090231414674
8.8,-10.960538533308451,-10.469333993268116,-0.49120454004033576
8.9,-10.505812570300298,-10.453476259038482,-0.052336311261816704
9.0,-10.67701066026679,-10.435888753957126,-0.24112190630966346
9.1,-9.61,-10.416594097735583,0.8065940977355837
9.2,-9.796956522276389,-10.395618386057377,0.598661863780988
9.3,-10.675995422150974,-10.372991100446452,-0.3030043217045222
9.4,-10.40377574396394,-10.348745010499691,-0.05503073346424969
9.5,-10.618169336197495,-10.322916068791015,-0.29525326740647984
9.6,-9.889999999999999,-10.29554329869842,0.40554329869842043
9.7,-10.290344827586207,-10.266668675381775,-0.0236761522044322
9.8,-10.48,-10.236337000142465,-0.24366299985753592
9.9,-10.225517241379311,-10.204595768402202,-0.020921472977109445
10.0,-10.225119055116203,-10.171495031538246,-0.05362402357795659
10.1,-10.649428565013602,-10.137087252815215,-0.5123413121983873
10.2,-10.757880949812359,-10.101427157669745,-0.6564537921426137
10.3,-10.493214304685376,-10.064571578638352,-0.42864272604702336
10.4,-10.347728201401358,-10.026579295278186,-0.32114890612317204
10.5,-10.369127802910524,-9.98751086951893,-0.3816169333915944
10.6,-10.560294113846794,-9.947428476991895,-0.6128656368548988
10.7,-9.813590425672244,-9.906395734991705,0.09280530931946096
10.8,-10.479716035722838,-9.864477527828234,-0.6152385078946043
10.9,-9.507991631799158,-9.821739830420416,0.31374819862125847
11.0,-10.227154811715476,-9.77824953106662,-0.44890528064885515
11.1,-9.984184100418414,-9.734074254393862,-0.2501098460245519
11.2,-9.087991631799163,-9.689282185540215,0.6012905537410518
11.3,-9.35606694560667,-9.643941896665021,0.2878749510583507
11.4,-9.008535134482832,-9.59812217690544,0.5895870424226075
11.5,-9.02,-9.551891866890015,0.5318918668900157
11.6,-8.596999999999957,-9.505319698867421,0.908319698867464
11.7,-8.590954545454561,-9.458474143413794,0.8675195979592321
11.8,-8.62649999999999,-9.411423263553903,0.7849232635539138
11.9,-8.739447761194024,-9.364234576974498,0.6247868157804746
12.0,-8.259046153846151,-9.316974926827992,1.0579287729818407
12.1,-8.358818181818181,-9.269710361432159,0.9108921796139775
12.2,-8.195454545454556,-9.222506022974859,1.0270514775203026
12.3,-7.9245945945945895,-9.175426045129223,1.2508314505346334
