bootstrap_mode,dataset_id,dataset_label,comparison_id,comparison_label,reduced_model_id,full_model_id,df,n_bootstrap,n_bootstrap_exceeding_or_equal_observed,observed_LR_statistic,chi_square_p_value,bootstrap_p_value,bootstrap_LR_mean,bootstrap_LR_median,bootstrap_LR_95,bootstrap_LR_99,observed_ll_gain_nats,observed_info_bits_per_event,observed_delta_AICc_full_minus_reduced
dynamic_history,strong_monsoon_start,Strong monsoon starts,climate_lr04_co2_after_baseline,LR04 + CO2 after history + resolution,history_resolution_baseline,baseline_climate_lr04_co2,2,2000,4,13.732975832645366,0.001042130695135743,0.0024987506246876563,2.0586401528964178,1.4530123389545224,6.29569042450525,9.649513647395878,6.866487916322683,0.10427629542318659,-9.721611005513523
dynamic_history,weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_after_baseline,LR04 + CO2 after history + resolution,history_resolution_baseline,baseline_climate_lr04_co2,2,2000,0,21.69285716047841,1.947403379070077e-05,0.0004997501249375312,2.0690034593443323,1.4693308348957999,5.935531842388274,8.629802953464575,10.846428580239206,0.15967437473538187,-17.68149233334657
dynamic_history,strong_monsoon_start,Strong monsoon starts,phase_after_adjusted_climate,Precession phase after history + resolution + LR04 + CO2,baseline_climate_lr04_co2,baseline_climate_lr04_co2_pre_phase,2,2000,0,19.743773488954957,5.160527074473777e-05,0.0004997501249375312,2.111876726432148,1.408599273832408,6.528603114487037,10.5259267349153,9.871886744477479,0.14991707421552794,-15.727342207984066
dynamic_history,weak_monsoon_start,Weak monsoon starts,phase_after_adjusted_climate,Precession phase after history + resolution + LR04 + CO2,baseline_climate_lr04_co2,baseline_climate_lr04_co2_pre_phase,2,2000,3,14.519503355828988,0.0007032826545401922,0.001999000499750125,2.1536419855727167,1.511132090944443,6.264419091712339,9.65729266767818,7.259751677914494,0.10687354840625074,-10.503072074858096
