ks_window_id,ks_window_label,ks_window_kyr,dataset_id,dataset_label,model_id,model_label,terms,bin_width_ka,n_bins,n_events,n_parameters,converged,optimizer_message,log_likelihood,AIC,AICc,BIC,expected_events,max_fitted_rate_per_kyr,mean_fitted_rate_per_kyr,beta_intercept,beta_same_type_history_count,beta_cheng_log_resolution_scaled,beta_lr04_scaled,beta_co2_scaled,beta_pre_phase_sin,beta_pre_phase_cos,pre_phase_amplitude,pre_phase_preferred_rad,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,delta_AICc,rank_AICc
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,baseline_climate_lr04_co2_pre_phase,Full predictive model,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,98,7,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-414.61120488311644,843.2224097662329,843.2577744646857,885.6638501455204,98.0000139997791,1.1031695827943888,0.1543307307083135,-1.9047484472450034,-0.26904439160105087,-2.378149156284019,0.39062861339141863,-2.41942520380602,-0.46470239990959944,-0.3524140632923288,0.5832186489541902,4.063555693976464,232.8245910812057,3.2105340624826137,1.8209629192800776,2.0
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,baseline_lr04_pre_phase,Event-process baseline + LR04 + precession phase,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,98,6,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-417.78187791527466,847.5637558305493,847.5902709820645,883.94213329851,97.99995649707392,1.0152448621986059,0.15433064015287226,-1.9403295358436756,-0.18100025066861872,-2.2187784378422695,2.1797350766376966,,-0.4935737279211367,-0.3096309615850851,0.5826545780014714,4.152119759459095,237.8989382498807,3.2069141667298595,6.1534594366588635,3.0
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,baseline_co2,Event-process baseline + CO$_2$,same_type_history_count+cheng_log_resolution_scaled+co2_scaled,0.2,3175,98,4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-421.89856296210155,851.7971259242031,851.809744220733,876.0493775695103,97.99999989425913,0.9869164249336022,0.15433070849489625,-1.935921387743387,-0.1383649884318304,-2.2987571642668536,,-2.462980966783266,,,,,,,10.372932675327434,4.0
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,baseline_climate_lr04_co2,Climate-state model,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+co2_scaled,0.2,3175,98,5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-421.87095656103094,853.7419131220619,853.7608465395438,884.0572276786959,97.99999991705884,1.0067057342904324,0.15433070853080127,-1.935661722258424,-0.13840376774082458,-2.289015740482085,0.20004303279304536,-2.283717891222556,,,,,,,12.324034994138174,5.0
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,baseline_lr04,Event-process baseline + LR04,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled,0.2,3175,98,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-425.1052643544211,858.2105287088422,858.2231470053721,882.4627803541493,97.99998805316739,0.8365808592276534,0.15433068984750767,-1.962043059251076,-0.060979928917614216,-2.0851275798139897,1.8526161593860753,,,,,,,,16.786335459966494,6.0
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,baseline_pre_phase,Event-process baseline + precession phase,same_type_history_count+cheng_log_resolution_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,98,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-428.02246472490845,866.0449294498169,866.0638628672988,896.3602440064509,97.99998755011003,0.5047910058614276,0.1543306890552914,-2.023859833783094,0.05271898104069495,-1.7179234069642249,,,-0.322429335143448,-0.32152214247656963,0.4553429084368938,3.928399606466328,225.0807176913741,2.4860269080758,24.62705132189319,7.0
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,history_resolution_baseline,Event-process baseline,same_type_history_count+cheng_log_resolution_scaled,0.2,3175,98,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-432.71738514127014,871.4347702825403,871.4423388728903,889.6239590165206,98.00000321705696,0.36205306874787113,0.15433071372764876,-2.0266626768916094,0.11875169564646612,-1.6713737401492978,,,,,,,,,30.005527327484742,8.0
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,stationary,Stationary,none,0.2,3175,98,1,True,analytic stationary MLE,-438.85335240030884,879.7067048006177,879.7079654372392,885.7697677119445,97.99999999999997,0.1543307086614173,0.15433070866141732,-1.8686575202221198,,,,,,,,,,,38.27115389183359,9.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,baseline_lr04_pre_phase,Event-process baseline + LR04 + precession phase,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,86,6,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-373.43161040146276,758.8632208029255,758.8897359544407,795.2415982708862,86.00000399724428,1.077562524927024,0.1354330771610146,-1.9158452770108405,-0.5049447638034678,-2.3171086439477007,2.1453107120748593,,0.00227584759379546,0.7893019939865253,0.7893052750320214,0.002883359353175163,0.1652043217565078,4.848214777445423,0.0,1.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,baseline_climate_lr04_co2_pre_phase,Full predictive model,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,86,7,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-373.08162031144707,760.1632406228941,760.1986053213469,802.6046810021817,86.00012261805117,1.0057824483308286,0.1354332639654349,-1.8977187877427288,-0.5394882185978752,-2.380374498061605,1.6463299352900505,-0.703261405320508,0.008252254990989768,0.8021954153282677,0.8022378600428479,0.010286725348642629,0.589385947487463,4.975250494944912,1.308869366906265,2.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,baseline_co2_pre_phase,Event-process baseline + CO$_2$ + precession phase,same_type_history_count+cheng_log_resolution_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,86,6,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-375.0623073986476,762.1246147972952,762.1511299488103,798.5029922652559,86.00004392689566,0.8217006966605486,0.13543314004235538,-1.8673277442882763,-0.5531358887378585,-2.435273837835598,,-2.0748064255795757,0.0657841251385833,0.7725981912434635,0.7753937813994385,0.08494174167917495,4.866803302707203,4.715182222775079,3.261393994369655,3.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,baseline_pre_phase,Event-process baseline + precession phase,same_type_history_count+cheng_log_resolution_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,86,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-382.3018416990718,774.6036833981436,774.6226168156255,804.9189979547776,85.99996334282051,0.7234632007248085,0.13543301313830003,-1.9342193890242942,-0.3357695013929377,-1.840978394006928,,,0.1969951735837181,0.6532510376455002,0.6823078605733646,0.29288848140233725,16.781273852349827,3.914218611509421,15.732880861184867,4.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,baseline_lr04,Event-process baseline + LR04,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled,0.2,3175,86,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-384.8098648464138,777.6197296928276,777.6323479893575,801.8719813381348,85.99996166453903,0.7632171384986073,0.13543301049533701,-1.9303737891486956,-0.29068399303790593,-2.138815313944289,1.6624803927446816,,,,,,,,18.742612034916874,5.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,baseline_climate_lr04_co2,Climate-state model,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+co2_scaled,0.2,3175,86,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-384.72716560875153,779.4543312175031,779.473264634985,809.7696457741371,86.00000460318088,0.786586226398165,0.13543307811524546,-1.920067146958389,-0.30692459499008135,-2.1674879198876273,1.3946879926155864,-0.362598597747787,,,,,,,20.583528680544305,6.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,baseline_co2,Event-process baseline + CO$_2$,same_type_history_count+cheng_log_resolution_scaled+co2_scaled,0.2,3175,86,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-386.1067758426159,780.2135516852318,780.2261699817617,804.465803330539,86.00000398407126,0.7161457385172436,0.13543307714026967,-1.8893068098627184,-0.33320222827415336,-2.2373641357811707,,-1.6328880016600276,,,,,,,21.336434027321047,7.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,history_resolution_baseline,Event-process baseline,same_type_history_count+cheng_log_resolution_scaled,0.2,3175,86,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-391.1219163179315,788.243832635863,788.251401226213,806.4330213698433,85.9999894249744,0.3936566187588723,0.1354330542125581,-1.9459980974015516,-0.1693179282664012,-1.8247826600536396,,,,,,,,,29.36166527177238,8.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,stationary,Stationary,none,0.2,3175,86,1,True,analytic stationary MLE,-396.3495428963043,794.6990857926086,794.7003464292301,800.7621487039354,86.0,0.13543307086614173,0.13543307086614173,-1.999277702639184,,,,,,,,,,,35.81061047478943,9.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,baseline_co2_pre_phase,Event-process baseline + CO$_2$ + precession phase,same_type_history_count+cheng_log_resolution_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,87,6,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-380.5400807860543,773.0801615721086,773.1066767236238,809.4585390400694,86.99993336705856,0.9550139364349053,0.13700776908198195,-1.9342395383618318,-0.39179638033250397,-1.9854036505609358,,-2.4263748503641565,-0.4887805870449427,-0.44136501108850557,0.6585662725080563,3.9779232393161075,227.9182128398219,3.732702660039777,0.0,1.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,baseline_climate_lr04_co2_pre_phase,Full predictive model,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,87,7,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-380.53277627514024,775.0655525502805,775.1009172487333,817.506992929568,87.00006245030515,0.9464760528625208,0.13700797236268525,-1.934198795198201,-0.39100639626861733,-1.9804695241084118,0.11481926916633432,-2.3186968744929146,-0.49230755953464084,-0.43870679786544436,0.6594167026003404,3.984499766569658,228.2950200953031,3.7390568676525824,1.9942405251094897,2.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,baseline_lr04_pre_phase,Event-process baseline + LR04 + precession phase,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,87,6,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-383.1645257583546,778.3290515167092,778.3555666682244,814.70742898467,87.00000071165118,0.8401486516447427,0.1370078751364585,-1.9589658478244656,-0.3106375256338585,-1.8514166528321088,1.8824732815990897,,-0.5267947936977179,-0.39671192487877566,0.6594642568085434,4.066927697861229,233.01779267230447,3.73941250034168,5.248889944600592,3.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,baseline_co2,Event-process baseline + CO$_2$,same_type_history_count+cheng_log_resolution_scaled+co2_scaled,0.2,3175,87,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-388.6033779726463,785.2067559452926,785.2193742418225,809.4590075905998,86.99997912426397,0.7205152389452786,0.13700784114057316,-1.9650406418931496,-0.21725231667095643,-1.938570105258322,,-2.1257178903400265,,,,,,,12.112697518198729,4.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,baseline_climate_lr04_co2,Climate-state model,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+co2_scaled,0.2,3175,87,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-388.5999909166908,787.1999818333816,787.2189152508635,817.5152963900156,86.9999988408102,0.7156957132661372,0.13700787219025232,-1.9651901598335513,-0.21746875485584607,-1.9429712545093052,-0.0737360451922396,-2.192608421699939,,,,,,,14.112238527239697,5.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,baseline_lr04,Event-process baseline + LR04,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled,0.2,3175,87,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-391.29069073567143,790.5813814713429,790.5939997678728,814.83363311665,87.00007879031048,0.6196269215349756,0.13700799809497713,-1.9817415963115212,-0.1472403655737683,-1.7650545687522479,1.5519389472339598,,,,,,,,17.487323044249024,6.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,baseline_pre_phase,Event-process baseline + precession phase,same_type_history_count+cheng_log_resolution_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,87,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-390.6486408413349,791.2972816826698,791.3162151001517,821.6125962393038,87.00000357044432,0.4842961439504004,0.137007879638495,-2.0205566240606556,-0.11007811754215495,-1.5279991318292556,,,-0.3669654766072907,-0.39943850242722223,0.5424156876814294,3.884645506960275,222.5737924532818,2.9589408263463035,18.209538376527917,7.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,history_resolution_baseline,Event-process baseline,same_type_history_count+cheng_log_resolution_scaled,0.2,3175,87,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-396.41814432808195,798.8362886561639,798.843857246514,817.0254773901443,86.99999945144535,0.30689278338340903,0.13700787315188243,-2.0287167708479332,-0.002060578509692868,-1.494637640697177,,,,,,,,,25.737180522890185,8.0
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,stationary,Stationary,none,0.2,3175,87,1,True,analytic stationary MLE,-399.95246696248194,801.9049339249639,801.9061945615854,807.9679968362907,87.0,0.13700787401574804,0.13700787401574807,-1.9877168802381078,,,,,,,,,,,28.799517837961616,9.0
