ks_window_id,ks_window_label,ks_window_kyr,dataset_id,dataset_label,bin_start_ka,bin_end_ka,bin_center_ka,dt_ka,lr04,lr04_scaled,co2,co2_scaled,precession_index,pre_phase_unwrapped_rad,pre_phase_rad,pre_phase_deg,pre_phase_sin,pre_phase_cos,event_count,n_events_total,source,cheng_local_resolution_ka,cheng_log_resolution,cheng_log_resolution_scaled,same_type_history_count,same_type_history_rate_per_kyr,same_type_history_window_ka,same_type_history_coverage_ka,same_type_history_complete
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,0.0,0.2,0.1,0.2,3.23,-0.46807650862068967,284.2548271107137,0.47817600233742125,0.01643,21.70840523630547,2.8588493147667116,163.79999999999998,0.27899110603922955,-0.960293685676943,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.10577505709780723,-2.2464405425717815,-0.035116663029604346,0.0,0.0,5.0,5.0,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,0.2,0.4,0.30000000000000004,0.2,3.23,-0.46807650862068967,277.9779031582055,0.42497202749291313,0.01669,21.771237089377266,2.921681167838507,167.39999999999998,0.21814324139654317,-0.9759167619387472,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.1398625744478507,-1.9670949495552892,0.01693067662185526,0.0,0.0,5.0,5.0,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,0.4,0.6,0.5,0.19999999999999996,3.23,-0.46807650862068967,282.14747448550645,0.4603138238391089,0.016891,21.83406894244906,2.9845130209103026,170.99999999999994,0.15643446504023187,-0.9876883405951375,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.012162999999999981,-4.409356722345839,-0.4381086409259285,0.0,0.0,5.0,5.0,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,0.6,0.8,0.7,0.20000000000000007,3.23,-0.46807650862068967,282.45326267420137,0.46290572191245916,0.01703,21.896900795520857,3.047344873982098,174.59999999999994,0.09410831331851567,-0.9955619646030799,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.014617499999999983,-4.22553583791445,-0.4038593517077973,0.0,0.0,5.0,5.0,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,0.8,1.0,0.9,0.19999999999999996,3.23,-0.46807650862068967,281.0402360883566,0.4509287358127845,0.017104,21.959732648592652,3.1101767270538936,178.1999999999999,0.03141075907813001,-0.9995065603657315,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.054523680704063174,-2.9091201633529136,-0.1585863441885254,0.0,0.0,5.0,5.0,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,1.0,1.2,1.1,0.19999999999999996,3.225,-0.4706120055780933,279.0387126535184,0.43396357847082356,0.01711,22.02106850516274,3.171512583623983,181.71428571428578,-0.029915466169399513,-0.9995524322835033,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.020785499999999974,-3.8734996507573958,-0.3382683867503289,0.0,0.0,5.0,5.0,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,1.2,1.4,1.2999999999999998,0.19999999999999996,3.215,-0.4756829994929007,279.1302424127868,0.434739395900903,0.017046,22.080908365231117,3.2313524436923586,185.14285714285714,-0.08963930890343337,-0.9959742939952391,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.028360223901119305,-3.5627676823874816,-0.28037317486001384,0.0,0.0,5.0,5.0,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,1.4,1.6,1.5,0.20000000000000018,3.205,-0.4807539934077079,279.26147551419257,0.43585174371310953,0.016915,22.140748225299493,3.2911923037607345,188.5714285714285,-0.14904226617617314,-0.9888308262251287,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.07721488531702853,-2.561163025550411,-0.09375538286998632,0.0,0.0,5.0,5.0,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,1.6,1.8,1.7000000000000002,0.19999999999999996,3.1950000000000003,-0.4858249873225151,279.535844222272,0.4381773264273853,0.016719,22.200588085367873,3.351032163829114,192.00000000000006,-0.20791169081776037,-0.9781476007338055,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.08729499999999994,-2.4384620915454,-0.07089389034114908,0.0,0.0,5.0,5.0,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,1.8,2.0,1.9,0.19999999999999996,3.185,-0.49089598123732253,277.5153846153846,0.42105166377598024,0.01646,22.26042794543625,3.4108720238974897,195.42857142857142,-0.26603684556667495,-0.9639628606958534,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.14844943748210093,-1.907510867054718,0.028032312220397617,0.0,0.0,5.0,5.0,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,2.0,2.2,2.1,0.20000000000000018,3.1910000000000003,-0.487853384888438,276.8905719916522,0.4157556755870033,0.016141,22.320267805504624,3.4707118839658655,198.85714285714278,-0.3232096574544588,-0.9463273837991646,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.01920541069879029,-3.952563232419939,-0.3529994195345416,0.0,0.0,5.0,5.0,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,2.2,2.4,2.3,0.19999999999999973,3.213,-0.47669719827586204,276.9084167223091,0.41590692970576565,0.015765,22.380107665573004,3.530551744034245,202.28571428571436,-0.3792254626529294,-0.9253043004739964,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.019590999999999956,-3.9326850018762443,-0.349295731190632,0.0,0.0,5.0,5.0,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,2.4,2.6,2.5,0.20000000000000018,3.2350000000000003,-0.4655410116632859,277.82990242498386,0.42371755518340776,0.015332,22.43994752564138,3.5903916041026207,205.71428571428572,-0.433883739117558,-0.9009688679024191,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.07362751224566551,-2.6087365154103206,-0.10261921908951024,0.0,0.0,5.0,5.0,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,2.6,2.8,2.7,0.19999999999999973,3.257,-0.45438482505070993,278.37331056015245,0.428323548974723,0.014845,22.499787385709755,3.6502314641709965,209.14285714285708,-0.4869888244043661,-0.8734082006171304,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.02569600000000013,-3.661419941217781,-0.29875394674647476,0.0,0.0,5.0,5.0,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,2.8,3.0,2.9,0.20000000000000018,3.279,-0.4432286384381339,274.7265419319765,0.3974130922246958,0.014306,22.559627245778135,3.710071324239376,212.57142857142864,-0.5383506160906832,-0.8427209586540386,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.06423999999999987,-2.745129209343633,-0.12803174409292267,0.0,0.0,5.0,5.0,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,3.0,3.2,3.1,0.20000000000000018,3.291,-0.4371434457403652,274.97048678377564,0.39948079861348873,0.013718,22.61946710584651,3.7699111843077517,216.0,-0.587785252292473,-0.8090169943749475,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.06420357409713583,-2.74569639854086,-0.1281374221115946,0.0,0.0,5.0,5.0,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,3.2,3.4,3.3,0.19999999999999973,3.293,-0.4361292469574036,273.19972068003483,0.38447156862253307,0.013081,22.679306965914886,3.8297510443761276,219.42857142857136,-0.6351157698421777,-0.7724169592246004,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.10617340163707291,-2.2426816569382826,-0.03441631191554127,0.0,0.0,5.0,5.000000000000001,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,3.4,3.6,3.5,0.20000000000000018,3.295,-0.43511504817444224,274.708878413155,0.39726337407960505,0.012395,22.739146825983266,3.889590904444507,222.85714285714292,-0.6801727377709201,-0.7330518718298257,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.10332659534259941,-2.269860478659023,-0.039480237750742594,0.0,0.0,5.0,5.0,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,3.6,3.8,3.7,0.19999999999999973,3.2969999999999997,-0.4341008493914809,272.9128380966423,0.38203991677114424,0.011658,22.79898668605164,3.9494307645128828,226.28571428571428,-0.7227948638273914,-0.6910626489868648,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.017982500000000012,-4.018356216222762,-0.36525789026139627,0.0,0.0,5.0,4.999999999999999,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,3.8,4.0,3.9,0.20000000000000018,3.299,-0.43308665060851936,275.2056748202521,0.4014742811649897,0.010868,22.858826546120017,4.009270624581259,229.71428571428564,-0.7628295718622656,-0.6465996012158006,0,96,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,0.017982500000000012,-4.018356216222762,-0.36525789026139627,0.0,0.0,5.0,5.0,True
