ks_window_id,ks_window_label,ks_window_kyr,driver,driver_label,event_type,event_label,n_events_total,n_phase_events_used,n_extrapolated_phase_events,mean_phase_rad,mean_phase_deg,mean_resultant_length,rayleigh_R,rayleigh_z,rayleigh_p,reject_rayleigh_at_0p05
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,obl,Obliquity,strong_monsoon_start,Strong monsoon starts,96,96,0,4.678437619977227,268.0547303399248,0.063312621253399,6.078011640326303,0.38481484895772966,0.6816798080082592,False
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,obl,Obliquity,weak_monsoon_start,Weak monsoon starts,100,99,1,6.126978987018357,351.05003712149227,0.059631270796894655,5.903495808892571,0.3520329572284055,0.7042883923334237,False
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,pre,Precession index,strong_monsoon_start,Strong monsoon starts,96,96,0,0.3825115612891494,21.91629807682798,0.25388593869817744,24.373050115025034,6.187974707390852,0.0019154376890144474,True
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,pre,Precession index,weak_monsoon_start,Weak monsoon starts,100,100,0,3.932691387879369,225.32661865293403,0.24192682144200942,24.19268214420094,5.852858693303391,0.0027094913683490683,True
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,obl,Obliquity,strong_monsoon_start,Strong monsoon starts,87,87,0,5.379380627379596,308.2158063432878,0.07547832653698067,6.566614408717318,0.4956370665836079,0.6104912201663755,False
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,obl,Obliquity,weak_monsoon_start,Weak monsoon starts,90,89,1,0.28731596506497126,16.461992184951058,0.0841139608816967,7.486142518471007,0.6296890989534767,0.5340532958456434,False
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,pre,Precession index,strong_monsoon_start,Strong monsoon starts,87,87,0,0.3760656004386714,21.54697172518903,0.2793680776901269,24.30502275904104,6.790047486408079,0.0010204299851717573,True
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,pre,Precession index,weak_monsoon_start,Weak monsoon starts,90,90,0,3.954768366717093,226.59153636473528,0.2708225339827694,24.374028058449248,6.601036042156346,0.0012447884329675127,True
