driver,driver_label,age_ka,source,value,phase_unwrapped_rad,phase_rad,phase_deg,phase_extrapolated
pre,Precession index,0.0,data/raw/pre_800_inter100.txt,0.01628,2.842393353247908,2.842393353247908,162.85714285714286,True
pre,Precession index,0.1,data/raw/pre_800_inter100.txt,0.016431,2.8723132832820966,2.8723132832820966,164.57142857142858,True
pre,Precession index,0.2,data/raw/pre_800_inter100.txt,0.016568,2.902233213316285,2.902233213316285,166.28571428571428,True
pre,Precession index,0.3,data/raw/pre_800_inter100.txt,0.01669,2.9321531433504737,2.9321531433504737,168.0,True
pre,Precession index,0.4,data/raw/pre_800_inter100.txt,0.016798,2.962073073384662,2.962073073384662,169.71428571428572,True
pre,Precession index,0.5,data/raw/pre_800_inter100.txt,0.016891,2.9919930034188504,2.9919930034188504,171.42857142857142,True
pre,Precession index,0.6,data/raw/pre_800_inter100.txt,0.016968,3.0219129334530392,3.0219129334530392,173.14285714285714,True
pre,Precession index,0.7,data/raw/pre_800_inter100.txt,0.017029,3.0518328634872276,3.0518328634872276,174.85714285714286,True
pre,Precession index,0.8,data/raw/pre_800_inter100.txt,0.017075,3.081752793521416,3.081752793521416,176.57142857142856,True
pre,Precession index,0.9,data/raw/pre_800_inter100.txt,0.017104,3.1116727235556048,3.1116727235556048,178.2857142857143,True
pre,Precession index,1.0,data/raw/pre_800_inter100.txt,0.017116,3.141592653589793,3.141592653589793,180.0,False
pre,Precession index,1.1,data/raw/pre_800_inter100.txt,0.017109,3.1715125836239815,3.1715125836239815,181.7142857142857,False
pre,Precession index,1.2,data/raw/pre_800_inter100.txt,0.017085,3.2014325136581703,3.2014325136581703,183.42857142857144,False
pre,Precession index,1.3,data/raw/pre_800_inter100.txt,0.017045,3.2313524436923586,3.2313524436923586,185.14285714285714,False
pre,Precession index,1.4,data/raw/pre_800_inter100.txt,0.016988,3.261272373726547,3.261272373726547,186.85714285714286,False
pre,Precession index,1.5,data/raw/pre_800_inter100.txt,0.016914,3.291192303760736,3.291192303760736,188.57142857142858,False
pre,Precession index,1.6,data/raw/pre_800_inter100.txt,0.016824,3.321112233794924,3.321112233794924,190.28571428571428,False
pre,Precession index,1.7,data/raw/pre_800_inter100.txt,0.016718,3.3510321638291125,3.3510321638291125,192.0,False
pre,Precession index,1.8,data/raw/pre_800_inter100.txt,0.016597,3.3809520938633013,3.3809520938633013,193.71428571428572,False
pre,Precession index,1.9,data/raw/pre_800_inter100.txt,0.01646,3.4108720238974897,3.4108720238974897,195.42857142857142,False
pre,Precession index,2.0,data/raw/pre_800_inter100.txt,0.016308,3.440791953931678,3.440791953931678,197.14285714285714,False
pre,Precession index,2.1,data/raw/pre_800_inter100.txt,0.016142,3.470711883965867,3.470711883965867,198.85714285714286,False
pre,Precession index,2.2,data/raw/pre_800_inter100.txt,0.015961,3.500631814000055,3.500631814000055,200.57142857142858,False
pre,Precession index,2.3,data/raw/pre_800_inter100.txt,0.015766,3.5305517440342435,3.5305517440342435,202.28571428571428,False
pre,Precession index,2.4,data/raw/pre_800_inter100.txt,0.015556,3.5604716740684323,3.5604716740684323,204.0,False
pre,Precession index,2.5,data/raw/pre_800_inter100.txt,0.015333,3.5903916041026207,3.5903916041026207,205.71428571428572,False
pre,Precession index,2.6,data/raw/pre_800_inter100.txt,0.015096,3.620311534136809,3.620311534136809,207.42857142857142,False
pre,Precession index,2.7,data/raw/pre_800_inter100.txt,0.014846,3.650231464170998,3.650231464170998,209.14285714285714,False
pre,Precession index,2.8,data/raw/pre_800_inter100.txt,0.014583,3.680151394205186,3.680151394205186,210.85714285714286,False
pre,Precession index,2.9,data/raw/pre_800_inter100.txt,0.014307,3.7100713242393746,3.7100713242393746,212.57142857142856,False
pre,Precession index,3.0,data/raw/pre_800_inter100.txt,0.014018,3.7399912542735634,3.7399912542735634,214.2857142857143,False
pre,Precession index,3.1,data/raw/pre_800_inter100.txt,0.013718,3.7699111843077517,3.7699111843077517,216.0,False
pre,Precession index,3.2,data/raw/pre_800_inter100.txt,0.013406,3.7998311143419405,3.7998311143419405,217.71428571428572,False
pre,Precession index,3.3,data/raw/pre_800_inter100.txt,0.013081,3.829751044376129,3.829751044376129,219.42857142857144,False
pre,Precession index,3.4,data/raw/pre_800_inter100.txt,0.012744,3.8596709744103173,3.8596709744103173,221.14285714285714,False
pre,Precession index,3.5,data/raw/pre_800_inter100.txt,0.012394,3.8895909044445056,3.8895909044445056,222.85714285714286,False
pre,Precession index,3.6,data/raw/pre_800_inter100.txt,0.012031,3.9195108344786944,3.9195108344786944,224.57142857142858,False
pre,Precession index,3.7,data/raw/pre_800_inter100.txt,0.011656,3.9494307645128828,3.9494307645128828,226.28571428571428,False
pre,Precession index,3.8,data/raw/pre_800_inter100.txt,0.011267,3.979350694547071,3.979350694547071,228.0,False
pre,Precession index,3.9,data/raw/pre_800_inter100.txt,0.010867,4.0092706245812595,4.0092706245812595,229.7142857142857,False
pre,Precession index,4.0,data/raw/pre_800_inter100.txt,0.010453,4.039190554615448,4.039190554615448,231.42857142857142,False
pre,Precession index,4.1,data/raw/pre_800_inter100.txt,0.010024,4.069110484649637,4.069110484649637,233.14285714285717,False
pre,Precession index,4.2,data/raw/pre_800_inter100.txt,0.009583,4.099030414683825,4.099030414683825,234.85714285714283,False
pre,Precession index,4.3,data/raw/pre_800_inter100.txt,0.009131,4.128950344718014,4.128950344718014,236.57142857142858,False
pre,Precession index,4.4,data/raw/pre_800_inter100.txt,0.008669,4.158870274752203,4.158870274752203,238.2857142857143,False
pre,Precession index,4.5,data/raw/pre_800_inter100.txt,0.008197,4.1887902047863905,4.1887902047863905,239.99999999999997,False
pre,Precession index,4.6,data/raw/pre_800_inter100.txt,0.007717,4.218710134820579,4.218710134820579,241.71428571428572,False
pre,Precession index,4.7,data/raw/pre_800_inter100.txt,0.007229,4.248630064854768,4.248630064854768,243.42857142857144,False
pre,Precession index,4.8,data/raw/pre_800_inter100.txt,0.006734,4.278549994888956,4.278549994888956,245.14285714285714,False
pre,Precession index,4.9,data/raw/pre_800_inter100.txt,0.006233,4.308469924923145,4.308469924923145,246.85714285714286,False
pre,Precession index,5.0,data/raw/pre_800_inter100.txt,0.005727,4.338389854957334,4.338389854957334,248.57142857142858,False
pre,Precession index,5.1,data/raw/pre_800_inter100.txt,0.005218,4.368309784991522,4.368309784991522,250.28571428571428,False
pre,Precession index,5.2,data/raw/pre_800_inter100.txt,0.004704,4.39822971502571,4.39822971502571,252.0,False
pre,Precession index,5.3,data/raw/pre_800_inter100.txt,0.004186,4.428149645059899,4.428149645059899,253.71428571428572,False
pre,Precession index,5.4,data/raw/pre_800_inter100.txt,0.003663,4.458069575094088,4.458069575094088,255.42857142857147,False
pre,Precession index,5.5,data/raw/pre_800_inter100.txt,0.003137,4.487989505128276,4.487989505128276,257.14285714285717,False
pre,Precession index,5.6,data/raw/pre_800_inter100.txt,0.002608,4.517909435162465,4.517909435162465,258.8571428571429,False
pre,Precession index,5.7,data/raw/pre_800_inter100.txt,0.002075,4.547829365196653,4.547829365196653,260.57142857142856,False
pre,Precession index,5.8,data/raw/pre_800_inter100.txt,0.001539,4.577749295230841,4.577749295230841,262.2857142857143,False
pre,Precession index,5.9,data/raw/pre_800_inter100.txt,0.001001,4.60766922526503,4.60766922526503,264.0,False
pre,Precession index,6.0,data/raw/pre_800_inter100.txt,0.000461,4.637589155299218,4.637589155299218,265.7142857142857,False
pre,Precession index,6.1,data/raw/pre_800_inter100.txt,-8.1e-05,4.667509085333407,4.667509085333407,267.42857142857144,False
pre,Precession index,6.2,data/raw/pre_800_inter100.txt,-0.000624,4.697429015367596,4.697429015367596,269.14285714285717,False
pre,Precession index,6.3,data/raw/pre_800_inter100.txt,-0.001167,4.727348945401784,4.727348945401784,270.85714285714283,False
pre,Precession index,6.4,data/raw/pre_800_inter100.txt,-0.00171,4.757268875435972,4.757268875435972,272.57142857142856,False
pre,Precession index,6.5,data/raw/pre_800_inter100.txt,-0.002253,4.787188805470161,4.787188805470161,274.2857142857143,False
pre,Precession index,6.6,data/raw/pre_800_inter100.txt,-0.002795,4.817108735504349,4.817108735504349,276.0,False
pre,Precession index,6.7,data/raw/pre_800_inter100.txt,-0.003337,4.847028665538538,4.847028665538538,277.7142857142857,False
pre,Precession index,6.8,data/raw/pre_800_inter100.txt,-0.003877,4.876948595572727,4.876948595572727,279.42857142857144,False
pre,Precession index,6.9,data/raw/pre_800_inter100.txt,-0.004415,4.9068685256069156,4.9068685256069156,281.14285714285717,False
pre,Precession index,7.0,data/raw/pre_800_inter100.txt,-0.004952,4.9367884556411035,4.9367884556411035,282.85714285714283,False
pre,Precession index,7.1,data/raw/pre_800_inter100.txt,-0.005488,4.966708385675292,4.966708385675292,284.5714285714286,False
pre,Precession index,7.2,data/raw/pre_800_inter100.txt,-0.006021,4.996628315709481,4.996628315709481,286.28571428571433,False
pre,Precession index,7.3,data/raw/pre_800_inter100.txt,-0.006551,5.026548245743669,5.026548245743669,288.0,False
pre,Precession index,7.4,data/raw/pre_800_inter100.txt,-0.007078,5.056468175777858,5.056468175777858,289.7142857142857,False
pre,Precession index,7.5,data/raw/pre_800_inter100.txt,-0.0076,5.086388105812046,5.086388105812046,291.4285714285714,False
pre,Precession index,7.6,data/raw/pre_800_inter100.txt,-0.008117,5.1163080358462345,5.1163080358462345,293.14285714285717,False
pre,Precession index,7.7,data/raw/pre_800_inter100.txt,-0.008629,5.146227965880423,5.146227965880423,294.8571428571429,False
pre,Precession index,7.8,data/raw/pre_800_inter100.txt,-0.009134,5.176147895914611,5.176147895914611,296.57142857142856,False
pre,Precession index,7.9,data/raw/pre_800_inter100.txt,-0.009632,5.2060678259488,5.2060678259488,298.2857142857143,False
pre,Precession index,8.0,data/raw/pre_800_inter100.txt,-0.010122,5.235987755982989,5.235987755982989,300.0,False
pre,Precession index,8.1,data/raw/pre_800_inter100.txt,-0.010603,5.265907686017177,5.265907686017177,301.7142857142857,False
pre,Precession index,8.2,data/raw/pre_800_inter100.txt,-0.011074,5.2958276160513655,5.2958276160513655,303.42857142857144,False
pre,Precession index,8.3,data/raw/pre_800_inter100.txt,-0.011536,5.325747546085554,5.325747546085554,305.14285714285717,False
pre,Precession index,8.4,data/raw/pre_800_inter100.txt,-0.011987,5.355667476119743,5.355667476119743,306.8571428571429,False
pre,Precession index,8.5,data/raw/pre_800_inter100.txt,-0.012427,5.385587406153931,5.385587406153931,308.57142857142856,False
pre,Precession index,8.6,data/raw/pre_800_inter100.txt,-0.012856,5.41550733618812,5.41550733618812,310.2857142857143,False
pre,Precession index,8.7,data/raw/pre_800_inter100.txt,-0.013273,5.445427266222308,5.445427266222308,312.0,False
pre,Precession index,8.8,data/raw/pre_800_inter100.txt,-0.013679,5.475347196256497,5.475347196256497,313.7142857142857,False
pre,Precession index,8.9,data/raw/pre_800_inter100.txt,-0.014072,5.505267126290685,5.505267126290685,315.42857142857144,False
pre,Precession index,9.0,data/raw/pre_800_inter100.txt,-0.014453,5.535187056324874,5.535187056324874,317.14285714285717,False
pre,Precession index,9.1,data/raw/pre_800_inter100.txt,-0.014819,5.565106986359062,5.565106986359062,318.85714285714283,False
pre,Precession index,9.2,data/raw/pre_800_inter100.txt,-0.015173,5.595026916393251,5.595026916393251,320.5714285714286,False
pre,Precession index,9.3,data/raw/pre_800_inter100.txt,-0.015515,5.62494684642744,5.62494684642744,322.28571428571433,False
pre,Precession index,9.4,data/raw/pre_800_inter100.txt,-0.015844,5.654866776461628,5.654866776461628,324.0,False
pre,Precession index,9.5,data/raw/pre_800_inter100.txt,-0.016161,5.684786706495816,5.684786706495816,325.7142857142857,False
pre,Precession index,9.6,data/raw/pre_800_inter100.txt,-0.016466,5.714706636530004,5.714706636530004,327.4285714285714,False
pre,Precession index,9.7,data/raw/pre_800_inter100.txt,-0.016759,5.744626566564193,5.744626566564193,329.14285714285717,False
pre,Precession index,9.8,data/raw/pre_800_inter100.txt,-0.017041,5.774546496598382,5.774546496598382,330.8571428571429,False
pre,Precession index,9.9,data/raw/pre_800_inter100.txt,-0.01731,5.804466426632571,5.804466426632571,332.5714285714286,False
pre,Precession index,10.0,data/raw/pre_800_inter100.txt,-0.017566,5.834386356666759,5.834386356666759,334.2857142857143,False
pre,Precession index,10.1,data/raw/pre_800_inter100.txt,-0.017815,5.8643062867009474,5.8643062867009474,336.0,False
pre,Precession index,10.2,data/raw/pre_800_inter100.txt,-0.01805,5.894226216735135,5.894226216735135,337.7142857142857,False
pre,Precession index,10.3,data/raw/pre_800_inter100.txt,-0.018271,5.924146146769324,5.924146146769324,339.42857142857144,False
pre,Precession index,10.4,data/raw/pre_800_inter100.txt,-0.018478,5.954066076803513,5.954066076803513,341.14285714285717,False
pre,Precession index,10.5,data/raw/pre_800_inter100.txt,-0.018669,5.983986006837702,5.983986006837702,342.8571428571429,False
pre,Precession index,10.6,data/raw/pre_800_inter100.txt,-0.018844,6.01390593687189,6.01390593687189,344.57142857142856,False
pre,Precession index,10.7,data/raw/pre_800_inter100.txt,-0.019003,6.0438258669060785,6.0438258669060785,346.2857142857143,False
pre,Precession index,10.8,data/raw/pre_800_inter100.txt,-0.019144,6.073745796940267,6.073745796940267,348.00000000000006,False
pre,Precession index,10.9,data/raw/pre_800_inter100.txt,-0.019268,6.103665726974455,6.103665726974455,349.7142857142857,False
pre,Precession index,11.0,data/raw/pre_800_inter100.txt,-0.019374,6.133585657008644,6.133585657008644,351.42857142857144,False
pre,Precession index,11.1,data/raw/pre_800_inter100.txt,-0.019458,6.163505587042832,6.163505587042832,353.1428571428571,False
pre,Precession index,11.2,data/raw/pre_800_inter100.txt,-0.019524,6.193425517077021,6.193425517077021,354.85714285714283,False
pre,Precession index,11.3,data/raw/pre_800_inter100.txt,-0.019572,6.2233454471112095,6.2233454471112095,356.5714285714286,False
pre,Precession index,11.4,data/raw/pre_800_inter100.txt,-0.019603,6.253265377145398,6.253265377145398,358.28571428571433,False
pre,Precession index,11.5,data/raw/pre_800_inter100.txt,-0.019616,6.283185307179586,0.0,0.0,False
pre,Precession index,11.6,data/raw/pre_800_inter100.txt,-0.019613,6.312007258129952,0.028821950950365327,1.6513761467890054,False
pre,Precession index,11.7,data/raw/pre_800_inter100.txt,-0.019594,6.340829209080316,0.057643901900729766,3.3027522935779596,False
pre,Precession index,11.8,data/raw/pre_800_inter100.txt,-0.019558,6.369651160030681,0.08646585285109509,4.954128440366965,False
pre,Precession index,11.9,data/raw/pre_800_inter100.txt,-0.019507,6.398473110981047,0.11528780380146042,6.60550458715597,False
pre,Precession index,12.0,data/raw/pre_800_inter100.txt,-0.01944,6.427295061931412,0.14410975475182575,8.256880733944975,False
pre,Precession index,12.1,data/raw/pre_800_inter100.txt,-0.019359,6.456117012881776,0.17293170570219019,9.90825688073393,False
pre,Precession index,12.2,data/raw/pre_800_inter100.txt,-0.019262,6.484938963832142,0.2017536566525555,11.559633027522935,False
pre,Precession index,12.3,data/raw/pre_800_inter100.txt,-0.019151,6.513760914782507,0.23057560760292084,13.21100917431194,False
pre,Precession index,12.4,data/raw/pre_800_inter100.txt,-0.019024,6.542582865732872,0.25939755855328617,14.862385321100946,False
pre,Precession index,12.5,data/raw/pre_800_inter100.txt,-0.018881,6.571404816683237,0.2882195095036506,16.5137614678899,False
pre,Precession index,12.6,data/raw/pre_800_inter100.txt,-0.018723,6.600226767633602,0.31704146045401593,18.165137614678905,False
pre,Precession index,12.7,data/raw/pre_800_inter100.txt,-0.01855,6.629048718583967,0.34586341140438037,19.81651376146786,False
pre,Precession index,12.8,data/raw/pre_800_inter100.txt,-0.018363,6.657870669534333,0.3746853623547466,21.467889908256915,False
pre,Precession index,12.9,data/raw/pre_800_inter100.txt,-0.01816,6.686692620484697,0.403507313305111,23.11926605504587,False
pre,Precession index,13.0,data/raw/pre_800_inter100.txt,-0.017942,6.715514571435063,0.43232926425547635,24.770642201834875,False
pre,Precession index,13.1,data/raw/pre_800_inter100.txt,-0.017711,6.744336522385427,0.4611512152058408,26.42201834862383,False
pre,Precession index,13.2,data/raw/pre_800_inter100.txt,-0.017465,6.773158473335792,0.4899731661562061,28.073394495412835,False
pre,Precession index,13.3,data/raw/pre_800_inter100.txt,-0.017206,6.801980424286158,0.5187951171065714,29.72477064220184,False
pre,Precession index,13.4,data/raw/pre_800_inter100.txt,-0.016932,6.830802375236523,0.5476170680569368,31.376146788990845,False
pre,Precession index,13.5,data/raw/pre_800_inter100.txt,-0.016644,6.8596243261868874,0.5764390190073012,33.0275229357798,False
pre,Precession index,13.6,data/raw/pre_800_inter100.txt,-0.016343,6.888446277137253,0.6052609699576665,34.678899082568805,False
pre,Precession index,13.7,data/raw/pre_800_inter100.txt,-0.016028,6.917268228087618,0.6340829209080319,36.33027522935781,False
pre,Precession index,13.8,data/raw/pre_800_inter100.txt,-0.015699,6.946090179037983,0.6629048718583972,37.981651376146814,False
pre,Precession index,13.9,data/raw/pre_800_inter100.txt,-0.015357,6.974912129988348,0.6917268228087616,39.63302752293577,False
pre,Precession index,14.0,data/raw/pre_800_inter100.txt,-0.015001,7.003734080938713,0.720548773759127,41.284403669724774,False
pre,Precession index,14.1,data/raw/pre_800_inter100.txt,-0.014632,7.0325560318890785,0.7493707247094923,42.93577981651378,False
pre,Precession index,14.2,data/raw/pre_800_inter100.txt,-0.01425,7.061377982839443,0.7781926756598567,44.587155963302735,False
pre,Precession index,14.3,data/raw/pre_800_inter100.txt,-0.013855,7.090199933789808,0.807014626610222,46.23853211009174,False
pre,Precession index,14.4,data/raw/pre_800_inter100.txt,-0.013448,7.119021884740174,0.8358365775605874,47.889908256880744,False
pre,Precession index,14.5,data/raw/pre_800_inter100.txt,-0.01303,7.147843835690539,0.8646585285109527,49.54128440366975,False
pre,Precession index,14.6,data/raw/pre_800_inter100.txt,-0.0126,7.176665786640903,0.8934804794613171,51.192660550458704,False
pre,Precession index,14.7,data/raw/pre_800_inter100.txt,-0.01216,7.205487737591269,0.9223024304116825,52.84403669724771,False
pre,Precession index,14.8,data/raw/pre_800_inter100.txt,-0.01171,7.234309688541634,0.9511243813620478,54.495412844036714,False
pre,Precession index,14.9,data/raw/pre_800_inter100.txt,-0.011249,7.263131639491999,0.9799463323124131,56.14678899082572,False
pre,Precession index,15.0,data/raw/pre_800_inter100.txt,-0.010779,7.291953590442364,1.0087682832627776,57.798165137614674,False
pre,Precession index,15.1,data/raw/pre_800_inter100.txt,-0.010301,7.320775541392729,1.037590234213143,59.44954128440368,False
pre,Precession index,15.2,data/raw/pre_800_inter100.txt,-0.009814,7.349597492343094,1.0664121851635073,61.100917431192634,False
pre,Precession index,15.3,data/raw/pre_800_inter100.txt,-0.009319,7.37841944329346,1.0952341361138735,62.75229357798169,False
pre,Precession index,15.4,data/raw/pre_800_inter100.txt,-0.008817,7.407241394243824,1.124056087064238,64.40366972477065,False
pre,Precession index,15.5,data/raw/pre_800_inter100.txt,-0.008309,7.4360633451941895,1.1528780380146033,66.05504587155966,False
pre,Precession index,15.6,data/raw/pre_800_inter100.txt,-0.007795,7.464885296144554,1.1816999889649678,67.7064220183486,False
pre,Precession index,15.7,data/raw/pre_800_inter100.txt,-0.007275,7.493707247094919,1.210521939915333,69.35779816513761,False
pre,Precession index,15.8,data/raw/pre_800_inter100.txt,-0.006751,7.522529198045285,1.2393438908656984,71.00917431192661,False
pre,Precession index,15.9,data/raw/pre_800_inter100.txt,-0.006222,7.55135114899565,1.2681658418160637,72.66055045871562,False
pre,Precession index,16.0,data/raw/pre_800_inter100.txt,-0.005689,7.580173099946014,1.2969877927664282,74.31192660550458,False
pre,Precession index,16.1,data/raw/pre_800_inter100.txt,-0.005155,7.608995050896381,1.3258097437167944,75.96330275229363,False
pre,Precession index,16.2,data/raw/pre_800_inter100.txt,-0.004618,7.637817001846745,1.3546316946671588,77.61467889908259,False
pre,Precession index,16.3,data/raw/pre_800_inter100.txt,-0.004078,7.66663895279711,1.3834536456175242,79.2660550458716,False
pre,Precession index,16.4,data/raw/pre_800_inter100.txt,-0.003536,7.695460903747475,1.4122755965678886,80.91743119266054,False
pre,Precession index,16.5,data/raw/pre_800_inter100.txt,-0.002991,7.72428285469784,1.441097547518254,82.56880733944955,False
pre,Precession index,16.6,data/raw/pre_800_inter100.txt,-0.002444,7.7531048056482055,1.4699194984686192,84.22018348623855,False
pre,Precession index,16.7,data/raw/pre_800_inter100.txt,-0.001895,7.78192675659857,1.4987414494189837,85.87155963302752,False
pre,Precession index,16.8,data/raw/pre_800_inter100.txt,-0.001345,7.810748707548935,1.527563400369349,87.52293577981652,False
pre,Precession index,16.9,data/raw/pre_800_inter100.txt,-0.000793,7.8395706584993,1.5563853513197135,89.17431192660547,False
pre,Precession index,17.0,data/raw/pre_800_inter100.txt,-0.000241,7.868392609449666,1.5852073022700797,90.82568807339453,False
pre,Precession index,17.1,data/raw/pre_800_inter100.txt,0.000314,7.897214560400031,1.614029253220445,92.47706422018354,False
pre,Precession index,17.2,data/raw/pre_800_inter100.txt,0.000868,7.926036511350396,1.6428512041708094,94.12844036697248,False
pre,Precession index,17.3,data/raw/pre_800_inter100.txt,0.001422,7.954858462300761,1.6716731551211748,95.77981651376149,False
pre,Precession index,17.4,data/raw/pre_800_inter100.txt,0.001975,7.983680413251125,1.7004951060715392,97.43119266055045,False
pre,Precession index,17.5,data/raw/pre_800_inter100.txt,0.002525,8.012502364201492,1.7293170570219054,99.0825688073395,False
pre,Precession index,17.6,data/raw/pre_800_inter100.txt,0.003074,8.041324315151856,1.7581390079722699,100.73394495412846,False
pre,Precession index,17.7,data/raw/pre_800_inter100.txt,0.00362,8.07014626610222,1.7869609589226343,102.38532110091741,False
pre,Precession index,17.8,data/raw/pre_800_inter100.txt,0.004162,8.098968217052587,1.8157829098730005,104.03669724770647,False
pre,Precession index,17.9,data/raw/pre_800_inter100.txt,0.0047,8.127790168002951,1.844604860823365,105.68807339449542,False
pre,Precession index,18.0,data/raw/pre_800_inter100.txt,0.005234,8.156612118953316,1.8734268117737294,107.33944954128438,False
pre,Precession index,18.1,data/raw/pre_800_inter100.txt,0.005764,8.185434069903682,1.9022487627240956,108.99082568807343,False
pre,Precession index,18.2,data/raw/pre_800_inter100.txt,0.006288,8.214256020854046,1.93107071367446,110.64220183486239,False
pre,Precession index,18.3,data/raw/pre_800_inter100.txt,0.006806,8.243077971804412,1.9598926646248263,112.29357798165144,False
pre,Precession index,18.4,data/raw/pre_800_inter100.txt,0.007317,8.271899922754777,1.9887146155751907,113.9449541284404,False
pre,Precession index,18.5,data/raw/pre_800_inter100.txt,0.007821,8.300721873705141,2.017536566525555,115.59633027522935,False
pre,Precession index,18.6,data/raw/pre_800_inter100.txt,0.008318,8.329543824655508,2.0463585174759213,117.24770642201841,False
pre,Precession index,18.7,data/raw/pre_800_inter100.txt,0.008806,8.358365775605872,2.075180468426286,118.89908256880736,False
pre,Precession index,18.8,data/raw/pre_800_inter100.txt,0.009285,8.387187726556236,2.1040024193766502,120.55045871559632,False
pre,Precession index,18.9,data/raw/pre_800_inter100.txt,0.009755,8.416009677506601,2.1328243703270147,122.20183486238527,False
pre,Precession index,19.0,data/raw/pre_800_inter100.txt,0.010214,8.444831628456967,2.161646321277381,123.85321100917433,False
pre,Precession index,19.1,data/raw/pre_800_inter100.txt,0.010661,8.473653579407333,2.190468272227747,125.50458715596338,False
pre,Precession index,19.2,data/raw/pre_800_inter100.txt,0.011096,8.502475530357698,2.2192902231781115,127.15596330275234,False
pre,Precession index,19.3,data/raw/pre_800_inter100.txt,0.011521,8.531297481308062,2.248112174128476,128.8073394495413,False
pre,Precession index,19.4,data/raw/pre_800_inter100.txt,0.011935,8.560119432258427,2.2769341250788404,130.45871559633025,False
pre,Precession index,19.5,data/raw/pre_800_inter100.txt,0.012338,8.588941383208793,2.3057560760292066,132.1100917431193,False
pre,Precession index,19.6,data/raw/pre_800_inter100.txt,0.01273,8.617763334159157,2.334578026979571,133.76146788990826,False
pre,Precession index,19.7,data/raw/pre_800_inter100.txt,0.013112,8.646585285109522,2.3633999779299355,135.4128440366972,False
pre,Precession index,19.8,data/raw/pre_800_inter100.txt,0.013482,8.675407236059888,2.3922219288803017,137.06422018348627,False
pre,Precession index,19.9,data/raw/pre_800_inter100.txt,0.013842,8.704229187010252,2.421043879830666,138.71559633027522,False
pre,Precession index,20.0,data/raw/pre_800_inter100.txt,0.014191,8.733051137960619,2.4498658307810324,140.36697247706428,False
pre,Precession index,20.1,data/raw/pre_800_inter100.txt,0.014532,8.761873088910983,2.478687781731397,142.01834862385323,False
pre,Precession index,20.2,data/raw/pre_800_inter100.txt,0.014861,8.790695039861347,2.5075097326817612,143.66972477064218,False
pre,Precession index,20.3,data/raw/pre_800_inter100.txt,0.015179,8.819516990811714,2.5363316836321275,145.32110091743124,False
pre,Precession index,20.4,data/raw/pre_800_inter100.txt,0.015485,8.848338941762078,2.565153634582492,146.9724770642202,False
pre,Precession index,20.5,data/raw/pre_800_inter100.txt,0.015778,8.877160892712443,2.5939755855328563,148.62385321100916,False
pre,Precession index,20.6,data/raw/pre_800_inter100.txt,0.016058,8.905982843662809,2.6227975364832226,150.2752293577982,False
pre,Precession index,20.7,data/raw/pre_800_inter100.txt,0.016325,8.934804794613173,2.651619487433587,151.92660550458717,False
pre,Precession index,20.8,data/raw/pre_800_inter100.txt,0.016577,8.96362674556354,2.680441438383953,153.5779816513762,False
pre,Precession index,20.9,data/raw/pre_800_inter100.txt,0.016815,8.992448696513904,2.7092633893343177,155.22935779816518,False
pre,Precession index,21.0,data/raw/pre_800_inter100.txt,0.017038,9.021270647464268,2.738085340284682,156.88073394495413,False
pre,Precession index,21.1,data/raw/pre_800_inter100.txt,0.017244,9.050092598414635,2.7669072912350483,158.5321100917432,False
pre,Precession index,21.2,data/raw/pre_800_inter100.txt,0.017435,9.078914549364999,2.7957292421854127,160.18348623853214,False
pre,Precession index,21.3,data/raw/pre_800_inter100.txt,0.01761,9.107736500315363,2.824551193135777,161.8348623853211,False
pre,Precession index,21.4,data/raw/pre_800_inter100.txt,0.01777,9.136558451265728,2.8533731440861416,163.48623853211004,False
pre,Precession index,21.5,data/raw/pre_800_inter100.txt,0.017913,9.165380402216094,2.882195095036508,165.1376146788991,False
pre,Precession index,21.6,data/raw/pre_800_inter100.txt,0.018041,9.19420235316646,2.911017045986874,166.78899082568816,False
pre,Precession index,21.7,data/raw/pre_800_inter100.txt,0.018153,9.223024304116825,2.9398389969372385,168.4403669724771,False
pre,Precession index,21.8,data/raw/pre_800_inter100.txt,0.018249,9.25184625506719,2.968660947887603,170.09174311926606,False
pre,Precession index,21.9,data/raw/pre_800_inter100.txt,0.01833,9.280668206017554,2.9974828988379674,171.74311926605503,False
pre,Precession index,22.0,data/raw/pre_800_inter100.txt,0.018394,9.30949015696792,3.0263048497883336,173.39449541284407,False
pre,Precession index,22.1,data/raw/pre_800_inter100.txt,0.018442,9.338312107918284,3.055126800738698,175.04587155963304,False
pre,Precession index,22.2,data/raw/pre_800_inter100.txt,0.018475,9.367134058868649,3.0839487516890625,176.697247706422,False
pre,Precession index,22.3,data/raw/pre_800_inter100.txt,0.018492,9.395956009819015,3.1127707026394287,178.34862385321105,False
pre,Precession index,22.4,data/raw/pre_800_inter100.txt,0.018493,9.42477796076938,3.141592653589793,180.0,False
pre,Precession index,22.5,data/raw/pre_800_inter100.txt,0.018479,9.452827895176432,3.1696425879968455,181.6071428571429,False
pre,Precession index,22.6,data/raw/pre_800_inter100.txt,0.01845,9.480877829583484,3.197692522403898,183.21428571428578,False
pre,Precession index,22.7,data/raw/pre_800_inter100.txt,0.018406,9.508927763990535,3.2257424568109485,184.82142857142858,False
pre,Precession index,22.8,data/raw/pre_800_inter100.txt,0.018347,9.536977698397587,3.253792391218001,186.42857142857147,False
