age_ka,d18o,age_error_2sigma_kyr,age_sigma_kyr,source,source_sheet
2.4406619999999997,-9.709999999999999,1.0076619161869982,0.5038309580934991,data/raw/Cheng_2016.xlsx,Composite record
2.4602530000000002,-8.36,1.0077236546814365,0.5038618273407183,data/raw/Cheng_2016.xlsx,Composite record
2.479844,-8.35,1.0077853969585342,0.5038926984792671,data/raw/Cheng_2016.xlsx,Composite record
2.499435,-8.24,1.0078471430185227,0.5039235715092614,data/raw/Cheng_2016.xlsx,Composite record
2.627072,-9.39,1.0082495163763896,0.5041247581881948,data/raw/Cheng_2016.xlsx,Composite record
2.652768,-9.09,1.0083305419803077,0.5041652709901538,data/raw/Cheng_2016.xlsx,Composite record
2.678464,-9.27,1.008411574095658,0.504205787047829,data/raw/Cheng_2016.xlsx,Composite record
2.70416,-9.02,1.0084926127229639,0.5042463063614819,data/raw/Cheng_2016.xlsx,Composite record
2.7298560000000003,-8.48,1.0085736578627489,0.5042868289313744,data/raw/Cheng_2016.xlsx,Composite record
2.7555520000000002,-8.3,1.008654709515536,0.504327354757768,data/raw/Cheng_2016.xlsx,Composite record
2.781248,-8.96,1.008735767681849,0.5043678838409245,data/raw/Cheng_2016.xlsx,Composite record
2.83264,-9.43,1.0088979035571453,0.5044489517785726,data/raw/Cheng_2016.xlsx,Composite record
2.89688,-9.51,1.0091006100491726,0.5045503050245863,data/raw/Cheng_2016.xlsx,Composite record
2.9611199999999998,-8.99,1.0093033572687322,0.5046516786343661,data/raw/Cheng_2016.xlsx,Composite record
3.02536,-9.01,1.009506145224007,0.5047530726120035,data/raw/Cheng_2016.xlsx,Composite record
3.0896,-8.72,1.0097089739231815,0.5048544869615907,data/raw/Cheng_2016.xlsx,Composite record
3.15384,-8.83,1.009911843374442,0.504955921687221,data/raw/Cheng_2016.xlsx,Composite record
3.21763,-9.040000000000001,1.0101133320619535,0.5050566660309768,data/raw/Cheng_2016.xlsx,Composite record
3.3304074999999997,-8.88,1.0104696522551317,0.5052348261275659,data/raw/Cheng_2016.xlsx,Composite record
3.443185,-9.05,1.0108260981412158,0.5054130490706079,data/raw/Cheng_2016.xlsx,Composite record
3.5559625,-10.19,1.0111826697645445,0.5055913348822723,data/raw/Cheng_2016.xlsx,Composite record
3.63122,-9.87,1.011420683375568,0.505710341687784,data/raw/Cheng_2016.xlsx,Composite record
3.6492025,-9.7,1.0114775641357838,0.5057387820678919,data/raw/Cheng_2016.xlsx,Composite record
3.667185,-9.34,1.0115344480948871,0.5057672240474436,data/raw/Cheng_2016.xlsx,Composite record
3.6851675,-9.45,1.0115913352530579,0.5057956676265289,data/raw/Cheng_2016.xlsx,Composite record
3.70315,-9.33,1.0116482256104757,0.5058241128052379,data/raw/Cheng_2016.xlsx,Composite record
3.7211325,-9.4,1.0117051191673208,0.5058525595836604,data/raw/Cheng_2016.xlsx,Composite record
3.739115,-9.62,1.011762015923773,0.5058810079618865,data/raw/Cheng_2016.xlsx,Composite record
3.7570975,-9.889999999999999,1.011818915880012,0.505909457940006,data/raw/Cheng_2016.xlsx,Composite record
3.77508,-9.68,1.011875819036218,0.505937909518109,data/raw/Cheng_2016.xlsx,Composite record
3.7930625,-9.68,1.0119327253925712,0.5059663626962856,data/raw/Cheng_2016.xlsx,Composite record
3.811045,-9.76,1.011989634949251,0.5059948174746255,data/raw/Cheng_2016.xlsx,Composite record
3.8290275,-10.08,1.0120465477064378,0.5060232738532189,data/raw/Cheng_2016.xlsx,Composite record
3.84701,-9.639999999999999,1.0121034636643114,0.5060517318321557,data/raw/Cheng_2016.xlsx,Composite record
3.8649925,-9.6,1.0121603828230519,0.5060801914115259,data/raw/Cheng_2016.xlsx,Composite record
3.882975,-10.06,1.0122173051828391,0.5061086525914196,data/raw/Cheng_2016.xlsx,Composite record
3.9009575,-9.48,1.0122742307438535,0.5061371153719267,data/raw/Cheng_2016.xlsx,Composite record
3.91894,-9.65,1.0123311595062745,0.5061655797531373,data/raw/Cheng_2016.xlsx,Composite record
3.9369225,-9.75,1.0123880914702827,0.5061940457351414,data/raw/Cheng_2016.xlsx,Composite record
3.954905,-9.85,1.0124450266360578,0.5062225133180289,data/raw/Cheng_2016.xlsx,Composite record
3.9728874999999997,-9.76,1.01250196500378,0.50625098250189,data/raw/Cheng_2016.xlsx,Composite record
3.9908699999999997,-9.799999999999999,1.0125589065736296,0.5062794532868148,data/raw/Cheng_2016.xlsx,Composite record
4.0088525,-9.75,1.0126158513457861,0.5063079256728931,data/raw/Cheng_2016.xlsx,Composite record
4.0304315,-9.81,1.0126841892996734,0.5063420946498367,data/raw/Cheng_2016.xlsx,Composite record
4.1177945,-9.709999999999999,1.0129609039658607,0.5064804519829303,data/raw/Cheng_2016.xlsx,Composite record
4.126345000000001,-9.74,1.0129879909892283,0.5064939954946142,data/raw/Cheng_2016.xlsx,Composite record
4.1348955,-9.98,1.0130150787369152,0.5065075393684576,data/raw/Cheng_2016.xlsx,Composite record
4.143446,-9.879999999999999,1.0130421672089402,0.5065210836044701,data/raw/Cheng_2016.xlsx,Composite record
4.1520005,-9.3,1.0130692690780598,0.5065346345390299,data/raw/Cheng_2016.xlsx,Composite record
4.175479,-9.55,1.013143656021421,0.5065718280107105,data/raw/Cheng_2016.xlsx,Composite record
4.198957500000001,-10.07,1.0132180484268152,0.5066090242134076,data/raw/Cheng_2016.xlsx,Composite record
4.222436,-10.01,1.0132924462946427,0.5066462231473213,data/raw/Cheng_2016.xlsx,Composite record
4.2459145,-9.52,1.013366849625305,0.5066834248126525,data/raw/Cheng_2016.xlsx,Composite record
4.272913,-9.78,1.013452414583863,0.5067262072919315,data/raw/Cheng_2016.xlsx,Composite record
4.3052815,-10.11,1.0135550079307174,0.5067775039653587,data/raw/Cheng_2016.xlsx,Composite record
4.33765,-10.219999999999999,1.0136576116632543,0.5068288058316271,data/raw/Cheng_2016.xlsx,Composite record
4.3700185000000005,-10.19,1.013760225782525,0.5068801128912624,data/raw/Cheng_2016.xlsx,Composite record
4.402387,-9.9,1.0138628502895806,0.5069314251447903,data/raw/Cheng_2016.xlsx,Composite record
4.4347555000000005,-10.09,1.013965485185473,0.5069827425927365,data/raw/Cheng_2016.xlsx,Composite record
4.467124,-10.1,1.0140681304712538,0.5070340652356269,data/raw/Cheng_2016.xlsx,Composite record
4.499492500000001,-9.17,1.0141707861479747,0.5070853930739874,data/raw/Cheng_2016.xlsx,Composite record
4.531861,-10.08,1.0142734522166876,0.5071367261083438,data/raw/Cheng_2016.xlsx,Composite record
4.564229500000001,-10.06,1.0143761286784447,0.5071880643392224,data/raw/Cheng_2016.xlsx,Composite record
4.596598,-10.1,1.0144788155342979,0.5072394077671489,data/raw/Cheng_2016.xlsx,Composite record
4.629035,-9.47,1.014581730129894,0.507290865064947,data/raw/Cheng_2016.xlsx,Composite record
4.67979,-9.58,1.0147427841678756,0.5073713920839378,data/raw/Cheng_2016.xlsx,Composite record
4.730545,-10.129999999999999,1.0149038637714696,0.5074519318857348,data/raw/Cheng_2016.xlsx,Composite record
4.7813,-10.1,1.015064968944734,0.507532484472367,data/raw/Cheng_2016.xlsx,Composite record
4.832055,-9.9,1.015226099691728,0.507613049845864,data/raw/Cheng_2016.xlsx,Composite record
4.88281,-10.27,1.015387256016511,0.5076936280082555,data/raw/Cheng_2016.xlsx,Composite record
4.933565,-9.95,1.015548437923143,0.5077742189615715,data/raw/Cheng_2016.xlsx,Composite record
4.984319999999999,-10.03,1.0157096454156853,0.5078548227078427,data/raw/Cheng_2016.xlsx,Composite record
5.009697500000001,-9.9,1.015790258757942,0.507895129378971,data/raw/Cheng_2016.xlsx,Composite record
5.035075,-10.03,1.0158708784981991,0.5079354392490996,data/raw/Cheng_2016.xlsx,Composite record
5.0604525,-9.78,1.015951504636965,0.5079757523184825,data/raw/Cheng_2016.xlsx,Composite record
5.08583,-9.719999999999999,1.0160321371747467,0.5080160685873734,data/raw/Cheng_2016.xlsx,Composite record
5.111207500000001,-10.0,1.0161127761120528,0.5080563880560264,data/raw/Cheng_2016.xlsx,Composite record
5.136585,-9.65,1.0161934214493908,0.5080967107246954,data/raw/Cheng_2016.xlsx,Composite record
5.1619625,-9.42,1.0162740731872688,0.5081370365936344,data/raw/Cheng_2016.xlsx,Composite record
5.17734,-9.37,1.0163229472346307,0.5081614736173153,data/raw/Cheng_2016.xlsx,Composite record
5.19019725,-10.07,1.016363813018336,0.508181906509168,data/raw/Cheng_2016.xlsx,Composite record
5.2030545,-10.04,1.0164046804452316,0.5082023402226158,data/raw/Cheng_2016.xlsx,Composite record
5.21591175,-9.48,1.0164455495153837,0.5082227747576918,data/raw/Cheng_2016.xlsx,Composite record
5.228769000000001,-10.09,1.0164864202288588,0.5082432101144294,data/raw/Cheng_2016.xlsx,Composite record
5.24162625,-10.25,1.0165272925857225,0.5082636462928612,data/raw/Cheng_2016.xlsx,Composite record
5.2544835,-10.0,1.016568166586041,0.5082840832930205,data/raw/Cheng_2016.xlsx,Composite record
5.267340750000001,-9.98,1.0166090422298808,0.5083045211149404,data/raw/Cheng_2016.xlsx,Composite record
5.280198,-10.17,1.0166499195173075,0.5083249597586538,data/raw/Cheng_2016.xlsx,Composite record
5.29305525,-9.75,1.0166907984483873,0.5083453992241936,data/raw/Cheng_2016.xlsx,Composite record
5.305912500000001,-10.09,1.0167316790231862,0.5083658395115931,data/raw/Cheng_2016.xlsx,Composite record
5.31876975,-9.95,1.0167725612417704,0.5083862806208852,data/raw/Cheng_2016.xlsx,Composite record
5.331627,-10.049999999999999,1.0168134451042061,0.5084067225521031,data/raw/Cheng_2016.xlsx,Composite record
5.344484250000001,-10.1,1.0168543306105593,0.5084271653052796,data/raw/Cheng_2016.xlsx,Composite record
5.3573415,-10.19,1.016895217760896,0.508447608880448,data/raw/Cheng_2016.xlsx,Composite record
5.370198749999999,-10.06,1.0169361065552827,0.5084680532776413,data/raw/Cheng_2016.xlsx,Composite record
5.382984,-10.25,1.0169767680046597,0.5084883840023299,data/raw/Cheng_2016.xlsx,Composite record
5.3894605,-10.15,1.016997366100793,0.5084986830503965,data/raw/Cheng_2016.xlsx,Composite record
5.395937,-10.26,1.0170179646141249,0.5085089823070624,data/raw/Cheng_2016.xlsx,Composite record
5.4050041,-10.299999999999999,1.0170468032337001,0.5085234016168501,data/raw/Cheng_2016.xlsx,Composite record
5.4140712,-10.16,1.0170756426710246,0.5085378213355123,data/raw/Cheng_2016.xlsx,Composite record
5.4205477,-10.12,1.0170962427697896,0.5085481213848948,data/raw/Cheng_2016.xlsx,Composite record
5.4270242,-10.33,1.0171168432857938,0.5085584216428969,data/raw/Cheng_2016.xlsx,Composite record
5.4335007,-10.26,1.017137444219046,0.508568722109523,data/raw/Cheng_2016.xlsx,Composite record
5.4399772,-9.719999999999999,1.0171580455695546,0.5085790227847773,data/raw/Cheng_2016.xlsx,Composite record
5.4529302,-9.91,1.0171992495223745,0.5085996247611873,data/raw/Cheng_2016.xlsx,Composite record
5.4594067,-10.29,1.0172198521247027,0.5086099260623513,data/raw/Cheng_2016.xlsx,Composite record
5.4658832,-10.51,1.017240455144321,0.5086202275721605,data/raw/Cheng_2016.xlsx,Composite record
5.4723597,-9.65,1.017261058581238,0.508630529290619,data/raw/Cheng_2016.xlsx,Composite record
5.4788362,-9.879999999999999,1.0172816624354621,0.5086408312177311,data/raw/Cheng_2016.xlsx,Composite record
5.485312700000001,-10.41,1.0173022667070015,0.5086511333535008,data/raw/Cheng_2016.xlsx,Composite record
5.4917892,-10.33,1.017322871395865,0.5086614356979325,data/raw/Cheng_2016.xlsx,Composite record
5.4982657,-10.53,1.017343476502061,0.5086717382510305,data/raw/Cheng_2016.xlsx,Composite record
5.5047422,-10.09,1.0173640820255978,0.5086820410127989,data/raw/Cheng_2016.xlsx,Composite record
5.511218700000001,-10.19,1.0173846879664838,0.5086923439832419,data/raw/Cheng_2016.xlsx,Composite record
5.5176952,-10.06,1.0174052943247278,0.5087026471623639,data/raw/Cheng_2016.xlsx,Composite record
5.5241717,-10.36,1.0174259011003377,0.5087129505501689,data/raw/Cheng_2016.xlsx,Composite record
5.5306482,-10.45,1.0174465082933226,0.5087232541466613,data/raw/Cheng_2016.xlsx,Composite record
5.537124700000001,-9.98,1.0174671159036903,0.5087335579518452,data/raw/Cheng_2016.xlsx,Composite record
5.5436012,-10.51,1.01748772393145,0.508743861965725,data/raw/Cheng_2016.xlsx,Composite record
5.5500777,-10.27,1.0175083323766092,0.5087541661883046,data/raw/Cheng_2016.xlsx,Composite record
5.5565542,-10.16,1.0175289412391773,0.5087644706195886,data/raw/Cheng_2016.xlsx,Composite record
5.5630307000000006,-10.11,1.017549550519162,0.508774775259581,data/raw/Cheng_2016.xlsx,Composite record
5.5695072,-10.24,1.0175701602165725,0.5087850801082863,data/raw/Cheng_2016.xlsx,Composite record
5.5759837,-10.57,1.0175907703314166,0.5087953851657083,data/raw/Cheng_2016.xlsx,Composite record
5.5954132,-10.02,1.0176526031806368,0.5088263015903184,data/raw/Cheng_2016.xlsx,Composite record
5.6213192,-10.42,1.0177350528241838,0.5088675264120919,data/raw/Cheng_2016.xlsx,Composite record
5.6472252,-10.77,1.0178175091477546,0.5089087545738773,data/raw/Cheng_2016.xlsx,Composite record
5.673131199999999,-10.77,1.0178999721518907,0.5089499860759453,data/raw/Cheng_2016.xlsx,Composite record
5.699037199999999,-10.639999999999999,1.017982441837133,0.5089912209185665,data/raw/Cheng_2016.xlsx,Composite record
5.724943199999999,-10.17,1.0180649182040231,0.5090324591020116,data/raw/Cheng_2016.xlsx,Composite record
5.750849199999999,-10.879999999999999,1.0181474012531022,0.5090737006265511,data/raw/Cheng_2016.xlsx,Composite record
5.7821192,-10.389999999999999,1.0182469718371037,0.5091234859185518,data/raw/Cheng_2016.xlsx,Composite record
5.8258202,-10.549999999999999,1.0183861417835378,0.5091930708917689,data/raw/Cheng_2016.xlsx,Composite record
5.8695212,-10.379999999999999,1.0185253307511666,0.5092626653755833,data/raw/Cheng_2016.xlsx,Composite record
5.9132222,-10.66,1.0186645387425899,0.5093322693712949,data/raw/Cheng_2016.xlsx,Composite record
5.9569232,-10.31,1.0188037657604079,0.5094018828802039,data/raw/Cheng_2016.xlsx,Composite record
6.0006242,-10.41,1.018943011807221,0.5094715059036105,data/raw/Cheng_2016.xlsx,Composite record
6.0443252,-10.56,1.0190822768856298,0.5095411384428149,data/raw/Cheng_2016.xlsx,Composite record
6.0880262,-10.49,1.0192215609982358,0.5096107804991179,data/raw/Cheng_2016.xlsx,Composite record
6.1317272,-10.66,1.0193608641476404,0.5096804320738202,data/raw/Cheng_2016.xlsx,Composite record
6.175428200000001,-10.42,1.0195001863364455,0.5097500931682227,data/raw/Cheng_2016.xlsx,Composite record
6.2191292,-10.36,1.019639527567253,0.5098197637836265,data/raw/Cheng_2016.xlsx,Composite record
6.262830200000001,-10.629999999999999,1.019778887842666,0.509889443921333,data/raw/Cheng_2016.xlsx,Composite record
6.3065312,-10.469999999999999,1.019918267165287,0.5099591335826436,data/raw/Cheng_2016.xlsx,Composite record
6.3435498,-10.42,1.020036348643255,0.5100181743216275,data/raw/Cheng_2016.xlsx,Composite record
6.3761588,-10.15,1.0201403757582024,0.5100701878791012,data/raw/Cheng_2016.xlsx,Composite record
6.4087678,-10.5,1.020244413482223,0.5101222067411115,data/raw/Cheng_2016.xlsx,Composite record
6.4413768,-10.549999999999999,1.0203484618163992,0.5101742309081996,data/raw/Cheng_2016.xlsx,Composite record
6.4739858,-10.56,1.020452520761813,0.5102262603809065,data/raw/Cheng_2016.xlsx,Composite record
6.5065948,-10.5,1.0205565903195464,0.5102782951597732,data/raw/Cheng_2016.xlsx,Composite record
6.5392038,-10.1,1.020660670490682,0.510330335245341,data/raw/Cheng_2016.xlsx,Composite record
6.578429600000001,-10.4,1.0207858839772774,0.5103929419886387,data/raw/Cheng_2016.xlsx,Composite record
6.6203926,-9.78,1.0209198519428944,0.5104599259714472,data/raw/Cheng_2016.xlsx,Composite record
6.6623556,-10.17,1.0210538374904703,0.5105269187452351,data/raw/Cheng_2016.xlsx,Composite record
6.7043186,-10.03,1.021187840622313,0.5105939203111565,data/raw/Cheng_2016.xlsx,Composite record
6.7462816000000005,-10.379999999999999,1.0213218613407302,0.5106609306703651,data/raw/Cheng_2016.xlsx,Composite record
6.7882446,-10.54,1.0214558996480299,0.5107279498240149,data/raw/Cheng_2016.xlsx,Composite record
6.8302076,-9.91,1.0215899555465207,0.5107949777732603,data/raw/Cheng_2016.xlsx,Composite record
6.8721706000000005,-10.15,1.0217240290385108,0.5108620145192554,data/raw/Cheng_2016.xlsx,Composite record
6.9141336,-10.54,1.0218581201263095,0.5109290600631547,data/raw/Cheng_2016.xlsx,Composite record
6.9560965999999995,-10.07,1.0219922288122258,0.5109961144061129,data/raw/Cheng_2016.xlsx,Composite record
6.9980364,-10.32,1.0221262809395746,0.5110631404697873,data/raw/Cheng_2016.xlsx,Composite record
7.0314534,-10.43,1.0222331042389874,0.5111165521194937,data/raw/Cheng_2016.xlsx,Composite record
7.0648704,-10.17,1.022339938702595,0.5111699693512975,data/raw/Cheng_2016.xlsx,Composite record
7.0949457,-10.56,1.0224360992661934,0.5112180496330967,data/raw/Cheng_2016.xlsx,Composite record
7.128362699999999,-10.91,1.0225429549449865,0.5112714774724932,data/raw/Cheng_2016.xlsx,Composite record
7.1617797,-10.379999999999999,1.0226498217913589,0.5113249108956794,data/raw/Cheng_2016.xlsx,Composite record
7.1951967,-10.68,1.0227566998064777,0.5113783499032388,data/raw/Cheng_2016.xlsx,Composite record
7.2286136999999995,-10.52,1.0228635889915099,0.5114317944957549,data/raw/Cheng_2016.xlsx,Composite record
7.2620307,-10.61,1.022970489347623,0.5114852446738115,data/raw/Cheng_2016.xlsx,Composite record
7.2954476999999995,-10.83,1.0230774008759846,0.5115387004379923,data/raw/Cheng_2016.xlsx,Composite record
7.3288647000000005,-10.79,1.0231843235777625,0.5115921617888812,data/raw/Cheng_2016.xlsx,Composite record
7.3622817,-10.59,1.023291257454124,0.511645628727062,data/raw/Cheng_2016.xlsx,Composite record
7.3956987,-10.92,1.0233982025062371,0.5116991012531186,data/raw/Cheng_2016.xlsx,Composite record
7.4553889,-10.77,1.0235892579867674,0.5117946289933837,data/raw/Cheng_2016.xlsx,Composite record
7.5179979,-10.799999999999999,1.023789694244333,0.5118948471221665,data/raw/Cheng_2016.xlsx,Composite record
7.580606899999999,-10.52,1.023990169750741,0.5119950848753705,data/raw/Cheng_2016.xlsx,Composite record
7.6432159,-10.73,1.0241906845136768,0.5120953422568384,data/raw/Cheng_2016.xlsx,Composite record
7.6941821,-10.75,1.0243539404444428,0.5121769702222214,data/raw/Cheng_2016.xlsx,Composite record
7.7181431,-10.799999999999999,1.0244307017820706,0.5122153508910353,data/raw/Cheng_2016.xlsx,Composite record
7.7421041,-10.28,1.0245074688719125,0.5122537344359562,data/raw/Cheng_2016.xlsx,Composite record
7.7660651,-10.66,1.0245842417143993,0.5122921208571997,data/raw/Cheng_2016.xlsx,Composite record
7.7900261,-10.77,1.024661020309962,0.512330510154981,data/raw/Cheng_2016.xlsx,Composite record
7.8139871,-10.879999999999999,1.0247378046590319,0.5123689023295159,data/raw/Cheng_2016.xlsx,Composite record
7.837948099999999,-10.799999999999999,1.0248145947620402,0.5124072973810201,data/raw/Cheng_2016.xlsx,Composite record
7.8619091,-10.6,1.0248913906194177,0.5124456953097088,data/raw/Cheng_2016.xlsx,Composite record
7.8858701,-10.549999999999999,1.024968192231596,0.512484096115798,data/raw/Cheng_2016.xlsx,Composite record
7.9745258,-10.67,1.0252524082417722,0.5126262041208861,data/raw/Cheng_2016.xlsx,Composite record
