age_ka,d18o,age_error_2sigma_kyr,age_sigma_kyr,source,source_sheet
0.0,-9.66,1.0,0.5,data/raw/Cheng_2016.xlsx,Composite record
0.019998000000000002,-9.58,1.0000625419510478,0.5000312709755239,data/raw/Cheng_2016.xlsx,Composite record
0.038247500000000004,-9.5,1.000119619038643,0.5000598095193215,data/raw/Cheng_2016.xlsx,Composite record
0.056497,-9.33,1.0001766993838284,0.5000883496919142,data/raw/Cheng_2016.xlsx,Composite record
0.1587645,-9.35,1.0004966294850666,0.5002483147425333,data/raw/Cheng_2016.xlsx,Composite record
0.39101600000000003,-9.61,1.0012235771851297,0.5006117885925648,data/raw/Cheng_2016.xlsx,Composite record
0.40317899999999995,-8.98,1.0012616619532109,0.5006308309766054,data/raw/Cheng_2016.xlsx,Composite record
0.415342,-9.22,1.001299748169969,0.5006498740849845,data/raw/Cheng_2016.xlsx,Composite record
0.42750499999999997,-9.25,1.0013378358354592,0.5006689179177296,data/raw/Cheng_2016.xlsx,Composite record
0.439668,-9.13,1.0013759249497367,0.5006879624748684,data/raw/Cheng_2016.xlsx,Composite record
0.45183100000000004,-9.22,1.0014140155128564,0.5007070077564282,data/raw/Cheng_2016.xlsx,Composite record
0.463994,-9.06,1.0014521075248737,0.5007260537624368,data/raw/Cheng_2016.xlsx,Composite record
0.476157,-9.34,1.0014902009858435,0.5007451004929218,data/raw/Cheng_2016.xlsx,Composite record
0.48832,-9.12,1.0015282958958207,0.5007641479479104,data/raw/Cheng_2016.xlsx,Composite record
0.500483,-9.32,1.001566392254861,0.5007831961274305,data/raw/Cheng_2016.xlsx,Composite record
0.5126459999999999,-9.17,1.001604490063019,0.5008022450315095,data/raw/Cheng_2016.xlsx,Composite record
0.524809,-9.18,1.0016425893203502,0.5008212946601751,data/raw/Cheng_2016.xlsx,Composite record
0.536972,-9.35,1.0016806900269093,0.5008403450134546,data/raw/Cheng_2016.xlsx,Composite record
0.549135,-9.19,1.0017187921827517,0.5008593960913759,data/raw/Cheng_2016.xlsx,Composite record
0.561298,-9.639999999999999,1.0017568957879326,0.5008784478939663,data/raw/Cheng_2016.xlsx,Composite record
0.573461,-9.5,1.001795000842507,0.5008975004212535,data/raw/Cheng_2016.xlsx,Composite record
0.585624,-9.53,1.00183310734653,0.500916553673265,data/raw/Cheng_2016.xlsx,Composite record
0.60995,-9.5,1.0019093247031428,0.5009546623515714,data/raw/Cheng_2016.xlsx,Composite record
0.634276,-9.57,1.0019855478582116,0.5009927739291058,data/raw/Cheng_2016.xlsx,Composite record
0.646439,-9.39,1.0020236616103049,0.5010118308051524,data/raw/Cheng_2016.xlsx,Composite record
0.658602,-9.639999999999999,1.0020617768121778,0.5010308884060889,data/raw/Cheng_2016.xlsx,Composite record
0.670765,-9.28,1.0020998934638852,0.5010499467319426,data/raw/Cheng_2016.xlsx,Composite record
0.682928,-9.38,1.0021380115654825,0.5010690057827413,data/raw/Cheng_2016.xlsx,Composite record
0.695091,-8.73,1.0021761311170247,0.5010880655585124,data/raw/Cheng_2016.xlsx,Composite record
0.707254,-9.540000000000001,1.002214252118567,0.5011071260592835,data/raw/Cheng_2016.xlsx,Composite record
0.73158,-9.2,1.0022904984718726,0.5011452492359363,data/raw/Cheng_2016.xlsx,Composite record
0.792395,-8.66,1.0024811397339992,0.5012405698669996,data/raw/Cheng_2016.xlsx,Composite record
0.85321,-9.13,1.002671817257161,0.5013359086285805,data/raw/Cheng_2016.xlsx,Composite record
0.914,-9.21,1.0028624526416443,0.5014312263208222,data/raw/Cheng_2016.xlsx,Composite record
0.9585,-9.37,1.003002026113968,0.501501013056984,data/raw/Cheng_2016.xlsx,Composite record
1.0029985000000001,-9.16,1.0031416143057361,0.5015708071528681,data/raw/Cheng_2016.xlsx,Composite record
1.023784,-9.05,1.0032068233926557,0.5016034116963278,data/raw/Cheng_2016.xlsx,Composite record
1.0445695000000002,-8.81,1.0032720367184833,0.5016360183592417,data/raw/Cheng_2016.xlsx,Composite record
1.065355,-9.06,1.0033372542834944,0.5016686271417472,data/raw/Cheng_2016.xlsx,Composite record
1.0861405,-9.16,1.0034024760879645,0.5017012380439823,data/raw/Cheng_2016.xlsx,Composite record
1.1069259999999999,-9.51,1.0034677021321694,0.5017338510660847,data/raw/Cheng_2016.xlsx,Composite record
1.1277115,-9.33,1.0035329324163846,0.5017664662081923,data/raw/Cheng_2016.xlsx,Composite record
1.148497,-9.21,1.0035981669408858,0.5017990834704429,data/raw/Cheng_2016.xlsx,Composite record
1.1692825,-9.34,1.0036634057059486,0.5018317028529743,data/raw/Cheng_2016.xlsx,Composite record
1.190068,-9.08,1.0037286487118484,0.5018643243559242,data/raw/Cheng_2016.xlsx,Composite record
1.2108535,-9.34,1.0037938959588613,0.5018969479794306,data/raw/Cheng_2016.xlsx,Composite record
1.231639,-9.23,1.003859147447263,0.5019295737236315,data/raw/Cheng_2016.xlsx,Composite record
1.2524245,-9.0,1.0039244031773285,0.5019622015886642,data/raw/Cheng_2016.xlsx,Composite record
1.27321,-9.33,1.0039896631493344,0.5019948315746672,data/raw/Cheng_2016.xlsx,Composite record
1.2940055,-8.91,1.0040549587634917,0.5020274793817459,data/raw/Cheng_2016.xlsx,Composite record
1.327642,-9.14,1.0041605827143023,0.5020802913571512,data/raw/Cheng_2016.xlsx,Composite record
1.3612784999999998,-9.37,1.0042662177764758,0.5021331088882379,data/raw/Cheng_2016.xlsx,Composite record
1.394915,-9.31,1.004371863951181,0.5021859319755905,data/raw/Cheng_2016.xlsx,Composite record
1.4285515,-9.290000000000001,1.0044775212395871,0.5022387606197936,data/raw/Cheng_2016.xlsx,Composite record
1.49427,-9.14,1.0046839849722655,0.5023419924861328,data/raw/Cheng_2016.xlsx,Composite record
1.581565,-9.290000000000001,1.0049582998811086,0.5024791499405543,data/raw/Cheng_2016.xlsx,Composite record
1.66886,-9.2,1.0052326896878006,0.5026163448439003,data/raw/Cheng_2016.xlsx,Composite record
1.756155,-8.88,1.0055071544127911,0.5027535772063956,data/raw/Cheng_2016.xlsx,Composite record
1.84345,-9.38,1.0057816940765356,0.5028908470382678,data/raw/Cheng_2016.xlsx,Composite record
2.070417,-8.53,1.0064958480624842,0.5032479240312421,data/raw/Cheng_2016.xlsx,Composite record
2.088024,-9.21,1.0065512698577235,0.5032756349288617,data/raw/Cheng_2016.xlsx,Composite record
2.1076149999999996,-8.96,1.0066129403039097,0.5033064701519548,data/raw/Cheng_2016.xlsx,Composite record
2.127206,-8.95,1.0066746145285859,0.5033373072642929,data/raw/Cheng_2016.xlsx,Composite record
2.146797,-8.790000000000001,1.0067362925319834,0.5033681462659917,data/raw/Cheng_2016.xlsx,Composite record
2.166388,-8.88,1.006797974314334,0.503398987157167,data/raw/Cheng_2016.xlsx,Composite record
2.1859789999999997,-8.74,1.0068596598758695,0.5034298299379347,data/raw/Cheng_2016.xlsx,Composite record
2.2055700000000003,-8.94,1.0069213492168207,0.5034606746084104,data/raw/Cheng_2016.xlsx,Composite record
2.225161,-9.35,1.00698304233742,0.50349152116871,data/raw/Cheng_2016.xlsx,Composite record
2.244752,-9.21,1.0070447392378983,0.5035223696189491,data/raw/Cheng_2016.xlsx,Composite record
2.2643429999999998,-9.0,1.0071064399184875,0.5035532199592437,data/raw/Cheng_2016.xlsx,Composite record
2.2839340000000004,-9.36,1.0071681443794192,0.5035840721897096,data/raw/Cheng_2016.xlsx,Composite record
2.303525,-9.31,1.007229852620925,0.5036149263104625,data/raw/Cheng_2016.xlsx,Composite record
2.323116,-9.26,1.0072915646432363,0.5036457823216182,data/raw/Cheng_2016.xlsx,Composite record
2.342707,-9.26,1.0073532804465852,0.5036766402232926,data/raw/Cheng_2016.xlsx,Composite record
2.3622979999999996,-9.16,1.007415000031203,0.5037075000156015,data/raw/Cheng_2016.xlsx,Composite record
2.381889,-9.2,1.0074767233973216,0.5037383616986608,data/raw/Cheng_2016.xlsx,Composite record
2.40148,-8.81,1.0075384505451725,0.5037692252725863,data/raw/Cheng_2016.xlsx,Composite record
2.421071,-8.6,1.0076001814749875,0.5038000907374938,data/raw/Cheng_2016.xlsx,Composite record
