run_name,cheng_xlsx,cheng_sheet,best_match_uncertainty_csv,strong_csv,weak_csv,analysis_start_ka,analysis_end_ka,error_2sigma_start_kyr,error_2sigma_end_kyr,n_realizations,n_lohmann_null,seed,lohmann_window_ka,lohmann_grid_step_ka,sampling_distribution,order_constraint
rousseau2023_composite_age_uncertainty_sensitivity,data/raw/Cheng_2016.xlsx,Composite record,age_scale_uncertainty/cheng2016_composite_age_uncertainty_from_best_match.csv,data/raw/rousseau_2023_ks_0p4_4kyr_strong_monsoon_start_times.csv,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv,0.0,640.0,1,7.4,500,5000,20260506,20.0,0.2,truncated Gaussian with sigma = 2sigma_range / 2,event-specific bounds include adjacent-age midpoints
