realization_id,catalogue_kind,event_type,event_label,n_events,lohmann_event_count_ES,lohmann_poisson_ES_p_value,lohmann_fixed_n_ES_p_value,rayleigh_pre_n_phase_events_used,rayleigh_pre_n_extrapolated,rayleigh_pre_mean_phase_deg,rayleigh_pre_mean_resultant_length,rayleigh_pre_z,rayleigh_pre_p_value,precession_phase_after_lr04_co2_LR_statistic,precession_phase_after_lr04_co2_LR_p_value,precession_phase_after_lr04_co2_delta_AICc,full_vs_stationary_LR_statistic,full_vs_stationary_LR_p_value,full_vs_stationary_delta_AICc,full_model_converged,full_model_log_likelihood,climate_model_log_likelihood,stationary_log_likelihood,full_model_pre_phase_preferred_deg,full_model_pre_phase_rate_ratio_max_vs_min
11,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.198156942873154,0.022595480903819236,0.009998000399920015,100,0,232.06302696199273,0.23634973671601542,5.586119804572981,0.0035611166467842694,11.945246893079684,0.0025475492852461814,-7.933971057521262,33.1820658936922,1.0962188965033639e-06,-25.16453145313892,True,-429.9825573331261,-435.95518077966597,-446.5735902799722,243.14131282274786,2.696483825913837
12,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0097312434934795,0.07578484303139373,0.046990601879624075,96,0,28.406315119883512,0.21780614598907452,4.554193654138948,0.010201524549039888,11.024673770770733,0.004036663133373392,-7.013397935212311,21.283157987358663,0.00027824851404061106,-13.265623546805386,True,-421.9879791490389,-427.50031603442426,-432.6295581427182,14.121797428510796,2.6651490901937787
12,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.138105253370867,0.03679264147170566,0.020795840831833633,100,0,226.68697033285076,0.1753289244748526,3.0740231757508565,0.045849451525697485,6.418418114201131,0.040388545675433034,-2.4071422786427092,23.108665506383886,0.00012045107453996962,-15.09113106583061,True,-435.0192575267805,-438.2284665838811,-446.57359027997245,243.17773460201263,2.0566826945355747
13,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9768900230344555,0.09798040391921616,0.0635872825434913,96,0,20.574605271967886,0.23027337881854762,5.090479583280992,0.005901316646981523,12.593358901161992,0.001842412452596705,-8.58208306560357,21.13717179702553,0.000297441620405152,-13.119637356472253,True,-422.0609722442081,-428.35765169478907,-432.62955814272084,9.213180216759019,2.864766592065588
13,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.2026268452347066,0.022195560887822437,0.009598080383923215,100,0,219.17903127169896,0.2177104116620085,4.739782334604121,0.008454666967246147,9.368344799355214,0.009240378789098584,-5.357068963796792,29.997281340122527,4.90067841911009e-06,-21.97974689956925,True,-431.5749496099106,-436.2591220095882,-446.5735902799719,232.90435345214007,2.403499971893585
14,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.003544102658981,0.07878424315136973,0.049590081983603276,96,0,26.69827291001847,0.22027165336577756,4.657881722543353,0.009178219041006151,11.188924894734555,0.0037183976327909343,-7.177649059176133,20.717102634471757,0.0003602975151074378,-12.69956819391848,True,-422.2710068254829,-427.8654692728502,-432.6295581427188,13.942662881635332,2.686711401459195
14,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1979001973087615,0.022595480903819236,0.009998000399920015,100,0,225.83341739407348,0.19185089994494867,3.6806767809686702,0.024812266260387215,7.7480105804120285,0.020774992687920317,-3.7367347448536066,28.703469166672903,8.980040968060459e-06,-20.685934726119626,True,-432.2218556966359,-436.0958609868419,-446.57359027997234,241.17512415482747,2.2107298964472624
15,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0013700563732746,0.08018396320735853,0.04999000199960008,96,0,13.171723821125648,0.26699908734376565,6.843697213670764,0.0009746810208777698,17.488447142589962,0.00015937931446023115,-13.47717130703154,26.438933261407897,2.5807259867105145e-05,-18.42139882085462,True,-420.10323869257496,-428.84746226386994,-433.3227053232789,3.628787017271072,3.4976695759439465
15,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.188489951978974,0.023795240951809637,0.011397720455908818,100,0,224.53819769601049,0.21472838102960679,4.6108277619596,0.00964195971659505,9.440236737587156,0.008914123331963822,-5.428960902028734,29.622623782950996,5.841130126064087e-06,-21.60508934239772,True,-431.76227838849945,-436.48239675729303,-446.57359027997495,237.97997287616033,2.4088168952616633
16,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.00209500077583,0.07958408318336332,0.04979004199160168,96,0,5.174850241292511,0.2294436892238768,5.053863026367645,0.006126352839195089,13.620266862398012,0.0011025457761375985,-9.60899102683959,23.327063121082915,0.00010892998424580155,-15.309528680529638,True,-420.9660265821757,-427.7761600133747,-432.62955814271714,356.57935527153296,3.0130231747108716
16,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1727960344274093,0.026994601079784044,0.013597280543891222,100,0,224.29653187404818,0.22156638711356513,4.90916638985582,0.007113394247300848,10.013076420708671,0.006694036588424027,-6.001800585150249,30.072636112902615,4.730583375021918e-06,-22.055101672349338,True,-432.23041940408194,-437.2369576144363,-447.26673746053325,236.46716631014021,2.475949216077008
17,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9949145277209157,0.08498300339932013,0.05378924215156969,96,0,18.0321518262483,0.2219002946302502,4.727015112671218,0.008553344126527916,11.944858887712144,0.002548043564588765,-7.933583052153722,20.331132480317933,0.00042956751241065286,-12.313598039764656,True,-422.46399190256045,-428.4364213464165,-432.6295581427194,7.26133112479805,2.7875516873123627
17,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1816273614463917,0.02539492101579684,0.01199760047990402,100,0,223.31334898410717,0.2276650150573771,5.183135908107574,0.005377679993707003,10.631793848178063,0.004912870306896342,-6.620518012619641,29.367190193445026,6.583264382048536e-06,-21.34965575289175,True,-432.5831423638117,-437.89903928790073,-447.2667374605342,236.23867319953837,2.5492258582654066
18,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0023365905843367,0.07958408318336332,0.049590081983603276,96,0,17.615261878596417,0.20789850299206203,4.14929160444868,0.015405717068450505,11.159753779085804,0.0037730299896476787,-7.148477943527382,21.928478392429156,0.00020709828665074358,-13.910943951875879,True,-421.66531894650285,-427.24519583604575,-432.6295581427174,4.537046819641257,2.6902853057039757
18,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.172350742283761,0.026994601079784044,0.013797240551889621,100,0,219.4185854280789,0.22321121901900387,4.982324829594972,0.006601681566966187,9.507955743645198,0.008617348227777797,-5.496679908086776,31.510285164233437,2.40866633612106e-06,-23.49275072368016,True,-430.8184476978578,-435.5724255696804,-446.5735902799745,232.04802015817216,2.420092283598372
19,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0205331016427137,0.0683863227354529,0.04239152169566087,96,0,23.495218113854055,0.2009228911411877,3.8755207857152216,0.020346945231767003,10.053595721175157,0.006559782312888905,-6.042319885616735,20.285383907135042,0.0004386064129304304,-12.267849466581765,True,-422.4868661891517,-427.5136640497393,-432.62955814271925,9.33976397299775,2.551244712303637
19,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.193604429935776,0.02299540091981604,0.010397920415916816,100,0,223.63934517268402,0.19855594371829322,3.942446278586202,0.01902572944644582,8.089023084375185,0.017518259496995765,-4.077747248816763,30.290300368478484,4.27156418616038e-06,-22.272765927925207,True,-431.42844009573196,-435.47295163791955,-446.5735902799712,238.2485785375161,2.2510253600351997
20,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0074835804313285,0.07618476304739052,0.04859028194361128,96,0,12.343570160746172,0.21729948510370212,4.5330303577280695,0.010423934595226511,12.057201931864142,0.0024088617018762784,-8.04592609630572,21.22532403888124,0.0002857006529646838,-13.207789598327963,True,-422.01689612327704,-428.0454970892091,-432.62955814271766,1.219949403536308,2.8065375109299175
20,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1947434434691355,0.022795440911817635,0.010397920415916816,100,0,214.24047261265744,0.2261682005415021,5.115205493618111,0.005764114845038634,9.662246195795774,0.007977556655720025,-5.650970360237352,28.97907397844915,7.894279093622322e-06,-20.961539537895874,True,-432.0840532907468,-436.9151763886447,-446.57359027997137,226.88825711225658,2.44323557809881
21,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9830790166624706,0.09338132373525294,0.060587882423515295,96,0,19.086914798966436,0.2337831240146472,5.2468367111086,0.005029320805319894,13.32955944743901,0.0012750374557817697,-9.318283611880588,22.733332756771233,0.000143143673721265,-14.715798316217956,True,-421.2628917643311,-427.9276714880506,-432.6295581427167,7.622584690124683,2.9591312379303805
21,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.180278134983797,0.025994801039792043,0.01219756048790242,100,0,220.6126194695193,0.21605530411165966,4.667989443478174,0.009096476305912515,9.139533105960936,0.010360378034701682,-5.128257270402514,29.504401139259244,6.173648934567164e-06,-21.486866698705967,True,-431.8213897103425,-436.39115626332296,-446.5735902799721,232.13448643872312,2.377124621162249
22,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0151794166436168,0.07118576284743051,0.04499100179964007,96,0,23.422943563977498,0.22448495414404848,4.837775485157333,0.0076392495493791115,11.727597002978314,0.002840433773031636,-7.716321167419892,18.632537518019944,0.000927937089751006,-10.615003077466667,True,-423.3132893837069,-429.17708788519604,-432.62955814271686,12.579034567455121,2.751091253419952
22,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1780399050797854,0.026394721055788842,0.01279744051189762,100,0,233.08484689613582,0.1904964294959151,3.6288889650692155,0.026149508108289043,7.8309681460499405,0.019930898299871807,-3.8196923104915186,26.906547217300044,2.0762695388226408e-05,-18.889012776746767,True,-433.12031667132425,-437.0358007443492,-446.57359027997427,247.40044589767078,2.219982629194672
23,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0195752759896286,0.0687862427514497,0.04279144171165767,96,0,26.57774904093972,0.24436606902943867,5.732618466518437,0.0030576367173480406,13.576042767939725,0.0011271968589600613,-9.564766932381303,22.019067657092137,0.00019867643556227788,-14.00153321653886,True,-421.6200243141708,-428.40804569814065,-432.62955814271686,15.774791535181958,2.981994981521184
23,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.2035782753091353,0.022195560887822437,0.009398120375924815,100,0,228.43425515886733,0.2138734732522138,4.574186256096541,0.010008614432696851,9.481299799053545,0.008732968788521348,-5.470023963495123,30.87652833240122,3.2441656219971843e-06,-22.858993891847945,True,-431.13532611377286,-435.87597601329963,-446.5735902799735,241.69408516050308,2.411108824954235
24,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.001289490785159,0.08018396320735853,0.04999000199960008,96,0,12.324995139286306,0.24475965496005195,5.751099714831714,0.003000213099925341,15.084620236700516,0.0005301714472503205,-11.073344401142094,24.16530407366804,7.40059578697686e-05,-16.147769633114763,True,-420.5469061058841,-428.08921622423435,-432.6295581427181,2.3226376495936565,3.189745409441824
24,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1563150639343074,0.03139372125574885,0.016396720655868825,100,0,225.2060400237318,0.2569374712844425,6.601686415004371,0.0012553216771213009,13.443028374108053,0.0012047126718691705,-9.431752538549631,34.65145810837271,5.477630562926885e-07,-26.63392366781943,True,-429.2478612257862,-435.96937541284024,-446.57359027997256,236.75770092044436,2.8785380721754494
25,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9699450881776739,0.10397920415916817,0.06758648270345931,96,0,14.261665354381574,0.23297758547041106,5.210741311835778,0.00521849104255281,13.138376394728311,0.0014029358570045174,-9.12710055916989,19.612772921208034,0.0005954166399248984,-11.595238480654757,True,-423.51631886267353,-430.0855070600377,-433.32270532327755,5.168166076723126,2.936260428486981
25,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.212432486120953,0.020795840831833633,0.008598280343931213,100,0,229.73182088795323,0.19530967297905544,3.8145868359185577,0.021661604155870613,8.21592596901371,0.016441231481810155,-4.204650133455289,28.634365210166038,9.274819962176336e-06,-20.61683076961276,True,-432.25640767489034,-436.3643706593972,-446.57359027997336,244.30147385523952,2.2643820239597514
26,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0041073593105474,0.07838432313537293,0.04939012197560488,96,0,24.47593501682096,0.22482759513683304,4.852554963361124,0.007524864366152947,11.947959676242817,0.0025440961532710396,-7.936683840684395,21.141865996905153,0.0002968045189996829,-13.124331556351876,True,-422.0586251442635,-428.0326049823849,-432.62955814271606,12.952960207039181,2.7821445584890014
26,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.210482132035099,0.021195760847830435,0.008798240351929614,100,0,234.02308125531147,0.19929750200778146,3.9719494306541656,0.01846433125829682,8.559686002591206,0.013844835537102487,-4.548410167032785,27.505549006951014,1.5707954208111838e-05,-19.488014566397737,True,-432.8208157764974,-437.100658777793,-446.5735902799729,247.2587938836631,2.304522645879702
27,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.977297788972464,0.09758048390321936,0.0633873225354929,96,0,29.29270377725717,0.218087895755772,4.565983706417326,0.010079673984615812,10.846645379008805,0.004412461025522962,-6.835369543450383,19.982992041060697,0.0005032748398666112,-11.96545760050742,True,-422.6380621221865,-428.0613848116909,-432.62955814271686,17.13149565276431,2.64308923554643
27,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1732226871149294,0.026994601079784044,0.013397320535892822,100,0,236.58451903147713,0.21599230570516717,4.665267612383439,0.009121739873888009,10.357130659417976,0.005636086542778568,-6.345854823859554,27.64402400779113,1.472596007081714e-05,-19.626489567237854,True,-432.75157827607813,-437.9301436057871,-446.5735902799737,248.6215484879935,2.5139537556407743
28,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0110946704771044,0.07458508298340331,0.046590681863627276,96,0,21.43655033657312,0.24652306212465183,5.834267535294234,0.0027547908025324246,14.196912767519393,0.0008263795521412343,-10.185636931960971,22.85369993600989,0.00013543882219438228,-14.836165495456612,True,-421.2027081747134,-428.3011645584731,-432.62955814271834,9.941492716522056,3.0638394181783117
28,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.170197208897823,0.027794441111777646,0.014397120575884824,100,0,218.22192898313796,0.2147927231173799,4.613591390417943,0.009614853570806927,8.983861512289764,0.011199000383416795,-4.972585676731342,27.86060881173853,1.3311111696345027e-05,-19.843074371185253,True,-432.64328587410364,-437.1352166302485,-446.5735902799729,230.88615706108476,2.36026268202963
29,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.022287937086041,0.06798640271945611,0.041591681663667265,96,0,19.7209576607687,0.24548347414035396,5.785165063297712,0.0028971638739343397,14.308541511821886,0.0007815192659253639,-10.297265676263464,23.576547412761443,9.71023411705401e-05,-15.559012972208166,True,-420.8412844363396,-427.99555519225055,-432.6295581427203,8.362478009383608,3.079964298112365
29,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1851535879287285,0.024795040991801638,0.011597680463907219,100,0,233.45370678210108,0.22640206274282015,5.125789401420387,0.005702138112361674,11.064805625169129,0.00395647100026875,-7.053529789610707,33.68020747879132,8.666290579044529e-07,-25.66267303823804,True,-429.73348654057736,-435.2658893531619,-446.573590279973,244.41503974459727,2.59231465080309
30,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9850294267888504,0.09078184363127374,0.0595880823835233,96,0,13.334287847234828,0.2522817259712863,6.110022648868913,0.0020752778050714574,15.532087305445884,0.00042388699786500265,-11.520811469887462,22.486690610379696,0.0001603161497798673,-14.46915616982642,True,-421.3862128375297,-429.1522564902526,-432.62955814271953,4.499493994857356,3.2425974234609583
30,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.170197208897823,0.027794441111777646,0.014397120575884824,100,0,237.10501367019452,0.2005123559896569,4.02052049045229,0.01757577947808965,9.340266979314265,0.009371018509461152,-5.328991143755843,26.323443639115112,2.7230329757858608e-05,-18.305909198561835,True,-433.4118684604148,-438.0820019500719,-446.57359027997234,252.6794156322549,2.3996764673805537
31,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.987545873798003,0.08978204359128174,0.05798840231953609,96,0,14.802492111967927,0.22814658286581044,4.996882874241226,0.006493628206378394,12.518795830095428,0.001912396875455757,-8.507519994537006,19.905588627833936,0.0005212922662936387,-11.888054187280659,True,-422.67676382879904,-428.93616174384675,-432.629558142716,5.264603864491253,2.862432078048304
31,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1852642672611617,0.024795040991801638,0.011597680463907219,100,0,226.62104071029526,0.21766078024758476,4.737621525798738,0.008473309867599229,9.853264331887317,0.0072508819738886406,-5.841988496328895,29.408510915746888,6.457142122368258e-06,-21.39097647519361,True,-431.86933482210014,-436.7959669880438,-446.5735902799736,239.89881037726596,2.4562749862921405
32,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0041878116242353,0.07838432313537293,0.04939012197560488,96,0,21.639980898263623,0.19999920845542782,3.8399696047485765,0.021094784176225113,9.647284606292828,0.00803745889851617,-5.636008770734406,17.713716196800533,0.0014036340832066225,-9.696181756247256,True,-423.7727000443182,-428.5963423474646,-432.62955814271845,9.290463494102115,2.499402749453972
32,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1886557158011244,0.023795240951809637,0.011397720455908818,100,0,212.9229885572883,0.24214997664697752,5.863661119013176,0.002679644333281246,10.937757632498347,0.004215956370924041,-6.926481796939925,30.088051726502272,4.696517396748123e-06,-22.070517285948995,True,-431.5295644167206,-436.99844323296975,-446.5735902799717,222.82295427362396,2.5976027973904636
33,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0105333713416194,0.07498500299940011,0.046590681863627276,96,0,24.270370334918418,0.20189890828933266,3.9132642401687385,0.019581834880495155,9.765999377717208,0.007574259494562328,-5.754723542158786,18.83987330064315,0.0008449647109753743,-10.822338860089872,True,-423.20962149239733,-428.09262118125594,-432.6295581427189,11.230315459361574,2.513777144291105
33,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1910118881838985,0.023195360927814438,0.010797840431913617,100,0,216.23125837126705,0.22809622464999166,5.202788769957946,0.00527076735347677,9.732001433200253,0.007704114697128975,-5.720725597641831,29.472015767542985,6.267980768476037e-06,-21.454481326989708,True,-431.8375823961995,-436.7035831127996,-446.573590279971,227.99181494586284,2.4501296788384246
