realization_id,catalogue_kind,event_type,event_label,n_events,lohmann_event_count_ES,lohmann_poisson_ES_p_value,lohmann_fixed_n_ES_p_value,rayleigh_pre_n_phase_events_used,rayleigh_pre_n_extrapolated,rayleigh_pre_mean_phase_deg,rayleigh_pre_mean_resultant_length,rayleigh_pre_z,rayleigh_pre_p_value,precession_phase_after_lr04_co2_LR_statistic,precession_phase_after_lr04_co2_LR_p_value,precession_phase_after_lr04_co2_delta_AICc,full_vs_stationary_LR_statistic,full_vs_stationary_LR_p_value,full_vs_stationary_delta_AICc,full_model_converged,full_model_log_likelihood,climate_model_log_likelihood,stationary_log_likelihood,full_model_pre_phase_preferred_deg,full_model_pre_phase_rate_ratio_max_vs_min
148,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9829977079428374,0.09338132373525294,0.060587882423515295,96,0,13.996827693814808,0.26584694191300756,6.7847612663518095,0.0010358048163687785,17.418699373416075,0.00016503554439162987,-13.407423537857653,26.89527561602256,2.087189834984498e-05,-18.877741175469282,True,-419.18192033470694,-427.891270021415,-432.6295581427182,3.594462166883047,3.4891100144403855
148,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1706243724042764,0.027794441111777646,0.014397120575884824,100,0,214.97504619832085,0.21055374394702092,4.433287909010765,0.011552405686931097,8.435059032352001,0.01473500216039397,-4.423783196793579,28.677132175874704,9.091271580359414e-06,-20.659597735321427,True,-432.2350241920362,-436.4525537082122,-446.57359027997353,227.83886078353734,2.298481046367141
149,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.992245528150905,0.08698260347930414,0.05578884223155369,96,0,20.589364919903748,0.24966698313283994,5.9840258367987635,0.002362141985090728,15.137334985339862,0.0005163800706091825,-11.12605914978144,24.75224503215827,5.64220058799226e-05,-16.734710591604994,True,-420.2534356266406,-427.82210311931055,-432.62955814271976,9.70685293004819,3.188721578839108
149,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.172684719947376,0.026994601079784044,0.013597280543891222,100,0,224.41147666780682,0.21026357057433695,4.421076911066917,0.011696862501834538,9.0732197735623,0.010709652013563102,-5.061943938003878,28.74841477570226,8.793338361768451e-06,-20.73088033514898,True,-432.19938289212075,-436.7359927789019,-446.5735902799719,239.68516253722424,2.3663564902632914
150,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0206128999524795,0.0683863227354529,0.04239152169566087,96,0,10.612638240242083,0.22526265049194608,4.871353123839039,0.007381834930382369,12.95107236815204,0.0015406726317113,-8.939796532593618,21.95029383854842,0.0002050383532665819,-13.932759397995142,True,-421.6544112234405,-428.1299474075165,-432.6295581427147,0.09158155524485159,2.9183950894595756
150,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1824586608207612,0.02539492101579684,0.01199760047990402,100,0,221.84874410503758,0.2145496700330343,4.6031560911283895,0.009717603878193036,9.164168351267676,0.010233545548498387,-5.152892515709254,26.718343519425844,2.266286503296876e-05,-18.700809078872567,True,-433.2144185202595,-437.79650269589337,-446.57359027997245,235.81777365759237,2.3789921407654835
151,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9931355917905267,0.08638272345530894,0.054989002199560086,96,0,22.71805373817126,0.22984938399472665,5.071750974984509,0.006015371370159934,12.186862755192806,0.0022576487630370417,-8.175586919634384,19.838927284731994,0.0005373199717984881,-11.821392844178717,True,-422.71009450035496,-428.80352587795136,-432.62955814272095,12.014302483588851,2.8108510620253027
151,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.189208171225905,0.023395320935812838,0.011197760447910418,100,0,217.71762481369365,0.2136770892711711,4.565789847940002,0.010094567934396505,8.739996443576047,0.012651263064612808,-4.728720608017625,28.59004955855505,9.468905986335563e-06,-20.572515118001775,True,-432.27856550069475,-436.6485637224828,-446.5735902799723,230.49586477706376,2.3319395161139322
152,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9995162265601472,0.08118376324735053,0.05158968206358728,96,0,15.650354531013555,0.23293404985099445,5.208794071678614,0.005228895047950275,13.238849941156673,0.0013341979281364681,-9.22757410559825,21.65163999094011,0.00023509174417300538,-13.634105550386835,True,-421.80373814724817,-428.4231631178265,-432.6295581427182,4.974215119432566,2.950579900953497
152,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1986336765214762,0.022595480903819236,0.009998000399920015,100,0,208.24367854103244,0.24866450479770016,6.183403594628545,0.001930017741474554,11.173980391710643,0.0037462865016825815,-7.162704556152221,32.84509681316854,1.2849597618243554e-06,-24.82756237261526,True,-430.1510418733868,-435.73803206924214,-446.5735902799711,219.15142928939588,2.63183902728831
153,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.019016334516754,0.0691861627674465,0.04279144171165767,96,0,21.636200432733514,0.21355441898331062,4.37812702726074,0.012205537387077465,11.45391409214244,0.003256972988562992,-7.442638256584019,21.058386145441773,0.00030833900154218985,-13.040851704888496,True,-422.1003650699978,-427.827322116069,-432.6295581427187,9.026877175390018,2.7236155065460217
153,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1919683597691275,0.023195360927814438,0.010797840431913617,100,0,228.04074157197246,0.22128158601576187,4.896554030965102,0.0072055171112317025,10.342096793971109,0.005678612257371679,-6.330820958412687,28.994360225573246,7.838037815048568e-06,-20.97682578501997,True,-432.0764101671861,-437.24745856417167,-446.57359027997273,241.3435491326046,2.513282304672134
154,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0061980709227756,0.07698460307938412,0.04899020195960808,96,0,19.45801156617304,0.21695517558565616,4.518676628486678,0.010577519489322677,11.35820424585495,0.0034166247756461906,-7.3469284102965275,20.272842180504654,0.00044111710482171867,-12.255307739951377,True,-422.49313705246294,-428.1722391753904,-432.62955814271527,6.915379583733447,2.710984809283339
154,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1696027545484773,0.027794441111777646,0.014597080583883223,100,0,234.88407507518113,0.20955086542304663,4.39115651995478,0.012058463863669492,9.564646403671304,0.008376516007465206,-5.553370568112882,28.689304869269677,9.039692524706618e-06,-20.6717704287164,True,-432.2289378453376,-437.01126104717326,-446.57359027997245,248.49864126158852,2.421081239444502
155,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.995399416817253,0.08498300339932013,0.05378924215156969,96,0,20.400842916082265,0.25784710077130296,6.3825722281119806,0.0015678603375680871,15.648416789020871,0.00039993505181174757,-11.637140953462449,25.116367927108854,4.76706994548815e-05,-17.098833486555577,True,-420.07137417916425,-427.8955825736747,-432.6295581427187,9.968380532392967,3.2530303223494026
155,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1746689729450117,0.02659468106378724,0.013197360527894421,100,0,229.9143381296841,0.21040584865459155,4.427062114805889,0.011625834031002345,9.276971713849434,0.009672331839873415,-5.265695878291012,28.36693215614116,1.0509205188154364e-05,-20.349397715587884,True,-432.39012420190386,-437.0286100588286,-446.57359027997444,243.71980054972252,2.388208352067393
156,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0119763955986927,0.07398520295940812,0.046390721855628876,96,0,27.19813254146333,0.23869614900036126,5.469681748569856,0.004003484809709223,13.312106363180646,0.0012862128140540853,-9.300830527622225,24.15613606575505,7.431993027244956e-05,-16.138601625201773,True,-420.5514901098421,-427.20754329143244,-432.62955814271965,14.29358509523882,2.9503766342726356
156,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.199256941516413,0.022395520895820836,0.009798040391921616,100,0,221.29968089195145,0.21807070443067134,4.755483213088922,0.008320423800265823,9.446455898525755,0.008886447201029098,-5.4351800629673335,28.732782542534324,8.857831883491817e-06,-20.715248101981047,True,-432.9003461892646,-437.6235741385275,-447.2667374605318,234.9388954837264,2.412011675576208
157,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9641252023187694,0.10917816436712657,0.07138572285542892,96,0,25.560163813904243,0.1950032052585375,3.650520005865918,0.025565824099611664,9.136291171372818,0.010377185487135187,-5.125015335814396,17.972813901794098,0.0012492872534823846,-9.95527946124082,True,-423.6431511918224,-428.21129677750884,-432.6295581427195,11.912521406107562,2.4359829153564454
157,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1549125778826093,0.03159368126374725,0.016596680663867228,100,0,229.87848541658,0.2076610435475689,4.312310900726531,0.013065499572913183,9.05861217919255,0.010788159492140154,-5.047336343634129,25.889752963867977,3.3306289051306845e-05,-17.8722185233147,True,-433.6287137980383,-438.15801988763457,-446.5735902799723,242.2771554447564,2.3642457539702164
158,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9796611751176767,0.09598080383923216,0.0625874825034993,96,0,24.74651342247206,0.1934773557531648,3.593614770166722,0.0270844189957294,8.997929624133235,0.011120502391743548,-4.986653788574813,17.8307897616545,0.001331690231239318,-9.813255321101224,True,-423.7141632618922,-428.21312807395884,-432.6295581427195,9.587141428884262,2.418625425676113
158,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.187476677905804,0.02399520095980804,0.011397720455908818,100,0,221.97854842661152,0.23632935607627187,5.585156454342529,0.003564631034859244,11.275003952926227,0.003561754649525091,-7.263728117367805,31.819681941341514,2.0824921919853654e-06,-23.802147500788237,True,-430.66374930930374,-436.30125128576685,-446.5735902799745,235.86186833264597,2.6240725957334576
159,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.996126529611447,0.08438312337532493,0.05318936212757448,96,0,14.28197543499865,0.2086249423935382,4.178339192515885,0.014957273455334964,11.273964067423208,0.003563607039564421,-7.262688231864786,20.947456322769426,0.0003243562052365749,-12.92992188221615,True,-422.15582998133556,-427.79281201504716,-432.62955814272027,2.5044352505005483,2.70896875096232
159,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1871818191225056,0.02399520095980804,0.011397720455908818,100,0,228.91326611211306,0.24253417729109392,5.882282715426777,0.0026289588866386365,12.546978499364968,0.0018856376306533378,-8.535702663806546,32.27826523071383,1.6782343332534617e-06,-24.26073079016055,True,-430.4344576646159,-436.70794691429836,-446.5735902799728,240.96932895206803,2.7699951238239655
160,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9860039135568217,0.09038192361527694,0.0591881623675265,96,0,22.198338415931953,0.24808041574946685,5.908213697129119,0.00255340869033544,14.45018445084429,0.0007280853880107234,-10.438908615285868,22.934470912024608,0.0001305007718725432,-14.916936471471331,True,-421.16232268670456,-428.3874149121267,-432.62955814271686,11.47866577700206,3.097093364736695
160,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1992935986626136,0.022395520895820836,0.009798040391921616,100,0,228.28640190514002,0.24700533033279742,6.101163321281438,0.002100103837216842,12.765000088924467,0.0016908903668985424,-8.753724253366045,33.67102971768975,8.70391111769117e-07,-25.65349527713647,True,-429.73807542112803,-436.12057546559026,-446.5735902799729,239.55553689895123,2.795281301809244
161,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.02746380505612,0.06418716256748651,0.039192161567686463,96,0,14.49656171373602,0.20525982457365408,4.044633176064695,0.01713522214127527,10.787922216218249,0.004543938608494433,-6.776646380659827,20.38168190147053,0.000419794488620348,-12.364147460917252,True,-422.4387171919851,-427.83267830009424,-432.6295581427204,1.853544047068244,2.6461505031221852
161,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1976434217493828,0.022595480903819236,0.009998000399920015,100,0,218.27955741562724,0.21630754390704376,4.678895355109767,0.008995945841900133,8.945422760800739,0.01141631986261796,-4.934146925242317,30.05090084142978,4.779033106359966e-06,-22.033366400876503,True,-431.5481398592591,-436.02085123965946,-446.573590279974,231.53377252667894,2.3551010962899674
162,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9841357268072102,0.09258148370325935,0.059988002399520096,96,0,25.471616129765493,0.21863387973099735,4.588874243157909,0.009847218145498052,11.097331802475424,0.0038926469563981625,-7.086055966917002,20.103560513261755,0.0004764304848760001,-12.086026072708478,True,-422.57777788608814,-428.12644378732585,-432.629558142719,12.578974707719098,2.6763129116361624
162,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1904230826942115,0.023195360927814438,0.010797840431913617,100,0,232.5761635593987,0.20602107842695885,4.244468475620713,0.013998688781466203,8.921256869584113,0.011555099378785828,-4.909981034025691,28.513317665170916,9.81456766036167e-06,-20.49578322461764,True,-432.3169314473871,-436.77755988217916,-446.57359027997256,245.35462976655847,2.34603241751583
163,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0107739472998034,0.07498500299940011,0.046590681863627276,96,0,8.962900309566923,0.2431000568165036,5.673373211921978,0.0032491905460162755,14.610234787490981,0.0006720906076313571,-10.598958951932559,21.345214730245516,0.0002704664439871367,-13.327680289692239,True,-421.9569507775924,-429.2620681713379,-432.62955814271515,0.8316041404723205,3.129642570387469
163,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1848399660389095,0.02499500099980004,0.011597680463907219,100,0,222.90884259941254,0.20510738081726515,4.206903766571863,0.014543620969613289,8.298963382608576,0.015772589436874495,-4.2876875470501545,29.019032033860412,7.748105122545347e-06,-21.001497593307136,True,-432.0640742630411,-436.2135559543454,-446.5735902799713,237.71209065079816,2.2764145777032296
164,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0124571737477988,0.07318536292741452,0.046390721855628876,96,0,17.985047578425416,0.26834794636228393,6.9130195504181,0.000907362037829687,17.161652620352356,0.0001876698398208923,-13.150376784793934,26.50038843548009,2.5080405306016163e-05,-18.482853994926813,True,-419.37936392497915,-427.9601902351553,-432.6295581427192,9.150924938979072,3.456733890351785
164,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.2292580520055263,0.018196360727854428,0.007998400319936013,100,0,225.0917043001833,0.20476586565459384,4.192905973727518,0.014752033165723521,8.628247226544772,0.013378268887305244,-4.61697139098635,32.14934487011999,1.7832442973718475e-06,-24.131810429566713,True,-430.4989178449127,-434.81304145818507,-446.5735902799727,239.55872336629966,2.312474855229466
165,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0138187551804516,0.07258548290341932,0.04599080183963208,96,0,19.61163613111506,0.2364899209479789,5.369038340158206,0.004438096785045901,13.619042769734278,0.0011032207917849514,-9.607766934175856,23.828036651756747,8.647070148099072e-05,-15.81050221120347,True,-420.7155398168402,-427.52506120170733,-432.62955814271857,7.78195202801795,2.993977544981781
165,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1806293838787774,0.02579484103179364,0.01199760047990402,100,0,222.4282704530871,0.23485367568360552,5.5156248982100164,0.0038276147419342766,11.01825602398867,0.0040496370790325505,-7.006980188430248,29.96259656222378,4.981003904726421e-06,-21.945062121670503,True,-431.59229199886147,-437.1014200108558,-446.57359027997336,234.73194971599858,2.5953142264271727
166,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0040269037670755,0.07838432313537293,0.049590081983603276,96,0,21.800590427405485,0.23276736438544257,5.201342008602758,0.005268901945679181,12.808088020341756,0.0016548514869344775,-8.796812184783334,21.326664832781262,0.0002727697630775291,-13.309130392227985,True,-421.9662257263262,-428.37026973649705,-432.6295581427168,10.992739649809726,2.8932195784920824
166,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1659953823710607,0.028994201159768047,0.015396920615876825,100,0,226.17309994984876,0.18970589802204546,3.5988327744350714,0.026958238498706745,7.572911775624561,0.022675825275467205,-3.5616359400661395,28.9571835349077,7.975518669142482e-06,-20.939649094354422,True,-432.09499851251974,-435.881454400332,-446.5735902799736,241.1039493322454,2.190090708990289
167,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9932164869583582,0.08638272345530894,0.054989002199560086,96,0,11.80101292848155,0.23363326504083012,5.240112243229322,0.005064038133219425,13.514699189464068,0.0011623056762018907,-9.503423353905646,21.073046411870678,0.00030628170582756305,-13.0555119713174,True,-422.0930349367839,-428.85038453151594,-432.62955814271925,2.634064331013982,2.9868519768078756
167,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.171441320621019,0.026994601079784044,0.013797240551889621,100,0,212.14528208124955,0.2437179209943032,5.939842501378542,0.0024782414533425267,10.917749908181918,0.004258343883237439,-6.906474072623496,28.274094580078554,1.0974873907575542e-05,-20.256560139525277,True,-432.43654298993386,-437.8954179440248,-446.57359027997313,223.2042612693106,2.5945088683750352
168,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.032626493269624,0.0631873625274945,0.03679264147170566,96,0,23.92370013499985,0.22958953474057178,5.060290028389653,0.006086245587177532,12.369215311621588,0.00206090998008908,-8.357939476063166,21.88814716723084,0.00021096077068885553,-13.870612726677564,True,-421.68548455910496,-427.87009221491576,-432.6295581427204,11.97927135445054,2.834990651077258
168,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1916189281628875,0.023195360927814438,0.010797840431913617,100,0,226.62472228985703,0.20431421495925325,4.174429843441595,0.015031678774304101,8.623323779286238,0.01341124305793913,-4.612047943727816,28.000452829057167,1.2470295281049245e-05,-19.98291838850389,True,-432.5733638654441,-436.8850257550872,-446.5735902799727,240.7202927872561,2.313081232094095
169,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.023881921677402,0.06678664267146571,0.04079184163167367,96,0,28.58554575188282,0.2321532773224262,5.173933840468159,0.005418681177037453,12.106583331806405,0.002350113472308217,-8.095307496247983,21.062476744301875,0.0003077635885740559,-13.044942303748599,True,-422.0983197705684,-428.1516114364716,-432.62955814271936,16.665034472939023,2.798535836706096
169,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.207945921775706,0.021395720855828835,0.008998200359928014,100,0,225.28909756986147,0.21734701049490926,4.723972297107419,0.00859202061399007,9.821756923883413,0.007366014724778044,-5.810481088324991,28.809204857734812,8.546949647211262e-06,-20.791670417181535,True,-432.1689878511054,-437.0798663130471,-446.5735902799728,238.0107114148725,2.453394192176578
170,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0065195255107904,0.07698460307938412,0.04899020195960808,96,0,24.992632572050088,0.2543280630918826,6.209545312902588,0.001873412212366923,14.80458873793259,0.0006098519293908219,-10.793312902374169,23.97507613276821,8.079885373697816e-05,-15.957541692214932,True,-420.64202007633276,-428.04431444529905,-432.62955814271686,13.65327600282438,3.140371199353386
170,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1740386589515674,0.02659468106378724,0.013197360527894421,100,0,231.82486826905898,0.2115612464469895,4.475816099820383,0.011063011210510792,9.421749629467058,0.008996903515012561,-5.410473793908636,27.290662346872978,1.7362296337065046e-05,-19.2731279063197,True,-432.9282591065356,-437.63913392126915,-446.5735902799721,244.74474707186153,2.4055810414925993
171,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.00804573206003,0.07598480303939212,0.04839032193561288,96,0,24.6532738743873,0.18337781826634758,3.2282327262840576,0.03921409413506985,8.356796188537714,0.01532303397292514,-4.3455203529792925,17.88601038137631,0.001299032031978409,-9.868475940823032,True,-424.3797001325901,-428.55809822685893,-433.3227053232782,9.50318131096192,2.3416660453303333
171,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.202517038394466,0.022195560887822437,0.009598080383923215,100,0,215.30321120935326,0.19789906252796374,3.91640389494469,0.01953536654706772,7.3328013966519165,0.025568332669261132,-3.3215255610934946,29.666610159582092,5.722015572340924e-06,-21.649075719028815,True,-431.7402852001798,-435.40668589850577,-446.57359027997086,230.51200020877917,2.1674893284380015
172,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0183773547287704,0.06938612277544491,0.04299140171965607,96,0,19.489508307625382,0.25955876440461034,6.467592209207809,0.0014364295195842067,16.548485951099565,0.0002550010295023749,-12.537210115541143,27.75462172577454,1.3985722482583395e-05,-19.737087285221264,True,-418.7522472798305,-427.0264902553803,-432.62955814271777,8.412380930008384,3.3740510650037003
172,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1585571462352733,0.03099380123975205,0.016396720655868825,100,0,227.88551866912937,0.20598310827791233,4.242904089583015,0.014020971777544838,8.76377902479419,0.012501714145980954,-4.752503189235767,30.307262435354232,4.237714995760615e-06,-22.289727994800955,True,-431.4199590622966,-435.8018485746937,-446.5735902799737,241.79304448497027,2.3277845921730513
173,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9959649718814578,0.08438312337532493,0.05318936212757448,96,0,17.84872527634824,0.23260016492846924,5.1938723255761055,0.005309308953084898,13.180404853894174,0.0013737618490560907,-9.169129018335752,23.122507623024603,0.00011968624913956556,-15.104973182471326,True,-421.0683043312048,-427.6585067581519,-432.6295581427171,5.594273107577064,2.9408241576099208
173,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.194780175999633,0.022795440911817635,0.010397920415916816,100,0,226.89712532778438,0.2413552573967063,5.825236027303035,0.002787325226452734,11.96226553958843,0.002525963336031892,-7.9509897040300075,32.046897668614065,1.8713375835412173e-06,-24.029363228060788,True,-430.55014144566513,-436.53127421545935,-446.57359027997217,237.84259317326067,2.702542159196108
174,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.995399416817253,0.08498300339932013,0.05378924215156969,96,0,24.926928663823315,0.24275769607888772,5.657404704530843,0.003302831830029245,13.767429951265285,0.0010243316010532066,-9.756154115706863,25.877697562913227,3.3493171914323386e-05,-17.86016312235995,True,-419.6907093612649,-426.57442433689755,-432.6295581427215,12.061585880479177,3.0097317703088904
174,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.180740292828608,0.02579484103179364,0.01199760047990402,100,0,217.1127018421845,0.25746269284029355,6.628703820457535,0.0012208843692057202,12.822911898194207,0.001642631172837619,-8.811636062635785,34.531842646874,5.796251575361181e-07,-26.51430820632072,True,-429.3076689565356,-435.7191249056327,-446.5735902799726,228.30091632795126,2.8145455276977134
175,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0150994031669165,0.07118576284743051,0.04519096180763847,96,0,17.414483077368466,0.22167087406537722,4.7172457352552,0.008639009905696783,12.234877765469605,0.002204093682915473,-8.223601929911183,22.31204752982046,0.0001736968647179153,-14.294513089267184,True,-421.47353437780595,-427.59097326054075,-432.6295581427162,5.275085169351299,2.8236001705626323
175,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.146309396643598,0.033993201359728054,0.019596080783843232,100,0,219.28022456788824,0.22400656157602974,5.01789396291156,0.006366291977346321,9.972571002892778,0.006830991131906167,-5.961295167334356,29.327799455283866,6.705777811054143e-06,-21.31026501473059,True,-431.9096905523296,-436.895976053776,-446.57359027997154,234.0935474651662,2.4749717508061315
176,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.991921770039049,0.08718256348730254,0.05578884223155369,96,0,27.408572532063744,0.25549058930335883,6.266442357367447,0.0017669092713127681,14.878238733518174,0.0005878026082039204,-10.866962897959752,25.016744657669733,4.992130646300265e-05,-16.999210217116456,True,-420.1211858138844,-427.56030518064347,-432.62955814271925,16.60639752238812,3.1497620697992685
176,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1826433510179037,0.02539492101579684,0.01199760047990402,100,0,227.63017046501847,0.2337435646824049,5.46360540304376,0.004036905243729432,11.361941335173015,0.0034102466204593974,-7.350665499614593,29.09829836096776,7.466059123748656e-06,-21.080763920414483,True,-432.0244410994884,-437.7054117670749,-446.5735902799723,239.4560903453234,2.6329992683369596
177,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9935400348035146,0.08638272345530894,0.05458908218356329,96,0,21.193976982468055,0.26787482556156417,6.88866452828529,0.0009304691957842309,16.731193263630303,0.00023273813237819325,-12.71991742807188,25.52426283332352,3.946048775561525e-05,-17.506728392770242,True,-420.5605739066158,-428.92617053843094,-433.32270532327755,11.983660417280353,3.3939812042847195
177,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1449755397457815,0.03459308138372325,0.01979604079184163,100,0,224.7599803552795,0.23981330027825717,5.751041899034954,0.0030075716919407453,11.637096914034146,0.002971915879056108,-7.625821078475724,31.439541392416004,2.490122123801074e-06,-23.422006951862727,True,-430.8538195837631,-436.67236804078016,-446.5735902799711,235.47714882111666,2.666219808369416
178,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9685531610519889,0.10497900419916016,0.06938612277544491,96,0,20.837356502287406,0.2275965984268202,4.972820315084089,0.0066552289116712385,12.439359923974052,0.0019898819532362375,-8.42808408841563,21.59900669990543,0.00024082358418595925,-13.581472259352154,True,-421.83005479276596,-428.049734754753,-432.6295581427187,9.854021752448768,2.8467728083932626
178,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.148768283328889,0.033393321335732855,0.01919616076784643,100,0,216.34012450565453,0.19856334841295492,3.9427403332964532,0.019020051117109436,7.526760674881871,0.023205166353715567,-3.515484839323449,26.33429900389922,2.7093312472142e-05,-18.31676456334594,True,-433.40644077802284,-437.1698211154638,-446.57359027997245,229.8782440827308,2.190544884777515
179,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9604275968430258,0.11257748450309939,0.07258548290341932,96,0,21.010080755358782,0.2301339283787254,5.084315999138334,0.005938612581259038,12.742932762418945,0.001709650387355689,-8.731656926860524,22.340935176634048,0.00017140947716253526,-14.323400736080771,True,-421.4590905544017,-427.8305569356112,-432.62955814271874,8.278156163780276,2.883823055922316
179,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1527415999891315,0.03219356128774245,0.016796640671865627,100,0,229.9649670468049,0.19802610911242638,3.9214339890206595,0.019435882829147884,8.560225820298228,0.013841099197673849,-4.5489499847398065,27.430011209787267,1.6270810175411488e-05,-19.41247676923399,True,-432.85858467508007,-437.1386975852292,-446.5735902799737,244.13292934244467,2.3052226317300937
180,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9924883122112946,0.08698260347930414,0.05558888222355529,96,0,20.09556711758749,0.19188443077043046,3.5346849381208436,0.02875164677924408,9.379554286067787,0.0091887337013964,-5.368278450509365,18.953523147529722,0.0008026418545697187,-10.935988706976445,True,-423.15279656895393,-427.8425737119878,-432.6295581427188,7.442695375777287,2.4710374907456627
180,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1545010087962884,0.03159368126374725,0.016796640671865627,100,0,231.5283969491528,0.21471089435738291,4.6100768155747245,0.009649338254936751,9.905718815812293,0.007063183503709099,-5.894442980253871,28.766067334361082,8.72107127446587e-06,-20.748532893807806,True,-432.1905566127918,-437.14341602069794,-446.57359027997234,244.38854887499,2.4608239183639657
181,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.009330059490382,0.07578484303139373,0.046990601879624075,96,0,20.648039712855258,0.22733582161028523,4.9614312755734495,0.0067331045596185956,12.392615722855226,0.002036937424952324,-8.381339887296804,21.572274604861946,0.00024378758466821513,-13.554740164308669,True,-421.843420840288,-428.0397287017156,-432.62955814271896,9.85582499550711,2.8428049471656687
181,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1804075490545802,0.02579484103179364,0.01199760047990402,100,0,223.26516099987887,0.22557378352696883,5.088353181467179,0.00592437864684708,10.297655617910664,0.005806206722967979,-6.286379782352242,29.972453655651066,4.958043753469705e-06,-21.95491921509779,True,-431.5873634521493,-436.73619126110464,-446.57359027997484,235.95596543226372,2.509668593128908
182,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.017338580907063,0.06958608278344332,0.04359128174365127,96,0,20.832347825482476,0.22285205029508237,4.767651486789305,0.008205985465518909,12.283464519287918,0.002151193962376682,-8.272188683729496,23.30183373540001,0.00011020291876858267,-15.284299294846733,True,-420.9786412750195,-427.1203735346635,-432.62955814271953,9.391491353179315,2.8311960258103377
182,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.186905352907017,0.02439512097580484,0.011397720455908818,100,0,221.59403267338527,0.22047656295005247,4.860991481026844,0.00747171304856892,9.73496927552435,0.007692690876416003,-5.723693439965928,29.243441361789223,6.97583597967396e-06,-21.225906921235946,True,-431.95186959907693,-436.8193542368391,-446.57359027997154,235.0542983060772,2.445454740203133
