dataset_id,dataset_label,model_id,term,beta,rate_ratio_per_unit
strong_monsoon_start,Strong monsoon starts,stationary,intercept,-1.8971199848858813,0.15
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2,intercept,-1.94753962385276,0.14262455029654442
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2,lr04_scaled,1.3859174607388718,3.998492682548029
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2,co2_scaled,-0.003779333400578527,0.9962277992914615
strong_monsoon_start,Strong monsoon starts,pre_phase,intercept,-1.9643654120621412,0.14024485607736956
strong_monsoon_start,Strong monsoon starts,pre_phase,pre_phase_sin,0.1962167906370537,1.216790665566458
strong_monsoon_start,Strong monsoon starts,pre_phase,pre_phase_cos,0.5030437862881123,1.653747271051944
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2_pre_phase,intercept,-2.028035624825488,0.1315937669485455
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2_pre_phase,lr04_scaled,1.5301085299004156,4.6186780597695405
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2_pre_phase,co2_scaled,-0.09355769761626183,0.9106854715294558
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2_pre_phase,pre_phase_sin,0.10759087817544292,1.1135920573625453
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2_pre_phase,pre_phase_cos,0.5685660938776678,1.7657333394694426
weak_monsoon_start,Weak monsoon starts,stationary,intercept,-1.8562979903656263,0.15625
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2,intercept,-1.9655093619597217,0.14008451471735037
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2,lr04_scaled,0.4778653340762015,1.6126283026804071
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2,co2_scaled,-1.7810966754389803,0.16845330732764813
weak_monsoon_start,Weak monsoon starts,pre_phase,intercept,-1.9170268343540957,0.14704349753807458
weak_monsoon_start,Weak monsoon starts,pre_phase,pre_phase_sin,-0.3523855986906227,0.7030089903595236
weak_monsoon_start,Weak monsoon starts,pre_phase,pre_phase_cos,-0.3269879767514801,0.7210924128477727
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,intercept,-2.024403892074222,0.13207254922022257
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,lr04_scaled,0.5688643947071453,1.766260137757519
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,co2_scaled,-1.707156663339935,0.18138078675972621
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,pre_phase_sin,-0.4249345281523383,0.6538125900468683
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,pre_phase_cos,-0.26352800850199026,0.7683361021946075
