realization_id,catalogue_kind,event_type,event_label,n_events,rayleigh_pre_n_phase_events_used,rayleigh_pre_n_extrapolated,rayleigh_pre_mean_phase_deg,rayleigh_pre_mean_resultant_length,rayleigh_pre_z,rayleigh_pre_p_value,n_hazard_bins_after_history_filter,n_hazard_events_after_history_filter,precession_phase_after_adjusted_climate_LR_statistic,precession_phase_after_adjusted_climate_LR_p_value,precession_phase_after_adjusted_climate_delta_AICc,precession_phase_after_adjusted_climate_bits_per_event,full_vs_adjusted_baseline_LR_statistic,full_vs_adjusted_baseline_LR_p_value,full_vs_adjusted_baseline_delta_AICc,full_model_converged,full_model_log_likelihood,adjusted_climate_model_log_likelihood,adjusted_baseline_log_likelihood,stationary_log_likelihood,full_model_pre_phase_preferred_deg,full_model_pre_phase_rate_ratio_max_vs_min
417,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,22.660376799771008,0.20255760919668878,3.9388401641739357,0.019079711765453512,3175,95,12.584040270129208,0.001851016863290561,-8.567608989158316,0.09555227627401275,24.92946561978181,5.1979615433690844e-05,-16.901669511679074,True,-410.78568186451935,-417.07770199958395,-423.25041467441025,-428.37267187399607,1.695884411906566,2.9907271218099205
417,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,221.33203330723458,0.205361172260898,4.217321107237022,0.01439042149848552,3175,98,10.5029947219939,0.005239666849568739,-6.486563441023009,0.07730927755052835,33.185127021184144,1.0946375810995972e-06,-25.15733091308141,True,-418.55827272983504,-423.809770090832,-435.1508362404271,-438.85335240030724,230.8067600060536,2.6582344943239686
418,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,21.43538168052141,0.25708930728865476,6.345111544527394,0.0016295022612965553,3175,95,21.691186714124115,1.9490305749487948e-05,-17.674755433153223,0.16470403949191278,35.4068820503669,3.831905291912975e-07,-27.37908594226417,True,-405.6917200542788,-416.53731341134085,-423.39516107946224,-428.37267187399493,0.36913804759629765,4.395815804640384
418,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,215.39196756713523,0.21983628732883465,4.832799322652594,0.007689672912197826,3175,98,11.992554951616285,0.0024879965872054302,-7.976123670645393,0.08827346712390406,35.224966443780204,4.17638034674734e-07,-27.19717033567747,True,-417.8283488286337,-423.82462630444184,-435.4408320505238,-438.85335240030713,222.2848618189108,2.9034167567569886
419,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,30.064262145076164,0.20363989916512412,3.9810440190702643,0.018278990649459988,3175,94,12.620314768807702,0.0018177471316477615,-8.60388348783681,0.09684715708200328,24.060419976511298,7.767792228082156e-05,-16.032623868408564,True,-406.3967534509337,-412.70691083533757,-418.42696343918936,-425.5513513119003,11.14012779895858,2.9839708414655757
419,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,227.19166171510108,0.247744473529383,6.1377324164351155,0.0020227062180666706,3175,98,15.383133518588693,0.0004566621313114338,-11.366702237617801,0.11323046143163622,34.92215823524532,4.819553157141493e-07,-26.894362127142585,True,-416.9172015464601,-424.60876830575444,-434.37828066408275,-438.8533524003077,234.1185902112799,3.357894326027542
420,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,18.192772629055217,0.22104343613937524,4.690579263388998,0.008877211453824859,3175,95,16.65675906255899,0.00024156317345376636,-12.640327781588098,0.12647696682545345,31.05256073411431,2.9867386937892143e-06,-23.024764626011574,True,-405.2083658345488,-413.53674536582827,-420.7346462016059,-428.37267187399266,358.1154279312483,3.5645203344491136
420,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,225.39246130842713,0.22640760896215664,5.126040539596084,0.005700675589974832,3175,98,12.746316619839945,0.0017067602264429723,-8.729885338869053,0.09382167233185543,33.07237379039452,1.154410970083564e-06,-25.044577682291788,True,-417.68943612350756,-424.06259443342753,-434.2256230187048,-438.853352400311,233.58267662274122,2.950901547646987
421,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,16.643575891888432,0.23673809611759503,5.3803129107248315,0.004387164630089769,3175,95,19.579405910498622,5.602553689171466e-05,-15.56297462952773,0.14866900952962328,32.713801200661806,1.3669747877449978e-06,-24.68600509255907,True,-405.9419218626493,-415.7316248178986,-422.2988224629802,-428.3726718739929,357.59934729473116,4.028157369623069
421,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,231.7369824810408,0.23243096960571322,5.4024155631851976,0.004297704363853438,3175,99,14.998480642688264,0.0005535046961748703,-10.982049361717372,0.10928400830341148,36.16791439626991,2.672425528467154e-07,-28.140118288167173,True,-419.7699547745457,-427.2691950958898,-437.85391197268063,-442.32636305802924,240.4591039347674,3.2496627920258514
422,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,30.015883898002404,0.16027296962040236,2.465992779930472,0.08466832235476437,3175,95,8.860475364819763,0.011911658144687247,-4.844044083848871,0.06727875720391738,24.260861584344752,7.081085182580753e-05,-16.233065476242018,True,-410.59637305192,-415.0266107343299,-422.7268038440924,-428.3726718739933,2.8868524328733964,2.4696704550450534
422,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,238.60327764614695,0.16658038062840547,2.774902321030444,0.06201732163347627,3175,98,8.20657484152855,0.016518283498047792,-4.190143560557658,0.06040604503345597,27.89726006391504,1.3085440304626329e-05,-19.869463955812307,True,-421.7525873513378,-425.8558747721021,-435.70121738329533,-438.8533524003093,251.32294603857366,2.381639862211753
423,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,12.785358162240218,0.2565124066721399,6.316667018566396,0.0016779126440785743,3175,95,20.73017176110818,3.151377265473764e-05,-16.71374048013729,0.1574069262975116,33.55414448245699,9.197511519068563e-07,-25.526348374354257,True,-404.172853749831,-414.5379396303851,-420.9499259910595,-428.372671873993,355.097771007864,4.191984228971866
423,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,217.5537860991056,0.24164132569749802,5.8390530284844315,0.0027481182170298593,3175,99,17.248864987240268,0.0001796621359083461,-13.232433706269376,0.1256810705962364,45.00119436694092,3.973687426339714e-09,-36.97339825883819,True,-416.56017469213407,-425.1846071857542,-439.06077187560453,-442.326363058027,222.73467149779978,3.515843617180547
424,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,21.937819359644518,0.21257484713045205,4.338054300723366,0.012713777678783867,3175,95,13.638680516126897,0.0010924414139981177,-9.622249235156005,0.10356029865729055,25.107985771373023,4.785611256784424e-05,-17.08018966327029,True,-409.63747203470564,-416.4568122927691,-422.19146492039215,-428.3726718739946,2.5315043163921653,3.1220618647999188
424,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,224.82078367995044,0.24742093295903572,6.121711806631965,0.0020562578842060956,3175,98,16.921356247069752,0.00021162851172932856,-12.90492496609886,0.12455284052430109,39.905893759723426,4.526790380471208e-08,-31.878097651620692,True,-414.5252698710203,-422.9859479945552,-434.47821675088204,-438.853352400312,230.0108947238341,3.5385223204028344
425,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,13.765238392489401,0.23378177940569475,5.24677635668092,0.005029631350098604,3175,95,17.865726057410825,0.0001319796216539496,-13.849294776439933,0.13565681255214385,31.513995808994196,2.404467847476092e-06,-23.48619970089146,True,-405.85510293739316,-414.78796596609857,-421.61210084189025,-428.37267187399533,354.46738771319485,3.737623556220622
425,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,226.3863498978778,0.22166060892344988,4.913342554831459,0.007083149781691929,3175,99,15.134890515072698,0.000517011594330386,-11.118459234101806,0.11027793682067066,42.92946231169162,1.0702541710606625e-08,-34.90166620358889,True,-415.8767329923955,-423.44417824993184,-437.3414641482413,-442.32636305802856,230.0623020801153,3.280106859784056
426,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,26.31953604033496,0.2154017587166435,4.454200095189417,0.011295654259605015,3175,95,14.438215614083674,0.0007324556191923939,-10.421784333112782,0.10963127403012694,28.11862937230262,1.1801098113190765e-05,-20.090833264199887,True,-409.6703967343785,-416.88950454142037,-423.72971142052984,-428.37267187399414,3.0309202931416848,3.232797233581119
426,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,234.26979363273736,0.18275888933081041,3.3400811629431404,0.0350336468412719,3175,99,10.724418284679473,0.004690532599362827,-6.707987003708581,0.07814174280669697,36.46643859944709,2.319879644834319e-07,-28.438642491344353,True,-418.6946612222038,-424.05687036454356,-436.92788052192736,-442.3263630580284,241.8075933725805,2.6946229064694625
427,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,25.107519201857453,0.2441025445214361,5.72026101521661,0.003096641398123634,3175,95,16.534497689479167,0.00025679079167890116,-12.518066408508275,0.1255486201063243,26.206783386091843,2.8747021991735182e-05,-18.17898727798911,True,-408.77110425246553,-417.0383530972051,-421.87449594551146,-428.372671873997,9.14018155963797,3.5442796639580765
427,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,221.0255362830087,0.20140825925324995,4.056528689542435,0.016944630971624904,3175,99,9.95696573989676,0.006884499319339621,-5.9405344589258675,0.07254982371338568,31.81084525794131,2.091167170902094e-06,-23.783049149838575,True,-421.86434068207086,-426.84282355201924,-437.7697633110415,-442.3263630580298,230.2377964273059,2.575647476595412
428,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,21.92737388461658,0.25579813729807743,6.281537956335942,0.001739677874519817,3175,94,21.275402654635172,2.3994130325059424e-05,-17.25897137366428,0.16326552075935133,33.5643963933187,9.153124623044786e-07,-25.536600285215968,True,-402.57085094464594,-413.2085522719635,-419.3530491413053,-424.85820413133655,3.5116485567886597,4.283474443023814
428,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,235.01539833830265,0.19468175475426086,3.790098563419817,0.02220642486726377,3175,98,10.961887397452415,0.004165396962729514,-6.945456116481523,0.08068704381167258,33.79808888678144,8.197248391451653e-07,-25.77029277867871,True,-417.9788779574231,-423.4598216561493,-434.8779224008138,-438.8533524003097,243.81446169061297,2.7293272194497953
429,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,10.391945637556057,0.24689032508741385,5.851663931689814,0.0027060374623115485,3175,95,19.550096025743983,5.685263363132355e-05,-15.533664744773091,0.1484464557118099,31.554203054106893,2.359439246154336e-06,-23.52640694600416,True,-406.3204856974462,-416.0955337103182,-422.09758722449965,-428.372671873992,351.6795272792531,4.01551699336849
429,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,228.40777155433864,0.2557527538623102,6.540947110815544,0.0013363106631366175,3175,98,18.631646277188338,8.998899808609659e-05,-14.615214996217446,0.13714175350865782,44.73511488451004,4.513428304607257e-09,-36.707318776407305,True,-412.04642728159354,-421.3622504201877,-434.41398472384856,-438.8533524003076,231.6121741941172,3.7750876623432665
430,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,20.165570108149065,0.24434112598674196,5.731448241453015,0.003061309337317528,3175,95,16.904098995049253,0.00021346247592704334,-12.887667714078361,0.12835505153080878,28.578535353182815,9.519991963068603e-06,-20.55073924508008,True,-408.9944493865578,-417.4464988840824,-423.2837170631492,-428.37267187399533,0.973213584800359,3.6393270981573034
430,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,228.49253506168307,0.1749370493145043,3.060297122286531,0.04648984405198755,3175,98,7.463740286461189,0.023948007727743942,-3.447309005490297,0.05493827090694249,28.1163271342607,1.1813787300196784e-05,-20.088531026157966,True,-420.2522597300722,-423.9841298733028,-434.31042329720253,-438.8533524003087,239.66699703468845,2.2787702155843075
431,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,11.500040055055615,0.21963322418212053,4.630920303804827,0.00943404128504423,3175,94,17.125568756423945,0.00019108649515472018,-13.109137475453053,0.13142006977285,29.017685543036237,7.752986694690775e-06,-20.989889434933502,True,-405.23928027088635,-413.8020646490983,-419.7481230424045,-424.8582041313423,354.04086276037185,3.666748545260318
431,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,221.58234682803874,0.199153103486119,3.9661958628152827,0.018572503439022652,3175,98,9.63916381468141,0.00807016050872797,-5.6227325337105185,0.07095088690692457,33.87050327600741,7.921750106001758e-07,-25.842707167904678,True,-417.4198596748298,-422.2394415821705,-434.3551113128335,-438.8533524003105,228.93815054372544,2.540512815346375
432,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,17.220296155816975,0.24132860609303552,5.59099162740552,0.0035355382252579633,3175,94,21.029888188778727,2.7128001593812717e-05,-17.013456907807836,0.1613814648957471,32.64829853275171,1.409820978977097e-06,-24.620502424648976,True,-399.91908673685964,-410.434030831249,-416.2432360032355,-424.8582041313376,358.7290592917191,4.2533057450455365
432,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,221.946391401793,0.2032763460233742,4.132127285261456,0.01569196868901035,3175,98,10.233767543431213,0.005994674592960206,-6.2173362624603214,0.07532758002305429,33.43042295070427,9.750395531260844e-07,-25.402626842601535,True,-417.10543344090854,-422.22231721262415,-433.8206449162607,-438.85335240031134,229.99845370962856,2.6298370080419677
433,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,20.152585657195438,0.23838902706986784,5.455615509822546,0.0040615825507817295,3175,95,19.523623760590112,5.761014482739705e-05,-15.50719247961922,0.1482454483136068,34.36776237827985,6.263568148703467e-07,-26.339966270177115,True,-405.98981358145704,-415.7516254617521,-423.17369477059697,-428.37267187399607,358.5224668081851,4.021525247136283
433,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,222.32108855441288,0.22272071917840314,4.9604518751345115,0.006750711098593943,3175,98,12.60583300431847,0.0018309569923850993,-8.589401723347578,0.09278761613063613,34.69369387401332,5.369347778582351e-07,-26.665897765910586,True,-417.4034780898865,-423.70639459204574,-434.75032502689317,-438.85335240031065,230.05160993048315,2.9491729982796295
434,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,13.029267352393244,0.2258767540211232,4.897949568683424,0.00718407846889737,3175,95,15.893771922726273,0.0003537620799352046,-11.877340641755382,0.1206835049154602,26.54547772480339,2.456009668919317e-05,-18.517681616700656,True,-409.0195039337542,-416.96638989511735,-422.2922427961559,-428.37267187399334,354.8070349506457,3.485249200656877
434,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,231.82990840470134,0.19394341332547327,3.7614047572335365,0.022862179531538563,3175,99,10.80196353437168,0.004512148887630085,-6.785532253400788,0.0787067637520275,32.52943869797298,1.4910137894523994e-06,-24.501642589870244,True,-421.905547899004,-427.3065296661898,-438.17026724799047,-442.3263630580293,240.64834705822292,2.6800407747694965
435,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,21.017845718994806,0.23348237466331542,5.233345850728396,0.005099212499006421,3175,94,19.803598075866034,5.008449704732901e-05,-15.787166794895143,0.1519710251904795,31.594824089280678,2.3148001208037973e-06,-23.567027981177944,True,-403.7608416066818,-413.66264064461484,-419.55825365132216,-424.8582041313383,2.2786692778708435,4.0937848493045434
435,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,220.83227898710587,0.20616017604964765,4.2502018188821715,0.01391732422722306,3175,99,11.6145066588183,0.003005674342317547,-7.598075377847408,0.08462722807600508,34.45919090630332,5.998722890455603e-07,-26.431394798200586,True,-421.46701022252864,-427.2742635519378,-438.6966056756803,-442.3263630580285,230.4921995248912,2.798347962475964
436,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,18.17788472011964,0.21539882376601993,4.454078714859351,0.011297050912589113,3175,95,15.778852164797627,0.0003746845513497304,-11.762420883826735,0.11981090404775589,29.808884863380968,5.353050550137105e-06,-21.781088755278233,True,-406.4756892519466,-414.36511533434543,-421.3801316836371,-428.37267187399584,356.2850682580438,3.408220505114842
436,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,220.96238091758013,0.241997555755331,5.856281699155454,0.002699998003927679,3175,98,14.291274166149151,0.000788295858932107,-10.27484288517826,0.10519362432391804,34.17232116489754,6.869436678839041e-07,-26.144525056794805,True,-418.3162050692654,-425.46184215233995,-435.40236565171415,-438.8533524003092,226.57282776055396,3.152272510154876
437,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,11.089499450271425,0.20485431682895153,4.02866794785182,0.01741551211583214,3175,95,14.286387110916962,0.0007902244369402716,-10.26995582994607,0.1084784201954732,27.48039653079809,1.5893188640897077e-05,-19.452600422695355,True,-407.08005832017415,-414.2232518756326,-420.8202565855732,-428.37267187399226,351.1365930490077,3.2562355956080973
437,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,232.7087923622928,0.23290480365695518,5.424464756648485,0.004201850687132896,3175,98,14.932320475733832,0.0005721208928000549,-10.91588919476294,0.1099121668331935,35.275899873999606,4.0769352227322857e-07,-27.24810376589687,True,-417.4599556910858,-424.9261159289527,-435.0979056280856,-438.85335240030963,238.718215071266,3.291725003339775
438,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,18.83589643725826,0.24350165274076704,5.69213326919857,0.0031872778841140112,3175,95,20.26130169420412,3.9839533004066335e-05,-16.24487041323323,0.153846734085176,35.53685388565293,3.603280743956386e-07,-27.509057777550197,True,-406.273540902255,-416.40419174935704,-424.04196784508144,-428.3726718739928,356.76206661886346,4.0863453948003805
438,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,218.90807030655776,0.18012767666571927,3.244597990098991,0.03858678429042845,3175,98,6.723233123702585,0.03467915261213063,-2.706801842731693,0.04948762799135782,26.890693337290486,2.0916456095865754e-05,-18.86289722918775,True,-420.4613827240938,-423.8229992859451,-433.90672939273907,-438.8533524003095,228.10970946497955,2.1571525976585537
439,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,17.136175760834213,0.2510837905388,6.052134707647871,0.0022024970698036666,3175,95,19.305108607573743,6.426121455694529e-05,-15.288677326602851,0.1465862339577341,31.259373634762596,2.710174980404499e-06,-23.231577526659862,True,-405.8764353560824,-415.5289896598693,-421.5061221734637,-428.37267187399584,0.3478934892199374,4.005098484584919
439,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,204.6018382028437,0.1959186036421225,3.838409925307909,0.02114434854742498,3175,99,9.828058350091055,0.0073428430484825695,-5.8116270691201635,0.0716105608244633,37.78014181682613,1.243892281872364e-07,-29.752345708723396,True,-420.2863644792662,-425.2003936543117,-439.17643538767925,-443.0195102385879,215.41444709491535,2.5660282767445204
440,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,19.930843691972935,0.19943613766845592,3.818378208778685,0.021562250274666305,3175,95,13.74133109187278,0.0010377861403713543,-9.724899810901888,0.10433973800767465,29.3756492527242,6.557246943319066e-06,-21.347853144621467,True,-407.94143571553184,-414.81210126146823,-422.62926034189394,-428.37267187399533,356.69292837852004,3.115858295841327
440,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,216.74861795398095,0.22078192492667376,4.874465837432741,0.007369721569681926,3175,99,11.258015485493388,0.003592137884423785,-7.241584204522496,0.08202971268268923,31.027292289974753,3.0224008263245338e-06,-22.99949618187202,True,-422.10115695304967,-427.73016469579636,-437.61480309803704,-442.3263630580297,224.1686754195178,2.758025851202984
441,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,14.704227920007249,0.2420417291588575,5.624083070804134,0.0034176186874545923,3175,95,19.26056737186991,6.570840662538397e-05,-15.244136090899019,0.14624802648476048,31.723382440268665,2.178994637546442e-06,-23.69558633216593,True,-407.3378467440412,-416.96813042997616,-423.19953796417553,-428.3726718739937,355.5694425145278,3.9650221480580905
441,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,234.943420108801,0.20471379071688342,4.190773610967594,0.014784041503931455,3175,98,11.108362278734035,0.0038712371757694767,-7.091930997763143,0.08176519985677355,30.370322531424335,4.114198925962977e-06,-22.3425264233216,True,-419.532456417556,-425.086637556923,-434.71761768326814,-438.853352400311,243.93824909704006,2.7410236387085662
442,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,21.723900089245593,0.2507790730762997,6.037453775328775,0.002235975559210128,3175,95,21.679758470720003,1.9601994526285057e-05,-17.66332718974911,0.1646172633335697,36.683515332825095,2.093012368449851e-07,-28.65571922472236,True,-404.42805455610943,-415.26793379146943,-422.769812222522,-428.3726718739942,0.6582036575431994,4.347935891563336
442,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,216.16111890707276,0.24165734059425736,5.839827026308891,0.002745938227091902,3175,98,14.01672177630553,0.0009042896060943798,-10.000290495334639,0.10317272957243026,36.99513546347612,1.805464041242277e-07,-28.967339355373383,True,-415.80089129953996,-422.8092521876927,-434.298459031278,-438.8533524003085,222.25526391995447,3.139374765542191
443,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,20.273095325007414,0.2536770690725091,6.177797315828981,0.0019355903007844464,3175,95,19.518288733143095,5.776402582793116e-05,-15.501857452172203,0.14820493874707616,34.31417729881559,6.424173890812163e-07,-26.28638119071286,True,-404.77103664894116,-414.5301810155127,-421.92812529834896,-428.37267187399124,3.580457130787543,4.003538241918846
443,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,230.03165348150878,0.17976186578055345,3.231432838890571,0.039104023986842706,3175,99,10.556299743853515,0.005101861162876122,-6.539868462882623,0.07691677419492374,40.573039269559786,3.2944363810721525e-08,-32.54524316145705,True,-417.3102039222554,-422.5883537941822,-437.5967235570353,-442.3263630580269,236.14224331769563,2.6552562182070902
444,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,29.54968025704414,0.22270998703491127,4.761574879208673,0.008257021727581427,3175,95,14.931396347344048,0.0005723853104640303,-10.914965066373156,0.1133760603361097,27.412125622499957,1.6406992101299495e-05,-19.384329514397223,True,-406.6694847038886,-414.1351828775606,-420.3755475151386,-428.372671873994,8.764553471858278,3.295363590354074
444,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,214.57803536605493,0.19745892143413002,3.8990025653929927,0.019883448832073818,3175,98,8.936634433381755,0.011466595419672201,-4.920203152410863,0.06577978662896637,34.59406290989784,5.628275147656299e-07,-26.56626680179511,True,-416.0580292748385,-420.52634649152935,-433.3550607297874,-438.85335240031276,223.4077770195317,2.4526957994226386
445,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,17.61326939602365,0.22402676450614967,4.818047156649008,0.007794635449367938,3175,95,15.963299150236935,0.00034167533825668915,-11.946867869266043,0.12121143431723068,29.372874232533377,6.565770743380033e-06,-21.345078124430643,True,-407.1241501559293,-415.1057997310478,-421.810587272196,-428.37267187399357,357.5549855151885,3.489992250690551
445,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,219.50217006761858,0.22029562454137466,4.853016219207432,0.00753274047361262,3175,98,11.692637925750205,0.00289051970913407,-7.676206644779313,0.08606587117545937,30.331844780364236,4.1891323590425e-06,-22.3040486722615,True,-418.51263973495963,-424.35895869783474,-433.67856212514175,-438.8533524003092,229.38686545818524,2.8307445238563704
446,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,25.48879322434557,0.2662609365149725,6.8059090861277,0.0010134454266305223,3175,95,20.592040844225266,3.376720738558132e-05,-16.575609563254375,0.1563580800407725,33.12159889963027,1.127925632282217e-06,-25.093802791527537,True,-406.94048128092857,-417.2365017030412,-423.5012807307437,-428.3726718739922,8.111923213493283,4.1991446486905115
446,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,223.36934245202025,0.20465504618567626,4.188368792926128,0.014820222504042257,3175,99,11.369839185697629,0.003396806366174624,-7.353407904726737,0.08284449802480293,33.31774554960532,1.0282683224322407e-06,-25.289949441502586,True,-421.81276920134997,-427.4976887941988,-438.4716419761526,-442.32636305802725,235.48586393268195,2.752999085472245
447,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,22.770789095054685,0.2424200010965241,5.641675865437319,0.003356528918987905,3175,95,18.156561506716344,0.00011411763525962377,-14.140130225745452,0.1378651644491322,29.303009656919357,6.784040015892658e-06,-21.275213548816623,True,-408.6786734794457,-417.7569542328039,-423.3301783079054,-428.3726718739966,1.5074935786287913,3.8143271763186934
447,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,225.26574862244112,0.23078179941621166,5.326023894178455,0.004646935599148453,3175,98,13.906747511353046,0.0009554064024739401,-9.890316230382155,0.10236324321185701,36.127720755156474,2.723804698881489e-07,-28.09992464705374,True,-416.8066154164503,-423.75998917212684,-434.87047579402855,-438.85335240030815,231.72944843475017,3.126073653020361
448,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,13.663526740295394,0.2419933068874867,5.621833015520766,0.0034255111879910325,3175,94,21.05082640604428,2.6845477068548756e-05,-17.034395125073388,0.16154214288624746,35.176672651311605,4.272903744911804e-07,-27.14887654320887,True,-402.15514871820676,-412.6805619212289,-419.74348504386256,-424.8582041313366,354.816951092829,4.307246195696811
448,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,221.53720113920167,0.2234254809232473,4.991894552578434,0.00653751268853329,3175,98,13.299108609873542,0.0012945989732739821,-9.28267732890265,0.09789060224340958,38.30953577740502,9.673147381260849e-08,-30.281739669302283,True,-415.3616911316831,-422.01124543661984,-434.5164590203856,-438.8533524003092,228.43707947770298,3.043228595781901
449,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,12.975577791302355,0.1828210727511814,3.208660285621705,0.03999840887615135,3175,95,10.496729352856505,0.0052561068102142585,-6.480298071885613,0.07970304938378789,20.83798915795262,0.0003409698779656424,-12.810193049849886,True,-413.72304485597266,-418.9714095324009,-424.14203943494897,-429.0658190545556,353.79690221974107,2.69870409770936
449,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,224.64344568200733,0.17450663547493217,3.0452565824780855,0.047201786241977794,3175,99,9.11366632499653,0.010495243100717831,-5.097235044025638,0.06640525864337998,35.49584012273169,3.673917038351047e-07,-27.46804401462896,True,-419.1787024954714,-423.73553565796965,-436.92662255683723,-442.32636305802805,234.24060967728403,2.480788698492658
450,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,18.30980307700393,0.23428717122060685,5.26948594546118,0.004914118726181786,3175,95,17.51329843170174,0.00015741117676168235,-13.49686715073085,0.13298078314223455,31.19826282063036,2.789129435800783e-06,-23.170466712527627,True,-407.18697205006197,-415.94362126591284,-422.78610346037715,-429.0658190545534,358.82622013468216,3.7033197055057405
450,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,222.45550496007561,0.1879004942091895,3.530659572405766,0.02888600615906946,3175,98,8.871783081964736,0.0118445013406047,-4.855351800993844,0.06530243600098536,32.84451034279505,1.285314979264631e-06,-24.816714234692313,True,-418.57621148549805,-423.0121030264804,-434.9984666568956,-438.8533524003093,230.2431603651996,2.4501314645747447
451,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,18.046792033448938,0.21136465249373104,4.288801567084386,0.01336736650956946,3175,95,15.82643040959806,0.0003658763201354316,-11.809999128627169,0.12017217193106004,31.497802439277393,2.422843851847907e-06,-23.47000633117466,True,-407.20821911858707,-415.1214343233861,-422.95712033822576,-428.37267187399243,356.06396395211567,3.431662887677001
451,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,228.49334396753355,0.23176192807831714,5.371359130657904,0.004436415516747678,3175,98,13.33902740242172,0.0012690157217879131,-9.322596121450829,0.09818443205997861,37.306496164603686,1.5575128002752633e-07,-29.278700056500952,True,-413.3464604777912,-420.01597417900206,-431.99970856009304,-438.85335240030935,233.60405636637546,3.0697126021954704
