event_type,event_label,metric_id,metric_label,n_realizations,published_catalogue_p_value,p_value_median,p_value_q025,p_value_q05,p_value_q95,p_value_q975,p_value_min,p_value_max,significant_fraction_p_lt_0p05,published_catalogue_significant_p_lt_0p05
strong_monsoon_start,Strong monsoon starts,rayleigh_pre_p_value,Rayleigh precession phase,500,0.001893816080589878,0.006431450515972766,0.0009677826208752586,0.00129549219371155,0.02713610242040391,0.034532461749210513,0.00046494680248824593,0.08466832235476437,0.996,True
strong_monsoon_start,Strong monsoon starts,precession_phase_after_adjusted_climate_LR_p_value,Precession phase after climate-state model,500,5.1434562918147624e-05,0.00024047438541739127,1.2671858723471628e-05,2.0572684132712326e-05,0.0020315785414082195,0.0025063111887987477,1.7523353812498542e-06,0.011911658144687247,1.0,True
strong_monsoon_start,Strong monsoon starts,full_vs_adjusted_baseline_LR_p_value,Full predictive model vs event-process baseline,500,9.509817475918441e-07,5.58627302764494e-06,2.3314283236075934e-07,3.8275445108339464e-07,5.575093810816681e-05,7.738827449222924e-05,3.306286629204387e-08,0.0003409698779656424,1.0,True
weak_monsoon_start,Weak monsoon starts,rayleigh_pre_p_value,Rayleigh precession phase,500,0.002705758359739593,0.007489019580469429,0.0010920893586999433,0.0014749259858801577,0.027937589980524136,0.038858335131045925,0.00043996275849945347,0.09254257333974683,0.99,True
weak_monsoon_start,Weak monsoon starts,precession_phase_after_adjusted_climate_LR_p_value,Precession phase after climate-state model,500,0.0006776103743750483,0.0017947895285295727,0.00012334877550444396,0.00018029183421215992,0.010515573845406795,0.013813436557217288,5.309664511064837e-05,0.03467915261213063,1.0,True
weak_monsoon_start,Weak monsoon starts,full_vs_adjusted_baseline_LR_p_value,Full predictive model vs event-process baseline,500,2.526121783686766e-07,4.4438618378937604e-07,7.855656703594908e-09,1.7119199274783434e-08,5.247449901803484e-06,8.10342662166668e-06,1.2689235273762846e-09,2.0916456095865754e-05,1.0,True
