realization_id,sampled_age_ka,event_index,event_type,event_label,event_short_label,published_start_age_ka,age_error_2sigma_kyr,age_sigma_kyr,sampling_lower_bound_ka,sampling_upper_bound_ka,truncated_gaussian_mass_kept,sampled_minus_published_ka
1,563.1359994576867,87,strong_monsoon_start,Strong monsoon starts,Strong,562.25,5.802747220695482,2.901373610347741,561.75,568.0527472206954,0.545661669328675,0.8859994576866939
1,576.6442233887798,88,strong_monsoon_start,Strong monsoon starts,Strong,580.3,6.139722332794272,3.069861166397136,574.1602776672057,581.625,0.6442394624707798,-3.655776611220176
1,586.8056885902008,89,strong_monsoon_start,Strong monsoon starts,Strong,582.95,6.190816119963109,3.0954080599815543,581.625,588.425,0.6272260019413148,3.8556885902007707
1,594.7018827747149,90,strong_monsoon_start,Strong monsoon starts,Strong,593.9,6.406487318612809,3.2032436593064046,588.425,598.95,0.8988413013312929,0.8018827747149544
1,604.9304325308259,91,strong_monsoon_start,Strong monsoon starts,Strong,604.0,6.61207128217766,3.30603564108883,598.95,610.6120712821777,0.9139326527735937,0.9304325308258967
1,624.0715178190057,92,strong_monsoon_start,Strong monsoon starts,Strong,625.65,7.075252033917767,3.5376260169588836,618.5747479660822,626.5999999999999,0.5831086660664737,-1.5784821809942287
1,627.7280585441673,93,strong_monsoon_start,Strong monsoon starts,Strong,627.55,7.11741763830279,3.558708819151395,626.5999999999999,628.825,0.24517807637843758,0.17805854416735656
1,630.603532350102,94,strong_monsoon_start,Strong monsoon starts,Strong,630.1,7.17440356447477,3.587201782237385,628.825,631.7,0.3110786035339171,0.5035323501019775
1,632.3322985404494,95,strong_monsoon_start,Strong monsoon starts,Strong,633.3,7.246561237191087,3.6232806185955435,631.7,635.7,0.4167437384353069,-0.9677014595505398
1,635.7954301380214,96,strong_monsoon_start,Strong monsoon starts,Strong,638.1,7.356160778395075,3.6780803891975373,635.7,640.0,0.44023841907086964,-2.304569861978621
1,3.8824033889093728,1,weak_monsoon_start,Weak monsoon starts,Weak,3.5,1.0110057316388499,0.5055028658194249,2.48899426836115,4.51100573163885,0.9544997361036416,0.38240338890937275
1,13.160725321883477,2,weak_monsoon_start,Weak monsoon starts,Weak,12.779,1.0407732294675185,0.5203866147337592,11.738226770532481,13.819773229467518,0.9544997361036416,0.3817253218834775
1,18.45292459584761,3,weak_monsoon_start,Weak monsoon starts,Weak,17.835,1.0573604060241701,0.5286802030120851,16.77763959397583,18.89236040602417,0.9544997361036416,0.6179245958476081
