dataset_id,dataset_label,model_id,model_label,terms,bin_width_ka,n_bins,n_events,n_parameters,converged,optimizer_message,log_likelihood,AIC,AICc,BIC,expected_events,max_fitted_rate_per_kyr,mean_fitted_rate_per_kyr,beta_intercept,beta_lr04_scaled,beta_co2_scaled,beta_pre_phase_sin,beta_pre_phase_cos,pre_phase_amplitude,pre_phase_preferred_rad,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,delta_AICc,rank_AICc
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2_pre_phase,LR04 + CO2 + precession phase,lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.2,3200,96,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-420.3881735639055,850.776347127811,850.7951323501029,881.1308775717501,95.99996036985752,0.4225469809054539,0.14999993807790238,-2.027924845295933,1.5310903855110325,-0.09165441115679669,0.10854467483015111,0.5681705291136214,0.5784459322937934,0.1887678570380957,10.815601516011776,3.18003392377064,0.0,1.0
strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,pre_phase_sin+pre_phase_cos,0.2,3200,96,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-425.92616338657433,857.8523267731487,857.8598361598821,876.0650450395121,95.99999778511496,0.2406546159567607,0.14999999653924212,-1.9642244358035632,,,0.19694683968119678,0.5026236631092725,0.5398320149618717,0.3734500638301478,21.397112516358668,2.9436903930252565,7.064703809779189,2.0
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2,LR04 + CO2,lr04_scaled+co2_scaled,0.2,3200,96,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-427.94062038059724,861.8812407611945,861.8887501479279,880.093959027558,95.99999524059267,0.2737489805830851,0.14999999256342605,-1.94753962385276,1.3859174607388718,-0.003779333400578527,,,,,,,11.093617797825004,3.0
strong_monsoon_start,Strong monsoon starts,stationary,Stationary,none,0.2,3200,96,1,True,analytic stationary MLE,-432.62955814271913,867.2591162854383,867.2603670671768,873.3300223742261,96.0,0.15,0.14999999999999997,-1.8971199848858813,,,,,,,,,16.46523471707394,4.0
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,LR04 + CO2 + precession phase,lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.2,3200,100,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-430.4970959076285,870.994191815257,871.0129770375488,901.348722259196,100.00002529790689,0.5108437875245719,0.15625003952797947,-2.024398086952724,0.5679656437601864,-1.7075554118432286,-0.4238912847514647,-0.2630125933081223,0.498858141686503,4.157052519327186,238.18156457167385,2.7120811260690196,0.0,1.0
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2,LR04 + CO2,lr04_scaled+co2_scaled,0.2,3200,100,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-436.5155645176957,879.0311290353914,879.0386384221248,897.2438473017548,99.99998205484539,0.335837361420017,0.15624997196069593,-1.9655093619597217,0.4778653340762015,-1.7810966754389803,,,,,,,8.025661384575983,2.0
weak_monsoon_start,Weak monsoon starts,pre_phase,Precession phase,pre_phase_sin+pre_phase_cos,0.2,3200,100,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-441.04337661984033,888.0867532396807,888.0942626264141,906.2994715060441,99.99994307282158,0.2375213372503959,0.15624991105128372,-1.9169807563053542,,,-0.35147000950033086,-0.3261484589560766,0.4794830391761384,3.9643418858294703,227.14005860496232,2.608997579364884,17.081285588865285,3.0
weak_monsoon_start,Weak monsoon starts,stationary,Stationary,none,0.2,3200,100,1,True,analytic stationary MLE,-446.5735902799727,895.1471805599454,895.1484313416839,901.2180866487332,100.0,0.15625,0.15625,-1.8562979903656263,,,,,,,,,24.135454304135123,4.0
