age_ka,d18o_raw,d18o_precession_band,d18o_highfreq_lt1kyr,d18o_precession_plus_highfreq
0.0,-9.66,0.4236572006522934,-0.00031078399071357565,-8.288286933162858
0.019998000000000002,-9.58,0.42342793904275783,0.043419856109148114,-8.244785554672532
0.038247500000000004,-9.5,0.423218722633956,0.083326962644923,-8.205087664545559
0.056497,-9.33,0.4230095062251542,0.12323406918069785,-8.165389774418587
0.1587645,-9.35,0.42161173006533686,0.12746230451629956,-8.162559315242802
0.39101600000000003,-9.61,0.4169739755173001,0.12518448872950896,-8.16947488557763
0.40317899999999995,-8.98,0.41668208879048213,0.14356059238521604,-8.151390668648741
0.415342,-9.22,0.416355611430698,0.11528223854398936,-8.17999549984975
0.42750499999999997,-9.25,0.4160291340709138,0.08700388470276282,-8.208600331050762
0.439668,-9.13,0.4157026567111296,0.05872553086153617,-8.237205162251772
0.45183100000000004,-9.22,0.41537617935134546,0.0304471770203095,-8.265809993452784
0.463994,-9.06,0.41504970199156127,0.0021688231790829627,-8.294414824653794
0.476157,-9.34,0.4147232246317771,-0.026109530662143575,-8.323019655854806
0.48832,-9.12,0.41439674727199294,-0.05438788450337011,-8.351624487055815
0.500483,-9.32,0.414068411292988,-0.08276244706789473,-8.380327385599346
0.5126459999999999,-9.17,0.41369512982226797,-0.11346354770306048,-8.411401767705232
0.524809,-9.18,0.413321848351548,-0.1441646483382265,-8.442476149811117
0.536972,-9.35,0.412948566880828,-0.17486574897339252,-8.473550531917004
0.549135,-9.19,0.412575285410108,-0.20556684960855853,-8.50462491402289
0.561298,-9.639999999999999,0.412202003939388,-0.23626795024372427,-8.535699296128774
0.573461,-9.5,0.411828722468668,-0.2669690508788903,-8.56677367823466
0.585624,-9.53,0.411455440997948,-0.2976701515140563,-8.597848060340548
0.60995,-9.5,0.4106706479101491,-0.2922948699247976,-8.593257571839088
0.634276,-9.57,0.40983061898475664,-0.19043787038684873,-8.49224060122653
0.646439,-9.39,0.40941060452206046,-0.13950937061787405,-8.441732115920253
0.658602,-9.639999999999999,0.4089905900593642,-0.08858087084889937,-8.391223630613974
0.670765,-9.28,0.40857057559666804,-0.03765237107992516,-8.340715145307696
0.682928,-9.38,0.4081505611339718,0.013276128689049519,-8.290206660001418
0.695091,-8.73,0.40773054667127556,0.06420462845802419,-8.239698174695139
0.707254,-9.540000000000001,0.40728272985273717,0.10794796392917409,-8.196402656042528
0.73158,-9.2,0.4063494668346763,0.18570980125194755,-8.119574081737815
0.792395,-8.66,0.40401630928952414,0.3801143945588814,-7.927502645976033
0.85321,-9.13,0.40147991803027905,0.15274048157077624,-8.157412950223383
0.914,-9.21,0.39886229887746083,-0.06413364868606261,-8.376904699633041
0.9585,-9.37,0.39681588471475443,-0.0500093344809895,-8.364826799590674
1.0029985000000001,-9.16,0.3947581995127496,-0.042748807408793575,-8.359623957720482
1.023784,-9.05,0.39372373152165074,-0.0837277216810213,-8.40163733998381
1.0445695000000002,-8.81,0.3926892635305519,-0.12470663595324945,-8.443650722247137
1.065355,-9.06,0.39165479553945304,-0.16568555022547718,-8.485664104510462
1.0861405,-9.16,0.39062032754835413,-0.2066644644977049,-8.52767748677379
1.1069259999999999,-9.51,0.38955983472019456,-0.2193326036558636,-8.541406118760108
1.1277115,-9.33,0.3884472640362389,-0.1753485355236007,-8.498534621311801
1.148497,-9.21,0.38733469335228327,-0.13136446739133778,-8.455663123863493
1.1692825,-9.34,0.38622212266832767,-0.08738039925907536,-8.412791626415187
1.190068,-9.08,0.385109551984372,-0.04339633112681293,-8.369920128966879
1.2108535,-9.34,0.3839565030017233,0.006943356017953678,-8.320733490804761
1.231639,-9.23,0.38276641246910265,0.0630990479567665,-8.26576788939857
1.2524245,-9.0,0.38157632193648205,0.11925473989557994,-8.210802287992376
1.27321,-9.33,0.3803862314038614,0.17541043183439275,-8.155836686586184
1.2940055,-8.91,0.37919556831319184,0.23159314053582336,-8.100844640975424
1.327642,-9.14,0.3771674693130043,0.15143734046898463,-8.18302854004245
1.3612784999999998,-9.37,0.3751172039523652,0.03419146975464819,-8.302324676117426
1.394915,-9.31,0.373066938591726,-0.08305440095968902,-8.421620812192401
1.4285515,-9.290000000000001,0.37091210705487127,-0.05718369434244872,-8.397904937112017
1.49427,-9.14,0.36666564317909284,0.04316205164847908,-8.301805654996866
1.581565,-9.290000000000001,0.360729459064761,-0.06115255138478125,-8.412056442144458
