age_ka,d18o_raw,d18o_precession_band,d18o_highfreq_lt1kyr,d18o_precession_plus_highfreq,d18o_precession_band_plus_mean,d18o_highfreq_lt1kyr_plus_mean
16.1,-6.2201666666665645,0.11452336235654868,0.6952656894232154,-7.901844298044675,-8.59710998746789,-8.016367660401222
16.2,-7.798080000000022,0.13156532482766675,-0.7371863580305346,-9.317254383027306,-8.580068024996772,-9.448819707854973
16.3,-7.41010256410255,0.14852647917821532,-0.19157338832116663,-8.75468025896739,-8.563106870646223,-8.903206738145606
16.4,-7.34813157894738,0.16539158117370728,0.0016790598031992399,-8.544562708847533,-8.54624176865073,-8.709954290021239
16.5,-7.9571785714285355,0.18214545002803204,-0.5224823308339444,-9.051970230630351,-8.529487899796406,-9.234115680658384
16.6,-6.9217037037036855,0.1987729826384024,0.5553792570422899,-7.957481110143746,-8.512860367186036,-8.156254092782149
16.7,-7.559310344827638,0.21525916776244894,-0.06006549461045482,-8.556439676672445,-8.49637418206199,-8.771698844434894
16.8,-7.733833333333334,0.23158910012368505,-0.20480161990281362,-8.684845869603567,-8.480044249700754,-8.916434969727252
16.9,-7.1541794871793565,0.24774799443162882,0.4317625603375358,-8.032122795055274,-8.46388535539281,-8.279870789486903
17.0,-7.329105263157891,0.26372119930294435,0.3428187783888874,-8.105093372132607,-8.447912150521494,-8.368814571435552
17.1,-7.816111111111088,0.2794942110700556,-0.04526657367760473,-8.477405712431988,-8.432139138754383,-8.756899923502043
17.2,-8.16394594594593,0.29505268746378943,-0.3067070117462758,-8.723287674106926,-8.41658066236065,-9.018340361570715
17.3,-8.286,0.31038246115672186,-0.3755288034648231,-8.77677969213254,-8.401250888667716,-9.087162153289261
17.4,-8.100627118644034,0.3254695531540306,-0.17369908894836183,-8.55986288561877,-8.386163796670408,-8.885332438772801
17.5,-8.064499999999995,0.34030018601880174,-0.1412807377118476,-8.512613901517485,-8.371333163805637,-8.852914087536286
17.6,-7.662500000000029,0.35486079691889283,0.26556634519936906,-8.091206207706177,-8.356772552905547,-8.44606700462507
17.7,-7.320222222222209,0.36913805048262505,0.6468564028483842,-7.6956388964934295,-8.342495299341813,-8.064776946976055
17.8,-7.576749999999995,0.3831188514507564,0.4724166915076384,-7.856097806866044,-8.328514498373682,-8.239216658316801
17.9,-8.469232876712342,0.39679035711238353,-0.3063660800147227,-8.621209072726778,-8.314842992712055,-9.017999429839161
18.0,-9.185009523809505,0.41013998951262476,-0.9001969888870338,-9.201690349198849,-8.301493360311813,-9.611830338711473
18.1,-8.39714423076923,0.42315544742015604,-0.0026417366018471333,-8.29111963900613,-8.288477902404283,-8.714275086426285
18.2,-8.444599999999976,0.4358247180428998,0.040802901145136794,-8.235005730636402,-8.275808631781539,-8.670830448679302
18.3,-8.470500000000001,0.4481360884804091,0.0950247598557987,-8.168472501488232,-8.26349726134403,-8.61660858996864
