realization_id,catalogue_kind,event_type,event_label,n_events,lohmann_event_count_ES,lohmann_poisson_ES_p_value,lohmann_fixed_n_ES_p_value,rayleigh_pre_n_phase_events_used,rayleigh_pre_n_extrapolated,rayleigh_pre_mean_phase_deg,rayleigh_pre_mean_resultant_length,rayleigh_pre_z,rayleigh_pre_p_value,n_hazard_bins_after_history_filter,n_hazard_events_after_history_filter,precession_phase_after_adjusted_climate_LR_statistic,precession_phase_after_adjusted_climate_LR_p_value,precession_phase_after_adjusted_climate_delta_AICc,precession_phase_after_adjusted_climate_bits_per_event,full_vs_adjusted_baseline_LR_statistic,full_vs_adjusted_baseline_LR_p_value,full_vs_adjusted_baseline_delta_AICc,full_model_converged,full_model_log_likelihood,adjusted_climate_model_log_likelihood,adjusted_baseline_log_likelihood,stationary_log_likelihood,full_model_pre_phase_preferred_deg,full_model_pre_phase_rate_ratio_max_vs_min
246,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.2013820469879897,0.022395520895820836,0.009598080383923215,100,0,218.70205659736808,0.2171958307975725,4.717402891584774,0.00864974473806333,3175,99,10.892624118237904,0.004312178461230876,-6.876192837267013,0.07936734746287548,30.726707822570916,3.480587020611836e-06,-22.69891171446818,True,-422.6440723974996,-428.09038445661855,-438.00742630878506,-442.3263630580267,226.04201933008753,2.7008683474738535
247,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.003302658471317,0.07898420315936813,0.049590081983603276,96,0,13.94228114100362,0.19932449258462814,3.8141043210354706,0.02165599682470647,3175,95,15.139648312358077,0.0005157831379163624,-11.123217031387185,0.11495734495285242,28.356054457909522,1.0562733869874698e-05,-20.328258349806788,True,-407.93401349596104,-415.5038376521401,-422.1120407249158,-428.3726718739928,350.92872464774763,3.373180931822006
247,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1724435190071945,0.026994601079784044,0.013797240551889621,100,0,224.57606642777463,0.24317333510229713,5.913327090477409,0.002546572024032693,3175,98,14.268155047469577,0.0007974610826070629,-10.251723766498685,0.10502345168173056,33.069041662036966,1.156226035681654e-06,-25.041245553934232,True,-417.4762097374181,-424.6102872611529,-434.0107305684366,-438.8533524003104,232.31222754349463,3.181714290598092
248,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9887623663369494,0.08918216356728655,0.05718856228754249,96,0,13.745691432219651,0.2167795443053715,4.511363599607474,0.010656632262608023,3175,94,15.799435438980254,0.00037084820890695766,-11.783004158009362,0.12124344232267105,27.10075955099137,1.896789621480423e-05,-19.072963442888636,True,-405.1089027954325,-413.00862051492265,-418.6592825709282,-424.85820413133735,358.37088883489207,3.4457973008582155
248,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.2129425753928764,0.020795840831833633,0.008598280343931213,100,0,226.9065173392244,0.22769631334813376,5.184561111233151,0.005369854780253675,3175,99,13.01186341311734,0.001494547629998142,-8.995432132146448,0.09480884251933801,33.79188544203669,8.221288539920276e-07,-25.764089333933953,True,-419.615246290229,-426.12117799678765,-436.5111890112473,-442.3263630580291,234.90291370604288,3.012827377458851
249,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9894108581994074,0.08918216356728655,0.05698860227954409,96,0,15.077906837342955,0.21927072357374303,4.615646420789071,0.009582100924049977,3175,95,15.478282743704654,0.0004354453002018418,-11.461851462733762,0.11752864082010486,28.216009900717268,1.1276606291509983e-05,-20.188213792614533,True,-409.17954271905637,-416.9186840909087,-423.287547669415,-429.0658190545562,354.8068240657248,3.3946939447732865
249,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.2178189230765146,0.01979604079184163,0.008398320335932814,100,0,227.22492329822938,0.218895884453199,4.791540823054825,0.008020102763591594,3175,98,11.066491147437546,0.003953138044920984,-7.050059866466654,0.08145699948188653,29.02643853621555,7.72130820520741e-06,-20.998642428112817,True,-419.6313831148483,-425.16462868856706,-434.14460238295607,-438.85335240030906,236.30521462203322,2.7471096933841475
250,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.005394209019717,0.07758448310337933,0.04939012197560488,96,0,19.313237005039113,0.23647238233875875,5.368242010460937,0.004441716309359572,3175,95,17.594982936088172,0.00015111166848944815,-13.57855165511728,0.13360102434958074,29.746826200855367,5.510983137687958e-06,-21.719030092752632,True,-408.35385969055335,-417.15135115859744,-423.22727279098103,-428.37267187399493,0.03289674687341309,3.7153206436831177
250,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1934757944750793,0.02299540091981604,0.010397920415916816,100,0,221.30125602550874,0.2437054983121069,5.939236990755234,0.002479781322466174,3175,98,13.864038731208552,0.0009760279198035145,-9.84760745023766,0.10204887716432191,32.28004883076221,1.6768255966734243e-06,-24.252252722659478,True,-418.9955740047761,-425.92759337038035,-435.1355984201572,-439.546499580869,228.20322247923153,3.12119337456412
251,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0310393715368167,0.0635872825434913,0.03739252149570086,96,0,20.570402065001325,0.24005109759703594,5.531954827924,0.0037560496748037047,3175,94,18.796419827677028,8.287228138157695e-05,-14.779988546706136,0.14424203016945017,33.30055931938955,1.0366377323998347e-06,-25.272763211286815,True,-399.513731600111,-408.9119415139495,-416.16401125980576,-424.8582041313382,2.6201483548022386,3.847904219680213
251,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1533219894229045,0.03219356128774245,0.016796640671865627,100,0,223.47433575596375,0.2308509936141041,5.329218125261914,0.004631782732351778,3175,99,14.875086863548063,0.0005887296772068628,-10.858655582577171,0.1083849194486533,36.36586114005729,2.433148096173416e-07,-28.338065031954557,True,-421.5563904644551,-428.9939338962291,-439.73932103448374,-442.326363058027,232.19946353000432,3.2642504747974983
252,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9852730933246958,0.09058188362327535,0.0593881223755249,96,0,15.025074839771175,0.22233477510795263,4.745544213341172,0.008393180288456094,3175,95,15.129698893276668,0.0005183554020421256,-11.113267612305776,0.11488179770249204,26.490634514834028,2.5194394763141263e-05,-18.462838406731294,True,-409.7712068067465,-417.3360562533848,-423.0165240641635,-428.37267187399345,358.05623244074906,3.3536217277003693
252,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1715341361986256,0.026994601079784044,0.013797240551889621,100,0,230.5819109624739,0.25157849326683346,6.329173827441016,0.001661527453444475,3175,98,17.541287261838306,0.00015522364175524163,-13.524855980867414,0.12911595991562688,39.69890489248132,4.995592301954627e-08,-31.67110878437859,True,-416.1726683406772,-424.94331197159636,-436.02212078691787,-438.85335240030815,237.0190380212729,3.6227771122238717
253,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9883569515194996,0.08938212357528494,0.05718856228754249,96,0,15.03891205560045,0.22103371317088735,4.69016662637857,0.008880948248855127,3175,95,15.734486088914991,0.0003830890671716493,-11.7180548079441,0.11947402658638968,28.217480106771063,1.1268868147444022e-05,-20.18968399866833,True,-409.80761803235293,-417.67486107681043,-423.91635808573847,-428.37267187399453,356.0473528917845,3.4181422623446704
253,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.186628851736548,0.02459508098380324,0.011597680463907219,100,0,233.7917279004998,0.21114470619094128,4.458208695245892,0.011263075697664021,3175,99,13.445463328048163,0.0012032468544161904,-9.429032047077271,0.09796819831227022,34.89729398020586,4.876558251862673e-07,-26.869497872103125,True,-421.4372530760817,-428.15998474010576,-438.8859000661846,-442.3263630580305,241.37875366147995,3.0266842899226147
254,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0426759390412577,0.05818836232753449,0.03279344131173765,96,0,19.989896953192066,0.26663239115896314,6.824911873454047,0.0009937637631063567,3175,95,22.186341983265038,1.5215879193484577e-05,-18.169910702294146,0.16846381870906885,37.428551504665506,1.469853784343996e-07,-29.400755396562772,True,-403.5782370048332,-414.67140799646575,-422.292512757166,-429.0658190545559,0.10772227976485449,4.45584973216734
254,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.2060829630058394,0.021795640871825634,0.009398120375924815,100,0,224.1830784161802,0.19017867084930276,3.616792684600744,0.026472042298054606,3175,98,8.766819109102585,0.012482725448945464,-4.750387828131693,0.06452982884220868,32.420981756346464,1.569157439322645e-06,-24.39318564824373,True,-416.345489119301,-420.7288986738523,-432.55597999747425,-438.8533524003095,231.17712332955276,2.436026584862713
255,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0169389100599697,0.06978604279144171,0.04379124175164967,96,0,22.94914058835929,0.20706282813414975,4.116001420311594,0.015936125538411613,3175,95,13.560438944381872,0.0011360255449423934,-9.54400766341098,0.10296620009124892,26.219980227560768,2.8571322625974552e-05,-18.192184119458034,True,-408.4617160111809,-415.24193548337183,-421.5717061249613,-428.37267187399544,2.5562072604249804,3.097214221774438
255,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.163910037658751,0.02979404119176165,0.015996800639872025,100,0,224.49848442840477,0.2503577246865731,6.267899031023792,0.0017695351553957002,3175,99,17.97518302325716,0.00012495067336420326,-13.958751742286267,0.13097326973093226,41.17721695404407,2.4700491696455593e-08,-33.149420845941336,True,-418.0787094494292,-427.0663009610578,-438.66731792645123,-442.32636305802595,229.98063818760252,3.6905540957822724
256,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.008607726358638,0.07578484303139373,0.047590481903619274,96,0,14.10969123417347,0.24609083491241437,5.813827106677362,0.0028131923476399736,3175,94,20.3243510458409,3.860319461310831e-05,-16.307919764870007,0.15596723650596322,32.123378443078764,1.8051738268094016e-06,-24.09558233497603,True,-403.12667617509476,-413.2888516980152,-419.18836539663414,-424.8582041313389,357.1878813260615,4.098112876723634
256,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.174798720795902,0.02659468106378724,0.013197360527894421,100,0,218.2346506778164,0.24218707706621434,5.865458029787645,0.0026747113071024214,3175,99,16.11685786774467,0.00031642353730142436,-12.100426586773779,0.11743288343690661,39.81143480649007,4.735020339677619e-08,-31.783638698387335,True,-418.3373327686411,-426.3957617025134,-438.2430501718861,-442.3263630580278,225.0313106886277,3.417190211673245
257,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9979028024076722,0.08258348330333934,0.052189562087582485,96,0,23.239223983765587,0.26267546329501745,6.623846305656198,0.0012228022076483619,3175,95,19.684363805901057,5.316119192269021e-05,-15.667932524930166,0.14946596866225084,33.02234840759502,1.1819617490572312e-06,-24.994552299492284,True,-407.63638055878937,-417.4785624617399,-424.1475547625869,-428.3726718739932,4.824922869438457,4.027892866242152
257,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1884715330014735,0.023795240951809637,0.011397720455908818,100,0,225.4446751830088,0.22042347482632751,4.858650825451264,0.007489572781957237,3175,99,14.295213261808271,0.0007867448004773972,-10.27878198083738,0.10415976404677241,40.61506572971473,3.229116417687455e-08,-32.587269621611995,True,-417.51369695138993,-424.66130358229407,-437.8212298162473,-443.0195102385893,230.1456406520722,3.157093383212731
258,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0156594308034226,0.07078584283143372,0.04499100179964007,96,0,22.739930439873966,0.23862746457757386,5.466534417669242,0.004016412017194247,3175,95,18.443167278105534,9.888197022361476e-05,-14.426735997134642,0.14004139984425504,31.356169216132002,2.589646833221915e-06,-23.328373108029268,True,-407.09953646850863,-416.3211201075614,-422.77762107657463,-429.0658190545537,2.7537876800554417,3.812395220455113
258,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1901654305161644,0.023195360927814438,0.010797840431913617,100,0,218.85185475396233,0.20543847895248935,4.220496863431241,0.014344038315073524,3175,99,9.848235548286198,0.007269136471933391,-5.831804267315306,0.07175757872231768,29.277843689457427,6.864419732923415e-06,-21.250047581354693,True,-423.5037056144261,-428.4278233885692,-438.1426274591548,-442.3263630580273,230.0012020637913,2.5762501076987863
259,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0028196827761544,0.07938412317536493,0.049590081983603276,96,0,21.63220685608065,0.21355195393984963,4.378025955026655,0.012206793511847152,3175,95,14.624321039332926,0.0006673736195211979,-10.607889758362035,0.11104439705165128,28.234443243480428,1.1179967211204683e-05,-20.206647135377693,True,-408.24045974629973,-415.5526202659662,-422.35768136803995,-428.3726718739913,358.96445608083155,3.2471953504244273
259,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.175929053171835,0.02659468106378724,0.012997400519896021,100,0,233.88714524297941,0.23184497084295874,5.375209050517239,0.004418981195890459,3175,99,15.270933219176527,0.00048301318353134016,-11.254501938205635,0.11126919002551773,38.384606437651996,9.334143563857853e-08,-30.356810329549262,True,-418.614851201303,-426.25031781089126,-437.807154420129,-442.3263630580263,238.60702638817907,3.28438423052314
260,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0141389935151754,0.07238552289542091,0.04539092181563687,96,0,19.594606977177737,0.23571985901787962,5.334129785799268,0.004599553081472226,3175,95,16.649688093838222,0.00024241872778385653,-12.63325681286733,0.12642327602804432,28.576344825336037,9.52974185630075e-06,-20.548548717233302,True,-407.75576618119146,-416.0806102281106,-422.0439385938595,-428.37267187399215,0.6815831123705721,3.5743468590889838
260,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.205315404913762,0.021795640871825634,0.009398120375924815,100,0,229.90164503223696,0.19553560685533383,3.823417354828367,0.02146842056559415,3175,99,9.695799819610329,0.00784483512330467,-5.679368538639437,0.07064688038991883,30.928584184509646,3.165820886888347e-06,-22.90078807640691,True,-421.7177018040755,-426.56560171388065,-437.1819938963303,-442.3263630580263,239.9578949390172,2.5446039558493925
261,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.987059068253583,0.08998200359928014,0.05838832233553289,96,0,13.325364565062387,0.19064549618589754,3.489187700732839,0.030108334709664696,3175,95,12.868040122908724,0.001605981694921469,-8.851608841937832,0.0977087245856875,25.54845122993231,3.9020380234682996e-05,-17.520655121829577,True,-410.07052341949816,-416.5045434809525,-422.8447490344643,-428.3726718739919,350.99564081387183,3.0145550694359184
261,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.2033953398932455,0.022195560887822437,0.009598080383923215,100,0,217.24308399221883,0.20051246784511537,4.020524976133842,0.017575699414701287,3175,98,10.987647022183182,0.004112091450818265,-6.971215741212291,0.08087665239766359,38.824177723102935,7.573983863694465e-08,-30.7963816150002,True,-415.5428234607389,-421.03664697183046,-434.95491232229034,-438.85335240030906,227.0709345817459,2.7357194531432243
262,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0068409286084004,0.07698460307938412,0.04899020195960808,96,0,5.772005936552578,0.21832236631911103,4.575806940976906,0.009979256864920414,3175,95,17.881228094529433,0.00013096059948867152,-13.864796813558542,0.13577452156306327,30.68559375595669,3.548414636005415e-06,-22.657797647853954,True,-407.43816237345686,-416.3787764207216,-422.7809592514352,-428.37267187399414,345.8287090464526,3.789307079755606
262,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.197515022718288,0.022595480903819236,0.009998000399920015,100,0,215.09469992945426,0.21542681653352458,4.640871328176885,0.009351321562653492,3175,99,11.964841711132863,0.0025227117731930976,-7.948410430161971,0.08717988788723638,37.87216128284422,1.1907057483243965e-07,-29.844365174741483,True,-418.36182225213463,-424.34424310770106,-437.29790289355674,-442.3263630580305,222.60611166452853,2.829525140348446
263,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9935400348035146,0.08638272345530894,0.05458908218356329,96,0,22.6057577247315,0.2187972609687693,4.595735175113831,0.00977858896293781,3175,95,14.396455775246181,0.0007479100153033278,-10.38002449427529,0.10931418607013128,26.681414631983216,2.305552416033796e-05,-18.653618523880482,True,-410.8709730521026,-418.0692009397257,-424.2116803680942,-428.37267187399556,2.802555253305566,3.223721904865823
263,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.2050229315515453,0.021795640871825634,0.009398120375924815,100,0,227.57842148081983,0.2404496525983722,5.781603543467788,0.002914826523943962,3175,98,14.332982388819232,0.0007720268765128989,-10.31655110784834,0.10550062557907325,33.29107358517376,1.0412861625519494e-06,-25.26327747707103,True,-417.5696563667047,-424.7361475611143,-434.2151931592916,-438.8533524003109,233.00635536795403,3.178898692093968
264,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.997418521028019,0.08298340331933614,0.052389522095580884,96,0,21.125816015983073,0.24445768121109293,5.736917558698017,0.0030441820803151463,3175,95,17.384241275257637,0.0001679035857529932,-13.367809994286745,0.1320008351443759,30.182495808906197,4.493078804253246e-06,-22.154699700803462,True,-407.0238671953649,-415.71598783299373,-422.115115099818,-428.3726718739953,2.694303871837025,3.727752483240278
264,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.2122320617279545,0.020795840831833633,0.008598280343931213,100,0,224.1107971451778,0.18339082872808274,3.363219606157298,0.034222813240777986,3175,98,8.313734736005244,0.01565652731682733,-4.297303455034353,0.06119481568827083,30.852715377959612,3.280645132673515e-06,-22.824919269856878,True,-420.13314995986457,-424.2900173278672,-435.5595076488444,-438.85335240031134,236.57610878433087,2.388081251422294
265,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9949953507545848,0.08498300339932013,0.05378924215156969,96,0,11.53194969166707,0.22133206793775614,4.702836892569936,0.008766918115241414,3175,95,15.266664279645056,0.0004840452616459628,-11.250232998674164,0.11592179393242423,27.80637869051486,1.3652142278139788e-05,-19.778582582412128,True,-409.037175048461,-416.6705071882835,-422.9403643937184,-428.372671873995,355.03356010047554,3.38012723827352
265,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.198285304410515,0.022595480903819236,0.009998000399920015,100,0,229.34494090359743,0.20009411359045384,4.003765429354945,0.017877380972475303,3175,99,11.083971543957773,0.003918737387931585,-7.067540262986881,0.08076156959506195,33.285102969407035,1.0442226733527895e-06,-25.2573068613043,True,-422.11957108181,-427.6615568537889,-438.76212256651354,-442.32636305802504,239.34596936399055,2.721469615720983
266,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0040269037670755,0.07838432313537293,0.049590081983603276,96,0,25.43312286509897,0.23961397042841381,5.511826063149002,0.0038343183364409838,3175,95,17.56138262133436,0.00015367181350569236,-13.544951340363468,0.13334589273133002,31.482810819712427,2.4399807863658766e-06,-23.455014711609692,True,-406.6385111473592,-415.4192024580264,-422.37991655721544,-428.3726718739915,5.246911525097245,3.6776085058574624
266,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.175817898976523,0.02659468106378724,0.012997400519896021,100,0,227.37901684601644,0.20902497772034326,4.369144131099,0.012331574037403122,3175,99,12.163462770708747,0.002284218365026736,-8.147031489737856,0.08862710817848,34.05411294416808,7.263871459059135e-07,-26.026316836065348,True,-421.35410018332004,-427.4358315686744,-438.3811566554041,-442.32636305803055,231.90975080533156,2.891028000549162
267,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.021649991348689,0.06798640271945611,0.041991601679664065,96,0,25.76318309073867,0.19948709026604292,3.8203295215499864,0.02151958309310833,3175,95,12.491986068984374,0.0019382049175523063,-8.475554788013483,0.09485329659251461,26.419849966512515,2.603719877558269e-05,-18.39205385840978,True,-407.867559202957,-414.1135522374492,-421.07748418621327,-428.3726718739927,4.5407073017388155,2.993104566745772
267,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1978451765000555,0.022595480903819236,0.009998000399920015,100,0,221.58409610343597,0.21249266224965283,4.515313150994503,0.010626993244559183,3175,99,12.05702298140693,0.002409077244970473,-8.040591700436039,0.08785155183414163,33.884382963777625,7.870008751377805e-07,-25.85658685567489,True,-422.26544293630707,-428.29395442701053,-439.2076344181959,-442.32636305802953,230.77707810704425,2.846799304697827
268,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.003544102658981,0.07878424315136973,0.049590081983603276,96,0,30.48903769378629,0.21243243977753226,4.332243981104147,0.012789196472846551,3175,95,14.93632233962012,0.0005709772623752012,-10.919891058649227,0.11341346404467888,30.828108860658062,3.31876947090067e-06,-22.800312752555328,True,-406.5814481398057,-414.04960930961573,-421.9955025701347,-429.06581905455346,7.588719994603338,3.2935678653961156
268,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.195294366891168,0.022795440911817635,0.009998000399920015,100,0,221.69384201354663,0.24473723255311858,5.989631299775924,0.002354825307665889,3175,98,14.549066161910673,0.000692963603084422,-10.532634880939781,0.10709115102731608,36.77221591575358,2.0068060291712554e-07,-28.744419807650843,True,-414.9850483474857,-422.25958142844104,-433.3711563053625,-438.8533524003088,227.0654582775263,3.201990411056884
269,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.018137685149498,0.06938612277544491,0.04299140171965607,96,0,17.592678452881223,0.234604592475966,5.283774221838151,0.004842797536993087,3175,95,19.498803661995908,5.8329544222871836e-05,-15.482372381025016,0.14805698603383716,33.71567202133815,8.522434541915462e-07,-25.687875913235416,True,-405.43560243435786,-415.1850042653558,-422.29343844502694,-428.3726718739927,356.3351520196594,4.03275851216279
269,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.2226301652908327,0.019396120775844832,0.007998400319936013,100,0,230.20355955141596,0.2203830989818505,4.856871031684411,0.007503181431243573,3175,98,11.613016137579507,0.003007915187942891,-7.596584856608615,0.0854797999563748,28.56949399120765,9.56029864032678e-06,-20.541697883104916,True,-420.68888159096593,-426.4953896597557,-434.97362858656976,-438.85335240030946,239.30688894019318,2.8050935874494147
270,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.001289490785159,0.08018396320735853,0.04999000199960008,96,0,14.454612909525087,0.24800433259950974,5.904590302860312,0.002562926250862153,3175,95,19.508933813448266,5.803484762463889e-05,-15.492502532477374,0.1481339056089096,31.982402074199854,1.929006579734017e-06,-23.95460596609712,True,-404.2283350637749,-413.98280197049905,-420.21953610087485,-428.37267187399334,355.87146455774683,3.9903982306936703
270,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.197441648474906,0.022595480903819236,0.009998000399920015,100,0,228.43147864491854,0.1974533143959901,3.898781136596171,0.019887917642604225,3175,99,10.242889478271877,0.005967395334639987,-6.226458197300985,0.07463316088220495,32.43978083506818,1.5553261645143214e-06,-24.411984726965443,True,-422.6747337178315,-427.7961784569674,-438.8946241353656,-442.3263630580292,237.39108999983398,2.6092478309446885
271,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9835667989885446,0.09318136372725455,0.060387922415516895,96,0,19.419804204369584,0.2241528894053124,4.82347371156002,0.0077515836251772895,3175,94,16.732103231396877,0.00023263226436488077,-12.715671950425985,0.1284006508275451,29.291311296178833,6.821287206166098e-06,-21.2635151880761,True,-401.9357192286475,-410.3017708443459,-416.5813748767369,-424.85820413133786,1.8090544417033922,3.5172684736083535
271,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.196909611921684,0.022795440911817635,0.009998000399920015,100,0,217.0023204164912,0.2251719102355122,5.070238915910956,0.006034986863945694,3175,98,12.412855209492136,0.0020164280906836848,-8.396423928521244,0.09136716660207672,34.96136309226404,4.7310163404892914e-07,-26.933566984161303,True,-417.6122896043513,-423.8187172090974,-435.0929711504833,-438.8533524003094,223.80557530415916,2.9097480616781084
272,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0037855177540624,0.07878424315136973,0.049590081983603276,96,0,17.768476668829393,0.22630280870265163,4.916444277764058,0.0070496770186151275,3175,95,15.993940870160714,0.00033648047474990264,-11.977509589189822,0.12144410093501146,28.318537432701078,1.0749443469524322e-05,-20.290741324598343,True,-409.5277559643911,-417.52472639947143,-423.6870246807416,-428.37267187399283,0.24471479696345572,3.436892962722897
272,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.2130518649406126,0.020795840831833633,0.008598280343931213,100,0,215.83364554660199,0.199606572225213,3.984278367549917,0.018234642356509147,3175,98,8.735786997278183,0.012677918512176903,-4.719355716307291,0.06430141111854859,32.21441180931993,1.7294517071331946e-06,-24.186615701217193,True,-417.46311737387225,-421.83101087251134,-433.5703232785322,-438.85335240030895,225.4635233421331,2.428885358010991
273,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0059569461762963,0.07698460307938412,0.04919016196760648,96,0,17.767383410414613,0.2375403280376633,5.416839114647107,0.004226118837665438,3175,95,18.305408189483842,0.00010593296233297562,-14.28897690851295,0.13899537692850822,30.717043014242563,3.4964144673786586e-06,-22.68924690613983,True,-406.8771326991747,-416.0298367939166,-422.235654206296,-428.3726718739921,358.68252566899514,3.856295616997048
273,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1946148747707372,0.022795440911817635,0.010397920415916816,100,0,215.08048835455526,0.21240963824515116,4.511785441943599,0.010665231035654685,3175,98,10.843182290564641,0.00442010801555694,-6.82675100959375,0.07981329243904409,37.941456605507256,1.1521559942824192e-07,-29.91366049740452,True,-414.6711769630001,-420.0927681082824,-433.64190526575373,-438.8533524003126,221.46800307525726,2.725639211625053
274,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9670782823059605,0.10657868426314737,0.06978604279144171,96,0,12.541609164434384,0.2200283371682578,4.647597039074739,0.009274980464834421,3175,95,16.508742516201323,0.0002601190211345573,-12.492311235230432,0.1253530576812444,32.008615017311854,1.9053576697991695e-06,-23.98081890920912,True,-405.4172578881887,-413.6716291462894,-421.42156539684464,-428.3726718739931,353.3914935701852,3.54871229331078
274,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1857253708200037,0.02459508098380324,0.011597680463907219,100,0,228.6107483168271,0.22730608788121728,5.166805758786368,0.005468155993213053,3175,98,13.063954880825122,0.001456123603331834,-9.04752359985423,0.0961597087804264,30.34978766532572,4.154021918823547e-06,-22.321991557222987,True,-419.6282644627079,-426.16024190312044,-434.80315829537074,-438.85335240031014,237.91737478679443,3.0032976185932423
275,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9798240632715804,0.09578084383123375,0.0625874825034993,96,0,15.480962693728346,0.22805312888362342,4.992790040986613,0.006520836975854999,3175,95,17.55023807206817,0.0001545305052651851,-13.533806791097277,0.1332612706999654,29.74465025997938,5.516604050939381e-06,-21.716854151876646,True,-407.22589421794476,-416.00101325397884,-422.09821934793445,-428.37267187399414,357.09964269066836,3.7387938996903816
275,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.170178634664158,0.027794441111777646,0.014397120575884824,100,0,236.70907608201134,0.19057585320324377,3.631915582414432,0.0260694200367765,3175,98,9.167695520752886,0.010215513728701038,-5.1512642397819945,0.06748055542943955,30.036594014131538,4.811193502275438e-06,-22.008797906028803,True,-419.4530118868456,-424.03685964722206,-434.4713088939114,-438.85335240030986,244.5839306300737,2.4981326361974916
276,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0128577344837866,0.07318536292741452,0.046390721855628876,96,0,20.48248498560117,0.24319518099557877,5.6778140217093425,0.003234427613209554,3175,95,20.420363793554543,3.679377455588352e-05,-16.40393251258365,0.15505451356899833,36.353095285740665,2.4479135844981347e-07,-28.32529917763793,True,-403.4934329854874,-413.7036148822647,-421.66998062835773,-428.3726718739942,359.21045681299546,4.156748540920407
276,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.180740292828608,0.02579484103179364,0.01199760047990402,100,0,225.3441420176304,0.2615531355212892,6.841004270101789,0.000981037916228529,3175,98,17.86997050066236,0.0001316998286431156,-13.85353921969147,0.1315352950109064,39.7737307907654,4.820780575143184e-08,-31.745934682662664,True,-414.1697326420237,-423.10471789235487,-434.0565980374064,-438.8533524003072,229.11709193669978,3.659909792521293
277,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.992245528150905,0.08698260347930414,0.05578884223155369,96,0,16.426943983589723,0.234038733447823,5.25831636037067,0.004970599411687219,3175,95,16.773127084901375,0.00022790913424684348,-12.756695803930484,0.12736056455572406,28.475785539613412,9.988186644909831e-06,-20.447989431510678,True,-407.81678970424167,-416.20335324669236,-422.0546824740484,-428.3726718739937,357.61082142150434,3.539869959117885
