realization_id,catalogue_kind,event_type,event_label,n_events,lohmann_event_count_ES,lohmann_poisson_ES_p_value,lohmann_fixed_n_ES_p_value,rayleigh_pre_n_phase_events_used,rayleigh_pre_n_extrapolated,rayleigh_pre_mean_phase_deg,rayleigh_pre_mean_resultant_length,rayleigh_pre_z,rayleigh_pre_p_value,n_hazard_bins_after_history_filter,n_hazard_events_after_history_filter,precession_phase_after_adjusted_climate_LR_statistic,precession_phase_after_adjusted_climate_LR_p_value,precession_phase_after_adjusted_climate_delta_AICc,precession_phase_after_adjusted_climate_bits_per_event,full_vs_adjusted_baseline_LR_statistic,full_vs_adjusted_baseline_LR_p_value,full_vs_adjusted_baseline_delta_AICc,full_model_converged,full_model_log_likelihood,adjusted_climate_model_log_likelihood,adjusted_baseline_log_likelihood,stationary_log_likelihood,full_model_pre_phase_preferred_deg,full_model_pre_phase_rate_ratio_max_vs_min
51,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1961572023865514,0.022795440911817635,0.009998000399920015,100,0,234.7676577913354,0.208348903743208,4.340926569099655,0.012690690785849477,3175,99,12.665603515446492,0.0017770479300438756,-8.6491722344756,0.09228587566464887,33.691539984040446,8.620061022645125e-07,-25.663743875937712,True,-420.9313927035739,-427.26419446129717,-437.77716269559414,-442.3263630580266,243.06803202486975,2.9279112430077907
52,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9915979592964335,0.08738252349530094,0.05578884223155369,96,0,26.95768406764518,0.18645800651129651,3.337592466448003,0.03510513457431935,3175,95,11.498858968736613,0.0031845971407834647,-7.482427687765721,0.0873123516319889,26.335677044452268,2.707596783776427e-05,-18.307880936349534,True,-408.32782227515474,-414.07725175952305,-421.4956607973809,-428.3726718739952,3.9047931978714794,2.81690049148088
52,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.189465936052404,0.023395320935812838,0.011197760447910418,100,0,225.58348438959084,0.1909526393479619,3.6462910473952803,0.025692346911553123,3175,98,8.512584211129479,0.014174763616886764,-4.496152930158587,0.0626584848293173,31.501573256408733,2.4185523285023777e-06,-23.473777148306,True,-417.89715396069175,-422.1534460662565,-433.6479405888961,-438.8533524003094,235.20006012208182,2.4020205515437127
53,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0148593436719913,0.07138572285542892,0.04539092181563687,96,0,23.680809089328218,0.26339649215937067,6.660260359858696,0.0011777444486896816,3175,95,19.44055154335365,6.00534372259441e-05,-15.424120262382758,0.14761467001969786,31.78593773978389,2.115813094005598e-06,-23.758141631681156,True,-406.0294199312217,-415.7496957028985,-421.92238880111364,-428.3726718739925,6.077253784419772,4.055726841881877
53,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.176651417082353,0.026394721055788842,0.01279744051189762,100,0,219.64220030631537,0.20986455156356146,4.404313000297474,0.011898111901267145,3175,98,10.691998050322013,0.004767186286551564,-6.675566769351121,0.0787004722673165,34.705672515808146,5.339027498891215e-07,-26.677876407705412,True,-416.7790831632744,-422.1250821884354,-434.13191942117845,-438.853352400311,227.87297704098668,2.7058554723176185
54,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.995641817184629,0.08458308338332333,0.05358928214357129,96,0,9.679968302193796,0.26447372897984384,6.7148499187683734,0.0011132717619820225,3175,95,23.425196385330537,8.189987448294304e-06,-19.408765104359645,0.17787060345771807,36.1104980873788,2.7461205627360026e-07,-28.082701979276067,True,-402.9652833353024,-414.67788152796766,-421.0205323789918,-428.3726718739941,350.7780472562872,4.6636476521639345
54,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1954045349854687,0.022795440911817635,0.009998000399920015,100,0,223.87638563137259,0.20474731786329317,4.192146417221241,0.014763426756231567,3175,99,11.308018210242722,0.0035034429110458822,-7.29158692927183,0.08239404946565286,36.455221236497664,2.332247352687965e-07,-28.42742512839493,True,-420.23828254870875,-425.8922916538301,-438.4658931669576,-442.32636305802725,228.29238030868817,2.7541877556987844
55,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9958034010735775,0.08438312337532493,0.05338932213557288,96,0,19.923947840976382,0.23213493639631264,5.173116354789131,0.005423212990166429,3175,95,15.778258257690368,0.00037479583178048534,-11.761826976719476,0.119806394432817,26.91134916834733,2.071634528652096e-05,-18.883553060244594,True,-409.81114521520806,-417.70027434405324,-423.2668197993817,-428.37267187399436,1.6197235778631514,3.4564397428845846
55,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1746133643533923,0.02659468106378724,0.013197360527894421,100,0,222.48814443396176,0.23941373186195775,5.73189350040694,0.003067171026875705,3175,98,15.374648333497248,0.0004586036783498924,-11.358217052526356,0.11316800462320534,38.218139386703115,1.0102490649608406e-07,-30.19034327860038,True,-417.0488069952141,-424.7361311619627,-436.15787668856564,-439.5464995808695,228.96636252417696,3.3482696226744317
56,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0214107097912635,0.06798640271945611,0.041991601679664065,96,0,24.858355684295933,0.22230771588626183,4.744389172086423,0.008403076593073449,3175,95,15.182453591053672,0.0005048613122941784,-11.16602231008278,0.11528237107547351,29.909302091740074,5.106988523429917e-06,-21.88150598363734,True,-406.5930382320896,-414.18426502761645,-421.54768927795965,-428.37267187399334,4.978585795683143,3.293017149933599
56,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1643198175160583,0.02979404119176165,0.015996800639872025,100,0,226.38679445915133,0.235339240815959,5.538455826783195,0.003739201570150138,3175,98,15.20231996041673,0.0004998712562446589,-11.185888679445839,0.11189954906581898,42.535290095634195,1.2919728953611083e-08,-34.50749398753146,True,-412.14497182801875,-419.7461318082271,-433.41261687583585,-438.8533524003076,230.51685482278816,3.308504889141283
57,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.017977889616158,0.06958608278344332,0.04299140171965607,96,0,15.72653542350553,0.236397756380638,5.364854325292749,0.0044571470547715986,3175,95,17.62518054208192,0.00014884720156615458,-13.60874926111103,0.13383031875175916,29.484045642014053,6.232773924083165e-06,-21.45624953391132,True,-408.99764537877843,-417.8102356498194,-423.73966819978546,-428.3726718739925,357.1610193096701,3.7146794258345084
57,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1877899218203525,0.023795240951809637,0.011397720455908818,100,0,224.43258008615106,0.22440412634539583,5.035721192084037,0.006251475280335176,3175,98,12.601882923671042,0.0018345767797123462,-8.58545164270015,0.09275854081552819,36.484145159939885,2.3004902050958827e-07,-28.45634905183715,True,-416.3689379447747,-422.6698794066102,-434.61101052474464,-438.85335240030844,229.91651436980197,2.9499464011316054
58,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0016117336808605,0.07978404319136173,0.04999000199960008,96,0,18.03283177740507,0.2170978946786983,4.524623603896625,0.010513615654682378,3175,95,14.830079615789373,0.0006021284231621306,-10.813648334818481,0.11260674904046228,26.994545605881285,1.9929445355417257e-05,-18.96674949777855,True,-409.6217212214542,-417.0367610293489,-423.11899402439485,-428.372671873994,357.7631349531765,3.3214475828611403
58,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1716269478092842,0.026994601079784044,0.013797240551889621,100,0,222.56048432028746,0.24786421365887296,6.143666841273142,0.00201041657675084,3175,98,14.52897616571579,0.0006999594992157798,-10.512544884744898,0.10694327481363325,32.89345364562189,1.2560046767717113e-06,-24.865657537519155,True,-418.4933131361518,-425.7578012190097,-434.94003995896276,-438.8533524003085,228.05817140277017,3.206066760257292
59,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9953186101508174,0.08498300339932013,0.05378924215156969,96,0,23.69719929534113,0.21876731513984518,4.594477264655648,0.009791135994927277,3175,95,15.588708535223532,0.00041205477533409177,-11.57227725425264,0.1183671184085813,31.092718897364648,2.930922482785306e-06,-23.064922789261914,True,-407.27129834243965,-415.0656526100514,-422.817657791122,-428.3726718739952,0.9074654358462682,3.3698570967818773
59,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1679299777862586,0.027994401119776045,0.015196960607878424,100,0,217.62138554984514,0.2359642447048684,5.567912477913901,0.003628125460926086,3175,99,17.043294950907352,0.00019911112431455583,-13.02686366993646,0.12418321770748458,46.32203935100915,2.1106305437159953e-09,-38.29424324290642,True,-415.146067951662,-423.6677154271157,-438.3070876271666,-442.3263630580291,222.14989883276695,3.5154494936847906
60,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9949953507545848,0.08498300339932013,0.05378924215156969,96,0,26.82806044864785,0.2174311967429008,4.538527230436803,0.010365707215722544,3175,94,15.356004839757361,0.0004628986529853498,-11.33957355878647,0.11784059590523864,28.14273260752259,1.1669060372379951e-05,-20.114936499419855,True,-405.24897314739985,-412.92697556727853,-419.32033945116115,-424.8582041313383,6.460045370894704,3.3700430738692533
60,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.191453388481225,0.023195360927814438,0.010797840431913617,100,0,222.6251568894283,0.20881142989388707,4.360221325432971,0.012444025184323543,3175,99,10.227462624257441,0.006013602381219462,-6.21103134328655,0.07452075560047189,31.616468538496406,2.291359226378258e-06,-23.58867243039367,True,-421.0254499494441,-426.13918126157284,-436.8336842186923,-442.3263630580285,230.79528308486647,2.6186209785345818
61,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.025793047619449,0.0655868826234753,0.03939212157568486,96,0,12.065832516886704,0.2270040929240091,4.946962387608208,0.006833347920131754,3175,94,18.739547373887945,8.52626822947847e-05,-14.723116092917053,0.1438055960894252,31.107096642799434,2.9111922800201417e-06,-23.0793005346967,True,-401.41242704844524,-410.7822007353892,-416.96597536984495,-424.8582041313397,355.0238181770501,3.9408096467298783
61,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.179723416223968,0.026194761047790442,0.012397520495900819,100,0,227.7059480769747,0.24664591192803403,6.083420587081152,0.0021387103802874793,3175,99,17.61467506386191,0.00014963111412488647,-13.598243782891018,0.12834648667426293,42.43389971143108,1.3560640091690507e-08,-34.40610360332835,True,-417.50165709439153,-426.3089946263225,-438.7186069501071,-443.0195102385883,231.7322084933506,3.6186531495504033
62,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.998386966428449,0.08178364327134573,0.051789642071585686,96,0,26.715423177161668,0.24875662603756296,5.940466463768827,0.0024702246091525687,3175,95,17.28365831357928,0.00017656364409937502,-13.267227032608389,0.13123709546010595,29.47637620911496,6.255196608887954e-06,-21.448580101012226,True,-406.9639218351964,-415.60575099198604,-421.7021099397539,-428.3726718739953,8.619369634781213,3.6440432694767324
62,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1940454085448025,0.02299540091981604,0.010397920415916816,100,0,232.83938462340055,0.23247679188792303,5.404545876650067,0.004288349180603659,3175,98,14.274633550289991,0.000794882084936628,-10.2582022693191,0.10507113792607442,35.74365350810638,3.267218655529596e-07,-27.715857400003642,True,-415.14206385483783,-422.2793806299828,-433.013890608891,-438.85335240031026,240.69351509213809,3.174881886696572
63,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9995162265601472,0.08118376324735053,0.05158968206358728,96,0,13.735472779097321,0.21826655858808955,4.573467897397241,0.010003076894605107,3175,95,15.271586734976495,0.0004828553809408508,-11.255155454005603,0.11595917078450667,28.802290188506845,8.574625572943542e-06,-20.77449408040411,True,-408.21637392734567,-415.8521672948339,-422.6175190215991,-428.3726718739932,355.09065552570286,3.320781126028555
63,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.207726831749036,0.021595680863827234,0.008998200359928014,100,0,217.03295313302868,0.21709502505583234,4.713024990399247,0.008688426586167333,3175,99,11.392592762490835,0.0033583806142040654,-7.376161481519944,0.08301028828945972,32.17153186713324,1.7647170037691194e-06,-24.143735759030506,True,-422.0182970575143,-427.7145934387597,-438.1040629910809,-442.32636305802805,225.9242372235564,2.773843524062594
64,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0114153425146166,0.07458508298340331,0.046590681863627276,96,0,30.66224517767373,0.2151922059218712,4.445537806994017,0.011395758664401847,3175,95,12.3694869490281,0.00206063008897571,-8.353055668057209,0.09392314463001893,24.434494548588646,6.535185805805792e-05,-16.40669844048591,True,-410.2070036309394,-416.3917471054535,-422.42425090523375,-428.3726718739935,12.041256467105336,2.934505583524504
64,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1966343700368562,0.022795440911817635,0.009998000399920015,100,0,226.02639335643386,0.18084701807633685,3.270564394710291,0.03758647127643502,3175,98,8.197390009654441,0.016594316781037035,-4.1809587286835495,0.06033843834265916,31.880768136681922,2.023496287956538e-06,-23.852972028579188,True,-418.1441437566937,-422.24283876152094,-434.0845278250347,-438.853352400309,238.1156088936612,2.3648794608095813
65,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0024976342642193,0.07938412317536493,0.049590081983603276,96,0,20.394447492912214,0.24916259082065806,5.959871679788416,0.0024214805220534696,3175,94,22.41877964157493,1.3546398751127853e-05,-18.402348360604037,0.172039692615333,34.87103633801871,4.937487611363492e-07,-26.843240229915978,True,-401.5581313422897,-412.76752116307716,-418.99364951129905,-425.5513513118974,1.174616038573907,4.55585809693409
65,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1874213949114787,0.02399520095980804,0.011397720455908818,100,0,232.06204268330762,0.22075803141628167,4.873410843479201,0.00737765691363434,3175,99,14.506733155032293,0.0007077875517029894,-10.490301874061402,0.10570096960739694,37.62574595588842,1.3385066468486783e-07,-29.597949847785685,True,-418.9700489015848,-426.22341547910094,-437.782921879529,-442.3263630580266,239.4605164544766,3.1867848409643904
66,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9866533058454292,0.08998200359928014,0.05858828234353129,96,0,14.969014019722408,0.24572674615537818,5.796636842506528,0.002863259758513525,3175,95,17.320321145765774,0.00017335646832061926,-13.303889864794883,0.13151548117684492,29.038560367876244,7.677649977372934e-06,-21.01076425977351,True,-408.0325016977789,-416.6926622706618,-422.55178188171703,-428.37267187399596,359.5040945350995,3.6991106203720445
66,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.181978393146609,0.02539492101579684,0.01199760047990402,100,0,221.89764601971942,0.19831918477533,3.9330499049951486,0.019208068387539756,3175,98,10.40547639094791,0.005501479650981338,-6.389045109977019,0.07659147544544764,36.03002369610181,2.852833090533509e-07,-28.002227587999073,True,-416.7717443006494,-421.97448249612336,-434.7867561487003,-438.85335240030827,230.14554970652685,2.6433778989935806
67,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9940252581366837,0.08558288342331534,0.05418916216756649,96,0,19.301659834676137,0.27108060947605755,7.054530896055439,0.0007839595555749091,3175,95,22.550313247900704,1.2684159531956165e-05,-18.533881966929812,0.1712275004907318,35.05339572359867,4.5294956991190626e-07,-27.025599615495935,True,-405.2471983775852,-416.5223550015356,-422.77389623938456,-428.3726718739933,0.16803107038077686,4.52955821381792
67,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.177947366752559,0.026394721055788842,0.01279744051189762,100,0,231.74062367773863,0.1538954046614486,2.3683795575911017,0.09342670785010038,3175,99,8.736554719327614,0.012673052887307171,-4.7201234383567225,0.06365749579812635,35.41308730306332,3.820668433743266e-07,-27.385291194960587,True,-420.4030898830704,-424.7713672427342,-438.10963353460204,-442.32636305802663,243.5101088084264,2.3995945975847204
68,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9990323360452826,0.08158368326334733,0.05158968206358728,96,0,18.067763959391957,0.2440916544329423,5.719750633325849,0.0030982629499514834,3175,95,17.715369885240875,0.0001422840789790108,-13.698938604269983,0.13451513832079315,32.06141976422248,1.8585913347226595e-06,-24.033623656119744,True,-407.10798020729806,-415.9656651499185,-423.1386900894093,-428.3726718739946,359.6213196585071,3.7145469732186767
68,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.17222084821388,0.026994601079784044,0.013797240551889621,100,0,226.1575361433595,0.2359464305462382,5.5670718087510815,0.003631249507978475,3175,98,13.833469776165884,0.0009910605871833785,-9.817038495194993,0.10182386859368306,31.807006136298014,2.0949472465303986e-06,-23.77921002819528,True,-419.52295411465866,-426.4396890027416,-435.42645718280767,-438.85335240030975,234.11059909480932,3.138664579076963
69,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9868967732340568,0.08998200359928014,0.05838832233553289,96,0,22.025774356990507,0.1922428657076183,3.5479026638858278,0.028369029941904676,3175,95,12.983973438973749,0.0015155350720758125,-8.967542158002857,0.09858902153390235,27.50451084315955,1.571555706213197e-05,-19.476714735056817,True,-407.3522385081553,-413.8442252276422,-421.1044939297351,-428.3726718739925,357.5192355251675,3.021674794277013
69,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.226815635945521,0.018196360727854428,0.007998400319936013,100,0,228.60697120457522,0.19631650234670517,3.8540169093643897,0.020812165209893506,3175,99,10.988945438221776,0.00410942271444857,-6.972514157250885,0.08006917721374725,36.08353038855785,2.7814300211097737e-07,-28.055734280455113,True,-421.334080809436,-426.8285535285469,-439.3758460037149,-443.7126574191472,237.20978555916196,2.7230926560537534
70,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0056354014204953,0.07718456308738253,0.04919016196760648,96,0,21.897417860778457,0.22070732895966583,4.676325605424974,0.009007201487309354,3175,94,16.43197918788269,0.00027029689447100486,-12.415547906911797,0.12609752599121815,28.89854598034117,8.197256411965719e-06,-20.870749872238434,True,-405.97697647591656,-414.1929660698579,-420.42624946608714,-424.858204131336,3.9067277344230167,3.545489269256574
70,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.2061012349436133,0.021795640871825634,0.009398120375924815,100,0,231.12628086418007,0.2058637723154124,4.237989275193196,0.01409120785846895,3175,98,11.282230083261766,0.0035489090178910175,-7.265798802290874,0.08304498669025524,32.395223927579536,1.5883077305629084e-06,-24.367427819476802,True,-418.1518507426736,-423.7929657843045,-434.3494627064634,-438.85335240030884,242.04789461277505,2.7832443557694955
71,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.001047774558565,0.08058388322335533,0.05038992201559688,96,0,24.094120501521488,0.24318182459917903,5.677190382277044,0.0032364967932300786,3175,95,17.930649183740456,0.00012776414743636506,-13.914217902769565,0.13614978240685313,30.680872396332802,3.5562874300665697e-06,-22.653076288230068,True,-405.6897176918226,-414.6550422836928,-421.030153889989,-428.3726718739944,2.8863574344566003,3.7480179635493815
71,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.168134497509449,0.027994401119776045,0.015196960607878424,100,0,225.17261075500576,0.24879979980600225,6.19013403835068,0.001916720480734514,3175,98,17.208106246042803,0.00018336110042303113,-13.191674965071911,0.12666351808294055,39.182165603605995,6.388222435159362e-08,-31.15436949550326,True,-414.5293834893401,-423.1334366123615,-434.1204662911431,-438.85335240031037,230.48453299226477,3.6250776038820556
72,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0106135665260845,0.07498500299940011,0.046590681863627276,96,0,21.442440449548684,0.25627083552092805,6.304775149305078,0.0016985732329159145,3175,95,19.76144802717954,5.1151230273412e-05,-15.745016746208648,0.15005127931366796,33.255133141811484,1.059087773112657e-06,-25.22733703370875,True,-405.27015170647155,-415.1508757200613,-421.8977182773773,-428.3726718739955,3.2789470674971803,3.967179692385826
72,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1769106687363573,0.026394721055788842,0.01279744051189762,100,0,219.82361266527798,0.23584312776552407,5.562198091422531,0.0036494137398149096,3175,99,14.727906273781855,0.0006336884444235534,-10.711474992810963,0.10731251183768957,39.353599262747025,5.887864648877324e-08,-31.32580315464429,True,-420.33619794355155,-427.7001510804425,-440.01299757492507,-442.3263630580277,224.43448655125198,3.1860444735891957
73,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0033831431003635,0.07878424315136973,0.049590081983603276,96,0,22.578650714573634,0.21723136571759782,4.5301887601471424,0.01045416256507339,3175,95,15.36359438792249,0.0004611453859043516,-11.347163106951598,0.11665779701939623,30.03269187581941,4.820002476764847e-06,-22.004895767716675,True,-407.9984917461728,-415.68028894013406,-423.0148376840825,-428.3726718739936,1.0182526954863784,3.368922282591042
73,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.200850962991998,0.022395520895820836,0.009598080383923215,100,0,232.24415940563614,0.2175650846225026,4.733456604679671,0.008509359190969188,3175,98,11.248263083511688,0.0036096966459686023,-7.231831802540796,0.08279496616937099,33.03145127568905,1.1769001677297053e-06,-25.003655167586317,True,-417.7427194851975,-423.3668510269533,-434.258445123042,-438.8533524003093,239.53025692233754,2.7587056324300847
74,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9981448990825876,0.08218356328734253,0.051989602079584085,96,0,27.708991744973947,0.1844111430744968,3.2647170902440825,0.0377926896698586,3175,95,10.779404103359298,0.004563332770538566,-6.762972822388406,0.08184943601923475,22.90836842889621,0.000132076723378086,-14.880572320793476,True,-410.12633952746444,-415.5160415791441,-421.58052374191254,-428.37267187399283,5.300041053336755,2.7086436863659324
74,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1811469107280814,0.02579484103179364,0.01199760047990402,100,0,230.3283012655331,0.2027257887723749,4.1097745433381565,0.016052438030148594,3175,98,11.277176610931292,0.00355788751302098,-7.2607453299604,0.08300778965214073,36.16588947712967,2.6749906978636076e-07,-28.138093369026933,True,-416.2398320491247,-421.87842035459033,-434.3227767876895,-438.8533524003087,235.18079203429747,2.7683916774967234
75,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9859227245898987,0.09038192361527694,0.0591881623675265,96,0,17.045158053787684,0.24932373993500379,5.96758342033703,0.002402376054738784,3175,95,19.506903982738436,5.8093777982217264e-05,-15.490472701767544,0.14811849283681006,32.829037539147066,1.2947220756583053e-06,-24.801241431044332,True,-406.2572740669999,-416.01072605836913,-422.67179283657345,-428.37267187399465,357.9011405931445,3.958837338636067
75,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.2036697373222554,0.022195560887822437,0.009398120375924815,100,0,234.76494934841736,0.24212218905158445,5.86231544311312,0.0026833445186157903,3175,99,15.05220114220947,0.0005388353153611233,-11.035769861238578,0.10967543405216561,33.52381031512243,9.330107134521529e-07,-25.496014207019698,True,-421.2963173657923,-428.822417936897,-438.0582225233535,-442.32636305802964,241.20262274526573,3.250068084117692
76,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9877892318635801,0.08958208358328335,0.057788442311537694,96,0,26.8118506673732,0.23002695076779567,5.07959021563487,0.0059673670651892614,3175,95,14.811926996119382,0.0006076184039862891,-10.79549571514849,0.11246891380689891,29.637844381450577,5.799636236383489e-06,-21.610048273347843,True,-408.5662184445648,-415.9721819426245,-423.3851406352901,-428.3726718739954,6.611853775129381,3.2850987052519045
76,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.2117947091026435,0.020795840831833633,0.008598280343931213,100,0,227.5532945845212,0.21455813461818732,4.603519313083619,0.009714009161068975,3175,98,12.552476384506235,0.001880461239158814,-8.536045103535344,0.09239487464695395,35.1311994987542,4.365821154579643e-07,-27.103403390651465,True,-417.46669893519334,-423.74293712744645,-435.03229868457043,-438.8533524003103,234.60768531249332,2.9368633295792836
77,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.992569233657656,0.08678264347130574,0.05558888222355529,96,0,17.486756666308302,0.24213011147839478,5.628191124915829,0.003403255525403863,3175,95,19.7054356306204,5.2604030519500684e-05,-15.689004349649508,0.14962596980448808,32.51766237368372,1.4993075024234719e-06,-24.489866265580986,True,-405.66478219113554,-415.51750000644574,-421.9236133779774,-428.3726718739937,357.9031330050349,4.01882951468394
77,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.192850886329095,0.023195360927814438,0.010597880423915218,100,0,223.77155517084776,0.21385844341536367,4.57354338200423,0.010015169675043126,3175,98,12.715302363106957,0.0017334334544410984,-8.698871082136066,0.09359338603397002,40.0538610137055,4.218814896237249e-08,-32.026064905602766,True,-413.3423475959572,-419.6999987775107,-433.36927810281,-438.8533524003103,232.09475104456675,2.9523702532110856
78,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9997581279091392,0.08118376324735053,0.05118976204759048,96,0,24.339560859940203,0.20793822159895706,4.150877184166749,0.015380897039381116,3175,95,13.884897266200369,0.000965901560585452,-9.868465985229477,0.1054298548905263,27.438775210823565,1.6204491584220442e-05,-19.41097910272083,True,-408.962068122627,-415.9045167557272,-422.68145572803877,-428.3726718739947,0.7177846762173247,3.163280388817757
78,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1945046670340695,0.022795440911817635,0.010397920415916816,100,0,229.92271198513163,0.23551985322297264,5.546960126217058,0.0037067904190603365,3175,98,13.28306611648975,0.001305025030091238,-9.266634835518857,0.09777251843908155,32.757678643336476,1.3390020149040227e-06,-24.72988253523374,True,-417.23969110515304,-423.8812241633979,-433.6185304268213,-438.8533524003111,235.83362232703288,3.0655409808534095
79,age_randomized,strong_monsoon_start,Strong monsoon starts,96,1.9994355862735076,0.08138372325534893,0.05158968206358728,96,0,20.862847346345248,0.2140799941725111,4.399703414870629,0.011940308369090873,3175,95,15.133513829169829,0.0005173675981294496,-11.117082548198937,0.11491076501351506,29.642776334202267,5.786253955447599e-06,-21.614980226099533,True,-407.0845948401605,-414.6513517547454,-421.9059830072616,-428.37267187399226,359.00696792923515,3.3323717629854133
79,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1758920024043142,0.02659468106378724,0.012997400519896021,100,0,216.38546339430198,0.216310555529433,4.679025643345192,0.008994751553412821,3175,98,11.79824219185025,0.00274185358636525,-7.781810910879358,0.08684319133361883,34.74609979063678,5.237952443761149e-07,-26.718303682534042,True,-417.6129412963468,-423.5120623922719,-434.98599119166516,-438.85335240030884,223.73197968115673,2.8211742131355466
80,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.020213876883372,0.0687862427514497,0.04239152169566087,96,0,23.922397005015572,0.2079969522839938,4.15322228730528,0.015344260632479722,3175,95,14.456206930270923,0.0007258962460454535,-10.439775649300032,0.10976788446508698,29.899280144954105,5.131031691794965e-06,-21.87148403685137,True,-407.3974628650481,-414.6255663301836,-422.34710293752516,-428.37267187399493,0.7839680199717163,3.236585933561477
80,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.209880273663658,0.021395720855828835,0.008798240351929614,100,0,224.99747567992102,0.22421642100898617,5.027300345007894,0.006305450931928139,3175,98,13.031397756484807,0.0014800211833378883,-9.014966475513916,0.09592006591393977,33.60591941802636,8.975518113287792e-07,-25.578123309923626,True,-417.1331274861584,-423.6488263644008,-433.9360871951716,-438.8533524003084,232.89504808979294,2.9894044338746752
81,age_randomized,strong_monsoon_start,Strong monsoon starts,96,2.0034636244961215,0.07878424315136973,0.049590081983603276,96,0,20.305186217814608,0.23989567885237084,5.524793926275826,0.0037837103155308627,3175,95,17.073225405146786,0.00019615356657595783,-13.056794124175894,0.12963925065255122,29.33532864167023,6.682186325238846e-06,-21.307532533567496,True,-406.8152116503845,-415.3518243529579,-421.48287597121964,-428.3726718739921,3.465871665539,3.612178199880769
81,age_randomized,weak_monsoon_start,Weak monsoon starts,100,2.1802041806372126,0.025994801039792043,0.01219756048790242,100,0,221.81896784902716,0.23483910845850864,5.5149406861587185,0.003830296217721922,3175,99,14.031525524832546,0.0008976208791185731,-10.015094243861654,0.10223844591304457,34.55486971876144,5.733510654468246e-07,-26.527073610658704,True,-420.9976123992999,-428.01337516171617,-438.2750472586806,-442.3263630580277,229.57174107181174,3.103053833508375
