driver,driver_label,event_type,event_label,event_index,event_age_ka,orbital_value_at_event,phase_unwrapped_rad,phase_rad,phase_deg,phase_fraction,phase_extrapolated,signed_distance_to_min_rad,signed_distance_to_max_rad,source_event_order
pre,Precession index,strong_monsoon_start,Strong monsoon starts,1,10.824,-0.01917576,24.93048250168723,6.080926580148471,348.41142857142853,0.9678095238095237,False,-0.20225872703111517,2.939333926558678,1
pre,Precession index,strong_monsoon_start,Strong monsoon starts,2,11.514,-0.01961644,25.136776301851395,0.004035073133049849,0.23119266055038645,0.0006422018348621846,False,0.004035073133049848,-3.1375575804567433,2
pre,Precession index,strong_monsoon_start,Strong monsoon starts,3,14.617,-0.012526029999999994,26.031121439841225,0.8983802111228805,51.473394495412904,0.14298165137614696,False,0.8983802111228805,-2.2432124424669126,3
pre,Precession index,strong_monsoon_start,Strong monsoon starts,4,23.685,0.017207600000000003,28.634775539438753,3.5020343107204077,200.65178571428572,0.5573660714285714,False,-2.7811509964591785,0.3604416571306146,4
pre,Precession index,strong_monsoon_start,Strong monsoon starts,5,27.955,0.0006024500000000051,29.83250773861986,4.699766509901515,269.27678571428567,0.7479910714285712,False,-1.5834187972780713,1.558173856311722,5
pre,Precession index,strong_monsoon_start,Strong monsoon starts,6,29.43,-0.006067300000000003,30.246244271123874,5.113503042405529,292.9821428571429,0.8138392857142858,False,-1.169682264774057,1.9719103888157363,6
pre,Precession index,strong_monsoon_start,Strong monsoon starts,7,32.675,-0.014802249999999996,31.156464642632702,6.023723413914357,345.13392857142856,0.9587053571428571,False,-0.2594618932652291,2.8821307603245643,7
pre,Precession index,strong_monsoon_start,Strong monsoon starts,8,33.995,-0.0151657,31.5078472098363,0.09192067393836822,5.266666666666678,0.014629629629629663,False,0.09192067393836822,-3.049671979651425,8
pre,Precession index,strong_monsoon_start,Strong monsoon starts,9,35.535,-0.013403200000000007,31.866221482912465,0.4502949470145339,25.79999999999982,0.07166666666666617,False,0.4502949470145339,-2.6912977065752592,9
pre,Precession index,strong_monsoon_start,Strong monsoon starts,10,38.305,-0.006054399999999992,32.510829753315704,1.094903217417773,62.733333333333164,0.17425925925925878,False,1.094903217417773,-2.04668943617202,10
pre,Precession index,strong_monsoon_start,Strong monsoon starts,11,41.595,0.0047345999999999925,33.27644751852388,1.8605209826259497,106.59999999999968,0.2961111111111102,False,1.8605209826259497,-1.2810716709638434,11
pre,Precession index,strong_monsoon_start,Strong monsoon starts,12,43.615,0.0100208,33.74652286372769,2.3305963278297597,133.53333333333325,0.37092592592592566,False,2.3305963278297597,-0.8109963257600334,12
pre,Precession index,strong_monsoon_start,Strong monsoon starts,13,47.25,0.0139725,34.59349162445249,3.1775650885545588,182.0610687022899,0.5057251908396941,False,-3.105620218625028,0.035972434964765654,13
pre,Precession index,strong_monsoon_start,Strong monsoon starts,14,49.65,0.011539500000000006,35.16905058388879,3.753124047990859,215.03816793893125,0.597328244274809,False,-2.5300612591887277,0.6115313944010659,14
pre,Precession index,strong_monsoon_start,Strong monsoon starts,15,53.8,-0.001069,36.16428795124739,4.748361415349457,272.06106870229,0.7557251908396945,False,-1.5348238918301293,1.606768761759664,15
