driver,driver_label,event_type,event_label,n_events_total,n_phase_events_used,n_extrapolated_phase_events,mean_phase_rad,mean_phase_deg,mean_resultant_length,rayleigh_R,rayleigh_z,rayleigh_p
obl,Obliquity,strong_monsoon_start,Strong monsoon starts,96,96,0,4.677867164612058,268.02204565510004,0.0632611918340525,6.07307441606904,0.38418992565741994,0.6821045671182877
obl,Obliquity,weak_monsoon_start,Weak monsoon starts,100,100,0,6.2652603576706065,358.97297604515035,0.05253709051702422,5.253709051702422,0.2760145879993996,0.7597050386179188
pre,Precession index,strong_monsoon_start,Strong monsoon starts,96,96,0,0.38290183132767663,21.938658902906,0.2541122839598758,24.394779260148077,6.199013074493237,0.001893816080589878
pre,Precession index,weak_monsoon_start,Weak monsoon starts,100,100,0,3.931260376219953,225.2446277244155,0.2419546088051652,24.19546088051652,5.854203272206052,0.002705758359739593
