ks_window_id,ks_window_label,ks_window_kyr,dataset_id,dataset_label,model_id,term,beta,rate_ratio_per_unit
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,strong_monsoon_start,Strong monsoon starts,climate_lr04_co2_pre_phase,pre_phase_cos,0.5681705291136214,1.76503501570289
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,stationary,intercept,-1.8562979903656263,0.15625
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,lr04,intercept,-1.9379530816775,0.1439984012817984
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,lr04,lr04_scaled,1.7753497963330254,5.902345394038162
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,co2,intercept,-1.9634077698441517,0.14037922480071735
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,co2,co2_scaled,-2.1993671002446713,0.11087330785060644
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,climate_lr04_co2,intercept,-1.9655093619597217,0.14008451471735037
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,climate_lr04_co2,lr04_scaled,0.4778653340762015,1.6126283026804071
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,climate_lr04_co2,co2_scaled,-1.7810966754389803,0.16845330732764813
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,pre_phase,intercept,-1.9169807563053542,0.14705027317162406
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,pre_phase,pre_phase_sin,-0.35147000950033086,0.7036529525491984
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,pre_phase,pre_phase_cos,-0.3261484589560766,0.7216980369410209
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,lr04_pre_phase,intercept,-2.002015978308625,0.13506272506920294
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,lr04_pre_phase,lr04_scaled,1.8598349165058108,6.4226764060439745
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,lr04_pre_phase,pre_phase_sin,-0.4496494004693833,0.6378517429456562
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,lr04_pre_phase,pre_phase_cos,-0.25465871699600395,0.775181008925332
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,co2_pre_phase,intercept,-2.0241389742916143,0.1321075422220349
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,co2_pre_phase,co2_scaled,-2.223566853181177,0.10822240614546555
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,co2_pre_phase,pre_phase_sin,-0.41323832133996946,0.6615046133747415
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,co2_pre_phase,pre_phase_cos,-0.2758492547773619,0.7589273268075418
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,intercept,-2.024398086952724,0.13207331591964278
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,lr04_scaled,0.5679656437601864,1.7646734229236698
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,co2_scaled,-1.7075554118432286,0.18130847586036916
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,pre_phase_sin,-0.4238912847514647,0.6544950316312875
ks_0p4_4kyr,KS 0.4-4 kyr,0.4-4,weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,pre_phase_cos,-0.2630125933081223,0.7687322163685386
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,stationary,intercept,-1.995560057699134,0.1359375
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,lr04,intercept,-2.047465227635865,0.129061631178815
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,lr04,lr04_scaled,1.4094195086943937,4.093578427544813
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,co2,intercept,-2.0259778123185326,0.1318648410622029
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,co2,co2_scaled,-1.152268159169376,0.3159194006480018
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,climate_lr04_co2,intercept,-2.0473857471639447,0.12907188946582923
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,climate_lr04_co2,lr04_scaled,1.5443140858584619,4.684757183530061
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,climate_lr04_co2,co2_scaled,0.18464474749609888,1.2027910696808053
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,pre_phase,intercept,-2.076978336844131,0.12530828012714212
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,pre_phase,pre_phase_sin,0.21428637156850017,1.2389774118996353
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,pre_phase,pre_phase_cos,0.5536856014730481,1.7396528841770968
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,lr04_pre_phase,intercept,-2.1434875956970556,0.11724522520338189
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,lr04_pre_phase,lr04_scaled,1.6370438200376876,5.139952406753299
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,lr04_pre_phase,pre_phase_sin,0.12247138686853444,1.1302867785671284
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,lr04_pre_phase,pre_phase_cos,0.6210034129175745,1.8607942503886705
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,co2_pre_phase,intercept,-2.114196834602868,0.12073021695622725
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,co2_pre_phase,co2_scaled,-1.2782993713284716,0.2785105409472191
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,co2_pre_phase,pre_phase_sin,0.17140816883907603,1.186975136422511
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,co2_pre_phase,pre_phase_cos,0.590868558700344,1.8055559658876328
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,climate_lr04_co2_pre_phase,intercept,-2.143247882137603,0.11727333384252057
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,climate_lr04_co2_pre_phase,lr04_scaled,1.6832265521516494,5.382896176780784
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,climate_lr04_co2_pre_phase,co2_scaled,0.06457876209715388,1.066709591220545
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,climate_lr04_co2_pre_phase,pre_phase_sin,0.12138112276271988,1.1290551389913919
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,strong_monsoon_start,Strong monsoon starts,climate_lr04_co2_pre_phase,pre_phase_cos,0.6206672488682425,1.8601688233874127
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,stationary,intercept,-1.9616585060234524,0.140625
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,lr04,intercept,-2.02032912559853,0.1326118119548535
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,lr04,lr04_scaled,1.5000038682317658,4.481706406583621
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,co2,intercept,-2.0405934175373663,0.12995157245094102
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,co2,co2_scaled,-1.877657806136471,0.15294792023808693
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,climate_lr04_co2,intercept,-2.0415098236085534,0.12983253859099303
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,climate_lr04_co2,lr04_scaled,0.3187616153252519,1.3754234059608959
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,climate_lr04_co2,co2_scaled,-1.5975517740633167,0.2023914118453249
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,pre_phase,intercept,-2.0388433499052407,0.1301791956114982
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,pre_phase,pre_phase_sin,-0.40541184513772327,0.6667021762592922
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,pre_phase,pre_phase_cos,-0.3627792724124315,0.6957399855604713
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,lr04_pre_phase,intercept,-2.101799701228899,0.12223624146321718
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,lr04_pre_phase,lr04_scaled,1.5968273610157204,4.9373431420097615
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,lr04_pre_phase,pre_phase_sin,-0.49175131587941107,0.6115544307993693
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,lr04_pre_phase,pre_phase_cos,-0.30300434932986225,0.7385958839663623
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,co2_pre_phase,intercept,-2.118909075645475,0.12016264539007125
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,co2_pre_phase,co2_scaled,-1.9122488210337625,0.14774775446264943
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,co2_pre_phase,pre_phase_sin,-0.4598663336648184,0.6313680325180066
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,co2_pre_phase,pre_phase_cos,-0.32112374092839174,0.7253334919971318
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,intercept,-2.1186285016869,0.1201963646293102
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,lr04_scaled,0.43265247990991573,1.541340480833091
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,co2_scaled,-1.5160851796471464,0.2195697828571782
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,pre_phase_sin,-0.46869361214101474,0.6258192972199671
ks_0p6_4kyr,KS 0.6-4 kyr,0.6-4,weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,pre_phase_cos,-0.3116974785387896,0.7322030018483838
