dataset_id,dataset_label,event_index,event_age_ka,analysis_start_ka,analysis_end_ka,source_event_id,cheng_event_age_ka,ch4_event_age_ka,event_label,source
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,47,179.65,0.0,640.0,47,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,48,187.75,0.0,640.0,48,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,49,191.75,0.0,640.0,49,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,50,193.25,0.0,640.0,50,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,51,201.15,0.0,640.0,51,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,52,209.25,0.0,640.0,52,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,53,221.05,0.0,640.0,53,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,54,228.65,0.0,640.0,54,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,55,232.65,0.0,640.0,55,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,56,234.15,0.0,640.0,56,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,57,246.75,0.0,640.0,57,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,58,250.05,0.0,640.0,58,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,59,252.15,0.0,640.0,59,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,60,256.05,0.0,640.0,60,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,61,259.65,0.0,640.0,61,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,62,276.95,0.0,640.0,62,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,63,281.4,0.0,640.0,63,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,64,284.7,0.0,640.0,64,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,65,307.25,0.0,640.0,65,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,66,318.05,0.0,640.0,66,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,67,324.15,0.0,640.0,67,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,68,341.15,0.0,640.0,68,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,69,349.55,0.0,640.0,69,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,70,364.35,0.0,640.0,70,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,71,367.35,0.0,640.0,71,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,72,368.65,0.0,640.0,72,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,73,369.55,0.0,640.0,73,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,74,371.55,0.0,640.0,74,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,75,371.95,0.0,640.0,75,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,76,378.65,0.0,640.0,76,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,77,398.85,0.0,640.0,77,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,78,430.15,0.0,640.0,78,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,79,441.85,0.0,640.0,79,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,80,453.55,0.0,640.0,80,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,81,457.6,0.0,640.0,81,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,82,460.15,0.0,640.0,82,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,83,467.35,0.0,640.0,83,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,84,475.35,0.0,640.0,84,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,85,479.05,0.0,640.0,85,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,86,500.1,0.0,640.0,86,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,87,513.95,0.0,640.0,87,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,88,521.95,0.0,640.0,88,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,89,535.0,0.0,640.0,89,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,90,552.7,0.0,640.0,90,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,91,554.2,0.0,640.0,91,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,92,556.95,0.0,640.0,92,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,93,560.45,0.0,640.0,93,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,94,569.5,0.0,640.0,94,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,95,589.8,0.0,640.0,95,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,96,614.9,0.0,640.0,96,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,97,629.0,0.0,640.0,97,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,98,632.3,0.0,640.0,98,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,99,635.2,0.0,640.0,99,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
rousseau2023_weak_monsoon_starts,Rousseau 2023 weak monsoon starts,100,639.2,0.0,640.0,100,,,,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
