dataset_id,dataset_label,model_id,model_label,n_bins,n_events,n_parameters,observed_zero_count,expected_zero_count,observed_zero_fraction,expected_zero_fraction,observed_nonzero_count,observed_multi_event_bin_count,expected_multi_event_bin_count,max_observed_event_count_per_bin,max_fitted_expected_events_per_bin,mean_fitted_expected_events_per_bin,pearson_chi2,pearson_dispersion,deviance,deviance_dispersion
strong_monsoon_start,Strong monsoon starts,stationary,Stationary,3175,95,1,3080,3081.4071899517803,0.9700787401574803,0.9705219495911119,95,0,1.3932248370638147,1,0.02992125984252649,0.029921259842519685,3080.0000000000346,0.9703843730308868,666.7453437479898,0.2100646955727756
strong_monsoon_start,Strong monsoon starts,history_resolution_baseline,Event-process baseline,3175,95,3,3080,3081.6643242232167,0.9700787401574803,0.9706029367632178,95,0,1.6413709619291337,1,0.10032778593391337,0.0299212592437801,2989.749754685089,0.9425440588540634,650.1373860928286,0.2049613449220771
strong_monsoon_start,Strong monsoon starts,baseline_lr04,Event-process baseline + LR04,3175,95,4,3080,3081.923113620398,0.9700787401574803,0.970684445234771,95,0,1.8857652891017773,1,0.19090567746075104,0.02992124461798841,2878.9218597029085,0.9078908419119863,636.781573577389,0.20081411970274016
strong_monsoon_start,Strong monsoon starts,baseline_co2,Event-process baseline + CO$_2$,3175,95,4,3080,3081.876229784699,0.9700787401574803,0.9706696786723461,95,0,1.842584733981099,1,0.18227181955363933,0.02992125146974101,2936.1700755863267,0.9259445208408472,638.6455884412846,0.2014019515740412
strong_monsoon_start,Strong monsoon starts,baseline_climate_lr04_co2,Climate-state model,3175,95,5,3080,3081.932815865107,0.9700787401574803,0.9706875010598762,95,0,1.894854331410542,1,0.19609568400171604,0.02992125729971212,2880.40647575588,0.9086455759482271,636.4044102601832,0.20075848904106727
strong_monsoon_start,Strong monsoon starts,baseline_pre_phase,Event-process baseline + precession phase,3175,95,5,3080,3081.9197335161357,0.9700787401574803,0.9706833806350034,95,0,1.8854524876639691,1,0.14027193551300976,0.029921268159711127,3000.264047409062,0.946455535460272,635.5601669128032,0.2004921662185499
strong_monsoon_start,Strong monsoon starts,baseline_lr04_pre_phase,Event-process baseline + LR04 + precession phase,3175,95,6,3080,3082.2952495009567,0.9700787401574803,0.9708016533861281,95,0,2.2367994610532254,1,0.2617227557134246,0.029921282006430454,2766.2397039544285,0.8729061861642248,617.5985819715793,0.19488752981116417
strong_monsoon_start,Strong monsoon starts,baseline_co2_pre_phase,Event-process baseline + CO$_2$ + precession phase,3175,95,6,3080,3082.2320568245987,0.9700787401574803,0.9707817501809759,95,0,2.179992514865222,1,0.21130165299712056,0.02992126349941627,2830.0971489252324,0.8930568472468389,619.9005614813358,0.19561393546271247
strong_monsoon_start,Strong monsoon starts,baseline_climate_lr04_co2_pre_phase,Full predictive model,3175,95,7,3080,3082.314605096545,0.9700787401574803,0.9708077496367071,95,0,2.2553397873229035,1,0.2495165906010793,0.029921302978679818,2762.567761100304,0.8720226518624696,616.6540098978452,0.19465088696270366
weak_monsoon_start,Weak monsoon starts,stationary,Stationary,3175,98,1,3077,3078.4969992127885,0.9691338582677166,0.969605354082768,98,0,1.4816760871003218,1,0.030866141732290478,0.030866141732283456,3076.999999999978,0.969439193446748,681.7067048006177,0.21477841991197785
