bin_center_ka,cheng_local_resolution_ka,cheng_log_resolution,cheng_log_resolution_scaled
13.3,0.0129999999999999,-4.342805921520608,-0.4257089746300548
13.5,0.012579999999999987,-4.375647027709844,-0.4318278905932643
13.7,0.008861111111111266,-4.726083114653385,-0.4971207267763003
13.9,0.012220000000000725,-4.404681325238628,-0.4372375264808544
14.1,0.013249999999999625,-4.3237577265499345,-0.42215993752988007
14.3,0.017250000000000196,-4.059943135504757,-0.3730063157495336
14.5,0.025985294117646877,-3.6502245118385543,-0.2966680276197315
14.7,0.013490740740740406,-4.305751699911177,-0.4188050759975368
14.9,0.030434426229507965,-3.492180869538321,-0.26722152358962004
15.1,0.026938596491228334,-3.6141952069358005,-0.28995509025268695
15.3,0.02320121951219493,-3.7635504365105574,-0.31778277952623907
15.5,0.019784313725490246,-3.9228658913528514,-0.3474662461611113
15.7,0.01683108108108093,-4.08452803748408,-0.37758694553430394
15.9,0.025260204081632594,-3.6785250828512335,-0.30194095645287117
16.1,0.009249999999999758,-4.6831317274578295,-0.4891180752444524
16.299999999999997,0.02057051282051214,-3.88389664512185,-0.34020554241187934
16.5,0.013749999999999929,-4.286716454869562,-0.4152584517127885
16.700000000000003,0.022517241379309216,-3.79347397969223,-0.3233580986094354
16.9,0.027089743589746057,-3.608600088055581,-0.2889126143374436
17.1,0.009499999999999275,-4.656463480375718,-0.4841492790704968
17.299999999999997,0.02565909090909136,-3.6628573487507188,-0.2990217628135783
17.5,0.030306034482758485,-3.49640842844929,-0.268009197353003
17.700000000000003,0.018527777777776967,-3.9884841715226673,-0.35969216631422224
17.9,0.042784246575342,-3.1515853148186004,-0.20376216370192704
18.1,0.06344230769230749,-2.757624326334986,-0.1303598194744279
18.299999999999997,0.015000000000000568,-4.199705077879889,-0.3990465951274751
18.5,0.01175000000000074,-4.443902038391906,-0.4445450832488633
18.700000000000003,0.01250000000000003,-4.382026634673879,-0.43301653139806257
18.9,0.009249999999999758,-4.6831317274578295,-0.4891180752444524
19.1,0.010500000000000398,-4.5563800218186215,-0.4655018477480114
19.299999999999997,0.04505154639175047,-3.099947969395931,-0.19414115473274401
19.5,0.019891025641026,-3.917486621783276,-0.34646398703347964
19.700000000000003,0.01950000000000074,-3.937340813412398,-0.35016319647533073
19.9,0.021023255813954176,-3.86212603428349,-0.3361492680153938
20.1,0.025414179104478105,-3.672448028251656,-0.3008086868458615
20.299999999999997,0.028573275862069366,-3.5552834084070413,-0.27897871380659905
20.5,0.029597457627117817,-3.520066812316713,-0.27241719938180065
20.700000000000003,0.04296666666666586,-3.147330657705124,-0.20296944103358502
20.9,0.03993269230769318,-3.2205599344927345,-0.2166134330516388
21.1,0.04227777777777833,-3.163493679016603,-0.2059809159987285
21.299999999999997,0.04260000000000002,-3.155901025706812,-0.20456626183718196
21.5,0.03977215189873547,-3.2245883126335597,-0.21736399569011103
21.700000000000003,0.020833333333332683,-3.8712010109079222,-0.33784010689923105
21.9,0.05175174825174726,-2.9612970647648202,-0.16830788258983428
22.1,0.04976785714285674,-3.0003859422353463,-0.17559087588975952
22.299999999999997,0.05066161616161514,-2.9825867327932074,-0.1722745482922528
22.5,0.036870000000000624,-3.300357066736067,-0.23148114011024257
22.700000000000003,0.02822641509434133,-3.567497033999776,-0.28125434204449745
22.9,0.03275000000000006,-3.418852316900874,-0.253559034612943
23.1,0.038750000000000284,-3.2506245231827737,-0.22221503156670655
23.299999999999997,0.023749999999996954,-3.740172748501615,-0.3134270764169531
23.5,0.031368852459016536,-3.4619398382896867,-0.2615870505062549
23.700000000000003,0.022864130434782966,-3.778185953000586,-0.320509651604318
23.9,0.023867021276595565,-3.7352576358361103,-0.31251129845330494
24.1,0.0460760869565213,-3.07746118467855,-0.1899514436683361
24.299999999999997,0.04525000000000112,-3.095552608836177,-0.19332221636513344
24.5,0.03761428571428413,-3.2803713615352286,-0.22775742721565412
24.700000000000003,0.03637337662337538,-3.3139181833970226,-0.2340078312861587
24.9,0.03820294117647092,-3.2648427721850517,-0.2248641588612506
25.1,0.026905660377357938,-3.6154185915600383,-0.29018302982522326
25.299999999999997,0.026162698412698707,-3.6434206073802495,-0.29540033220891987
25.5,0.031826923076923086,-3.447442709752401,-0.25888596270743497
25.700000000000003,0.02807142857142779,-3.5730029967281625,-0.28228020649125
25.9,0.02912068965517195,-3.536306372720772,-0.27544293501991596
26.1,0.028919642857142668,-3.5432342311059086,-0.27673372537939417
26.299999999999997,0.0322313432835816,-3.4348159059723624,-0.256533351599612
26.5,0.028499999999999304,-3.557851191707557,-0.279457140146353
26.700000000000003,0.019500000000000555,-3.9373408134124075,-0.35016319647533245
26.9,0.038903846153846365,-3.2466621603958137,-0.2214767688306875
27.1,0.03774999999999906,-3.276769803287128,-0.22708638915348453
27.299999999999997,0.042155172413793046,-3.1663978876195853,-0.20652202470191539
27.5,0.033200757575756586,-3.405182584773148,-0.25101210633205107
27.700000000000003,0.03274999999999986,-3.4188523169008804,-0.25355903461294416
27.9,0.036704225352113255,-3.304863398338646,-0.23232075447096637
28.1,0.03093750000000148,-3.47578623865318,-0.2641668954033473
28.299999999999997,0.04925000000000068,-3.0108459113640254,-0.1775397649347068
28.5,0.03378515625000042,-3.387733737155175,-0.2477610577341747
28.700000000000003,0.02900000000000169,-3.5404594489956045,-0.2762167312668532
28.9,0.02878636363636406,-3.5478534888180535,-0.2775943799989479
29.1,0.03259523809523765,-3.4235890719770703,-0.254441581202042
29.299999999999997,0.03108064516129073,-3.4711699956128492,-0.2633068024738712
29.5,0.03807432432432351,-3.2682151262723966,-0.22549249187597145
29.700000000000003,0.03847039473684206,-3.2578663013700804,-0.2235643110914887
29.9,0.03298106060606014,-3.4118218032998517,-0.2522491176553663
30.1,0.03362318840579735,-3.392539318919033,-0.24865642803010637
30.299999999999997,0.034553571428571114,-3.3652443642534133,-0.24357086444232198
30.5,0.04800495049504921,-3.0364511380788017,-0.1823105004143172
30.700000000000003,0.04761842105263091,-3.04453559570474,-0.18381678697288195
30.9,0.0470137362637357,-3.0573154590414378,-0.1861979159558084
31.1,0.048951030927834656,-3.0169348493931825,-0.17867424864822476
31.299999999999997,0.06549999999999997,-2.725705136340931,-0.12441267384352486
31.5,0.06670895522388164,-2.7074160738451805,-0.12100507740592185
31.700000000000003,0.07989176829268363,-2.5270824566402186,-0.08740553168232486
31.9,0.07324999999999984,-2.6138770310849626,-0.10357699387454489
32.1,0.07454054054054048,-2.596412133273115,-0.10032295482357767
32.3,0.07812027027027059,-2.5495057132987604,-0.09158340627413944
32.5,0.052330097087380435,-2.950183603308696,-0.1662372356293284
32.7,0.051523809523810284,-2.9657112572991187,-0.16913032970861164
32.9,0.06952288732394447,-2.666099266609759,-0.1133069788740116
33.1,0.07446428571428709,-2.597435654924421,-0.10051365616398861
33.3,0.07682547169811357,-2.566219031080584,-0.094697411825113
33.5,0.07688157894736644,-2.565488976714057,-0.09456138896121756
33.7,0.07112142857143065,-2.643366601203328,-0.10907145561117759
33.9,0.0694999999999979,-2.666428526411421,-0.11336832616983113
34.1,0.07072080291970838,-2.649015507214536,-0.11012395308088768
34.3,0.06481514084507156,-2.7362160479004536,-0.12637105442178093
34.5,0.05100000000000193,-2.9759296462577733,-0.17103420782273826
34.7,0.05015051020408295,-2.992726591064967,-0.17416379466191642
34.9,0.05015151515151648,-2.9927065526374275,-0.1741600611258582
35.1,0.05174292452830311,-2.96146758027501,-0.16833965283750082
35.3,0.06441793893129862,-2.7423631298271944,-0.12751637143735148
35.5,0.06325000000000003,-2.760660151374507,-0.1309254507960039
35.7,0.0644806201550403,-2.741390563040928,-0.12733516394697397
35.9,0.07372929936305644,-2.6073550097646896,-0.10236181859576299
36.1,0.07047202797202828,-2.652539414250719,-0.11078052326132921
36.3,0.07309090909091014,-2.6160512826015268,-0.10398209783895083
36.5,0.08121341463414616,-2.510674840605307,-0.08434848411834427
36.7,0.07339583333333134,-2.6118881115488173,-0.10320642074496962
36.9,0.07471874999999964,-2.594024214323544,-0.09987804059641407
37.1,0.045461538461536874,-3.0908886190376106,-0.1924532273162795
37.3,0.04369252873563199,-3.1305781586451507,-0.1998481352733266
37.5,0.04359411764705737,-3.132833054081073,-0.20026826471716236
37.7,0.04559615384615557,-3.087931911498121,-0.1919023370734943
37.9,0.03424999999999893,-3.374068714273934,-0.24521500687450382
38.1,0.03396323529411841,-3.382476654287561,-0.2467815642879673
38.3,0.04499999999999982,-3.101092789211821,-0.1943544562033487
38.5,0.05437272727272697,-2.911892587730002,-0.15910289901100935
38.7,0.053831775700937036,-2.921891359754061,-0.16096585835829705
38.9,0.054963636363635056,-2.9010834694351737,-0.15708895690743546
39.1,0.043187499999998845,-3.1422041774542753,-0.2020142813120688
39.3,0.04396153846153881,-3.1244401532088006,-0.19870450937868306
39.5,0.042308823529410435,-3.162759620606727,-0.20584414710622426
39.7,0.04270588235294108,-3.1534186082135593,-0.20410374075341312
39.9,0.043275000000001666,-3.1401801779198255,-0.20163717211880625
40.1,0.03656566985646016,-3.308645460819198,-0.23302542386768998
40.3,0.03589658536585287,-3.327113103168939,-0.23646629309193398
40.5,0.03878846153846322,-3.2496324596093094,-0.222030191458057
40.7,0.04076881720430198,-3.1998377739943806,-0.21275250467928317
40.9,0.04253858024691465,-3.1573438443106028,-0.20483508608859055
41.1,0.0390299457994598,-3.243426086479796,-0.2208738273758916
41.3,0.04652891791044768,-3.0676812691353565,-0.18812926140105002
41.5,0.040496103896105404,-3.2065495095933323,-0.21400302729751114
41.7,0.034986936936940535,-3.352780517533642,-0.24124861530073852
41.9,0.036405208333331884,-3.3130434284947325,-0.23384484799002137
42.1,0.033758796296295655,-3.388514264620605,-0.24790648468600823
42.3,0.0761083440308094,-2.5755973745166036,-0.09644477365356227
42.5,0.09469943181818051,-2.357047278616123,-0.05572477893533591
42.7,0.03729934210526334,-3.2887795904165142,-0.22932403845059723
42.9,0.03761301369863002,-3.280405179462076,-0.22776372813168405
43.1,0.06410000000000338,-2.74731091505546,-0.12843823691415104
43.3,0.060971615008155435,-2.7973468508425308,-0.1377608731389314
43.5,0.059570085470085195,-2.8206017525585314,-0.1420936988517127
43.7,0.07014115646258373,-2.6572455464878124,-0.11165736423935825
43.9,0.06458333333333272,-2.7397988994168,-0.12703860706787198
44.1,0.07593939393939755,-2.577819704992556,-0.09685883563267093
44.3,0.05446237113401879,-2.9102452536828713,-0.1587959696847058
44.5,0.04552557651991662,-3.0894809896393896,-0.19219095947592643
44.7,0.0632811983471065,-2.760167018484813,-0.13083357086073785
44.9,0.07138083333333602,-2.6397258863828346,-0.10839312194287043
45.1,0.07113575498575347,-2.6431651855136167,-0.1090339280787031
45.3,0.07197621419676527,-2.631419572924692,-0.10684549946871913
45.5,0.04431453089245144,-3.116442644598647,-0.19721442305763787
45.7,0.041803571428572085,-3.1747735022263597,-0.20808255928390457
45.9,0.028249999999999886,-3.5666618213896912,-0.28109872622135584
46.1,0.024455882352941254,-3.7108845049653127,-0.3079701256103635
46.3,0.041246835443034834,-3.1881808856767995,-0.21058060707032944
46.5,0.04761170212765955,-3.044676704941148,-0.18384307827848653
46.7,0.05098484848484841,-2.976226778929736,-0.17108956922984758
46.9,0.04169879518072306,-3.1772830431433867,-0.20855013397182895
47.1,0.04383333333333256,-3.1273607160324453,-0.19924866518087136
47.3,0.07976851851851458,-2.5286263571443763,-0.08769318939355
47.5,0.14434409594095826,-1.935555274707526,0.022807111440718553
47.7,0.12745582329317337,-2.0599854583982085,-0.0003765728390621155
47.9,0.1211339285714297,-2.110858497791914,-0.009855177215219012
48.1,0.08064673469387611,-2.517676962597249,-0.08565311118498296
48.3,0.08884615384615402,-2.420849013487778,-0.06761224252249672
48.5,0.1039716723549488,-2.263636798145677,-0.038320648977344024
48.7,0.03646992753623263,-3.31126726110532,-0.23351391458815043
48.9,0.017240196078429682,-4.060511640352469,-0.37311223889864376
49.1,0.03380000000000223,-3.387294476493098,-0.24767921520847824
49.3,0.036293660287080566,-3.3161122007028516,-0.23441661798898283
49.5,0.031002118644066504,-3.4736997334753075,-0.26377814023271945
49.7,0.028364705882353416,-3.5626096572912656,-0.28034373181146816
49.9,0.02705000000000115,-3.610068273689604,-0.2891861649438456
50.1,0.028450000000001186,-3.5596071184097555,-0.27978430232738305
50.3,0.0240453947368406,-3.7278117878000043,-0.31112399687627423
50.5,0.03167010869565477,-3.4523819863043945,-0.2598062428577609
50.7,0.05141071428571464,-2.9679086791051033,-0.1695397507338678
50.9,0.05003155339806016,-2.9951014046324396,-0.17460626710982735
51.1,0.04766129032257996,-3.0436357341870446,-0.18364912584193294
51.3,0.05138333333333388,-2.968441413318077,-0.1696390091407293
51.5,0.052950431034482895,-2.938399066562134,-0.16404155471644857
51.7,0.0510468750000007,-2.975010950740725,-0.17086303756336257
51.9,0.05069724770642467,-2.9818836557278665,-0.17214355180712557
52.1,0.045541666666667945,-3.089127621153516,-0.19212512027865192
52.3,0.05077045454545503,-2.980440697030511,-0.17187470145365008
52.5,0.047264044943819715,-3.0520054217234196,-0.18520855609919346
52.7,0.054757425742575104,-2.904842289481072,-0.15778929580129453
52.9,0.06521590909090809,-2.7300518353519965,-0.1252225456490852
53.1,0.05844469026548851,-2.8396744375260004,-0.14564729889905095
53.3,0.05602991452991399,-2.8818695428404464,-0.15350904088758635
53.5,0.06089285714285555,-2.79863939943975,-0.13800169926090106
53.7,0.0529105263157917,-2.939152974737161,-0.1641820219936586
53.9,0.05673557692307478,-2.869353806057744,-0.15117712365100722
54.1,0.0598960000000006,-2.815145554053743,-0.14107710641609214
54.3,0.05891666666666768,-2.8316312628735476,-0.14414870413515396
54.5,0.059137387387387046,-2.827891942277167,-0.14345199835560715
54.7,0.06044117647059025,-2.8060846766679304,-0.13938889448567596
54.9,0.058310975609756545,-2.841964942456785,-0.14607406306174478
55.1,0.05244210526315806,-2.948045474760549,-0.16583886205356446
55.3,0.05525000000000091,-2.8958869385842583,-0.15612074544117863
55.5,0.06192592592592504,-2.7818163513418335,-0.13486724888754792
55.7,0.05882407407407428,-2.83320408483982,-0.14444175045890612
55.9,0.05771521739130386,-2.8522344072879644,-0.147987457571876
56.1,0.06026153846153745,-2.8090612152119596,-0.13994347961771206
56.3,0.05689908256880719,-2.8664760615508893,-0.1506409457068306
56.5,0.06543283582089571,-2.7267310697452487,-0.1246038245388972
56.7,0.043033132530120574,-3.1457849360334653,-0.20268144400459062
56.9,0.039693750000001235,-3.226561534412958,-0.2177316440322631
57.1,0.039789772727273,-3.2241453663647643,-0.21728146646654106
57.3,0.028415020576131173,-3.560837380104116,-0.28001352322747
57.5,0.02773754789272,-3.5849682640833653,-0.28450956091682705
57.7,0.02920272727272884,-3.5334931743183984,-0.27491878322938945
57.9,0.025011814345990088,-3.6884069919021827,-0.3037821420295816
58.1,0.029265868263473323,-3.531333347672634,-0.2745163668898063
58.3,0.02514891774891736,-3.6829404152144782,-0.30276361594322626
58.5,0.029177840909090435,-3.5343457307741115,-0.2750776305372828
58.7,0.03483737864077539,-3.3570643697603204,-0.24204677756795365
58.9,0.03301534653465518,-3.410782779111567,-0.25205552790064784
59.1,0.03338823529412004,-3.399551677752394,-0.24996296241289973
59.3,0.035975757575760325,-3.324909968035425,-0.23605580756626723
59.5,0.036392857142855985,-3.313382755934648,-0.2339080710762624
59.7,0.038123636363639926,-3.266920812205318,-0.22525133681375098
59.9,0.031809668508285496,-3.447984994266094,-0.258987000515002
60.1,0.03147664835164951,-3.458509330235562,-0.2609478823134009
60.3,0.10897816537467357,-2.2166077344828015,-0.02955824960128767
60.5,0.12059780178837634,-2.1152942221488997,-0.010681636117667736
60.7,0.09510439739413533,-2.352780070813848,-0.05492971783753921
60.9,0.10280201342281937,-2.274950340327781,-0.040428574741464884
61.1,0.10536065573770642,-2.2503659977841477,-0.03584804919008891
61.3,0.08812698412698446,-2.4289765031870254,-0.06912654676593431
61.5,0.09596073943661904,-2.343816135364852,-0.05325956801383995
61.7,0.1065129999999998,-2.2394882355543744,-0.033821317429951904
61.9,0.08505933852140034,-2.464406165798687,-0.07572775949233987
62.1,0.10378932926829287,-2.26539211441822,-0.03864769742384443
62.3,0.1029647457627118,-2.273368623490096,-0.04013387113581836
62.5,0.09171219512195063,-2.3890999192277667,-0.06169678892706642
62.7,0.09047432432432498,-2.4026891776527846,-0.06422872344309298
62.9,0.10614728171334468,-2.2429276991367892,-0.034462154206217795
63.1,0.09379982014388576,-2.3665923404143787,-0.05750320353134752
63.3,0.09286982758620616,-2.3765564697028223,-0.059359708285213676
63.5,0.10674999999999935,-2.2372656268734095,-0.03340720361601523
63.7,0.09959208754208806,-2.306672559895808,-0.04633902107615186
63.9,0.09345877192982809,-2.3702348818579466,-0.05818187753389999
64.1,0.0990421874999987,-2.312209383254238,-0.047370635438900396
64.30000000000001,0.10364374999999888,-2.266795741001876,-0.03890921946453417
64.5,0.09489582043343253,-2.354975616133462,-0.055338789238079854
64.69999999999999,0.10526092964824163,-2.251312967172252,-0.03602448740359347
64.9,0.12345013623978188,-2.0919179595886264,-0.006326198596287489
65.1,0.12084516971279309,-2.113245141909112,-0.010299853917126536
65.30000000000001,0.04630588235293814,-3.072486277300375,-0.18902452482472606
65.5,0.047342685851321654,-3.050342941158801,-0.18489880469171177
65.69999999999999,0.045591666666672595,-3.0880303277002272,-0.1919206738635718
65.9,0.058217283950621534,-2.8435729932365303,-0.14637367317625
66.1,0.11818951355661951,-2.135465895740893,-0.014439998422380616
66.30000000000001,0.12233979591836981,-2.100952893320411,-0.008009576735848319
66.5,0.0931208994708965,-2.3738566357791595,-0.05885667842993648
66.69999999999999,0.1051097014925414,-2.252750698103895,-0.03629236372596026
66.9,0.10572350746268026,-2.246928012888707,-0.03520748792102667
67.1,0.08727916666667644,-2.4386434853182504,-0.07092768741381543
67.30000000000001,0.09965439814813974,-2.3060470973400484,-0.04622248563441686
67.5,0.11021978672985518,-2.205278845478519,-0.027447464435456325
67.69999999999999,0.09070512422360621,-2.4001414270555164,-0.0637540295728539
67.9,0.09959947735191986,-2.306598361876037,-0.04632519658908977
68.1,0.11086414790996889,-2.1994497199411165,-0.02636138867732444
68.30000000000001,0.0912771168274436,-2.3938551599542954,-0.06258277974061573
68.5,0.1083833870967697,-2.2220804572862805,-0.03057792082464627
68.69999999999999,0.11799022988506279,-2.137153455528595,-0.01475442256096899
68.9,0.11913659793814473,-2.1274845623500815,-0.012952925849023167
69.1,0.08768077319588158,-2.4340526374376275,-0.07007232608038333
69.30000000000001,0.05136600000000007,-2.968778803993732,-0.1697018713713499
69.5,0.0452214285714294,-3.0961842210472965,-0.19343989760336294
69.69999999999999,0.05762500000000331,-2.853798777665267,-0.148278929205593
69.9,0.048272422062351626,-3.0308948531840407,-0.1812752600011963
70.1,0.04419718309859223,-3.119094222730459,-0.19770846195099764
70.30000000000001,0.051956060606059284,-2.957356905949611,-0.1675737568715031
70.5,0.041695833333330254,-3.177354075233746,-0.20856336858667707
70.69999999999999,0.04820710955711256,-3.032248767617905,-0.18152751973308395
70.9,0.04410963302752083,-3.121077084384801,-0.19807790638321857
71.1,0.043249999999997055,-3.1407580456043167,-0.201744839740563
71.30000000000001,0.05240328282827935,-2.948786040222888,-0.16597684333236778
71.5,0.047618918918919985,-3.0445251404297555,-0.1838148389584444
71.69999999999999,0.056294567219152145,-2.8771572454881484,-0.15263105123260282
71.9,0.03387890625000168,-3.384962692777194,-0.2472447600314881
72.1,0.032231786941586404,-3.434802141266762,-0.2565307869759863
72.30000000000001,0.027186842105260844,-3.6050221688532083,-0.2882459806742435
72.5,0.03021451612903672,-3.499432803560068,-0.26857269533743255
72.69999999999999,0.032467741935485406,-3.42750823838739,-0.25517179564038633
72.9,0.024267805755397512,-3.7186046730795983,-0.3094085381790804
73.1,0.02379117647059305,-3.738440503574189,-0.31310432659611764
73.30000000000001,0.02409782608695556,-3.725633646414906,-0.3107181681561755
73.5,0.023352611940303834,-3.7570464407246873,-0.31657096274365304
73.69999999999999,0.024460502283101135,-3.7106956140565512,-0.30793493168022407
73.9,0.02586413502109918,-3.6548980181465884,-0.297538789773345
74.1,0.0264543046357609,-3.632336387766016,-0.29333513355372104
74.30000000000001,0.027979824561405246,-3.5762715799072313,-0.28288920503338916
74.5,0.03166986531986435,-3.4523896710499034,-0.25980767467043175
74.69999999999999,0.032099999999998866,-3.438899248846202,-0.25729415520196397
74.9,0.032306989247306635,-3.432471686795932,-0.25609657946236214
75.1,0.034127343750002724,-3.377656346516706,-0.2458834502598736
75.30000000000001,0.023879687500001853,-3.734727076807941,-0.31241244532429696
75.5,0.02400000000000091,-3.7297014486341533,-0.3114760762421915
75.69999999999999,0.03655000000000245,-3.3090740927862825,-0.23310528606753858
75.9,0.03657636612022448,-3.308352981571178,-0.2329709294810117
76.1,0.03660000000000338,-3.307707038574724,-0.23285057814785165
76.30000000000001,0.04966793948127763,-3.002395634893339,-0.17596531944276528
76.5,0.05205000000000126,-2.955550483921135,-0.16723718646115682
76.69999999999999,0.052049999999996835,-2.95555048392122,-0.16723718646117272
76.9,0.048900000000003274,-3.0179778825012438,-0.17886858534012232
77.1,0.04890000000000006,-3.0179778825013095,-0.17886858534013456
77.30000000000001,0.051424521531098784,-2.9676401476944942,-0.16948971827985937
77.5,0.0526874999999998,-2.9433770432200665,-0.16496904542462365
77.69999999999999,0.05268750000000387,-2.9433770432199893,-0.16496904542460925
77.9,0.05189999999999673,-2.958436488810357,-0.16777490346998125
78.1,0.051900000000001896,-2.9584364888102574,-0.1677749034699627
78.30000000000001,0.05264007707128705,-2.9442775278459523,-0.16513682265235183
78.5,0.05420000000000373,-2.915074370536468,-0.15969572501065032
78.69999999999999,0.04289999999999895,-3.14888345304819,-0.2032587560206484
78.9,0.042149999999999466,-3.166520594534285,-0.20654488730876017
79.1,0.042149999999999466,-3.166520594534285,-0.20654488730876017
79.30000000000001,0.041600000000002524,-3.1796551117148586,-0.20899209497533996
79.5,0.04159999999999827,-3.179655111714961,-0.2089920949753591
79.69999999999999,0.04070000000000418,-3.201527186533485,-0.21306727402031592
79.9,0.04070000000000107,-3.2015271865335615,-0.21306727402033016
80.1,0.04159999999999542,-3.1796551117150296,-0.20899209497537183
80.30000000000001,0.04159999999999542,-3.1796551117150296,-0.20899209497537183
80.5,0.04394411764705541,-3.124836505741337,-0.19877835731256266
80.69999999999999,0.044199999999996464,-3.119030489898565,-0.19769658732533155
80.9,0.03814411764705264,-3.266383723256765,-0.22515126703772007
81.1,0.030000000000001137,-3.5065578973199436,-0.2699002343580566
81.30000000000001,0.028950000000000177,-3.5421850749631267,-0.276538247850928
81.5,0.02863626760563426,-3.553081266414539,-0.27856841332178794
81.69999999999999,0.02839999999999906,-3.5613661338150098,-0.28011203999190387
81.9,0.02855000000000274,-3.5560983428800217,-0.2791305514312806
82.1,0.028649999999998954,-3.552601835821425,-0.27847908638217295
82.30000000000001,0.02865000000000027,-3.552601835821379,-0.27847908638216434
82.5,0.04281249999999659,-3.1509251629597728,-0.20363916499037793
82.69999999999999,0.04281249999999659,-3.1509251629597728,-0.20363916499037793
82.9,0.044950000000003945,-3.10220451806442,-0.19456159220491126
83.1,0.044950000000002356,-3.1022045180644553,-0.19456159220491778
83.30000000000001,0.09670671641792099,-2.3360724226998975,-0.05181676865236082
83.5,0.09714999999999947,-2.3314991031586936,-0.05096467317834472
