history_window_ka,dataset_id,dataset_label,model_id,model_label,terms,bin_width_ka,n_bins,n_events,n_parameters,converged,optimizer_message,log_likelihood,AIC,AICc,BIC,expected_events,max_fitted_rate_per_kyr,mean_fitted_rate_per_kyr,beta_intercept,beta_same_type_history_count,beta_cheng_log_resolution_scaled,beta_lr04_scaled,beta_co2_scaled,beta_pre_phase_sin,beta_pre_phase_cos,pre_phase_amplitude,pre_phase_preferred_rad,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,delta_AICc,rank_AICc
1.0,weak_monsoon_start,Weak monsoon starts,baseline_climate_lr04_co2_pre_phase,Baseline + LR04 + CO2 + precession phase,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.2,3195,99,7,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-414.6793679506531,843.3587359013062,843.3938786687992,885.8441324689877,98.99999521372156,1.2090222947681728,0.1549295699745251,-1.9806095880661503,-1.0837498737869717,-2.250395352998952,0.4428839387823425,-2.0954706446333558,-0.4699380570663245,-0.2896227188929789,0.5520172975353522,4.160070483596465,238.35448118702482,3.0163111011377604,1.7633474895718564,2.0
1.0,weak_monsoon_start,Weak monsoon starts,baseline_lr04_pre_phase,Baseline + LR04 + precession phase,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+pre_phase_sin+pre_phase_cos,0.2,3195,99,6,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-417.30053429575764,846.6010685915153,846.6274173995454,883.0171227923851,98.99999428398831,0.9712453313723985,0.15492956851954348,-1.9667820711427417,-1.025271531636305,-2.1930257518633995,2.1111606493036024,,-0.5087753791901324,-0.27739458609950607,0.5794826510495196,4.213222928956235,241.39989197693933,3.1866343658332723,4.996886220318061,3.0
1.0,weak_monsoon_start,Weak monsoon starts,baseline_co2,Baseline + CO2,same_type_history_count+cheng_log_resolution_scaled+co2_scaled,0.2,3195,99,4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-421.85400559294476,851.7080111858895,851.7205503708425,875.9853806531361,98.99999569302571,0.9766171628072826,0.15492957072460986,-1.9358990802941969,-0.9407883084321321,-2.28379888816382,,-2.4531197030683907,,,,,,,10.09001919161517,4.0
1.0,weak_monsoon_start,Weak monsoon starts,baseline_climate_lr04_co2,Baseline + LR04 + CO2,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+co2_scaled,0.2,3195,99,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-421.8089220865453,853.6178441730906,853.6366588485374,883.9645560071488,99.00013757086577,1.0015970972010493,0.15492979275565846,-1.9359829950860787,-0.9412627264632695,-2.272360593455191,0.25348257889466924,-2.2261828702456916,,,,,,,12.006127669310104,5.0
1.0,weak_monsoon_start,Weak monsoon starts,baseline_lr04,Baseline + LR04,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled,0.2,3195,99,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-425.13288691195163,858.2657738239033,858.2783130088562,882.5431432911498,98.99998122883795,0.9470669928825892,0.15492954808894824,-1.9130333976404743,-0.8719883825209551,-2.147617709292649,1.9604928165450906,,,,,,,,16.64778182962891,6.0
1.0,weak_monsoon_start,Weak monsoon starts,baseline_pre_phase,Baseline + precession phase,same_type_history_count+cheng_log_resolution_scaled+pre_phase_sin+pre_phase_cos,0.2,3195,99,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-428.9007853676296,867.8015707352592,867.8203854107061,898.1482825693174,98.99999510364125,0.6357732869860131,0.15492956980225545,-1.8898867065324725,-0.7861040363843538,-1.8194182423755418,,,-0.34998173853116116,-0.38209784274639136,0.5181563265431969,3.8831492377635044,222.48806254329142,2.8188039198701573,26.189854231478762,7.0
1.0,weak_monsoon_start,Weak monsoon starts,history_resolution_baseline,History + resolution,same_type_history_count+cheng_log_resolution_scaled,0.2,3195,99,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-435.2198329466602,876.4396658933204,876.4471870465638,894.6476929937553,98.99999954760307,0.4425947410281652,0.15492957675681227,-1.8419199721092052,-0.6644168876353043,-1.8109678278628754,,,,,,,,,34.81665586733652,8.0
1.0,weak_monsoon_start,Weak monsoon starts,stationary,Stationary,none,0.2,3195,99,1,True,analytic stationary MLE,-442.94802915102713,887.8960583020543,887.8973110424238,893.9654006688659,99.0,0.15492957746478872,0.15492957746478872,-1.864784604242945,,,,,,,,,,,46.26677986319646,9.0
2.0,strong_monsoon_start,Strong monsoon starts,baseline_lr04_pre_phase,Baseline + LR04 + precession phase,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+pre_phase_sin+pre_phase_cos,0.2,3190,95,6,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-400.6766163172015,813.353232634403,813.3796228323295,849.7598898090763,95.00001488561442,1.3209157308190749,0.14890284464829845,-1.9695675010081586,-0.7806233214094064,-2.8517733561631653,1.9554017672769832,,0.07957593339131248,0.7051104345414824,0.7095865374106084,0.1123804854582773,6.43892751639061,4.133700765294219,0.0,1.0
2.0,strong_monsoon_start,Strong monsoon starts,baseline_climate_lr04_co2_pre_phase,Baseline + LR04 + CO2 + precession phase,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.2,3190,95,7,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-400.5003961750417,815.0007923500834,815.0359903387698,857.4752257205357,94.99987322636046,1.2305775633073914,0.14890262261185025,-1.969073883389985,-0.7871072285648782,-2.8745579677707513,1.5901049007444035,-0.4741169407717045,0.09163463733789792,0.7064880932034396,0.7124060166774843,0.12898433784628505,7.390258181881667,4.1570763776137785,1.656367506440347,2.0
2.0,strong_monsoon_start,Strong monsoon starts,baseline_co2_pre_phase,Baseline + CO2 + precession phase,same_type_history_count+cheng_log_resolution_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.2,3190,95,6,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-402.4345436462853,816.8690872925706,816.8954774904971,853.275744467244,95.00039553618663,0.9756285226214784,0.14890344127928937,-1.9512452354741057,-0.7708785726534485,-2.8854042781026252,,-1.8010536752912572,0.15966647498832642,0.6676456836772584,0.6864722442809117,0.23473971635529278,13.44959503125634,3.946955367107112,3.5158546581676546,3.0
2.0,strong_monsoon_start,Strong monsoon starts,baseline_pre_phase,Baseline + precession phase,same_type_history_count+cheng_log_resolution_scaled+pre_phase_sin+pre_phase_cos,0.2,3190,95,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-409.4014049373645,828.802809874729,828.8216540958344,859.1416908536235,95.00005799193386,0.850741584650684,0.14890291221306245,-1.9121035503291077,-0.6548775111658093,-2.4259171421636925,,,0.24801488889777584,0.5904311857446134,0.6404064101918142,0.39767663967875977,22.785193064537705,3.5995643360812926,15.442031263504987,4.0
2.0,strong_monsoon_start,Strong monsoon starts,baseline_lr04,Baseline + LR04,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled,0.2,3190,95,4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-411.33354069360337,830.6670813872067,830.6796402569084,854.9381861703223,94.99999895359286,1.0637227736359833,0.14890281967647784,-1.9130737524648782,-0.5746894400696245,-2.6932284825412927,1.5950150660706954,,,,,,,,17.300017424578982,5.0
2.0,strong_monsoon_start,Strong monsoon starts,baseline_climate_lr04_co2,Baseline + LR04 + CO2,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+co2_scaled,0.2,3190,95,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-411.22668096126324,832.4533619225265,832.472206143632,862.7922429014209,95.00001788206905,1.078550520104425,0.14890284934493575,-1.911120518099278,-0.5828505833476569,-2.71325303504574,1.2951636593645774,-0.3878044162462725,,,,,,,19.09258331130252,6.0
2.0,strong_monsoon_start,Strong monsoon starts,baseline_co2,Baseline + CO2,same_type_history_count+cheng_log_resolution_scaled+co2_scaled,0.2,3190,95,4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-412.5163665444631,833.0327330889262,833.0452919586279,857.3038378720418,94.99999739561981,0.9521814973604292,0.1489028172345138,-1.8986424598044853,-0.5847890165441632,-2.7458227368585315,,-1.5628671188876981,,,,,,,19.66566912629844,7.0
2.0,strong_monsoon_start,Strong monsoon starts,history_resolution_baseline,History + resolution,same_type_history_count+cheng_log_resolution_scaled,0.2,3190,95,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-418.2670240331643,842.5340480663286,842.5415810230141,860.7373766536653,95.00000195821997,0.5878146044696114,0.1489028243859247,-1.8772044437294582,-0.46067941735000073,-2.3736510315749975,,,,,,,,,29.161958190684686,8.0
2.0,strong_monsoon_start,Strong monsoon starts,stationary,Stationary,none,0.2,3190,95,1,True,analytic stationary MLE,-428.8204338969442,859.6408677938884,859.6421224990328,865.7086439896673,95.0,0.14890282131661442,0.1489028213166144,-1.904461391744249,,,,,,,,,,,46.26249966670332,9.0
2.0,weak_monsoon_start,Weak monsoon starts,baseline_co2_pre_phase,Baseline + CO2 + precession phase,same_type_history_count+cheng_log_resolution_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.2,3190,99,6,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-415.8953872027895,843.790774405579,843.8171646035055,880.1974315802523,98.99998856128765,1.1450299621591875,0.15517239586408718,-1.9372008437018768,-0.6291765523646,-2.3121430482056944,,-2.6511056626140808,-0.47852501674359393,-0.3259779632539523,0.5790058930413852,4.114382616485519,235.73675922661303,3.183597307099636,0.0,1.0
2.0,weak_monsoon_start,Weak monsoon starts,baseline_climate_lr04_co2_pre_phase,Baseline + LR04 + CO2 + precession phase,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.2,3190,99,7,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-415.7553650638206,845.5107301276412,845.5459281163276,887.9851634980935,99.00004236461149,1.133095221003544,0.15517248019531577,-1.9364255242801875,-0.6305795406097775,-2.3043878369165376,0.4721143788911589,-2.218169543874506,-0.4913322903373461,-0.3136084812468029,0.5828873810935252,4.144295635036112,237.45064894205856,3.2084076734637956,1.72876351282207,2.0
2.0,weak_monsoon_start,Weak monsoon starts,baseline_lr04_pre_phase,Baseline + LR04 + precession phase,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+pre_phase_sin+pre_phase_cos,0.2,3190,99,6,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-418.6413369754274,849.2826739508548,849.3090641487813,885.6893311255282,99.00000176443909,1.065194585447322,0.15517241655868189,-1.9299555091437222,-0.5640799765743908,-2.228516412966359,2.2012349566524083,,-0.5247966501365666,-0.2964727061171935,0.6027500223699819,4.198156463394409,240.53664708806753,3.3384280241320035,5.491899545275828,3.0
2.0,weak_monsoon_start,Weak monsoon starts,baseline_co2,Baseline + CO2,same_type_history_count+cheng_log_resolution_scaled+co2_scaled,0.2,3190,99,4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-423.5173384899804,855.0346769799608,855.0472358496625,879.3057817630763,98.99999726979186,1.037324276499015,0.15517240951378033,-1.911906518531303,-0.47466173189566613,-2.3148947198006495,,-2.5182213982240103,,,,,,,11.230071246156967,4.0
2.0,weak_monsoon_start,Weak monsoon starts,baseline_climate_lr04_co2,Baseline + LR04 + CO2,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+co2_scaled,0.2,3190,99,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-423.46173444737593,856.9234688947519,856.9423131158574,887.2623498736464,98.99996722367139,1.067054172317869,0.1551723624195476,-1.9116093801295821,-0.47588641782663155,-2.302227356706899,0.2809585472992431,-2.2662779255860395,,,,,,,13.12514851235187,5.0
2.0,weak_monsoon_start,Weak monsoon starts,baseline_lr04,Baseline + LR04,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled,0.2,3190,99,4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-426.86819902883417,861.7363980576683,861.74895692737,886.0075028407839,99.00000342416844,0.9791605107179984,0.1551724191601386,-1.8982967840444112,-0.4064412796295996,-2.1604037390629776,1.9904147495070572,,,,,,,,17.931792323864556,6.0
2.0,weak_monsoon_start,Weak monsoon starts,baseline_pre_phase,Baseline + precession phase,same_type_history_count+cheng_log_resolution_scaled+pre_phase_sin+pre_phase_cos,0.2,3190,99,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-430.76858645646394,871.5371729129279,871.5560171340334,901.8760538918223,99.00007182449664,0.6251088346893968,0.15517252637068438,-1.8924991422256057,-0.3042697164464831,-1.803388852633893,,,-0.3439660481645401,-0.3841913403685474,0.5156700769912016,3.871804330494211,221.83804723779363,2.804822210731366,27.73885253052788,7.0
2.0,weak_monsoon_start,Weak monsoon starts,history_resolution_baseline,History + resolution,same_type_history_count+cheng_log_resolution_scaled,0.2,3190,99,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-436.91150299323766,879.8230059864753,879.8305389431608,898.0263345738119,99.00000391973141,0.42661633285015804,0.15517241993688308,-1.8646474040059007,-0.1880320510977074,-1.786202368108557,,,,,,,,,36.01337433965534,8.0
2.0,weak_monsoon_start,Weak monsoon starts,stationary,Stationary,none,0.2,3190,99,1,True,analytic stationary MLE,-442.7929782187854,887.5859564375708,887.5872111427151,893.6537326333496,99.0,0.15517241379310345,0.15517241379310345,-1.8632184332102,,,,,,,,,,,43.7700465392096,9.0
5.0,strong_monsoon_start,Strong monsoon starts,baseline_lr04_pre_phase,Baseline + LR04 + precession phase,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,95,6,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-403.800746920674,819.601493841348,819.6280089928631,855.9798713093087,95.0000677294175,1.309369444861594,0.14960640587309837,-1.9133615151176675,-0.32478971657288175,-2.800980747283226,2.0398925855393277,,0.016517606985598694,0.6840828452530645,0.6842822301580386,0.024140932987298108,1.3831735736803281,3.929705396371887,0.0,1.0
5.0,strong_monsoon_start,Strong monsoon starts,baseline_climate_lr04_co2_pre_phase,Baseline + LR04 + CO2 + precession phase,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,95,7,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-403.33031838561413,820.6606367712283,820.696001469681,863.1020771505158,95.0000523801815,1.2483676932130638,0.14960638170107318,-1.8925547461884034,-0.3587979045796117,-2.881465642972416,1.4561999314982492,-0.7967732428881448,0.02578575133795464,0.6956893504573874,0.696167061352291,0.0370480771973746,2.122698462484428,4.024232150882664,1.067992476817949,2.0
5.0,strong_monsoon_start,Strong monsoon starts,baseline_co2_pre_phase,Baseline + CO2 + precession phase,same_type_history_count+cheng_log_resolution_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,95,6,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-404.95319266252136,821.9063853250427,821.9329004765578,858.2847627930034,95.00001917861158,1.0574039631480159,0.14960632941513632,-1.868109926589629,-0.36989283960541786,-2.9401885162136994,,-2.028674299787043,0.08000631900825421,0.6677009308738422,0.6724771699998788,0.11925501135474705,6.832808836411716,3.838011293002504,2.304891483694746,3.0
5.0,strong_monsoon_start,Strong monsoon starts,baseline_lr04,Baseline + LR04,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled,0.2,3175,95,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-413.3907867886945,834.781573577389,834.794191873919,859.0338252226962,94.9999516621132,0.9545283873037586,0.14960622308994204,-1.928394095564778,-0.1700435884208027,-2.6301263759860096,1.6194375514660422,,,,,,,,15.166182881055875,4.0
5.0,strong_monsoon_start,Strong monsoon starts,baseline_pre_phase,Baseline + precession phase,same_type_history_count+cheng_log_resolution_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,95,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-412.77164488714953,835.5432897742991,835.562223191781,865.8586043309331,95.00002956521021,0.7018808078797094,0.1496063457719846,-1.933909585018653,-0.17577132055580164,-2.3042080272446217,,,0.20651552664367379,0.546813412826652,0.5845113952627822,0.36111024321600205,20.690092875219584,3.218845614696755,15.934214198917857,5.0
5.0,strong_monsoon_start,Strong monsoon starts,baseline_climate_lr04_co2,Baseline + LR04 + CO2,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+co2_scaled,0.2,3175,95,5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-413.2022051300916,836.4044102601832,836.4233436776651,866.7197248168172,94.99999192658598,0.9804784200085662,0.14960628649856056,-1.9125667769007146,-0.19264215991037165,-2.6812572059048816,1.2205319038823337,-0.532516356836607,,,,,,,16.795334684802015,6.0
5.0,strong_monsoon_start,Strong monsoon starts,baseline_co2,Baseline + CO2,same_type_history_count+cheng_log_resolution_scaled+co2_scaled,0.2,3175,95,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-414.3227942206423,836.6455884412846,836.6582067378146,860.8978400865918,94.99997341642771,0.9113590977681837,0.14960625734870503,-1.8850038783154601,-0.21674144133201098,-2.7517154961606245,,-1.656465973978638,,,,,,,17.030197744951465,7.0
5.0,strong_monsoon_start,Strong monsoon starts,history_resolution_baseline,History + resolution,same_type_history_count+cheng_log_resolution_scaled,0.2,3175,95,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-420.0686930464143,846.1373860928286,846.1449546831786,864.326574826809,94.99999809900181,0.5016389296695686,0.14960629621890048,-1.9426734714829952,-0.06333459753612819,-2.255140867203926,,,,,,,,,26.516945690315538,8.0
5.0,strong_monsoon_start,Strong monsoon starts,stationary,Stationary,none,0.2,3175,95,1,True,analytic stationary MLE,-428.3726718739949,858.7453437479898,858.7466043846113,864.8084066593166,95.0,0.14960629921259844,0.14960629921259844,-1.8997481072921507,,,,,,,,,,,39.11859539174816,9.0
5.0,weak_monsoon_start,Weak monsoon starts,baseline_co2_pre_phase,Baseline + CO2 + precession phase,same_type_history_count+cheng_log_resolution_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,98,6,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-414.70514819694523,841.4102963938905,841.4368115454056,877.7886738618512,97.9999636897927,1.1351754099909077,0.15433065147998845,-1.9047346976511161,-0.27027832266092733,-2.389570582115128,,-2.78070348115486,-0.453505599602223,-0.36221812979969564,0.5804044300538729,4.0384369059886716,231.3853905430213,3.1925145296853925,0.0,1.0
5.0,weak_monsoon_start,Weak monsoon starts,baseline_climate_lr04_co2_pre_phase,Baseline + LR04 + CO2 + precession phase,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,98,7,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-414.61120488311644,843.2224097662329,843.2577744646857,885.6638501455204,98.0000139997791,1.1031695827943888,0.1543307307083135,-1.9047484472450034,-0.26904439160105087,-2.378149156284019,0.39062861339141863,-2.41942520380602,-0.46470239990959944,-0.3524140632923288,0.5832186489541902,4.063555693976464,232.8245910812057,3.2105340624826137,1.8209629192800776,2.0
5.0,weak_monsoon_start,Weak monsoon starts,baseline_lr04_pre_phase,Baseline + LR04 + precession phase,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+pre_phase_sin+pre_phase_cos,0.2,3175,98,6,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-417.78187791527466,847.5637558305493,847.5902709820645,883.94213329851,97.99995649707392,1.0152448621986059,0.15433064015287226,-1.9403295358436756,-0.18100025066861872,-2.2187784378422695,2.1797350766376966,,-0.4935737279211367,-0.3096309615850851,0.5826545780014714,4.152119759459095,237.8989382498807,3.2069141667298595,6.1534594366588635,3.0
5.0,weak_monsoon_start,Weak monsoon starts,baseline_co2,Baseline + CO2,same_type_history_count+cheng_log_resolution_scaled+co2_scaled,0.2,3175,98,4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-421.89856296210155,851.7971259242031,851.809744220733,876.0493775695103,97.99999989425913,0.9869164249336022,0.15433070849489625,-1.935921387743387,-0.1383649884318304,-2.2987571642668536,,-2.462980966783266,,,,,,,10.372932675327434,4.0
5.0,weak_monsoon_start,Weak monsoon starts,baseline_climate_lr04_co2,Baseline + LR04 + CO2,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled+co2_scaled,0.2,3175,98,5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-421.87095656103094,853.7419131220619,853.7608465395438,884.0572276786959,97.99999991705884,1.0067057342904324,0.15433070853080127,-1.935661722258424,-0.13840376774082458,-2.289015740482085,0.20004303279304536,-2.283717891222556,,,,,,,12.324034994138174,5.0
5.0,weak_monsoon_start,Weak monsoon starts,baseline_lr04,Baseline + LR04,same_type_history_count+cheng_log_resolution_scaled+lr04_scaled,0.2,3175,98,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-425.1052643544211,858.2105287088422,858.2231470053721,882.4627803541493,97.99998805316739,0.8365808592276534,0.15433068984750767,-1.962043059251076,-0.060979928917614216,-2.0851275798139897,1.8526161593860753,,,,,,,,16.786335459966494,6.0
