order,start_time_ka_BP,original_value_in_table,transition_type,ks_window_kyr,relation_to_other_ks_window,paired_other_window_age_ka,difference_0p4_minus_0p6_ka,source_table,source_pdf_page,source_row_index_in_table,event_age_ka,event_index,event_type,event_label,ks_window_id,ks_window_label,source
60,393.6,393.6,strong_monsoon_start,0.6-4,common_same_date,393.6,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,147,393.6,60,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
61,412.25,412.25,strong_monsoon_start,0.6-4,common_same_date,412.25,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,149,412.25,61,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
62,426.05,426.05,strong_monsoon_start,0.6-4,common_same_date,426.05,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,150,426.05,62,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
63,447.4,447.4,strong_monsoon_start,0.6-4,common_same_date,447.4,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,153,447.4,63,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
64,449.45,449.45,strong_monsoon_start,0.6-4,common_same_date,449.45,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,154,449.45,64,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
65,458.9,458.9,strong_monsoon_start,0.6-4,common_same_date,458.9,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,157,458.9,65,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
66,463.15,463.15,strong_monsoon_start,0.6-4,common_same_date,463.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,159,463.15,66,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
67,465.95,465.95,strong_monsoon_start,0.6-4,common_same_date,465.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,160,465.95,67,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
68,472.75,472.75,strong_monsoon_start,0.6-4,common_same_date,472.75,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,162,472.75,68,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
69,484.15,484.15,strong_monsoon_start,0.6-4,date_shifted_relative_to_other_window,483.65,-0.5,Rousseau et al. 2023 Scientific Reports Table 1,8,165,484.15,69,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
70,504.15,504.15,strong_monsoon_start,0.6-4,common_same_date,504.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,167,504.15,70,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
71,531.75,531.75,strong_monsoon_start,0.6-4,common_same_date,531.75,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,171,531.75,71,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
72,548.25,548.25,strong_monsoon_start,0.6-4,common_same_date,548.25,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,173,548.25,72,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
73,553.55,553.55,strong_monsoon_start,0.6-4,common_same_date,553.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,176,553.55,73,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
74,555.65,555.65,strong_monsoon_start,0.6-4,common_same_date,555.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,178,555.65,74,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
75,559.15,559.15,strong_monsoon_start,0.6-4,common_same_date,559.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,180,559.15,75,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
76,561.25,561.25,strong_monsoon_start,0.6-4,common_same_date,561.25,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,182,561.25,76,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
77,562.25,562.25,strong_monsoon_start,0.6-4,common_same_date,562.25,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,183,562.25,77,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
78,580.3,580.3,strong_monsoon_start,0.6-4,common_same_date,580.3,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,185,580.3,78,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
79,582.95,582.95,strong_monsoon_start,0.6-4,common_same_date,582.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,186,582.95,79,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
80,593.9,593.9,strong_monsoon_start,0.6-4,common_same_date,593.9,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,188,593.9,80,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
81,600.95,600.95,strong_monsoon_start,0.6-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,8,189,600.95,81,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
82,602.7,602.7,strong_monsoon_start,0.6-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,8,190,602.7,82,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
83,625.65,625.65,strong_monsoon_start,0.6-4,common_same_date,625.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,193,625.65,83,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
84,627.4,627.4,strong_monsoon_start,0.6-4,date_shifted_relative_to_other_window,627.55,0.15,Rousseau et al. 2023 Scientific Reports Table 1,8,194,627.4,84,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
85,630.1,630.1,strong_monsoon_start,0.6-4,common_same_date,630.1,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,196,630.1,85,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
86,633.3,633.3,strong_monsoon_start,0.6-4,common_same_date,633.3,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,198,633.3,86,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
87,638.1,638.1,strong_monsoon_start,0.6-4,common_same_date,638.1,0.0,Rousseau et al. 2023 Scientific Reports Table 1,8,201,638.1,87,strong_monsoon_start,Strong monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_strong_monsoon_start_times.csv
1,3.5,3.5,weak_monsoon_start,0.6-4,common_same_date,3.5,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,1,3.5,1,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
2,12.779,12.779,weak_monsoon_start,0.6-4,common_same_date,12.779,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,4,12.779,2,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
3,24.59,24.59,weak_monsoon_start,0.6-4,common_same_date,24.59,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,8,24.59,3,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
4,26.65,26.65,weak_monsoon_start,0.6-4,common_same_date,26.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,9,26.65,4,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
5,28.625,28.625,weak_monsoon_start,0.6-4,date_shifted_relative_to_other_window,28.715,0.09,Rousseau et al. 2023 Scientific Reports Table 1,5,12,28.625,5,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
6,30.42,30.42,weak_monsoon_start,0.6-4,common_same_date,30.42,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,14,30.42,6,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
7,31.975,31.975,weak_monsoon_start,0.6-4,common_same_date,31.975,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,15,31.975,7,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
8,33.42,33.42,weak_monsoon_start,0.6-4,common_same_date,33.42,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,17,33.42,8,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
9,34.75,34.75,weak_monsoon_start,0.6-4,common_same_date,34.75,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,19,34.75,9,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
10,36.605,36.605,weak_monsoon_start,0.6-4,date_shifted_relative_to_other_window,36.75,0.145,Rousseau et al. 2023 Scientific Reports Table 1,5,21,36.605,10,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
11,39.99,39.99,weak_monsoon_start,0.6-4,date_shifted_relative_to_other_window,39.955,-0.035,Rousseau et al. 2023 Scientific Reports Table 1,5,23,39.99,11,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
12,42.475,42.475,weak_monsoon_start,0.6-4,common_same_date,42.475,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,25,42.475,12,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
13,44.44,44.44,weak_monsoon_start,0.6-4,date_shifted_relative_to_other_window,44.485,0.045,Rousseau et al. 2023 Scientific Reports Table 1,5,27,44.44,13,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
14,45.73,45.73,weak_monsoon_start,0.6-4,common_same_date,45.73,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,28,45.73,14,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
15,48.86,48.86,weak_monsoon_start,0.6-4,date_shifted_relative_to_other_window,48.47,-0.39,Rousseau et al. 2023 Scientific Reports Table 1,5,30,48.86,15,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
16,55.23,55.23,weak_monsoon_start,0.6-4,common_same_date,55.23,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,35,55.23,16,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
17,56.32,56.32,weak_monsoon_start,0.6-4,common_same_date,56.32,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,37,56.32,17,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
18,69.575,69.575,weak_monsoon_start,0.6-4,common_same_date,69.575,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,43,69.575,18,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
19,73.35,73.35,weak_monsoon_start,0.6-4,date_shifted_relative_to_other_window,73.4,0.05,Rousseau et al. 2023 Scientific Reports Table 1,5,46,73.35,19,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
20,77.51,77.51,weak_monsoon_start,0.6-4,common_same_date,77.51,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,49,77.51,20,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
21,79.035,79.035,weak_monsoon_start,0.6-4,additional_in_this_window,,,Rousseau et al. 2023 Scientific Reports Table 1,5,50,79.035,21,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
22,88.425,88.425,weak_monsoon_start,0.6-4,common_same_date,88.425,0.0,Rousseau et al. 2023 Scientific Reports Table 1,5,53,88.425,22,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
23,98.65,98.65,weak_monsoon_start,0.6-4,common_same_date,98.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,55,98.65,23,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
24,100.35,100.35,weak_monsoon_start,0.6-4,common_same_date,100.35,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,56,100.35,24,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
25,106.35,106.35,weak_monsoon_start,0.6-4,common_same_date,106.35,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,59,106.35,25,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
26,117.45,117.45,weak_monsoon_start,0.6-4,common_same_date,117.45,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,61,117.45,26,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
27,120.55,120.55,weak_monsoon_start,0.6-4,common_same_date,120.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,62,120.55,27,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
28,135.55,135.55,weak_monsoon_start,0.6-4,common_same_date,135.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,66,135.55,28,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
29,142.55,142.55,weak_monsoon_start,0.6-4,common_same_date,142.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,68,142.55,29,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
30,143.95,143.95,weak_monsoon_start,0.6-4,date_shifted_relative_to_other_window,143.85,-0.1,Rousseau et al. 2023 Scientific Reports Table 1,6,69,143.95,30,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
31,158.95,158.95,weak_monsoon_start,0.6-4,common_same_date,158.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,77,158.95,31,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
32,162.2,162.2,weak_monsoon_start,0.6-4,date_shifted_relative_to_other_window,162.0,-0.2,Rousseau et al. 2023 Scientific Reports Table 1,6,79,162.2,32,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
33,165.15,165.15,weak_monsoon_start,0.6-4,common_same_date,165.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,81,165.15,33,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
34,166.8,166.8,weak_monsoon_start,0.6-4,common_same_date,166.8,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,82,166.8,34,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
35,171.05,171.05,weak_monsoon_start,0.6-4,common_same_date,171.05,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,86,171.05,35,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
36,174.85,174.85,weak_monsoon_start,0.6-4,common_same_date,174.85,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,88,174.85,36,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
37,179.65,179.65,weak_monsoon_start,0.6-4,common_same_date,179.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,91,179.65,37,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
38,187.75,187.75,weak_monsoon_start,0.6-4,common_same_date,187.75,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,93,187.75,38,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
39,191.75,191.75,weak_monsoon_start,0.6-4,common_same_date,191.75,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,95,191.75,39,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
40,193.25,193.25,weak_monsoon_start,0.6-4,common_same_date,193.25,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,97,193.25,40,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
41,201.15,201.15,weak_monsoon_start,0.6-4,common_same_date,201.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,99,201.15,41,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
42,209.25,209.25,weak_monsoon_start,0.6-4,common_same_date,209.25,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,100,209.25,42,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
43,220.95,220.95,weak_monsoon_start,0.6-4,date_shifted_relative_to_other_window,221.05,0.1,Rousseau et al. 2023 Scientific Reports Table 1,6,102,220.95,43,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
44,228.65,228.65,weak_monsoon_start,0.6-4,common_same_date,228.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,6,104,228.65,44,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
45,234.0,234.0,weak_monsoon_start,0.6-4,date_shifted_relative_to_other_window,234.15,0.15,Rousseau et al. 2023 Scientific Reports Table 1,6,107,234.0,45,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
46,246.45,246.45,weak_monsoon_start,0.6-4,date_shifted_relative_to_other_window,246.75,0.3,Rousseau et al. 2023 Scientific Reports Table 1,7,109,246.45,46,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
47,250.05,250.05,weak_monsoon_start,0.6-4,common_same_date,250.05,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,111,250.05,47,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
48,252.15,252.15,weak_monsoon_start,0.6-4,common_same_date,252.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,113,252.15,48,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
49,256.05,256.05,weak_monsoon_start,0.6-4,common_same_date,256.05,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,114,256.05,49,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
50,259.65,259.65,weak_monsoon_start,0.6-4,common_same_date,259.65,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,116,259.65,50,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
51,276.95,276.95,weak_monsoon_start,0.6-4,common_same_date,276.95,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,119,276.95,51,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
52,281.4,281.4,weak_monsoon_start,0.6-4,common_same_date,281.4,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,120,281.4,52,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
53,284.7,284.7,weak_monsoon_start,0.6-4,common_same_date,284.7,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,121,284.7,53,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
54,307.25,307.25,weak_monsoon_start,0.6-4,common_same_date,307.25,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,123,307.25,54,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
55,318.05,318.05,weak_monsoon_start,0.6-4,common_same_date,318.05,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,126,318.05,55,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
56,324.15,324.15,weak_monsoon_start,0.6-4,common_same_date,324.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,127,324.15,56,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
57,341.15,341.15,weak_monsoon_start,0.6-4,common_same_date,341.15,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,131,341.15,57,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
58,349.55,349.55,weak_monsoon_start,0.6-4,common_same_date,349.55,0.0,Rousseau et al. 2023 Scientific Reports Table 1,7,132,349.55,58,weak_monsoon_start,Weak monsoon starts,ks_0p6_4kyr,KS 0.6-4 kyr,data/raw/rousseau_2023_ks_0p6_4kyr_weak_monsoon_start_times.csv
