analysis_type,dataset_id,dataset_label,driver_id,driver_label,lag_ka,lr04_control_lag_ka,co2_control_lag_ka,reduced_terms,full_terms,ok,n_bins,n_events,df,loglik_reduced,loglik_full,ll_gain_nats,info_nats_per_bin,info_bits_per_bin,info_bits_per_event,LR_statistic,LR_p_value,delta_AICc_full_minus_reduced,expected_events_reduced,expected_events_full,max_rate_full_per_kyr,converged_reduced,converged_full,LR_q_value_BH
pre_phase_after_best_lr04_co2_lags,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,0.0,4.0,4.0,event_history_2ka+lr04_best_lag+co2_best_lag,event_history_2ka+lr04_best_lag+co2_best_lag+pre_phase_sin_lag+pre_phase_cos_lag,True,3100,91,2,-403.7017056574218,-396.17759365206405,7.524112005357779,0.0024271329049541223,0.003501612605555736,0.1192857041453053,15.048224010715558,0.0005399078909025434,-11.033989982864796,91.00000893593192,91.00000681310057,0.47841584281792643,True,True,0.001412579330770742
pre_phase_after_best_lr04_co2_lags,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,0.2,4.0,4.0,event_history_2ka+lr04_best_lag+co2_best_lag,event_history_2ka+lr04_best_lag+co2_best_lag+pre_phase_sin_lag+pre_phase_cos_lag,True,3100,91,2,-403.7017056574218,-396.2158802901133,7.485825367308507,0.0024147823765511313,0.003483794559476383,0.11867871576238229,14.971650734617015,0.0005609799643174405,-10.957416706766253,91.00000893593192,90.99998667307523,0.4780808862778526,True,True,0.001412579330770742
pre_phase_after_best_lr04_co2_lags,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,0.4,4.0,4.0,event_history_2ka+lr04_best_lag+co2_best_lag,event_history_2ka+lr04_best_lag+co2_best_lag+pre_phase_sin_lag+pre_phase_cos_lag,True,3100,91,2,-403.7017056574218,-396.25436000817945,7.447345649242379,0.0024023695642717354,0.003465886656757412,0.11806866632909865,14.894691298484759,0.0005829870122871957,-10.880457270633997,91.00000893593192,91.00000509072657,0.4777246425085479,True,True,0.001412579330770742
pre_phase_after_best_lr04_co2_lags,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,0.6,4.0,4.0,event_history_2ka+lr04_best_lag+co2_best_lag,event_history_2ka+lr04_best_lag+co2_best_lag+pre_phase_sin_lag+pre_phase_cos_lag,True,3100,91,2,-403.7017056574218,-396.29200442505686,7.4097012323649665,0.002390226203988699,0.0034483674910973476,0.11747185958683272,14.819402464729933,0.0006053515269643445,-10.805168436879171,91.00000893593192,90.99992953233291,0.4773615860195935,True,True,0.001412579330770742
pre_phase_after_best_lr04_co2_lags,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,0.8,4.0,4.0,event_history_2ka+lr04_best_lag+co2_best_lag,event_history_2ka+lr04_best_lag+co2_best_lag+pre_phase_sin_lag+pre_phase_cos_lag,True,3100,91,2,-403.7017056574218,-396.3289632134866,7.372742443935238,0.0023783040141726573,0.003431167406973208,0.11688592265513126,14.745484887870475,0.0006281431673849143,-10.731250860019713,91.00000893593192,91.00000535217248,0.476985980311934,True,True,0.001412579330770742
pre_phase_after_best_lr04_co2_lags,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,1.0,4.0,4.0,event_history_2ka+lr04_best_lag+co2_best_lag,event_history_2ka+lr04_best_lag+co2_best_lag+pre_phase_sin_lag+pre_phase_cos_lag,True,3100,91,2,-403.7017056574218,-396.3669052973186,7.334800360103202,0.0023660646322913553,0.0034135097114295077,0.11628439676298322,14.669600720206404,0.0006524341391025056,-10.655366692355642,91.00000893593192,90.99997077752056,0.47657919182022124,True,True,0.001412579330770742
pre_phase_after_best_lr04_co2_lags,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,1.2,4.0,4.0,event_history_2ka+lr04_best_lag+co2_best_lag,event_history_2ka+lr04_best_lag+co2_best_lag+pre_phase_sin_lag+pre_phase_cos_lag,True,3100,91,2,-403.7017056574218,-396.40583990700225,7.29586575041958,0.0023535050807805095,0.0033953901087490205,0.11566713557276882,14.59173150083916,0.0006783374022168634,-10.577497472988398,91.00000893593192,91.00006737411823,0.47614425345354394,True,True,0.001412579330770742
pre_phase_after_best_lr04_co2_lags,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,1.4,4.0,4.0,event_history_2ka+lr04_best_lag+co2_best_lag,event_history_2ka+lr04_best_lag+co2_best_lag+pre_phase_sin_lag+pre_phase_cos_lag,True,3100,91,2,-403.7017056574218,-396.4440434500609,7.257662207360909,0.0023411813572131964,0.003377610733873171,0.11506146456051462,14.515324414721817,0.000704753679233898,-10.501090386871056,91.00000893593192,90.99999890603789,0.47569758723717964,True,True,0.001412579330770742
pre_phase_after_best_lr04_co2_lags,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,1.6,4.0,4.0,event_history_2ka+lr04_best_lag+co2_best_lag,event_history_2ka+lr04_best_lag+co2_best_lag+pre_phase_sin_lag+pre_phase_cos_lag,True,3100,91,2,-403.7017056574218,-396.4828849882784,7.21882066914344,0.0023286518287559486,0.003359534445303222,0.11444567890593395,14.43764133828688,0.0007326659651572623,-10.423407310436119,91.00000893593192,90.99999898490843,0.4752283588180725,True,True,0.001412579330770742
pre_phase_after_best_lr04_co2_lags,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,1.8,4.0,4.0,event_history_2ka+lr04_best_lag+co2_best_lag,event_history_2ka+lr04_best_lag+co2_best_lag+pre_phase_sin_lag+pre_phase_cos_lag,True,3100,91,2,-403.7017056574218,-396.521022121336,7.180683536085837,0.002316349527769625,0.0033417859766787304,0.1138410607440007,14.361367072171674,0.0007611473925886073,-10.347133044320913,91.00000893593192,91.00000052576067,0.4747503999810806,True,True,0.001412579330770742
