analysis_type,dataset_id,dataset_label,driver_id,driver_label,lag_ka,reduced_terms,full_terms,ok,n_bins,n_events,df,loglik_reduced,loglik_full,ll_gain_nats,info_nats_per_bin,info_bits_per_bin,info_bits_per_event,LR_statistic,LR_p_value,delta_AICc_full_minus_reduced,expected_events_reduced,expected_events_full,max_rate_full_per_kyr,converged_reduced,converged_full,LR_q_value_BH
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,0.6,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_co2_scaled_lag,True,3100,91,1,-403.7683434289221,-398.24015638519876,5.528187043723335,0.0017832861431365597,0.002572738075189121,0.08764272563831071,11.05637408744667,0.0008838281895116601,-9.051201954348812,90.99999416353539,90.99994421713288,0.9481699891955433,True,True,0.00340360544025989
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,0.6,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-403.7683434289221,-395.4883501097852,8.279993319136906,0.002670965586818357,0.0038533888064879234,0.13126928901222598,16.559986638273813,0.00025353889388771107,-12.54834620392478,90.99999416353539,91.00001365659622,0.7177234352781561,True,True,0.0006701539029275322
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,0.8,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_lr04_scaled_lag,True,3100,91,1,-403.7683434289221,-398.3152554236617,5.453088005260383,0.0017590606468581881,0.0025377880718452403,0.0864521211287939,10.906176010520767,0.0009584417305147458,-8.901003877422909,90.99999416353539,91.00000614455732,0.9517154707468127,True,True,0.004256716558007277
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,0.8,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_co2_scaled_lag,True,3100,91,1,-403.7683434289221,-397.8844069571329,5.883936471789184,0.0018980440231578012,0.002738298699598697,0.09328270295336219,11.767872943578368,0.0006026180039856425,-9.76270081048051,90.99999416353539,90.9999774978632,0.9529215150915249,True,True,0.002766564472843177
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,0.8,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-403.7683434289221,-395.5131830734201,8.255160355501971,0.0026629549533877324,0.0038418319053631824,0.13087559238050403,16.510320711003942,0.0002599138428544193,-12.498680276654909,90.99999416353539,91.00004279382416,0.7175532940560332,True,True,0.0006701539029275322
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,1.0,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_lr04_scaled_lag,True,3100,91,1,-403.7683434289221,-398.3021658427358,5.466177586186291,0.0017632830923181584,0.002543879772970763,0.08665964061768534,10.932355172372581,0.0009449929025215167,-8.927183039274723,90.99999416353539,91.00000470134258,0.9509611796328755,True,True,0.004256716558007277
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,1.0,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_co2_scaled_lag,True,3100,91,1,-403.7683434289221,-397.67339507826125,6.094948350660843,0.001966112371180917,0.00283650056773315,0.09662804131838204,12.189896701321686,0.00048049043984856575,-10.184724568223828,90.99999416353539,91.00004489001051,0.9933975356987313,True,True,0.0023109302107002447
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,1.0,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-403.7683434289221,-395.5395458912119,8.228797537710193,0.0026544508186161914,0.0038295630323012283,0.13045764175971217,16.457595075420386,0.00026685702291038313,-12.445954641071353,90.99999416353539,91.0000465008294,0.7173277754556431,True,True,0.0006701539029275322
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,1.2,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_lr04_scaled_lag,True,3100,91,1,-403.7683434289221,-398.21243189833797,5.555911530584126,0.0017922295259948794,0.00258564064928759,0.08808226387682999,11.111823061168252,0.0008577913226066335,-9.106650928070394,90.99999416353539,90.99999993549028,0.9406835299758115,True,True,0.004256716558007277
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,1.2,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_co2_scaled_lag,True,3100,91,1,-403.7683434289221,-397.1827415673905,6.585601861531586,0.0021243876972682537,0.003064843595774434,0.10440675985605213,13.171203723063172,0.00028428406444898504,-11.166031589965314,90.99999416353539,90.99994834188425,1.008517453974384,True,True,0.0015951494727415273
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,1.2,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-403.7683434289221,-395.56752369351636,8.20081973540573,0.0026454257210986225,0.003816542568869093,0.13001408751092514,16.40163947081146,0.0002744285189702653,-12.389999036462427,90.99999416353539,91.00002789229109,0.7170461069731259,True,True,0.0006701539029275322
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,1.4,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_lr04_scaled_lag,True,3100,91,1,-403.7683434289221,-398.1179439220564,5.6503995068657105,0.0018227095183437777,0.002629613983095679,0.08958025656699566,11.300799013731421,0.0007747374315139027,-9.295626880633563,90.99999416353539,90.99999995210702,0.9308334639436011,True,True,0.004256716558007277
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,1.4,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_co2_scaled_lag,True,3100,91,1,-403.7683434289221,-396.7855605661922,6.982782862729891,0.00225251060088061,0.0032496858734402754,0.11070358469961378,13.965565725459783,0.00018618962908470123,-11.960393592361925,90.99999416353539,90.99995954205075,1.0456988831557574,True,True,0.0015951494727415273
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,1.4,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-403.7683434289221,-395.59497074735975,8.173372681562341,0.0026365718327620454,0.0038037691080733287,0.12957894763766284,16.346745363124683,0.00028206509465260874,-12.33510492877565,90.99999416353539,91.0000192795963,0.716765120035823,True,True,0.0006701539029275322
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,1.6,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_lr04_scaled_lag,True,3100,91,1,-403.7683434289221,-397.91648285211636,5.851860576805734,0.0018876969602599142,0.0027233710432681487,0.09277417839704682,11.703721153611468,0.0006237523491380656,-9.69854902051361,90.99999416353539,90.99999945218673,0.9383192601015102,True,True,0.004256716558007277
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,1.6,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_co2_scaled_lag,True,3100,91,1,-403.7683434289221,-396.51632151219894,7.252021916723152,0.0023393619086203715,0.0033749858244111505,0.11497204456785239,14.504043833446303,0.00013985899376955436,-12.498871700348445,90.99999416353539,90.99998477856505,1.008993979003209,True,True,0.0015951494727415273
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,1.6,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-403.7683434289221,-395.62367858402536,8.144664844896738,0.0026273112402892705,0.0037904088972371625,0.12912381957621102,16.289329689793476,0.0002902799241375379,-12.277689255444443,90.99999416353539,91.00002370782778,0.7164367944987314,True,True,0.0006701539029275322
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,1.8,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_lr04_scaled_lag,True,3100,91,1,-403.7683434289221,-397.6769300059643,6.091413422957771,0.001964972071921862,0.0028348554636469813,0.09657199931105101,12.182826845915542,0.0004823149613908063,-10.177654712817684,90.99999416353539,91.0000011793949,0.9661940911503876,True,True,0.00405948425837262
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,1.8,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_co2_scaled_lag,True,3100,91,1,-403.7683434289221,-396.1799868868586,7.5883565420634795,0.0024478569490527353,0.003531511081203969,0.12030422364540994,15.176713084126959,9.790336120158638e-05,-13.171540951029101,90.99999416353539,90.9999882165685,1.0215781048347954,True,True,0.0015951494727415273
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,1.8,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-403.7683434289221,-395.6519488438406,8.11639458508148,0.002618191801639187,0.0037772523283209954,0.12867562876697897,16.23278917016296,0.0002986033108287774,-12.221148735813927,90.99999416353539,91.00001523411011,0.7161031516753329,True,True,0.0006701539029275322
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,2.0,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_lr04_scaled_lag,True,3100,91,1,-403.7683434289221,-397.5516884235193,6.216655005402799,0.002005372582388,0.0028931410797458615,0.09855755326606781,12.433310010805599,0.0004217437736492481,-10.42813787770774,90.99999416353539,90.99993511817847,0.9733663213393867,True,True,0.00405948425837262
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,2.0,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_co2_scaled_lag,True,3100,91,1,-403.7683434289221,-396.40567823188724,7.362665197034858,0.002375053289366083,0.0034264776024154685,0.11672616008228519,14.725330394069715,0.00012436418276012246,-12.720158260971857,90.99999416353539,90.99998553231693,1.0333540175711982,True,True,0.0015951494727415273
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,2.0,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-403.7683434289221,-395.6772943371158,8.09104909180627,0.0026100158360665383,0.003765456903334857,0.1282738065971215,16.18209818361254,0.00030626828498743047,-12.170457749263505,90.99999416353539,91.00001362109396,0.7158281160173595,True,True,0.0006701539029275322
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,2.2,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_lr04_scaled_lag,True,3100,91,1,-403.7683434289221,-397.44461498335716,6.323728445564939,0.0020399124017951415,0.0029429715059177456,0.1002550732785166,12.647456891129877,0.00037607690605753324,-10.64228475803202,90.99999416353539,90.99999513141458,0.9634477525883454,True,True,0.00405948425837262
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,2.2,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_co2_scaled_lag,True,3100,91,1,-403.7683434289221,-397.15939185413004,6.608951574792059,0.002131919862836148,0.00307571021368639,0.10477694134536053,13.217903149584117,0.00027728765976224633,-11.21273101648626,90.99999416353539,90.99997359241698,0.9844642539306607,True,True,0.0015951494727415273
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,2.2,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-403.7683434289221,-395.6969188691945,8.071424559727575,0.0026036853418476046,0.003756323930718825,0.12796268335415778,16.14284911945515,0.0003123380198259611,-12.131208685106117,90.99999416353539,90.99997421616074,0.7156866116938407,True,True,0.0006701539029275322
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,2.4,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_lr04_scaled_lag,True,3100,91,1,-403.7683434289221,-397.36706163565924,6.401281793262854,0.002064929610729953,0.00297906370918488,0.1014845878953091,12.802563586525707,0.0003461447067688089,-10.79739145342785,90.99999416353539,90.99999768484452,0.9514730234360552,True,True,0.00405948425837262
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,2.4,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_co2_scaled_lag,True,3100,91,1,-403.7683434289221,-396.990348554345,6.777994874577075,0.002186449959540992,0.003154380513781664,0.10745691860135338,13.55598974915415,0.00023155129719868532,-11.550817616056293,90.99999416353539,90.99996824021147,1.0045510041531742,True,True,0.0015951494727415273
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,2.4,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-403.7683434289221,-395.7137988274093,8.054544601512816,0.0025982401940363923,0.0037484682429746816,0.12769507201342323,16.109089203025633,0.00031765502168560955,-12.0974487686766,90.99999416353539,90.99989981632686,0.7156061240586137,True,True,0.0006701539029275322
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,2.6,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_lr04_scaled_lag,True,3100,91,1,-403.7683434289221,-397.42164194617436,6.346701482747733,0.0020473230589508817,0.00295366282424606,0.10061928302376688,12.693402965495466,0.0003669478654965592,-10.688230832397608,90.99999416353539,91.00000139658285,0.9330889971022222,True,True,0.00405948425837262
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,2.6,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_co2_scaled_lag,True,3100,91,1,-403.7683434289221,-396.8967182295404,6.871625199381697,0.002216653290123128,0.0031979547090308417,0.10894131426368801,13.743250398763394,0.00020957252678970002,-11.738078265665536,90.99999416353539,90.9998801306608,0.9179705270845722,True,True,0.0015951494727415273
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,2.6,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-403.7683434289221,-395.7292305182924,8.039112910629683,0.002593262229235382,0.0037412865578425438,0.1274504212012295,16.078225821259366,0.0003225949938170315,-12.066585386910333,90.99999416353539,90.9999992978399,0.7155485172853397,True,True,0.0006701539029275322
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,2.8,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_lr04_scaled_lag,True,3100,91,1,-403.7683434289221,-397.4710337508818,6.297309678040278,0.0020313902187226703,0.0029306765946615436,0.09983623564231632,12.594619356080557,0.0003868588318387726,-10.589447222982699,90.99999416353539,90.99999404875257,0.9199068634160436,True,True,0.00405948425837262
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,2.8,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_co2_scaled_lag,True,3100,91,1,-403.7683434289221,-396.7825740405259,6.985769388396193,0.0022534739962568363,0.0032510757591719722,0.11075093245530895,13.971538776792386,0.00018559902258766752,-11.966366643694528,90.99999416353539,90.99998532238214,0.9652658238740704,True,True,0.0015951494727415273
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,2.8,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-403.7683434289221,-395.738360616699,8.029982812223068,0.0025903170362009897,0.0037370375424573654,0.12730567452327288,16.059965624446136,0.00032555380441852026,-12.048325190097103,90.99999416353539,90.99994052046614,0.7156332757964179,True,True,0.0006701539029275322
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,3.0,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_lr04_scaled_lag,True,3100,91,1,-403.7683434289221,-397.50826947471796,6.260073954204131,0.0020193786949045584,0.0029133476288156334,0.09924590823437872,12.520147908408262,0.0004025870177554414,-10.514975775310404,90.99999416353539,91.00000035279072,0.9077747263387151,True,True,0.00405948425837262
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,3.0,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_co2_scaled_lag,True,3100,91,1,-403.7683434289221,-396.84092502595104,6.927418402971057,0.002234651097732599,0.003223920056815899,0.10982584808933282,13.854836805942114,0.00019748776761368522,-11.849664672844256,90.99999416353539,90.9999957476465,0.9255808269446005,True,True,0.0015951494727415273
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,3.0,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-403.7683434289221,-395.7480781772373,8.020265251684805,0.002587182339253163,0.003732515130716046,0.1271516143430741,16.04053050336961,0.00032873281431560283,-12.028890069020576,90.99999416353539,90.99999178628939,0.7156922435174946,True,True,0.0006701539029275322
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,3.2,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_lr04_scaled_lag,True,3100,91,1,-403.7683434289221,-397.5941629316593,6.174180497262796,0.001991671128149289,0.0028733740596627064,0.09788417126323505,12.348360994525592,0.00044137380233731974,-10.343188861427734,90.99999416353539,90.99998862819555,0.898528891027857,True,True,0.00405948425837262
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,3.2,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_co2_scaled_lag,True,3100,91,1,-403.7683434289221,-396.67559510832825,7.0927483205938415,0.00228798332922382,0.0033008622027078257,0.11244695415817867,14.185496641187683,0.00016564234678951895,-12.180324508089825,90.99999416353539,90.99998824861814,0.9332376051494322,True,True,0.0015951494727415273
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,3.2,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-403.7683434289221,-395.7593373353907,8.009006093531411,0.002583550352752068,0.003727275281802341,0.12697311399546438,16.018012187062823,0.0003324549839895921,-12.00637175271379,90.99999416353539,90.9999991029462,0.715702814293102,True,True,0.0006701539029275322
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,3.4,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_lr04_scaled_lag,True,3100,91,1,-403.7683434289221,-397.613270266482,6.15507316244009,0.0019855074717548674,0.002864481783148731,0.09758124755781392,12.31014632488018,0.0004505026545200211,-10.304974191782321,90.99999416353539,90.99999290696717,0.8957863292704867,True,True,0.00405948425837262
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,3.4,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_co2_scaled_lag,True,3100,91,1,-403.7683434289221,-396.8595129282111,6.908830500711019,0.002228655000229361,0.003215269516683291,0.10953115935954068,13.817661001422039,0.00020143384172966133,-11.81248886832418,90.99999416353539,90.99998607194166,0.9299961493178343,True,True,0.0015951494727415273
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,3.4,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-403.7683434289221,-395.7707159389705,7.997627489951583,0.0025798798354682525,0.0037219798447194826,0.1267927199849494,15.995254979903166,0.00033625946123185126,-11.983614545554133,90.99999416353539,91.00000999688265,0.715688471035306,True,True,0.0006701539029275322
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,lr04,LR04,3.6,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_lr04_scaled_lag,True,3100,91,1,-403.7683434289221,-397.56375487852733,6.20458855039476,0.002001480177546697,0.002887525526584182,0.09836625420231827,12.40917710078952,0.0004272290885355679,-10.404004967691662,90.99999416353539,90.99999304132083,0.8964281078039912,True,True,0.00405948425837262
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,co2,CO2,3.6,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_co2_scaled_lag,True,3100,91,1,-403.7683434289221,-396.89285469490824,6.875488734013857,0.0022178995916173733,0.003199752742016041,0.1090025659368102,13.750977468027713,0.00020871218393328029,-11.745805334929855,90.99999416353539,90.99998965543094,0.9311640830945895,True,True,0.0015951494727415273
single_driver_given_y_history,strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,3.6,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+pre_phase_pre_phase_sin_lag+pre_phase_pre_phase_cos_lag,True,3100,91,2,-403.7683434289221,-395.78160693496324,7.986736493958858,0.0025763666109544702,0.00371691133313592,0.12662005640353136,15.973472987917717,0.0003399416767772937,-11.961832553568684,90.99999416353539,91.00000685604952,0.715660606404075,True,True,0.0006701539029275322
