analysis_type,dataset_id,dataset_label,curve_id,curve_label,lag_ka,reduced_terms,full_terms,ok,n_bins,n_events,df,loglik_reduced,loglik_full,ll_gain_nats,info_nats_per_bin,info_bits_per_bin,info_bits_per_event,LR_statistic,LR_p_value,delta_AICc_full_minus_reduced,expected_events_reduced,expected_events_full,max_rate_full_per_kyr,converged_reduced,converged_full,LR_q_value_BH
core_component_diagnostic,strong_monsoon_start,Strong monsoon starts,lr04_after_ep_baseline,LR04+EP baseline vs EP baseline,0.0,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_after_ep_baseline_lag,True,3150,93,1,-412.0469760607441,-406.1086402117779,5.938335848966176,0.001885185983798786,0.00271974846997989,0.09212051269286725,11.876671697932352,0.0005684142754931949,-9.871581831879894,93.00002251148582,92.99999161621449,0.9346775708696522,True,True,0.001207880335423039
core_component_diagnostic,strong_monsoon_start,Strong monsoon starts,co2_after_ep_baseline,CO2+EP baseline vs EP baseline,0.0,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_after_ep_baseline_lag,True,3150,93,1,-412.0469760607441,-406.709144469389,5.337831591355098,0.001694549711541301,0.0024447184653804584,0.08280498027901552,10.675663182710196,0.001085542626585243,-8.670573316657737,93.00002251148582,92.99998802955099,0.899993229299788,True,True,0.0015791979532159002
core_component_diagnostic,strong_monsoon_start,Strong monsoon starts,full_after_climate_state,Full predictive model vs climate-state model,0.0,same_type_history_count+cheng_log_resolution_scaled+lr04_lag+co2_lag,same_type_history_count+cheng_log_resolution_scaled+lr04_lag+co2_lag+pre_phase_sin_lag+pre_phase_cos_lag,True,3150,93,2,-405.86463252576664,-395.2002675416852,10.66436498408143,0.003385512693359184,0.0048842623735759335,0.1654346932985397,21.32872996816286,2.336281308532375e-05,-17.31216785233255,92.99998462140698,92.99997478394477,1.2219847403045372,True,True,0.0005429487532720344
core_component_diagnostic,strong_monsoon_start,Strong monsoon starts,lr04_after_ep_baseline,LR04+EP baseline vs EP baseline,0.2,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_after_ep_baseline_lag,True,3150,93,1,-412.0469760607441,-406.02028634494843,6.026689715795669,0.0019132348304113235,0.0027602144018904536,0.09349113296725729,12.053379431591338,0.0005169857183061434,-10.04828956553888,93.00002251148582,93.00000992016528,0.9528045025905144,True,True,0.0011984668924369688
core_component_diagnostic,strong_monsoon_start,Strong monsoon starts,co2_after_ep_baseline,CO2+EP baseline vs EP baseline,0.2,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_after_ep_baseline_lag,True,3150,93,1,-412.0469760607441,-406.2698842035038,5.777091857240293,0.0018339974149969185,0.002645898975619233,0.08961915885161917,11.554183714480587,0.0006759697882138794,-9.549093848428129,93.00002251148582,92.99999691349106,0.9172052710972681,True,True,0.0012228430121588643
core_component_diagnostic,strong_monsoon_start,Strong monsoon starts,full_after_climate_state,Full predictive model vs climate-state model,0.2,same_type_history_count+cheng_log_resolution_scaled+lr04_lag+co2_lag,same_type_history_count+cheng_log_resolution_scaled+lr04_lag+co2_lag+pre_phase_sin_lag+pre_phase_cos_lag,True,3150,93,2,-405.61780989599026,-395.1096641151065,10.508145780883751,0.0033359192955186513,0.004812714224450562,0.16301128824751904,21.016291561767503,2.7313054564767476e-05,-16.99972944593719,93.00012817634965,92.99999426704858,1.2907560571219079,True,True,0.0005429487532720344
core_component_diagnostic,strong_monsoon_start,Strong monsoon starts,lr04_after_ep_baseline,LR04+EP baseline vs EP baseline,0.4,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_after_ep_baseline_lag,True,3150,93,1,-412.0469760607441,-405.96358359989995,6.083392460844152,0.0019312357018552865,0.002786184169854338,0.09437075414022758,12.166784921688304,0.0004864808857092051,-10.161695055635846,93.00002251148582,93.00000693037619,0.9696371245524387,True,True,0.0011984668924369688
core_component_diagnostic,strong_monsoon_start,Strong monsoon starts,co2_after_ep_baseline,CO2+EP baseline vs EP baseline,0.4,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+co2_after_ep_baseline_lag,True,3150,93,1,-412.0469760607441,-406.29678758937814,5.750188471365959,0.001825456657576495,0.002633577267243352,0.08920181066469418,11.500376942731918,0.0006958207759609646,-9.49528707667946,93.00002251148582,92.99998459150531,0.956451002486211,True,True,0.0012228430121588643
core_component_diagnostic,strong_monsoon_start,Strong monsoon starts,full_after_climate_state,Full predictive model vs climate-state model,0.4,same_type_history_count+cheng_log_resolution_scaled+lr04_lag+co2_lag,same_type_history_count+cheng_log_resolution_scaled+lr04_lag+co2_lag+pre_phase_sin_lag+pre_phase_cos_lag,True,3150,93,2,-405.5945516863385,-395.32585691701314,10.26869476932535,0.003259903101373127,0.004703046038129562,0.15929672064632389,20.5373895386507,3.470264082899254e-05,-16.52082742282039,92.99999092842339,92.99992952835106,1.3211641208982714,True,True,0.0005429487532720344
core_component_diagnostic,strong_monsoon_start,Strong monsoon starts,lr04_after_ep_baseline,LR04+EP baseline vs EP baseline,0.6,same_type_history_count+cheng_log_resolution_scaled,same_type_history_count+cheng_log_resolution_scaled+lr04_after_ep_baseline_lag,True,3150,93,1,-412.0469760607441,-405.9566862454828,6.090289815261315,0.0019334253381781952,0.0027893431473187493,0.09447775176402215,12.18057963052263,0.00048289636475172293,-10.175489764470171,93.00002251148582,93.00000623506907,0.9841210587500026,True,True,0.0011984668924369688
