analysis_start_ka,analysis_end_ka,bin_width_ka,response,baseline_model,extra_forcings,main_question
0.0,640.0,0.2,event_count_per_0p2kyr_bin,LR04_scaled + CO2_scaled + sin(pre_phase) + cos(pre_phase),AT_scaled + obl_scaled + ecc_scaled + insol65N_scaled,Do extra forcings improve the baseline binned Poisson hazard model?
