variant_id,variant_label,event_type,detected_index,published_index,detected_age_ka,published_age_ka,age_error_ka,abs_age_error_ka
raw,Raw composite,strong_monsoon_start,8,4,27.958750000000002,27.955,0.003750000000003695,0.003750000000003695
raw,Raw composite,strong_monsoon_start,52,27,105.15378379352578,105.15,0.003783793525769852,0.003783793525769852
raw,Raw composite,strong_monsoon_start,36,19,65.48384999999999,65.48,0.003849999999985698,0.003849999999985698
raw,Raw composite,weak_monsoon_start,179,189,569.4961000000001,569.5,-0.0038999999999305146,0.0038999999999305146
raw,Raw composite,weak_monsoon_start,98,149,228.64578952007938,228.65,-0.00421047992062995,0.00421047992062995
raw,Raw composite,strong_monsoon_start,65,31,147.655,147.65,0.0049999999999954525,0.0049999999999954525
raw,Raw composite,strong_monsoon_start,69,36,160.495,160.5,-0.0049999999999954525,0.0049999999999954525
raw,Raw composite,weak_monsoon_start,128,165,364.34450000000004,364.35,-0.005499999999983629,0.005499999999983629
raw,Raw composite,strong_monsoon_start,177,85,561.2570499999999,561.25,0.007049999999935608,0.007049999999935608
raw,Raw composite,strong_monsoon_start,192,94,633.30795,633.3,0.00795000000005075,0.00795000000005075
raw,Raw composite,strong_monsoon_start,178,86,562.24095,562.25,-0.009050000000002001,0.009050000000002001
raw,Raw composite,strong_monsoon_start,76,39,169.56,169.55,0.009999999999990905,0.009999999999990905
raw,Raw composite,strong_monsoon_start,144,71,426.0392601558315,426.05,-0.010739844168483614,0.010739844168483614
raw,Raw composite,strong_monsoon_start,173,83,555.66125,555.65,0.01125000000001819,0.01125000000001819
raw,Raw composite,weak_monsoon_start,165,183,521.93825,521.95,-0.011750000000006366,0.011750000000006366
raw,Raw composite,strong_monsoon_start,166,80,531.73785,531.75,-0.012150000000019645,0.012150000000019645
raw,Raw composite,weak_monsoon_start,108,155,256.0625,256.05,0.012499999999988631,0.012499999999988631
raw,Raw composite,weak_monsoon_start,134,170,371.9625,371.95,0.012499999999988631,0.012499999999988631
raw,Raw composite,strong_monsoon_start,160,78,483.63690170929044,483.65,-0.013098290709535831,0.013098290709535831
raw,Raw composite,weak_monsoon_start,118,161,318.0365,318.05,-0.013500000000021828,0.013500000000021828
raw,Raw composite,strong_monsoon_start,175,84,559.1352,559.15,-0.014799999999922875,0.014799999999922875
raw,Raw composite,weak_monsoon_start,28,113,48.9349,48.92,0.014899999999997249,0.014899999999997249
raw,Raw composite,weak_monsoon_start,85,143,187.765,187.75,0.014999999999986358,0.014999999999986358
raw,Raw composite,strong_monsoon_start,131,64,368.115,368.1,0.014999999999986358,0.014999999999986358
raw,Raw composite,weak_monsoon_start,80,141,174.865,174.85,0.01500000000001478,0.01500000000001478
raw,Raw composite,weak_monsoon_start,176,188,560.4336,560.45,-0.016400000000089676,0.016400000000089676
raw,Raw composite,weak_monsoon_start,126,164,349.5665,349.55,0.01650000000000773,0.01650000000000773
raw,Raw composite,strong_monsoon_start,153,75,463.1322604417651,463.15,-0.017739558234893593,0.017739558234893593
raw,Raw composite,strong_monsoon_start,115,56,293.9178,293.9,0.017800000000022465,0.017800000000022465
raw,Raw composite,strong_monsoon_start,140,69,393.5816900862267,393.6,-0.018309913773350672,0.018309913773350672
raw,Raw composite,strong_monsoon_start,71,37,163.82,163.8,0.01999999999998181,0.01999999999998181
raw,Raw composite,strong_monsoon_start,79,40,173.13,173.15,-0.020000000000010232,0.020000000000010232
raw,Raw composite,strong_monsoon_start,156,77,472.7704545818224,472.75,0.020454581822377804,0.020454581822377804
raw,Raw composite,strong_monsoon_start,147,72,447.3791051375909,447.4,-0.02089486240907945,0.02089486240907945
raw,Raw composite,weak_monsoon_start,110,156,259.629,259.65,-0.020999999999958163,0.020999999999958163
raw,Raw composite,weak_monsoon_start,96,148,221.02880523543064,221.05,-0.021194764569372637,0.021194764569372637
raw,Raw composite,weak_monsoon_start,60,130,139.3285,139.35,-0.021500000000003183,0.021500000000003183
raw,Raw composite,weak_monsoon_start,114,158,281.42185,281.4,0.021850000000029013,0.021850000000029013
raw,Raw composite,strong_monsoon_start,109,53,258.772,258.75,0.02199999999999136,0.02199999999999136
raw,Raw composite,weak_monsoon_start,123,163,341.126,341.15,-0.02400000000000091,0.02400000000000091
raw,Raw composite,weak_monsoon_start,89,145,193.275,193.25,0.025000000000005684,0.025000000000005684
raw,Raw composite,weak_monsoon_start,92,146,201.125,201.15,-0.025000000000005684,0.025000000000005684
raw,Raw composite,weak_monsoon_start,158,180,479.02443010189745,479.05,-0.025569898102560273,0.025569898102560273
raw,Raw composite,weak_monsoon_start,141,172,398.8242668639125,398.85,-0.025733136087524144,0.025733136087524144
raw,Raw composite,weak_monsoon_start,155,178,467.37594293626796,467.35,0.02594293626793842,0.02594293626793842
raw,Raw composite,strong_monsoon_start,171,82,553.52405,553.55,-0.025949999999966167,0.025949999999966167
raw,Raw composite,strong_monsoon_start,194,95,638.0735,638.1,-0.02650000000005548,0.02650000000005548
raw,Raw composite,strong_monsoon_start,136,67,377.422,377.45,-0.027999999999963165,0.027999999999963165
raw,Raw composite,weak_monsoon_start,58,128,133.28,133.25,0.030000000000001137,0.030000000000001137
raw,Raw composite,weak_monsoon_start,78,140,171.01999999999998,171.05,-0.03000000000002956,0.03000000000002956
raw,Raw composite,weak_monsoon_start,130,166,367.3805,367.35,0.03049999999996089,0.03049999999996089
raw,Raw composite,weak_monsoon_start,55,126,117.41724390302811,117.45,-0.03275609697189452,0.03275609697189452
raw,Raw composite,strong_monsoon_start,122,61,337.3835,337.35,0.03350000000000364,0.03350000000000364
raw,Raw composite,weak_monsoon_start,113,157,276.91610000000003,276.95,-0.03389999999996007,0.03389999999996007
raw,Raw composite,strong_monsoon_start,135,66,375.916,375.95,-0.033999999999991815,0.033999999999991815
raw,Raw composite,weak_monsoon_start,174,187,556.9153,556.95,-0.034700000000043474,0.034700000000043474
raw,Raw composite,weak_monsoon_start,68,135,158.985,158.95,0.03500000000002501,0.03500000000002501
raw,Raw composite,weak_monsoon_start,167,184,534.96475,535.0,-0.0352500000000191,0.0352500000000191
raw,Raw composite,strong_monsoon_start,54,28,108.51467469932942,108.55,-0.035325300670578486,0.035325300670578486
raw,Raw composite,weak_monsoon_start,100,150,232.6122120849276,232.65,-0.03778791507241408,0.03778791507241408
raw,Raw composite,weak_monsoon_start,193,194,635.16125,635.2,-0.03875000000005002,0.03875000000005002
raw,Raw composite,weak_monsoon_start,11,103,30.45975,30.42,0.039749999999997954,0.039749999999997954
raw,Raw composite,weak_monsoon_start,93,147,209.21,209.25,-0.03999999999999204,0.03999999999999204
raw,Raw composite,weak_monsoon_start,77,139,170.20999999999998,170.25,-0.040000000000020464,0.040000000000020464
raw,Raw composite,strong_monsoon_start,43,22,75.3285,75.28,0.048500000000004206,0.048500000000004206
raw,Raw composite,strong_monsoon_start,84,43,182.5,182.55,-0.05000000000001137,0.05000000000001137
raw,Raw composite,weak_monsoon_start,16,106,34.699,34.75,-0.05100000000000193,0.05100000000000193
raw,Raw composite,weak_monsoon_start,42,119,73.34795,73.4,-0.05205000000000837,0.05205000000000837
raw,Raw composite,strong_monsoon_start,32,16,55.798,55.745,0.05300000000000438,0.05300000000000438
raw,Raw composite,weak_monsoon_start,87,144,191.805,191.75,0.05500000000000682,0.05500000000000682
raw,Raw composite,strong_monsoon_start,154,76,466.00933331939416,465.95,0.0593333193941703,0.0593333193941703
