age_ka,d18o_raw,d18o_raw_variant,d18o_no_pre_18_25kyr_precession_component,d18o_no_pre_18_25kyr,d18o_no_pre_15_30kyr_precession_component,d18o_no_pre_15_30kyr
6.8,-10.363513523818598,-10.363513523818598,-0.34808219273665963,-10.015431331081938,-0.45907637415977975,-9.904437149658818
6.9,-10.40864370993494,-10.40864370993494,-0.3601868063591686,-10.048456903575772,-0.4732784613475731,-9.935365248587367
7.0,-10.32646365622288,-10.32646365622288,-0.3720159816865681,-9.954447674536313,-0.48706342114154877,-9.839400235081332
7.1,-10.612937277433637,-10.612937277433637,-0.3835581530389197,-10.229379124394718,-0.5004148588604977,-10.112522418573139
7.2,-10.657001885267977,-10.657001885267977,-0.3948019840729964,-10.26219990119498,-0.5133168536532827,-10.143685031614694
7.3,-10.824550917197833,-10.824550917197833,-0.4057363792098434,-10.41881453798799,-0.5257539790067408,-10.298796938191092
7.4,-10.90919093921615,-10.90919093921615,-0.41635049486087317,-10.492840444355277,-0.537711322582945,-10.371479616633206
7.5,-10.791376048171987,-10.791376048171987,-0.42663375044081764,-10.36474229773117,-0.5491745053577483,-10.24220154281424
7.6,-10.585047373380824,-10.585047373380824,-0.43657583915604714,-10.148471534224777,-0.5601297000336696,-10.024917673347154
7.7,-10.762140353073745,-10.762140353073745,-0.44616673855696504,-10.31597361451678,-0.5705636487013614,-10.191576704372384
7.8,-10.815788114018611,-10.815788114018611,-0.4553967208433961,-10.360391393175215,-0.5804636797251177,-10.235324434293494
7.9,-10.569125538459456,-10.569125538459456,-0.4642563629121118,-10.104869175547345,-0.5898177238291393,-9.979307814630317
8.0,-10.614321272067086,-10.614321272067086,-0.4727365561358688,-10.141584715931216,-0.5986143293625659,-10.01570694270452
8.1,-10.116083384237484,-10.116083384237484,-0.480828515863583,-9.6352548683739,-0.6068426767226036,-9.50924070751488
8.2,-10.479063093747456,-10.479063093747456,-0.4885237906315202,-9.990539303115936,-0.6144925919164327,-9.864570501831023
8.3,-10.618556862745079,-10.618556862745079,-0.4958142710756505,-10.122742591669429,-0.6215545592439524,-9.997002303501127
8.4,-10.896274317805451,-10.896274317805451,-0.5026921985355948,-10.393582119269857,-0.6280197330848236,-10.268254584720628
8.5,-10.647412950177271,-10.647412950177271,-0.5091501733408799,-10.138262776836392,-0.6338799487746862,-10.013533001402585
8.6,-10.566736704609069,-10.566736704609069,-0.5151811627705201,-10.051555541838548,-0.6391277325568714,-9.927608972052198
8.7,-10.778353797350258,-10.778353797350258,-0.5207785086772504,-10.257575288673008,-0.6437563105973929,-10.134597486752865
8.8,-10.960538533308451,-10.960538533308451,-0.5259359347680591,-10.434602598540392,-0.6477596170524833,-10.312778916255969
8.9,-10.505812570300298,-10.505812570300298,-0.5306475535329929,-9.975165016767306,-0.651132301179435,-9.854680269120863
9.0,-10.67701066026679,-10.67701066026679,-0.5349078728145474,-10.142102787452242,-0.6538697334830141,-10.023140926783775
9.1,-9.61,-9.61,-0.5387118020103032,-9.071288197989697,-0.6559680108912294,-8.95403198910877
9.2,-9.796956522276389,-9.796956522276389,-0.5420546579018167,-9.254901864374572,-0.657423960955755,-9.139532561320634
9.3,-10.675995422150974,-10.675995422150974,-0.5449321701031463,-10.131063252047827,-0.6582351450738233,-10.017760277077151
9.4,-10.40377574396394,-10.40377574396394,-0.547340486122756,-9.856435257841184,-0.6583998607299095,-9.745375883234031
9.5,-10.618169336197495,-10.618169336197495,-0.5492761760329214,-10.068893160164574,-0.6579171427570296,-9.960252193440464
9.6,-9.889999999999999,-9.889999999999999,-0.5507362367411444,-9.339263763258854,-0.6567867636189653,-9.233213236381033
9.7,-10.290344827586207,-10.290344827586207,-0.5517180958584738,-9.738626731727733,-0.6550092327162159,-9.635335594869991
9.8,-10.48,-10.48,-0.5522196151600269,-9.927780384839973,-0.6525857947199648,-9.827414205280036
9.9,-10.225517241379311,-10.225517241379311,-0.5522390936334083,-9.673278147745902,-0.6495184269398097,-9.575998814439501
10.0,-10.225119055116203,-10.225119055116203,-0.5517752701111277,-9.673343785005075,-0.6458098357324626,-9.57930921938374
10.1,-10.649428565013602,-10.649428565013602,-0.5508273254835353,-10.098601239530067,-0.6414634519600585,-10.007965113053544
10.2,-10.757880949812359,-10.757880949812359,-0.549394884489206,-10.208486065323152,-0.6364834255081205,-10.121397524304237
10.3,-10.493214304685376,-10.493214304685376,-0.547478017080125,-9.94573628760525,-0.6308746188746331,-9.862339685810742
10.4,-10.347728201401358,-10.347728201401358,-0.5450772393594515,-9.802650962041906,-0.6246425998430358,-9.723085601558322
10.5,-10.369127802910524,-10.369127802910524,-0.5421935140900667,-9.826934288820457,-0.6177936332533076,-9.751334169657216
10.6,-10.560294113846794,-10.560294113846794,-0.5388282507725369,-10.021465863074257,-0.6103346718866289,-9.949959441960164
10.7,-9.813590425672244,-9.813590425672244,-0.5349833052915611,-9.278607120380682,-0.6022733464803947,-9.211317079191849
10.8,-10.479716035722838,-10.479716035722838,-0.5306609791303992,-9.949055056592439,-0.5936179548916124,-9.886098080831225
10.9,-9.507991631799158,-9.507991631799158,-0.5258640181532184,-8.98212761364594,-0.5843774504279271,-8.92361418137123
11.0,-10.227154811715476,-10.227154811715476,-0.5205956109557257,-9.70655920075975,-0.5745614293666959,-9.65259338234878
11.1,-9.984184100418414,-9.984184100418414,-0.5148593867848952,-9.469324713633519,-0.5641801176836617,-9.420003982734752
11.2,-9.087991631799163,-9.087991631799163,-0.5086594130290314,-8.579332218770132,-0.5532443570138688,-8.534747274785294
11.3,-9.35606694560667,-9.35606694560667,-0.5020001922798476,-8.854066753326823,-0.5417655898685002,-8.81430135573817
11.4,-9.008535134482832,-9.008535134482832,-0.49488665896867223,-8.51364847551416,-0.5297558441323135,-8.478779290350518
11.5,-9.02,-9.02,-0.4873241755793294,-8.53267582442067,-0.5172277168672924,-8.502772283132707
11.6,-8.596999999999957,-8.596999999999957,-0.4793185284406695,-8.117681471559287,-0.5041943574490187,-8.092805642550939
11.7,-8.590954545454561,-8.590954545454561,-0.47087592310215864,-8.120078622352402,-0.4906694500631008,-8.100285095391461
11.8,-8.62649999999999,-8.62649999999999,-0.46200297929635636,-8.164497020703633,-0.4766671955897681,-8.149832804410222
11.9,-8.739447761194024,-8.739447761194024,-0.4527067254925387,-8.286741035701485,-0.4622022929054661,-8.277245468288557
12.0,-8.259046153846151,-8.259046153846151,-0.44299459304613975,-7.816051560800012,-0.4472899196309429,-7.811756234215209
12.1,-8.358818181818181,-8.358818181818181,-0.43287440994910087,-7.925943771869081,-0.43194571235593426,-7.926872469462247
12.2,-8.195454545454556,-8.195454545454556,-0.42235439418662674,-7.773100151267929,-0.41618574637110706,-7.779268799083449
12.3,-7.9245945945945895,-7.9245945945945895,-0.4114431467062535,-7.513151447888336,-0.4000265149384207,-7.524568079656169
12.4,-8.292081632653078,-8.292081632653078,-0.4001496440055326,-7.891931988647546,-0.3834849081315135,-7.908596724521565
12.5,-8.616134615384617,-8.616134615384617,-0.38848323034503063,-8.227651385039586,-0.36657819127810587,-8.249556424106512
12.6,-8.683317073170729,-8.683317073170729,-0.37645360959372925,-8.306863463576999,-0.349323983036747,-8.333993090133982
12.7,-8.745323529411731,-8.745323529411731,-0.3640708367142943,-8.381252692697437,-0.33174023314050977,-8.413583296271222
12.8,-9.558176470588245,-9.558176470588245,-0.35134530889605464,-9.206831161692191,-0.3138451998404725,-9.244331270747773
12.9,-9.463130434782599,-9.463130434782599,-0.33828775634389774,-9.124842678438702,-0.2956574270820108,-9.167473007700588
13.0,-9.106,-9.106,-0.32490923273165,-8.78109076726835,-0.2771957214470667,-8.828804278552933
13.1,-9.756666666666653,-9.756666666666653,-0.3112211053288557,-9.445445561337797,-0.2584791288956606,-9.498187537770994
13.2,-9.07120000000003,-9.07120000000003,-0.2972350448102149,-8.773964955189815,-0.23952691133996917,-8.831673088660061
13.3,-9.842444444444453,-9.842444444444453,-0.2829630147572696,-9.559481429687184,-0.22035852308430193,-9.622085921360151
13.4,-10.196319999999936,-10.196319999999936,-0.268417260862253,-9.927902739137684,-0.20099358716427035,-9.995326412835666
13.5,-9.27476000000001,-9.27476000000001,-0.253610299844328,-9.021149700155682,-0.18145187161835724,-9.093308128381652
13.6,-9.682,-9.682,-0.23855490808874716,-9.443445091911252,-0.16175326572496151,-9.52024673427504
13.7,-10.072222222222228,-10.072222222222228,-0.22326411001975643,-9.848958112202471,-0.14191775623781402,-9.930304465984413
13.8,-9.69200000000001,-9.69200000000001,-0.2077511662183501,-9.484248833781662,-0.12196540365243633,-9.570034596347574
13.9,-8.998199999999995,-8.998199999999995,-0.19202956129625323,-8.806170438703742,-0.10191631853603997,-8.896283681463956
14.0,-9.138111111111112,-9.138111111111112,-0.1761129915377696,-8.961998119573343,-0.08179063795294333,-9.056320473158168
14.1,-9.682115384615384,-9.682115384615384,-0.16001535232137998,-9.522100032294004,-0.06160850201721313,-9.620506882598171
14.2,-9.144678571428653,-9.144678571428653,-0.14375072533321304,-9.00092784609544,-0.04139003060381699,-9.103288540824837
14.3,-9.351714285714296,-9.351714285714296,-0.12733336558473518,-9.22438092012956,-0.021155300249102227,-9.330558985465194
14.4,-9.034714285714273,-9.034714285714273,-0.11077768824721676,-8.923936597467057,-0.0009243212708976156,-9.033789964443375
14.5,-8.587735294117646,-8.587735294117646,-0.09409825531573199,-8.493637038801914,0.01928298486202787,-8.607018278979673
14.6,-9.027,-9.027,-0.07730976211563603,-8.949690237884363,0.03944680788202036,-9.06644680788202
14.7,-7.428740740740665,-7.428740740740665,-0.060427023664635815,-7.368313717076029,0.0595474707676322,-7.488288211508297
14.8,-7.622459459459472,-7.622459459459472,-0.04346496090373092,-7.578994498555741,0.07956545145396819,-7.70202491091344
14.9,-7.688442622950818,-7.688442622950818,-0.02643858681044773,-7.66200403614037,0.09948140418125045,-7.787924027132068
15.0,-7.364142857142859,-7.364142857142859,-0.009362992407922655,-7.354779864734937,0.11927618045535868,-7.4834190375982175
15.1,-6.917350877192971,-6.917350877192971,0.007746667316490825,-6.925097544509462,0.13893084959494514,-7.056281726787915
15.2,-7.263974358974389,-7.263974358974389,0.02487518756931132,-7.2888495465437,0.15842671884061,-7.422401077814999
15.3,-7.11748780487805,-7.11748780487805,0.04200732797184392,-7.159495132849894,0.17774535300254693,-7.295233157880597
15.4,-7.031124999999998,-7.031124999999998,0.05912782682997209,-7.090252826829969,0.1968685936240308,-7.227993593624029
15.5,-7.700176470588235,-7.700176470588235,0.07622141543881633,-7.776397886027051,0.21577857763911096,-7.915955048227346
15.6,-7.582899999999948,-7.582899999999948,0.09327283240820114,-7.676172832408149,0.23445775550389267,-7.81735775550384
15.7,-7.090918918918974,-7.090918918918974,0.11026683799483722,-7.201185756913811,0.25288890878183296,-7.343807827700807
15.8,-6.5417,-6.5417,0.1271882284271069,-6.6688882284271065,0.27105516716453276,-6.812755167164532
15.9,-6.556897959183677,-6.556897959183677,0.1440218502083352,-6.700919809392012,0.2889400249105847,-6.845837984094262
16.0,-6.663094594594597,-6.663094594594597,0.1607526143844388,-6.823847208979036,0.3065273566861296,-6.969621951280726
16.1,-6.2201666666665645,-6.2201666666665645,0.17736551076186866,-6.397532177428433,0.3238014327918879,-6.543968099458453
16.2,-7.798080000000022,-7.798080000000022,0.19384562206180084,-7.991925622061823,0.34074693376257054,-8.138826933762592
16.3,-7.41010256410255,-7.41010256410255,0.21017813799658241,-7.620280702099132,0.35734896432572444,-7.767451528428274
16.4,-7.34813157894738,-7.34813157894738,0.2263483692545074,-7.574479948201888,0.3735930667082237,-7.721724645655604
16.5,-7.9571785714285355,-7.9571785714285355,0.24234176137907806,-8.199520332807614,0.38946523327977267,-8.346643804708307
16.6,-6.9217037037036855,-6.9217037037036855,0.2581439085290038,-7.179847612232689,0.40495191852393714,-7.326655622227623
16.7,-7.559310344827638,-7.559310344827638,0.27374056710529937,-7.833050911932938,0.420040050328355,-7.979350395155993
16.8,-7.733833333333334,-7.733833333333334,0.2891176692319681,-8.022951002565302,0.4347170405869163,-8.168550373920251
16.9,-7.1541794871793565,-7.1541794871793565,0.3042613360768931,-7.458440823256249,0.4489707951078291,-7.603150282287186
17.0,-7.329105263157891,-7.329105263157891,0.3191578909997137,-7.648263154157605,0.46278972282261455,-7.791894985980505
17.1,-7.816111111111088,-7.816111111111088,0.33379387251362597,-8.149904983624713,0.47616274429219013,-8.292273855403279
17.2,-8.16394594594593,-8.16394594594593,0.3481560470482289,-8.51210199299416,0.48907929950730955,-8.65302524545324
17.3,-8.286,-8.286,0.36223142150072785,-8.648231421500727,0.5015293549817201,-8.78752935498172
17.4,-8.100627118644034,-8.100627118644034,0.3760072555630126,-8.476634374207046,0.5135034101374765,-8.61413052878151
17.5,-8.064499999999995,-8.064499999999995,0.3894710738123465,-8.453971073812342,0.5249925029829061,-8.589492502982901
17.6,-7.662500000000029,-7.662500000000029,0.40261067755363367,-8.065110677553662,0.5359882150847485,-8.198488215084778
17.7,-7.320222222222209,-7.320222222222209,0.4154141564014747,-7.735636378623684,0.5464826758369996,-7.866704898059209
17.8,-7.576749999999995,-7.576749999999995,0.4278698995904773,-8.004619899590473,0.556468566029984,-8.13321856602998
17.9,-8.469232876712342,-8.469232876712342,0.4399666070025552,-8.909199483714897,0.5659391207241431,-9.035171997436485
18.0,-9.185009523809505,-9.185009523809505,0.45169329990023055,-9.636702823709737,0.5748881314339908,-9.759897655243496
18.1,-8.39714423076923,-8.39714423076923,0.46303933135524256,-8.860183562124472,0.5833099476286143,-8.980454178397844
18.2,-8.444599999999976,-8.444599999999976,0.4739943963620694,-8.918594396362046,0.5911994775560001,-9.035799477555976
18.3,-8.470500000000001,-8.470500000000001,0.48454854162628314,-8.955048541626285,0.5985521883993234,-9.069052188399326
18.4,-8.639804347826084,-8.639804347826084,0.49469217501797896,-9.134496522844064,0.6053641057741678,-9.245168453600252
18.5,-7.980000000000002,-7.980000000000002,0.5044160746808563,-8.484416074680858,0.6116318125764293,-8.59163181257643
18.6,-8.429813559322033,-8.429813559322033,0.513711397787869,-8.943524957109902,0.6173524471914322,-9.047166006513466
18.7,-10.052333333333321,-10.052333333333321,0.5225696889347183,-10.574903022268039,0.6225237010755175,-10.674857034408838
18.8,-8.959000000000005,-8.959000000000005,0.5309828881628217,-9.489982888162826,0.6271438157220763,-9.586143815722082
18.9,-8.788666666666566,-8.788666666666566,0.5389433386037612,-9.327610005270328,0.6312115790246722,-9.419878245691239
19.0,-8.64,-8.64,0.5464437937375957,-9.186443793737595,0.6347263210505312,-9.274726321050531
19.1,-8.324333333333293,-8.324333333333293,0.5534774242578063,-8.8778107575911,0.6376879092382726,-8.962021242571565
19.2,-8.605863636363626,-8.605863636363626,0.5600378245360407,-9.165901460899667,0.6400967430343114,-9.245960379397937
19.3,-8.2180412371134,-8.2180412371134,0.5661190186802196,-8.78416025579362,0.6419537479829027,-8.859994985096304
19.4,-7.912333333333342,-7.912333333333342,0.5717154661799841,-8.484048799513326,0.6432603692852987,-8.55559370261864
19.5,-8.10948717948719,-8.10948717948719,0.5768220671338686,-8.686309246621057,0.6440185648439789,-8.753505744331168
19.6,-7.715249999999992,-7.715249999999992,0.5814341670530128,-8.296684167053005,0.6442307978083626,-8.359480797808354
19.7,-7.899000000000063,-7.899000000000063,0.5855475612366454,-8.484547561236708,0.6439000286388407,-8.542900028638904
19.8,-8.191538461538462,-8.191538461538462,0.5891584987150085,-8.78069696025347,0.6430297067063602,-8.834568168244822
19.9,-7.758837209302305,-7.758837209302305,0.5922636857558228,-8.351100895058128,0.6416237614451663,-8.40046097074747
20.0,-7.563333333333346,-7.563333333333346,0.5948602889308386,-8.158193622264184,0.6396865930766424,-8.203019926409988
20.1,-7.739104477611925,-7.739104477611925,0.5969459377394555,-8.33605041535138,0.6372230629224949,-8.37632754053442
20.2,-7.665,-7.665,0.5985187267868435,-8.263518726786844,0.6342384833258043,-8.299238483325805
20.3,-7.481551724137916,-7.481551724137916,0.5995772175144483,-8.081128941652365,0.6307386071987053,-8.112290331336622
20.4,-7.604000000000001,-7.604000000000001,0.6001204394812103,-8.204120439481212,0.6267296172156731,-8.230729617215674
20.5,-7.73813559322034,-7.73813559322034,0.6001478911942872,-8.338283484414628,0.6222181146715813,-8.360353707891921
20.6,-7.771428571428574,-7.771428571428574,0.5996595404885184,-8.371088111917093,0.6172111080238439,-8.388639679452417
20.7,-7.9433333333333325,-7.9433333333333325,0.5986558244543285,-8.541989157787661,0.611716001138081,-8.555049334471413
20.8,-7.3297435897435905,-7.3297435897435905,0.5971376489142213,-7.926881238657812,0.6057405812568342,-7.935484171000425
20.9,-7.778974358974365,-7.778974358974365,0.5951063874484728,-8.374080746422838,0.5992930067109186,-8.378267365685284
21.0,-7.440641025641025,-7.440641025641025,0.5925638799710844,-8.03320490561211,0.5923817943930181,-8.033022820034043
21.1,-7.797777777777778,-7.797777777777778,0.5895124308575157,-8.387290208635294,0.5850158070131307,-8.382793584790909
21.2,-7.6085714285714285,-7.6085714285714285,0.5859548066261632,-8.194526235197591,0.5772042401554367,-8.185775668726865
21.3,-7.356999999999996,-7.356999999999996,0.5818942331760057,-7.9388942331760015,0.5689566091561024,-7.925956609156098
21.4,-7.4486075949367105,-7.4486075949367105,0.5773343925832852,-8.025941987519996,0.5602827358214455,-8.008890330758156
21.5,-7.946835443037991,-7.946835443037991,0.5722794194605328,-8.519114862498524,0.5511927350057724,-8.498028178043764
21.6,-7.423444444444443,-7.423444444444443,0.5667338968816968,-7.99017834132614,0.5416970010680552,-7.965141445512498
21.7,-7.496666666666669,-7.496666666666669,0.5607028518775619,-8.057369518544231,0.5318061942264526,-8.028472860893121
21.8,-7.502195121951218,-7.502195121951218,0.5541917505060858,-8.056386872457304,0.5215312268294793,-8.023726348780698
21.9,-7.625104895104903,-7.625104895104903,0.5472064925027065,-8.17231138760761,0.5108832495624187,-8.135988144667323
22.0,-8.19450450450452,-8.19450450450452,0.539753405516095,-8.734257910020615,0.4998736376073232,-8.694378142111843
22.1,-7.579285714285709,-7.579285714285709,0.5318392389352496,-8.111124953220958,0.4885139767746858,-8.067799691060396
22.2,-7.374851485148515,-7.374851485148515,0.5234711573142355,-7.89832264246275,0.4768160496245753,-7.85166753477309
22.3,-7.162929292929295,-7.162929292929295,0.5146567334012789,-7.677586026330574,0.46479182159471366,-7.627721114524009
22.4,-7.3151792828685265,-7.3151792828685265,0.5054039407793257,-7.820583223647852,0.4524534271526381,-7.767632710021164
22.5,-7.224400000000002,-7.224400000000002,0.4957211461255596,-7.720121146125561,0.4398131559887395,-7.664213155988741
22.6,-7.688222222222214,-7.688222222222214,0.4856171010977628,-8.173839323319976,0.4268834392666032,-8.115105661488817
22.7,-7.513018867924528,-7.513018867924528,0.47510093385577107,-7.988119801780299,0.41367683594670057,-7.926695703871229
22.8,-7.673636363636363,-7.673636363636363,0.46418214022664595,-8.13781850386301,0.40020601919908216,-8.073842382835444
22.9,-7.893384615384624,-7.893384615384624,0.4528705745225389,-8.346255189907163,0.3864837629203145,-8.279868378304938
23.0,-7.417575757575757,-7.417575757575757,0.4411764400205729,-7.8587521975963295,0.3725229283694652,-7.790098685945222
23.1,-7.4399999999999995,-7.4399999999999995,0.42911027911440214,-7.869110279114402,0.3583364509374942,-7.7983364509374935
23.2,-7.916296296296326,-7.916296296296326,0.4166829631474391,-8.332979259443766,0.3439373270639432,-8.26023362336027
23.3,-7.5600000000000005,-7.5600000000000005,0.4039056819380538,-7.963905681938054,0.3293386013143364,-7.8893386013143365
23.4,-7.825357142857136,-7.825357142857136,0.3907899330073591,-8.216147075864495,0.3145533536312195,-8.139910496488355
