variant_id,variant_label,driver,driver_label,event_type,event_label,event_index,event_age_ka,orbital_value_at_event,phase_unwrapped_rad,phase_rad,phase_deg,phase_fraction,phase_extrapolated,signed_distance_to_min_rad,signed_distance_to_max_rad,source_event_order
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,51,248.77550000000002,0.009112305000000133,71.04793740684282,1.9328990278673714,110.74695652174007,0.3076304347826113,False,1.9328990278673714,-1.2086936257224217,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,52,251.23250000000002,0.024230725000000078,71.71914550683151,2.604107127856061,149.20434782608694,0.4144565217391304,False,2.604107127856061,-0.5374855257337322,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,53,258.772,0.007464000000000078,73.5629709031475,4.447932524172053,254.84776119402966,0.7079104477611935,False,-1.8352527830075334,1.30633987058226,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,54,264.0017,-0.017027471000000072,74.78905949273546,5.674021113760013,325.0974626865675,0.9030485074626875,False,-0.6091641934195737,2.5324284601702196,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,55,273.5077,0.0016191959999999894,77.05480227952926,1.6565785933742205,94.9149618320614,0.2636526717557261,False,1.6565785933742205,-1.4850140602155726,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,56,293.9178,-0.02259683399999988,82.4506180486433,0.7692090553086857,44.0724324324328,0.12242342342342444,False,0.7692090553086857,-2.3723835982811075,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,57,316.44,-0.019751599999999897,88.97460165830383,1.0100073577896183,57.86915887850482,0.16074766355140227,False,1.0100073577896183,-2.131585295800175,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,58,334.69399999999996,-0.030929080000000005,94.27590434192592,0.028124734232129356,1.6114285714281222,0.004476190476189228,False,0.028124734232129356,-3.1134679193576638,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,59,337.3835,-0.021524454999999727,95.08060086019543,0.8328212525016383,47.717142857142925,0.13254761904761925,False,0.8328212525016383,-2.308771401088155,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,60,351.4475,-0.006156775000000017,99.40364088438068,5.155861276686885,295.4090909090909,0.820580808080808,False,-1.1273240304927017,2.0142686230970916,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,61,365.6535,0.007817284999999993,104.23629891685735,3.705334001983971,212.30000000000052,0.5897222222222237,False,-2.577851305195616,0.5637413483941778,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,62,368.115,0.0024123500000000214,105.19099401769824,4.660029102824865,267.0000000000003,0.7416666666666675,False,-1.6231562043547216,1.5184364492350717,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,63,370.898,-0.003327560000000057,106.27038319732053,5.739418282447147,328.8444444444454,0.9134567901234594,False,-0.5437670247324393,2.597825628857354,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,64,375.916,0.0006370400000000349,108.27056035479409,1.4564101327411194,83.44615384615413,0.2317948717948726,False,1.4564101327411194,-1.6851825208486737,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,65,377.422,0.003937340000000085,108.87712939791028,2.062979175857315,118.200000000001,0.3283333333333361,False,2.062979175857315,-1.0786134777324783,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,66,391.09707467481905,-0.009473927631240421,113.79082546527894,0.6934899360463902,39.734046470255535,0.11037235130626537,False,0.6934899360463902,-2.448102717543403,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,67,393.5816900862267,0.00023259129750487266,114.61247278353939,1.5151372543068362,86.81097005482142,0.24114158348561507,False,1.5151372543068362,-1.626455399282957,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,68,415.9197628950841,0.009138276830006533,121.74292402320548,2.362403186793337,135.35573211151407,0.3759881447542057,False,2.362403186793337,-0.7791894667964563,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,69,426.0392601558315,-0.00711523153036282,125.02205553004585,5.641534693633709,323.2361279218414,0.8978781331162261,False,-0.6416506135458778,2.4999420400439156,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,70,447.3791051375909,-0.0059433118752854446,132.66750836568238,0.7206169149110693,41.28830787014223,0.11468974408372842,False,0.7206169149110693,-2.420975738678724,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,71,449.7844123349564,0.0016593256393387038,133.4629289363003,1.5160374855289902,86.86254950443676,0.24128485973454655,False,1.5160374855289902,-1.625555168060803,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,72,458.90002063725,0.0020768933054173366,136.3948953894017,4.4480039386304,254.85185294108916,0.7079218137252477,False,-1.8351813685491865,1.3064112850406069,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,73,463.1322604417651,-0.01878768476505407,137.71132840703484,5.7644369562635305,330.27790886313863,0.9174386357309406,False,-0.518748350916056,2.6228443026737374,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,74,466.00933331939416,-0.019901453369993365,138.606238408639,0.37616165068810403,21.5524749991027,0.05986798610861861,False,0.3761616506881041,-2.765431002901689,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,75,472.7704545818224,0.022693909275657655,140.70927691240874,2.4792001544578426,142.04770541861618,0.39457695949615607,False,2.4792001544578426,-0.6623924991319505,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,76,483.63690170929044,-0.03005961816192691,144.0626288453684,5.832552087417511,334.1806183992418,0.9282794955534494,False,-0.45063321976207527,2.690959433827718,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,77,503.94836978568867,-0.025169321893427275,150.15875438414758,5.645492319017102,323.4628831532037,0.898508008758899,False,-0.6376929881624849,2.5038996654273085,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,78,506.4511,-0.031148300999999993,150.9014962466601,0.1050488743500182,6.018857142856132,0.01671904761904481,False,0.1050488743500182,-3.036543779239775,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,79,508.4791,-0.023887756999999878,151.50827242775344,0.71182505544337,40.78457142857093,0.1132904761904748,False,0.71182505544337,-2.429767598146423,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,80,531.73785,-0.01082192600000005,157.72250912616485,0.6428764466751957,36.83410714285584,0.10231696428571066,False,0.6428764466751957,-2.4987162069145974,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,81,548.0759499999999,0.01117870650000036,161.05597735606608,3.9763446765764243,227.82776785714145,0.6328549107142818,False,-2.3068406306031624,0.8347520229866311,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,82,553.52405,-0.018900528499999913,162.5841658324967,5.5045331530070385,315.38651785714313,0.8760736607142865,False,-0.778652154172548,2.3629404994172454,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,83,555.66125,-0.026257324999999936,163.1836490306442,6.104016351154549,349.7343750000003,0.9714843750000008,False,-0.17916895602503782,2.9624236975647555,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,84,559.1352,-0.018090983999999855,164.179977940014,0.8171599533447562,46.81981651376179,0.13005504587156053,False,0.8171599533447562,-2.324432700245037,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,85,561.2570499999999,-0.0018585240000005057,164.7915365062543,1.428718519585047,81.85954128440224,0.2273876146788951,False,1.428718519585047,-1.7128741340047462,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,86,562.24095,0.006932825999999907,165.07511568165495,1.7122976949857076,98.10743119266019,0.27252064220183386,False,1.7122976949857076,-1.4292949586040855,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,87,580.52925,-0.033682917499999694,170.28851663540985,0.6425133415610205,36.81330275229398,0.10225917431192773,False,0.6425133415610205,-2.4990793120287726,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,88,583.2346,-0.005384770000000171,171.06825128544554,1.4222479915967128,81.48880733944942,0.22635779816513726,False,1.4222479915967128,-1.7193446619930803,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,89,593.47185,0.013895298499999683,174.06573047860408,4.419727184755253,253.23171428571302,0.7034214285714251,False,-1.8634581224243336,1.2781345311654597,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,90,606.8133,0.021965226000000775,178.03740473525298,2.1082161342245627,120.79188679245331,0.33553301886792586,False,2.1082161342245627,-1.0333765193652305,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,91,626.0952,-0.007367400000000356,183.64157416611607,1.4292002579080716,81.88714285714126,0.2274642857142813,False,1.4292002579080716,-1.7123923956817215,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,92,627.62725,0.00438656499999982,184.07131318619932,1.8589392779913183,106.50937499999903,0.29585937499999726,False,1.8589392779913183,-1.2826533755984748,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,93,629.9672499999999,0.017522877499999732,184.7276816513243,2.5153077431163027,144.1165178571404,0.4003236607142789,False,2.5153077431163027,-0.6262849104734904,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,94,633.30795,0.020648484999999918,185.57288024610878,3.3605063379007802,192.54283018867883,0.5348411949685523,False,-2.9226789692788064,0.21891368431098712,
raw,Raw composite,pre,Precession index,strong_monsoon_start,Strong monsoon starts,95,638.0735,0.004821435000000188,186.5144787914116,4.30210488320359,246.4924528301877,0.6847012578616325,False,-1.9810804239759963,1.160512229613797,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,1,3.49957375,0.012395491875,3.8894633707427353,3.8894633707427353,222.84983571428572,0.6190273214285714,False,-2.393721936436851,0.7478707171529422,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,2,12.77875,-0.018402737500000002,6.6517460049573796,0.3685606977777933,21.116972477064216,0.058658256880733936,False,0.3685606977777933,-2.773031955812,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,3,24.5925,0.014999050000000002,10.039772772643989,3.7565874654644027,215.23660714285717,0.5978794642857144,False,-2.526597841715184,0.6149948118746096,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,4,26.65,0.006809000000000008,10.616900173069077,4.33371486588949,248.30357142857136,0.6897321428571427,False,-1.949470441290096,1.1921222122996973,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,5,27.5565,0.0025315400000000053,10.871172828469001,4.587987521289415,262.8723214285714,0.7302008928571428,False,-1.6951977858901712,1.446394867699622,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,6,28.62925,-0.0025726724999999917,11.172078499820648,4.888893192641062,280.1129464285714,0.7780915178571427,False,-1.3942921145385248,1.7473005390512686,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,7,30.45975,-0.009911370000000001,11.68553254914173,5.402347241962143,309.53169642857137,0.8598102678571427,False,-0.8808380652174431,2.2607545883723503,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,8,31.972749999999998,-0.013864677499999997,12.109928056720422,5.826742749540836,333.8477678571428,0.9273549107142856,False,-0.4564425576387506,2.685150095951043,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,9,33.417500000000004,-0.015220800000000001,12.515179484066303,6.231994176886717,357.0669642857143,0.9918526785714286,False,-0.05119113029286939,3.090401523296924,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,10,34.699,-0.014651030000000004,12.822119527418074,0.2557489130589019,14.653333333333304,0.040703703703703624,False,0.2557489130589019,-2.885843740530891,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,11,36.604,-0.011012720000000005,13.265433157424635,0.6990625430654624,40.053333333333356,0.11125925925925931,False,0.6990625430654624,-2.4425301105243307,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,12,39.9567,-0.000541323000000005,14.045641875179486,1.4792712608203136,84.75599999999999,0.23543333333333327,False,1.4792712608203136,-1.6623213927694795,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,13,42.3922,0.007052472000000012,14.61240846094378,2.046037846584607,117.2293333333334,0.3256370370370372,False,2.046037846584607,-1.0955548070051861,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,14,44.304249999999996,0.011410904999999997,15.05736270044721,2.4909920860880383,142.72333333333322,0.3964537037037034,False,2.4909920860880383,-0.6506005675017548,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,15,45.72975,0.0133646925,15.389091613609603,2.8227209992504303,161.73000000000008,0.4492500000000002,False,2.8227209992504303,-0.3188716543393629,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,16,48.4734,0.013284334000000002,16.037326882486386,3.470956268127214,198.8711450381679,0.5524198473282441,False,-2.8122290390523728,0.3293636145374208,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,17,48.9349,0.012733489,16.148002074061324,3.5816314597021517,205.21236641221367,0.570034351145038,False,-2.701553847477435,0.44003880611235857,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,18,55.16625,-0.006462037499999983,17.642380958179398,5.076010343820226,290.83396946564886,0.8078721374045802,False,-1.2071749633593607,1.9344176902304326,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,19,56.318749999999994,-0.01074031249999999,17.918769166825367,5.352398552466195,306.6698473282441,0.8518606870229002,False,-0.9307867547133919,2.2108058988764014,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,20,68.65435,0.016501640499999977,21.159131908571528,2.309575987032769,132.328956521739,0.3675804347826084,False,2.309575987032769,-0.8320166665570242,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,21,69.576,0.020246759999999992,21.410910071109008,2.561354149570249,146.75478260869548,0.407652173913043,False,2.561354149570249,-0.5802385040195439,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,22,70.1533,0.022012712000000007,21.568618022319217,2.7190621007804587,155.7907826086956,0.4327521739130433,False,2.7190621007804587,-0.4225305528093344,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,23,73.34795,0.021377834500000012,22.44930677101203,3.5997508494732706,206.2505309734513,0.5729181415929203,False,-2.683434457706316,0.45815819588347745,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,24,77.50971874999999,-0.0034320849999999324,23.606349437466857,4.7567935159280985,272.544192477876,0.7570672013274333,False,-1.526391791251488,1.6152008623383054,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,25,88.4242,-0.0011073600000000487,26.614534869727194,1.4817936410088492,84.90052173913048,0.2358347826086958,False,1.4817936410088492,-1.6597990125809439,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,26,98.65,0.013995999999999929,29.459571110707927,4.326829881989582,247.90909090909108,0.6886363636363642,False,-1.9563554251900046,1.1852372283997887,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,27,106.10291867522108,-0.04171349135425699,31.594617562387235,0.1786910264893038,10.238241654697504,0.028439560151937507,False,0.1786910264893038,-2.9629016271004893,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,28,117.41724390302811,0.040736677314192574,34.93717458111516,3.5212480452172272,201.75265160963838,0.5604240322489955,False,-2.7619372619623594,0.37965539162743417,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,29,120.84026548640617,0.00881996903043695,35.923756182896796,4.507829646998864,258.27961353698265,0.7174433709360629,False,-1.775355660180722,1.3662369934090712,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,30,133.28,0.003440599999999943,39.41469461390742,1.7155827708299043,98.29565217391304,0.27304347826086955,False,1.7155827708299043,-1.4260098827598888,
raw,Raw composite,pre,Precession index,weak_monsoon_start,Weak monsoon starts,31,135.5525,0.023350350000000082,40.035500640453755,2.3363887973762374,133.86521739130447,0.3718478260869569,False,2.3363887973762374,-0.8052038562135557,
