catalogue_id,catalogue_label,catalogue_short_label,driver,driver_label,event_type,event_label,event_index,event_age_ka,orbital_value_at_event,phase_unwrapped_rad,phase_rad,phase_deg,phase_fraction,phase_extrapolated,signed_distance_to_min_rad,signed_distance_to_max_rad,source_event_order,event_class,event_class_label
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,17,55.745,-0.00867984999999999,17.78117460308513,5.214803988725958,298.7862595419847,0.8299618320610687,False,-1.0683813184536286,2.0732113351361647,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,18,58.21,-0.016300299999999997,18.372321617672828,5.805951003313655,332.6564885496183,0.9240458015267174,False,-0.4772343038659311,2.6643583497238623,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,19,59.785,-0.0183708,18.750032184802897,6.183661570443725,354.29770992366406,0.9841603053435112,False,-0.09952373673586147,3.042068916853932,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,20,65.48,-0.0010987999999999838,20.29195672249129,1.4424008009525302,82.64347826086951,0.2295652173913042,False,1.4424008009525302,-1.699191852637263,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,21,69.18,0.018768400000000025,21.30273001103757,2.4531740894988125,140.55652173913043,0.3904347826086957,False,2.4531740894988125,-0.6884185640909806,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,22,72.285,0.023704700000000002,22.153788548787844,3.3042326272490854,189.31858407079633,0.5258849557522121,False,-2.9789526799305013,0.1626399736592923,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,23,75.28,0.012265399999999984,22.986449610513638,4.1368936889748795,237.02654867256646,0.658407079646018,False,-2.1462916182047067,0.9953010353850864,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,24,76.245,0.00588929999999997,23.254736062789227,4.405180141250469,252.3982300884957,0.7011061946902658,False,-1.8780051659291177,1.2635874876606756,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,25,84.13,-0.029140400000000004,25.441436854679775,0.3086956259614304,17.68695652173905,0.049130434782608465,False,0.3086956259614304,-2.8328970276283627,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,26,85.0,-0.026138,25.679105168473093,0.5463639397547482,31.304347826087046,0.08695652173913068,False,0.5463639397547482,-2.595228713835045,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,27,89.79,0.011523700000000078,26.98764680418571,1.8549055754673667,106.27826086956533,0.2952173913043481,False,1.8549055754673667,-1.2866870781224264,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,28,105.15,-0.04201800000000001,31.31596676964735,6.183225540929005,354.2727272727274,0.9840909090909096,False,-0.09995976625058159,3.0416328873392118,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,29,108.55,-0.0266335,32.319875365468576,0.9039488295706448,51.792452830188495,0.14386792452830138,False,0.9039488295706448,-2.2376438240191483,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,30,128.55,-0.03735149999999994,38.12254389638745,0.4234320533099307,24.26086956521751,0.06739130434782642,False,0.4234320533099307,-2.7181606002798624,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,31,130.45,-0.024447000000000125,38.64158963915445,0.9424777960769362,53.9999999999999,0.14999999999999972,False,0.9424777960769362,-2.199114857512857,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,32,147.65,-0.020405500000000073,43.21637166859679,5.517259825519275,316.11570247933946,0.8780991735537207,False,-0.7659254816603112,2.375667171929482,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,33,149.05,-0.02606950000000004,43.579861727689824,5.880749884612307,336.94214876033107,0.9359504132231418,False,-0.40243542256727977,2.7391572310225136,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,34,151.75,-0.027076,44.26454961522807,0.28225246497096634,16.17187500000048,0.04492187500000133,False,0.28225246497096634,-2.8593401886188268,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,35,157.05,0.0010030000000000995,45.56536532335509,1.5830681730979848,90.70312500000017,0.2519531250000005,False,1.5830681730979848,-1.5585244804918084,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,36,158.15,0.008635500000000096,45.83534594202296,1.8530487917658576,106.17187500000017,0.2949218750000005,False,1.8530487917658576,-1.2885438618239355,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,37,160.5,0.022497,46.41212271826796,2.4298255680108554,139.21874999999997,0.38671874999999994,False,2.4298255680108554,-0.7117670855789379,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,38,163.8,0.029689,47.22689284166951,3.244595691412407,185.90163934426215,0.5163934426229504,False,-3.03858961576718,0.10300303782261368,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,39,168.75,0.005201000000000001,48.50155543472439,4.519258284467284,258.9344262295082,0.7192622950819672,False,-1.7639270227123023,1.377665630877491,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,40,169.55,-0.0014865000000001205,48.70756151036962,4.725264360112519,270.7377049180329,0.7520491803278692,False,-1.5579209470670679,1.5836717065227255,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,41,173.15,-0.02907100000000008,49.63458885077317,5.652291700516066,323.8524590163937,0.8995901639344269,False,-0.63089360666352,2.5106990469262733,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,42,176.25,-0.0356175,50.44619353928035,0.18071108184366125,10.353982300884988,0.028761061946902748,False,0.18071108184366128,-2.960881571746132,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,43,177.95,-0.028852500000000086,50.91882252256377,0.6533400651270824,37.43362831858416,0.103982300884956,False,0.6533400651270823,-2.4882525884627107,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,44,182.55,0.015217000000000147,52.19770094791891,1.9322184904822208,110.70796460177007,0.3075221238938058,False,1.9322184904822208,-1.2093741631075723,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,45,190.65,0.019889999999999845,54.47807260656846,4.2125901491317705,241.36363636363652,0.6704545454545459,False,-2.070595158047816,1.0709974955419774,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,46,192.75,-0.005743,55.07783120407197,4.81234874663528,275.7272727272731,0.7659090909090919,False,-1.4708365605443066,1.6707560930454868,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,47,198.95,-0.044410000000000054,56.84319207589032,0.29452431127404566,16.875000000000146,0.04687500000000041,False,0.2945243112740456,-2.8470683423157475,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,48,219.05,-0.04644150000000007,62.481228891707715,5.932561127091439,339.9107142857143,0.9441964285714285,False,-0.3506241800881471,2.7909684735016462,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,49,225.2,-0.009113,64.2572052942579,1.4253522224620383,81.66666666666681,0.22685185185185225,False,1.4253522224620383,-1.7162404311277548,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,50,230.75,0.046219,65.87163485235266,3.039781780556794,174.16666666666686,0.48379629629629683,False,3.039781780556794,-0.10181087303299918,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,51,241.65,-0.039002,69.10021954570381,6.268366473907946,359.150943396227,0.9976415094339638,False,-0.014818833271640377,3.126773820318153,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,52,248.25,0.0047185,70.90438028167225,1.7893419026967976,102.52173913043492,0.28478260869565253,False,1.7893419026967976,-1.3522507508929955,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,53,251.15,0.023896500000000057,71.69660799431662,2.5815696153411736,147.91304347826062,0.41086956521739065,False,2.5815696153411736,-0.5600230382486195,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,54,258.75,0.007590499999999999,73.55781306446251,4.442774685487059,254.5522388059702,0.7070895522388061,False,-1.8404106216925273,1.301182031897266,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,55,264.0,-0.017023,74.78866093247343,5.673622553497985,325.0746268656717,0.9029850746268657,False,-0.6095627536816013,2.532029899908192,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,56,272.85,-0.0019354999999998484,76.8970751430204,1.498851456865367,85.87786259542028,0.23854961832061192,False,1.498851456865367,-1.642741196724426,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,57,293.9,-0.022712,82.44558017934295,0.7641711860083333,43.78378378378409,0.12162162162162246,False,0.7641711860083333,-2.37742146758146,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,58,315.45,-0.0276905,88.68393093614925,0.7193366356350452,41.21495327102799,0.11448598130841108,False,0.7193366356350452,-2.422256017954748,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,59,316.35,-0.02055399999999975,88.94817704719887,0.983582746684661,56.35514018691624,0.15654205607476732,False,0.9835827466846611,-2.158009906905132,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,60,332.45,-0.025196,93.62810766226094,5.6635133617467375,324.4954128440367,0.9013761467889909,False,-0.619671945432849,2.5219207081569444,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,61,334.05,-0.030586000000000002,94.08925887746679,6.124664576952583,350.9174311926608,0.9747706422018355,False,-0.15852073022700378,2.9830719233627896,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,62,337.35,-0.021734499999999823,95.07057768363399,0.8227980759401916,47.142857142857586,0.13095238095238218,False,0.8227980759401916,-2.3187945776496015,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,63,351.45,-0.006171500000000001,99.40443421585886,5.156654608165063,295.4545454545454,0.8207070707070705,False,-1.1265306990145236,2.0150619545752697,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,64,365.65,0.007822500000000041,104.23494143855024,3.7039765236768574,212.22222222222237,0.5895061728395066,False,-2.579208783502729,0.5623838700870643,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,65,368.1,0.00245,105.18517625352494,4.654211338651564,266.6666666666677,0.7407407407407437,False,-1.6289739685280227,1.5126186850617707,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,66,370.75,-0.003143,106.21298125747714,5.6820163426037595,325.55555555555543,0.9043209876543207,False,-0.6011689645758269,2.5404236890139664,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,67,375.95,0.0007115,108.28425447661742,1.470104254564454,84.23076923076921,0.2339743589743589,False,1.470104254564454,-1.671488399025339,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,68,377.45,0.0039924999999999995,108.88840691000007,2.0742566879471056,118.84615384615377,0.3301282051282049,False,2.0742566879471056,-1.0673359656426875,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,69,390.8,-0.010239,113.69258466359693,0.59524913436438,34.105263157894626,0.09473684210526286,False,0.59524913436438,-2.546343519225413,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,70,393.6,0.000317,114.61852776149709,1.5211922322645393,87.15789473684255,0.242105263157896,False,1.5211922322645393,-1.6204004213252539,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,71,412.25,-0.006074,120.59003400804421,1.209513171632075,69.30000000000027,0.19250000000000075,False,1.209513171632075,-1.932079481957718,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,72,426.05,-0.007138,125.0255701358313,5.6450492994191634,323.4375000000002,0.8984375000000007,False,-0.638136007760423,2.5034566458293703,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,73,447.4,-0.005894,132.67441817054998,0.7275267197786732,41.68421052631489,0.11578947368420803,False,0.7275267197786732,-2.41406593381112,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,74,449.45,0.000437,133.3523407957983,1.4054493450270016,80.52631578947305,0.22368421052631401,False,1.4054493450270016,-1.7361433085627915,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,75,458.9,0.002077,136.3948889702103,4.447997519438992,254.8514851485136,0.7079207920792044,False,-1.8351877877405942,1.3064048658491991,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,76,463.15,-0.01884249999999991,137.7168462749387,5.769954824167378,330.5940594059398,0.918316831683166,False,-0.5132304830122083,2.628362170577585,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,77,465.95,-0.0200485,138.5877828521715,0.3577060942206032,20.49504950494953,0.056930693069304254,False,0.3577060942206032,-2.78388655936919,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,78,472.75,0.02259,140.7029145397369,2.472837781785998,141.68316831683012,0.3935643564356392,False,2.472837781785998,-0.6687548718037952,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,79,483.65,-0.03011449999999988,144.0666631094731,5.8365863515222,334.4117647058816,0.9289215686274489,False,-0.4465989556573862,2.694993697932407,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,80,504.15,-0.02625849999999985,150.2185128747157,5.70525080958523,326.88679245282975,0.9080188679245271,False,-0.5779344975943561,2.5636581559954372,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,81,531.75,-0.010801999999999999,157.72478117085183,0.6451484913621712,36.96428571428466,0.1026785714285685,False,0.6451484913621712,-2.496444162227622,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,82,548.25,0.010504000000000001,161.10479826690158,4.0251655874119265,230.62500000000023,0.6406250000000007,False,-2.25801971976766,0.8835729338221334,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,83,553.55,-0.019029499999999717,162.5914447904753,5.5118121109856375,315.8035714285699,0.8772321428571387,False,-0.771373196193949,2.3702194573958444,,strong_or_gi_start,Strong/GI start
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,84,555.65,-0.026239999999999913,163.18049341302338,6.100860733533729,349.5535714285702,0.9709821428571395,False,-0.18232457364585766,2.9592680799439357,,strong_or_gi_start,Strong/GI start
