catalogue_id,catalogue_label,catalogue_short_label,dataset_id,dataset_label,model_id,term,beta,rate_ratio_per_unit,event_class,event_class_label
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gi_start,CH4 GI starts,climate_lr04_co2_pre_phase,pre_phase_sin,-0.10403406055400727,0.9011946017110487,strong_or_gi_start,Strong/GI start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gi_start,CH4 GI starts,climate_lr04_co2_pre_phase,pre_phase_cos,0.2645265080527772,1.3028139577956277,strong_or_gi_start,Strong/GI start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,stationary,intercept,-2.1176627545000337,0.1203125,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,lr04,intercept,-2.126037570171755,0.11930911244698543,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,lr04,lr04_scaled,0.5612674410667208,1.7528927812577675,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,co2,intercept,-2.119429701142852,0.12010010193532025,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,co2,co2_scaled,-0.27444547493537386,0.7599934418107498,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,climate_lr04_co2,intercept,-2.1289225381300976,0.1189654055105774,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,climate_lr04_co2,lr04_scaled,1.0413902421601262,2.8331530465100276,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,climate_lr04_co2,co2_scaled,0.6347568404105988,1.8865633497116967,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,pre_phase,intercept,-2.1333476054002274,0.11844013861615972,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,pre_phase,pre_phase_sin,0.24345793154487774,1.2756526519755107,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,pre_phase,pre_phase_cos,-0.05887779532901866,0.942821979367126,weak_or_gs_start,Weak/GS start
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,ch4_gs_start,CH4 GS starts,lr04_pre_phase,intercept,-2.137756838683326,0.11791905804203222,weak_or_gs_start,Weak/GS start
