event_age_ka,event_index,event_type,event_label,event_class,event_class_label,catalogue_id,catalogue_label,catalogue_short_label,source
31.975,9,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
33.42,10,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
34.75,11,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
36.75,12,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
39.955,13,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
42.475,14,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
44.485,15,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
45.73,16,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
48.47,17,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
48.92,18,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
55.23,19,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
56.32,20,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
68.655,21,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
69.575,22,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
70.155,23,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
73.4,24,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
77.51,25,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
88.425,26,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
98.65,27,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
100.35,28,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
105.75,29,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
106.35,30,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
117.45,31,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
120.55,32,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
133.25,33,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
135.55,34,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
139.35,35,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
142.55,36,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
143.85,37,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
147.05,38,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
151.05,39,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
158.95,40,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
162.0,41,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
165.15,42,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
166.8,43,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
170.25,44,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
171.05,45,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
174.85,46,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
179.65,47,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
187.75,48,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
191.75,49,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
193.25,50,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
201.15,51,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
209.25,52,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
221.05,53,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
228.65,54,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
232.65,55,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
234.15,56,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
246.75,57,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
250.05,58,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
252.15,59,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
256.05,60,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
259.65,61,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
276.95,62,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
281.4,63,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
284.7,64,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
307.25,65,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
318.05,66,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
324.15,67,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
341.15,68,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
349.55,69,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
364.35,70,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
367.35,71,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
368.65,72,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
369.55,73,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
371.55,74,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
371.95,75,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
378.65,76,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
398.85,77,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
430.15,78,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
441.85,79,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
453.55,80,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
457.6,81,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
460.15,82,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
467.35,83,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
475.35,84,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
479.05,85,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
500.1,86,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
513.95,87,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
521.95,88,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
535.0,89,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
552.7,90,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
554.2,91,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
556.95,92,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
560.45,93,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
569.5,94,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
589.8,95,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
614.9,96,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
629.0,97,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
632.3,98,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
635.2,99,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
639.2,100,weak_monsoon_start,Weak monsoon starts,weak_or_gs_start,Weak/GS start,cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,data/raw/rousseau_2023_ks_0p4_4kyr_weak_monsoon_start_times.csv
1.0,1,ch4_gi_start,CH4 GI starts,strong_or_gi_start,Strong/GI start,ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,data/processed/ch4_gi_gs_rousseau_ks/ch4_gi_gs_detected_transitions.csv
11.6,2,ch4_gi_start,CH4 GI starts,strong_or_gi_start,Strong/GI start,ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,data/processed/ch4_gi_gs_rousseau_ks/ch4_gi_gs_detected_transitions.csv
24.0,3,ch4_gi_start,CH4 GI starts,strong_or_gi_start,Strong/GI start,ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,data/processed/ch4_gi_gs_rousseau_ks/ch4_gi_gs_detected_transitions.csv
27.7,4,ch4_gi_start,CH4 GI starts,strong_or_gi_start,Strong/GI start,ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,data/processed/ch4_gi_gs_rousseau_ks/ch4_gi_gs_detected_transitions.csv
29.2,5,ch4_gi_start,CH4 GI starts,strong_or_gi_start,Strong/GI start,ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,data/processed/ch4_gi_gs_rousseau_ks/ch4_gi_gs_detected_transitions.csv
32.7,6,ch4_gi_start,CH4 GI starts,strong_or_gi_start,Strong/GI start,ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,data/processed/ch4_gi_gs_rousseau_ks/ch4_gi_gs_detected_transitions.csv
34.0,7,ch4_gi_start,CH4 GI starts,strong_or_gi_start,Strong/GI start,ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,data/processed/ch4_gi_gs_rousseau_ks/ch4_gi_gs_detected_transitions.csv
35.7,8,ch4_gi_start,CH4 GI starts,strong_or_gi_start,Strong/GI start,ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,data/processed/ch4_gi_gs_rousseau_ks/ch4_gi_gs_detected_transitions.csv
38.4,9,ch4_gi_start,CH4 GI starts,strong_or_gi_start,Strong/GI start,ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,data/processed/ch4_gi_gs_rousseau_ks/ch4_gi_gs_detected_transitions.csv
43.6,10,ch4_gi_start,CH4 GI starts,strong_or_gi_start,Strong/GI start,ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,data/processed/ch4_gi_gs_rousseau_ks/ch4_gi_gs_detected_transitions.csv
47.0,11,ch4_gi_start,CH4 GI starts,strong_or_gi_start,Strong/GI start,ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,data/processed/ch4_gi_gs_rousseau_ks/ch4_gi_gs_detected_transitions.csv
54.4,12,ch4_gi_start,CH4 GI starts,strong_or_gi_start,Strong/GI start,ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,data/processed/ch4_gi_gs_rousseau_ks/ch4_gi_gs_detected_transitions.csv
59.8,13,ch4_gi_start,CH4 GI starts,strong_or_gi_start,Strong/GI start,ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,data/processed/ch4_gi_gs_rousseau_ks/ch4_gi_gs_detected_transitions.csv
64.5,14,ch4_gi_start,CH4 GI starts,strong_or_gi_start,Strong/GI start,ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,data/processed/ch4_gi_gs_rousseau_ks/ch4_gi_gs_detected_transitions.csv
67.1,15,ch4_gi_start,CH4 GI starts,strong_or_gi_start,Strong/GI start,ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,data/processed/ch4_gi_gs_rousseau_ks/ch4_gi_gs_detected_transitions.csv
