catalogue_id,catalogue_label,catalogue_short_label,driver,driver_label,event_type,event_label,n_events_total,n_phase_events_used,n_extrapolated_phase_events,mean_phase_rad,mean_phase_deg,mean_resultant_length,rayleigh_R,rayleigh_z,rayleigh_p,event_class,event_class_label,reject_rayleigh_at_0p05
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,obl,Obliquity,strong_monsoon_start,Strong monsoon starts,96,96,0,4.678437619977227,268.0547303399248,0.063312621253399,6.078011640326303,0.38481484895772966,0.6816798080082592,strong_or_gi_start,Strong/GI start,False
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,obl,Obliquity,weak_monsoon_start,Weak monsoon starts,100,99,1,6.126978987018357,351.05003712149227,0.059631270796894655,5.903495808892571,0.3520329572284055,0.7042883923334237,weak_or_gs_start,Weak/GS start,False
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,strong_monsoon_start,Strong monsoon starts,96,96,0,0.3825115612891494,21.91629807682798,0.25388593869817744,24.373050115025034,6.187974707390852,0.0019154376890144474,strong_or_gi_start,Strong/GI start,True
cheng_composite_ks_0p4_4kyr,Cheng/Rousseau speleothem starts,Cheng/Rousseau,pre,Precession index,weak_monsoon_start,Weak monsoon starts,100,100,0,3.932691387879369,225.32661865293403,0.24192682144200942,24.19268214420094,5.852858693303391,0.0027094913683490683,weak_or_gs_start,Weak/GS start,True
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,obl,Obliquity,ch4_gi_start,CH4 GI starts,100,99,1,0.7109041209789437,40.73180577055116,0.10705042783671123,10.597992355834412,1.134519615902269,0.32237924106533733,strong_or_gi_start,Strong/GI start,False
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,obl,Obliquity,ch4_gs_start,CH4 GS starts,77,76,1,4.06039720609621,232.64362305602396,0.13151015292952425,9.994771622643844,1.3144139445895613,0.26943621327296324,weak_or_gs_start,Weak/GS start,False
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,pre,Precession index,ch4_gi_start,CH4 GI starts,100,100,0,5.816574419781472,333.26516547723395,0.1394210292397711,13.94210292397711,1.9438223394277105,0.14319590773439622,strong_or_gi_start,Strong/GI start,False
ch4_aicc2023_ks_calibrated,CH4 AICC2023 KS-derived starts,CH4,pre,Precession index,ch4_gs_start,CH4 GS starts,77,77,0,1.8660467685202928,106.91660421023846,0.12504545303463538,9.628499883666924,1.2040001299970646,0.300933827171647,weak_or_gs_start,Weak/GS start,False
